,AMN (81693)
ACH-000004,-0.13210199398861128
ACH-000005,-0.27491071699196595
ACH-000007,-0.030222866729926808
ACH-000009,0.0413026650779294
ACH-000011,0.11548375538753995
ACH-000012,0.0963109561286378
ACH-000013,0.04697970643436582
ACH-000014,0.037670485372647694
ACH-000015,0.06240875567933803
ACH-000017,-0.01570834598600396
ACH-000018,0.05346939758723325
ACH-000019,0.023922908883804758
ACH-000021,0.0790075221882639
ACH-000022,0.04383601404770208
ACH-000025,0.03373808786259766
ACH-000028,0.2095419131213652
ACH-000030,0.217679240039702
ACH-000035,0.01507361441722596
ACH-000036,0.0584145569818485
ACH-000037,0.02640931272272549
ACH-000039,0.16035775102780694
ACH-000040,-0.10060666859796777
ACH-000041,0.16479021695217888
ACH-000042,-0.04439858690169182
ACH-000045,0.1198787407668109
ACH-000047,0.01701317966005716
ACH-000052,-0.07734303318420696
ACH-000053,0.018139589670383118
ACH-000054,0.0716004350323581
ACH-000055,-0.13350909548110199
ACH-000060,-0.04611142238160686
ACH-000067,-0.03257931027224982
ACH-000070,0.09088797374579644
ACH-000075,-0.08161902294875854
ACH-000078,0.0711974213129006
ACH-000082,-0.12698673520983966
ACH-000085,0.3495986441992586
ACH-000086,-0.11621884720855355
ACH-000087,0.11201637376817157
ACH-000092,-0.016767886039502685
ACH-000095,-0.03191779154479615
ACH-000097,-0.011891185792765336
ACH-000098,-0.002275342067812405
ACH-000099,0.07004100480407371
ACH-000108,-0.053252762411530034
ACH-000113,0.048636956652622375
ACH-000116,0.054786729784104087
ACH-000118,-0.04408605526576754
ACH-000120,-0.0924274363096358
ACH-000123,0.14136013139914003
ACH-000127,0.12686877810810945
ACH-000128,-0.04025211890660242
ACH-000132,0.014441002477513712
ACH-000133,-0.11256183970917166
ACH-000137,0.05585639715946257
ACH-000138,0.0776806695833108
ACH-000142,-0.14139812761730894
ACH-000143,-0.021406668867488498
ACH-000146,-0.01780154693116569
ACH-000148,0.021811477093668617
ACH-000150,0.14091465178780946
ACH-000152,-0.009551721316644621
ACH-000153,-0.11040844256646114
ACH-000159,0.011606802283696298
ACH-000160,-0.1766812788248697
ACH-000163,-0.06432649053615191
ACH-000167,-0.22509826307260394
ACH-000168,-0.04985007674618832
ACH-000169,0.1553085383989906
ACH-000178,-0.06827692358504132
ACH-000183,0.17179704780750396
ACH-000188,0.04708900568507442
ACH-000189,0.07228665180404098
ACH-000190,-0.1572263201883253
ACH-000198,0.03457134304787859
ACH-000203,0.2561729097302385
ACH-000204,0.004959015712319857
ACH-000206,-0.08162351041575179
ACH-000207,-0.14327492325105873
ACH-000208,0.1595338649654396
ACH-000210,0.18792149018432125
ACH-000211,0.008098197584495159
ACH-000215,0.02929711379737694
ACH-000221,-0.08877932806411178
ACH-000222,-0.124333595152592
ACH-000223,0.023847544678479216
