,MBTD1 (54799)
ACH-000226,-0.16695154102972676
ACH-000227,-0.29465402169969224
ACH-000228,-0.22325180548706908
ACH-000231,-0.213037372848353
ACH-000232,-0.02298971073605429
ACH-000233,-0.4628118296640612
ACH-000234,-0.31230472479585425
ACH-000235,-0.2650185963335288
ACH-000237,-0.0917827383550137
ACH-000238,-0.4855384661037625
ACH-000242,-0.9092010079490076
ACH-000243,-0.2804397650081332
ACH-000244,-0.2699023328606537
ACH-000246,-0.5627993121999917
ACH-000248,-0.4385385624222448
ACH-000250,-0.2915578489507112
ACH-000251,-0.3321776616383302
ACH-000252,-0.19908503070877054
ACH-000253,-0.2620023065349319
ACH-000255,-0.3742251520207877
ACH-000256,-0.4908462393540883
ACH-000257,-0.0508109203292521
ACH-000258,-0.216137709803971
ACH-000259,-0.3402717045523828
ACH-000260,-0.2461121338488993
ACH-000261,-0.1970915404886586
ACH-000262,-0.6338838121185387
ACH-000263,-0.4355704017428963
ACH-000264,-0.24986136657307406
ACH-000265,-0.08550129724722418
ACH-000266,-0.334451904311954
ACH-000272,-0.4088828250202695
ACH-000274,-0.3566500922281278
ACH-000277,0.019921808396804287
ACH-000278,-0.11628827453570136
ACH-000279,-0.20638066434374994
ACH-000280,-0.1844816765910224
ACH-000281,-0.3808305854328693
ACH-000288,-0.3843535306946387
ACH-000291,-0.2978255296959291
ACH-000293,-0.3536125364746369
ACH-000294,-0.3265622400929612
ACH-000295,-0.3053212312583817
ACH-000296,-0.4005606944835655
ACH-000302,-0.2685529028075754
ACH-000304,-0.3737782539617778
ACH-000307,-0.31246514777509865
ACH-000308,-0.3256168229837079
ACH-000310,-0.4431139446076774
ACH-000311,-0.2728949824762333
ACH-000312,-0.2156485017742016
ACH-000315,-0.3231559923472065
ACH-000316,-0.3496241065826886
ACH-000317,-0.22037824463775754
ACH-000318,-0.15478956958463008
ACH-000319,-0.2495226924095321
ACH-000320,-0.37639090974595696
ACH-000322,-0.451407013639161
ACH-000323,-0.26160131405380155
ACH-000324,-0.33180061892144896
ACH-000329,-0.3015786024471247
ACH-000330,-0.330391102043232
ACH-000331,-0.27728895413493704
ACH-000332,-0.3116232360056002
ACH-000334,-0.07893368254110357
ACH-000335,-0.26830507906231515
ACH-000336,0.015569748113498648
ACH-000337,-0.5597651476016093
ACH-000338,-0.7215513134891937
ACH-000339,-0.11235560902863426
ACH-000341,-0.19710256549729216
ACH-000348,-0.2988186648689869
ACH-000350,-0.2124632201236917
ACH-000352,-0.34657987571255217
ACH-000356,-0.22336463217430105
ACH-000361,-0.3174614746779186
ACH-000362,-0.3330774177861351
ACH-000363,-0.17678789885459176
ACH-000364,-0.2419176896843058
ACH-000365,-0.4233245294719484
ACH-000366,-0.4029498682602508
ACH-000368,-0.16769553745127685
ACH-000374,-0.3280852823376096
ACH-000375,-0.1445357732572318
ACH-000376,-0.1862527508391378
ACH-000381,-0.09562162314502226
ACH-000383,-0.2632930997710475
ACH-000387,-0.3791328690135886
ACH-000389,-0.3286825745954156
ACH-000390,-0.030374174090737113
ACH-000393,-0.07551260943384701
ACH-000395,-0.2505481294545589
ACH-000396,-0.3564260950242352
ACH-000397,-0.15620474962441827
ACH-000401,-0.2123359730803852
ACH-000402,-0.16456822589557255
ACH-000403,-0.16486217923518715
ACH-000404,-0.3576056429437853
ACH-000406,-0.17797487290589312
ACH-000407,-0.20303216553833436
ACH-000408,-0.09692650973677698
ACH-000410,-0.010297804927209872
ACH-000411,-0.523210083055688
ACH-000414,-0.3453975854189621
ACH-000415,-0.193344318619618
ACH-000416,-0.1807227094083911
ACH-000420,-0.3428470883390002
ACH-000421,-0.20201863283579147
ACH-000424,-0.3549331669551914
ACH-000425,-0.2933139206075642
ACH-000426,-0.05873972892059893
ACH-000427,-0.3990733342038207
ACH-000433,-0.4147008709501585
ACH-000435,-0.10972964400955687
ACH-000436,-0.020919378008739237
ACH-000444,-0.1305792108167639
ACH-000445,-0.2790194014346193
ACH-000448,-0.3596232001560586
ACH-000450,-0.29832988199691785
ACH-000452,-0.14991355991365354
ACH-000454,0.04392102770176786
ACH-000458,-0.22962068430266494
ACH-000459,-0.0619732258804789
ACH-000460,-0.11649989589506568
ACH-000461,-0.19693149470258947
ACH-000463,-0.2456393154147836
ACH-000464,-0.32985115214901306
ACH-000466,-0.2950976568257295
ACH-000467,-0.21125816232724168
ACH-000468,-0.21456085200143568
ACH-000469,-0.2072059257382758
ACH-000470,-0.3236176666310637
ACH-000471,-0.1771990842625334
ACH-000472,-0.251103412708838
ACH-000473,-0.20049112178939027
ACH-000475,-0.07965229299928962
ACH-000476,-0.2289238366420954
ACH-000477,-0.5071400913469231
ACH-000479,-0.41417041988933
ACH-000480,-0.2657508651791345
ACH-000481,-0.18044408812845047
ACH-000483,-0.2104580072293364
ACH-000484,-0.3348871818269557
ACH-000485,-0.5572893844901317
ACH-000486,-0.3659885353142812
ACH-000487,-0.2468548351325864
ACH-000488,-0.3432220436208351
ACH-000490,-0.4791386036929332
ACH-000491,-0.20958365757362124
ACH-000495,-0.2405991609023113
ACH-000496,0.04897631419172997
ACH-000499,-0.0009593200523341412
ACH-000500,-0.4150112601858033
ACH-000502,-0.3235682098161108
ACH-000503,0.05350704320366443
ACH-000505,-0.12906826444537547
ACH-000507,-0.2388059200005441
ACH-000510,-0.15609687404188782
ACH-000511,-0.2639423766917093
ACH-000512,0.1079371364662989
ACH-000516,-0.14352052128680814
ACH-000517,-0.1917478042920295
ACH-000518,-0.2755983157182876
ACH-000520,-0.2827283561844798
ACH-000521,-0.2913349164186129
ACH-000522,-0.18367658510391516
ACH-000524,-0.225909932301105
ACH-000527,-0.5055930701911152
ACH-000528,-0.1387410471842888
ACH-000537,-0.25955815806062715
ACH-000541,-0.4515935735667511
ACH-000542,-0.3254748086367739
ACH-000544,-0.514894715498989
ACH-000545,-0.127851185300443
ACH-000547,-0.31983918490540025
ACH-000548,-0.2311001609940865
ACH-000549,-0.3340651168164157
ACH-000550,-0.3415130279981706
ACH-000552,-0.4717007317710076
ACH-000556,-0.2716148510977796
ACH-000557,-0.0675505159405798
ACH-000569,-0.3695756987069127
ACH-000570,-0.18910007280668686
ACH-000571,-0.16053978526084875
ACH-000573,-0.10185743755350823
ACH-000576,-0.32546165958952483
ACH-000579,-0.3473654016559289
ACH-000580,-0.22362084929211848
ACH-000584,-0.06490490922647953
ACH-000585,-0.2744154066678328
ACH-000588,-0.27734369699541955
ACH-000589,-0.4094160704372496
ACH-000591,-0.2417723693984068
ACH-000593,-0.2407904482223219
ACH-000600,-0.3479081974221568
ACH-000601,-0.3550129957906934
ACH-000605,-0.20669354514326807
ACH-000606,-0.2041938321754726
ACH-000608,-0.3511104654381141
ACH-000614,-0.484139792611916
ACH-000616,-0.33054567277132035
ACH-000618,-0.2487726700663817
ACH-000619,-0.4163390902049475
ACH-000620,-0.022786105119313955
ACH-000621,-0.4712687066979111
ACH-000622,-0.16434913383009744
ACH-000623,-0.1959538109345531
ACH-000624,-0.15816012947701985
ACH-000627,-0.21521767691361016
ACH-000630,-0.2941726397988297
ACH-000631,-0.29800558158461754
ACH-000632,-0.2813182787915977
ACH-000633,-0.4690313534931176
ACH-000637,-0.3974300986325455
ACH-000638,-0.31529825999653266
ACH-000646,-0.2348307240305648
ACH-000647,-0.23765744714207385
ACH-000648,-0.4513091083900446
ACH-000649,-0.34883340486968345
ACH-000651,-0.16274699426082814
ACH-000652,-0.21014526392504512
ACH-000653,-0.2536124729825866
ACH-000657,-0.31938001569281765
ACH-000658,-0.2558664784854067
ACH-000661,-0.3343151823624058
ACH-000662,-0.2946263669933724
ACH-000663,-0.4081832073868912
ACH-000665,-0.1330529883137558
ACH-000671,-0.3028186480859263
ACH-000672,-0.13080870090274274
ACH-000673,-0.2514264564284817
ACH-000676,-0.3298434664029842
ACH-000677,-0.4632042382071937
ACH-000681,-0.3588418032179589
ACH-000683,-0.025384962362949258
ACH-000684,-0.4360468211503646
ACH-000688,-0.24445783148217498
ACH-000693,-0.17599053254699706
ACH-000694,-0.12154851842309715
ACH-000695,-0.0831330945943993
ACH-000696,-0.223197196453228
ACH-000697,-0.2816927400584643
ACH-000699,-0.2784801984490237
ACH-000701,-0.2841996468115645
ACH-000706,-0.2021831670853003
ACH-000711,-0.08289050519998219
ACH-000713,-0.16797356683520528
ACH-000714,-0.05167399389971839
ACH-000718,-0.15814184527076836
ACH-000720,-0.2726574216689077
ACH-000721,-0.2667588137894665
ACH-000724,-0.3730298819154732
ACH-000725,-0.2800561720471467
ACH-000732,-0.4534814612849472
ACH-000734,-0.03168674241160255
ACH-000735,-0.23747413580262214
ACH-000736,-0.4741928817336299
ACH-000738,-0.2417545498242336
ACH-000746,-0.08567414052491339
ACH-000747,-0.09544495186050364
ACH-000748,-0.4422333660794912
ACH-000753,-0.284222851482502
ACH-000756,-0.25357962423886554
ACH-000757,-0.005386585064121972
ACH-000758,-0.25661114310124944
ACH-000760,-0.28056898700352834
ACH-000762,-0.36782321959613307
ACH-000763,-0.028591421434057088
ACH-000764,-0.22496713607069932
ACH-000765,-0.28220629757470833
ACH-000766,-0.3534434563780045
ACH-000767,-0.4002668991380565
ACH-000768,-0.15763383752811658
ACH-000769,-0.3721698694467807
ACH-000770,-0.05887870645194958
ACH-000771,-0.3460038139786609
ACH-000773,-0.4922110756368537
ACH-000776,-0.197167387696942
ACH-000777,-0.3488339801534468
ACH-000778,-0.30133536722772325
ACH-000781,-0.18003766256172388
ACH-000782,-0.20655077692622253
ACH-000783,-0.3458124123042416
ACH-000784,-0.41930365345441617
ACH-000785,-0.36261050106002907
ACH-000787,-0.13675063832381798
ACH-000788,-0.34784353439141313
ACH-000791,-0.21321898829290167
ACH-000792,-0.3952273832194498
ACH-000794,-0.3500794796309497
ACH-000796,-0.2841863220485509
ACH-000798,-0.14084784164552985
ACH-000799,-0.30567101197410645
ACH-000800,-0.3106314617618389
ACH-000802,-0.10014691588254412
ACH-000804,-0.38707920997650463
ACH-000805,-0.16590381645061866
ACH-000809,-0.30557460001351944
ACH-000810,-0.3670800790461859
ACH-000811,-0.3040451533074889
ACH-000817,-0.17201953056001815
ACH-000819,-0.16542349149444818
ACH-000820,-0.16742239711512008
ACH-000821,-0.20608685444261807
ACH-000822,-0.12410240521206485
ACH-000823,-0.12098341648272658
ACH-000824,-0.1892638082252752
ACH-000827,-0.15672031086055332
ACH-000829,-0.0850329026528648
ACH-000831,-0.2555964413853738
ACH-000832,-0.17999423722325006
ACH-000833,-0.12178526317862175
ACH-000834,-0.3196896885531532
ACH-000835,-0.22262112043057375
ACH-000836,-0.1712843761865589
ACH-000837,-0.2268198266609221
ACH-000838,-0.35997240532073443
ACH-000839,-0.3770638921047294
ACH-000840,-0.6184386958571366
ACH-000841,-0.09789988022750999
ACH-000843,-0.3046379996111184
ACH-000846,-0.20622293584276166
ACH-000847,-0.3577634784181316
ACH-000848,-0.08031466936905
ACH-000849,-0.19508603880861505
ACH-000851,-0.1841464697500801
ACH-000855,-0.04701566862392576
ACH-000856,-0.08435499817459913
ACH-000858,-0.13980825142430434
ACH-000859,-0.15111209589686295
ACH-000861,-0.11392288741326463
ACH-000862,-0.2205037506985406
ACH-000865,-0.23764900836007036
ACH-000866,-0.139068425790841
ACH-000867,-0.19819860567144532
ACH-000869,-0.22846119564385986
ACH-000872,-0.3562708150149772
ACH-000873,-0.2985055604928513
ACH-000876,-0.2433944576804322
ACH-000878,-0.2087878886123201
ACH-000880,0.16173285126759454
ACH-000881,-0.2362957768033353
ACH-000882,-0.2283753686571973
ACH-000884,-0.2494816373147269
ACH-000885,-0.5222451921774681
ACH-000887,-0.1987019805526228
ACH-000889,-0.05595509309177058
ACH-000896,-0.15227735421946784
ACH-000898,-0.2296263812037107
ACH-000900,-0.3548864503257398
ACH-000901,-0.2085249341601676
ACH-000905,0.06475747427560989
ACH-000906,-0.16619738685556176
ACH-000907,-0.19006901169115728
ACH-000910,-0.16925502837471906
ACH-000911,-0.27473795370664844
ACH-000912,-0.42325762728083255
ACH-000913,-0.2522722137118689
ACH-000915,-0.17142124064187486
ACH-000916,-0.3645678844006072
ACH-000917,-0.373504696610076
ACH-000920,-0.12621227898639473
ACH-000921,-0.2368661733992205
ACH-000924,-0.23618525099117876
ACH-000926,-0.22252850098001312
ACH-000928,-0.4385018738381884
ACH-000929,-0.1889430367487124
ACH-000932,-0.3049376517969177
ACH-000935,-0.31619902776021064
ACH-000936,-0.20563764955590705
ACH-000937,-0.13903363061522414
ACH-000938,-0.2482711115058967
ACH-000939,-0.13561003406456684
ACH-000941,-0.3954622868731973
ACH-000943,-0.10264030923283476
ACH-000946,-0.172027521340858
ACH-000947,0.07305914658979228
ACH-000948,-0.34901336303026165
ACH-000950,-0.21766850348050693
ACH-000953,-0.2792458071397863
ACH-000954,-0.3353159494631421
ACH-000957,-0.20011612957572406
ACH-000958,-0.3603820234003242
ACH-000960,-0.4480514386830403
ACH-000963,-0.34600885738771153
ACH-000968,-0.17378836813118034
ACH-000969,-0.15356962398083535
ACH-000972,-0.01064115611583125
ACH-000973,-0.2288783766838796
ACH-000974,-0.23603938624118906
ACH-000978,0.05711728668514321
ACH-000984,-0.30819080218358275
ACH-000986,-0.4962492684498811
ACH-000988,-0.1812052614518425
ACH-000993,-0.2135650739902824
ACH-000994,-0.15833343741110598
ACH-000996,-0.4667899632377608
ACH-001001,-0.10985336862972256
ACH-001020,-0.15072135856611135
ACH-001028,-0.12251533957104566
ACH-001031,-0.08246340043590586
ACH-001038,-0.187712355511916
ACH-001048,-0.3353929840065906
ACH-001050,-0.3883655784594632
ACH-001053,-0.204292292807576
ACH-001054,-0.5194991000059985
ACH-001061,-0.18045024637312992
ACH-001067,-0.2549543371432185
ACH-001075,-0.16093986283063805
ACH-001096,-0.2706591916359581
ACH-001111,-0.2197538254496872
ACH-001119,-0.2609179531572817
ACH-001128,0.1647680444471302
ACH-001134,-0.30239183858913393
ACH-001151,-0.40962505964468976
ACH-001163,-0.4278960617460525
ACH-001164,-0.1974698634429552
ACH-001183,-0.39100424094378095
ACH-001192,-0.3946876951886061
ACH-001193,-0.25417562112995057
ACH-001196,-0.4094349149717816
ACH-001197,-0.2563634442108308
ACH-001205,-0.10738425744431533
ACH-001211,-0.10027788000299544
ACH-001212,-0.3864092573837568
ACH-001228,-0.2713594230506234
ACH-001232,-0.31073857088912776
ACH-001239,-0.3911386948804918
ACH-001270,-0.17254170437272068
ACH-001274,-0.2946598308331721
ACH-001275,-0.3332259418750683
ACH-001277,-0.1924804117235597
ACH-001278,-0.040964371029214686
ACH-001280,-0.2988436523376577
ACH-001283,-0.4132181068874884
ACH-001289,-0.2147816426142278
ACH-001300,0.18982965395040224
ACH-001301,-0.3618613869513267
ACH-001302,-0.2940875809505065
ACH-001306,-0.0783155796278977
ACH-001318,-0.23966082380111126
ACH-001322,-0.14079262819279253
ACH-001328,-0.4466463782713913
ACH-001332,-0.13108968665099974
ACH-001336,-0.02067063077088601
ACH-001346,-0.17720136515317636
ACH-001353,-0.29224709230380225
ACH-001354,-0.5508891370757716
ACH-001367,-0.3169958180014034
ACH-001368,-0.29413643649013915
ACH-001374,-0.16946376952465828
ACH-001377,-0.2867918759130669
ACH-001380,-0.4304449790517315
ACH-001391,-0.2931384247600488
ACH-001408,-0.4255580666547962
ACH-001430,-0.2065711322184532
ACH-001431,-0.17402227882631882
ACH-001450,-0.14765011416834745
ACH-001496,-0.19843578159654604
ACH-001500,-0.29185531990657737
ACH-001523,-0.2752678971091327
ACH-001532,-0.10927740988383522
ACH-001550,-0.02070595526944401
ACH-001552,-0.1278393691016836
ACH-001554,-0.07990440335508353
ACH-001654,-0.2042776182237185
ACH-001735,-0.3445787084307229
ACH-001736,-0.2735169189122041
ACH-001737,-0.10684244369179076
ACH-001740,-0.058011712724705386
ACH-001745,-0.1268293335966581
ACH-001765,-0.1951777218635591
