,IL36G (56300)
ACH-000004,0.11879101749203147
ACH-000005,0.18613222065148374
ACH-000007,-0.16873736949817034
ACH-000009,-0.0964321595276267
ACH-000011,-0.148879100159989
ACH-000012,-0.16019499671057766
ACH-000013,-0.05462722510094742
ACH-000014,-0.06995617877244867
ACH-000015,-0.04902447572974168
ACH-000017,-0.10725918393991488
ACH-000018,0.09091755311362378
ACH-000019,-0.25068531808973976
ACH-000021,0.039382318056749216
ACH-000022,-0.08196197803453474
ACH-000025,-0.1667971309956647
ACH-000028,-0.1004616808301847
ACH-000030,-0.10643854807558296
ACH-000035,-0.06139922830430145
ACH-000036,-0.0546326388344601
ACH-000037,-0.461798941457245
ACH-000039,0.10261156136126104
ACH-000040,-0.10593235318696212
ACH-000041,-0.06645051845849323
ACH-000042,0.06150177740443093
ACH-000045,0.06937193480002916
ACH-000047,-0.17970229271246208
ACH-000052,-0.20195860016955847
ACH-000053,-0.09556671785400712
ACH-000054,-0.0004283890932646508
ACH-000055,-0.07040451304533696
ACH-000060,-0.09482315470284244
ACH-000067,-0.0006928802686085483
ACH-000070,0.13485586142847175
ACH-000075,0.1683229399335062
ACH-000078,-0.028710767838994244
ACH-000082,-0.020871946683299947
ACH-000085,-0.1667645356614461
ACH-000086,-0.09815901148364403
ACH-000087,0.18856501970372866
ACH-000092,-0.2867325218858756
ACH-000095,0.022657748539805955
ACH-000097,0.0976238060001022
ACH-000098,-0.0954569066034002
ACH-000099,0.06773964481425519
ACH-000108,-0.024055394472022932
ACH-000113,-0.09096146298772574
ACH-000116,-0.12665299582337186
ACH-000118,-0.08645951082447527
ACH-000120,0.017021757196348183
ACH-000123,-0.10805775274704303
ACH-000127,-0.04610770520719127
ACH-000128,0.12274839188562618
ACH-000132,-0.1726477599737422
ACH-000133,-0.1462605673995321
ACH-000137,-0.15432235882249576
ACH-000138,-0.04562983994529374
ACH-000142,0.016458875867871616
ACH-000143,-0.01995823049057472
ACH-000146,0.09272039595327396
ACH-000148,0.011597264507592709
ACH-000150,-0.05511910387247885
ACH-000152,0.009204115851780957
ACH-000153,-0.09354409957504704
ACH-000159,0.05495046664971034
ACH-000160,-0.12323031891508428
ACH-000163,-0.15526437809804874
ACH-000167,-0.19349799915207885
ACH-000168,-0.04946619056967408
ACH-000169,-0.04048182835274328
ACH-000178,-0.02663339092725733
ACH-000183,-0.11969547696351675
ACH-000188,-0.11882347089528295
ACH-000189,-0.05770719046102232
ACH-000190,0.05659016680128321
ACH-000198,-0.014417755719121012
ACH-000203,-0.17370769363173147
ACH-000204,0.06701084176972945
ACH-000206,-0.3678907317968759
ACH-000207,0.10805118683426544
ACH-000208,0.004858885923424715
ACH-000210,0.1131161382512618
ACH-000211,-0.09157928736040677
ACH-000215,-0.05048530095041021
ACH-000221,-0.06758387248147013
ACH-000222,0.08297463692216947
ACH-000223,-0.11002592512198524
ACH-000226,-0.11754847972775885
ACH-000227,0.1454671388476597
ACH-000228,-0.06799420023885888
ACH-000231,-0.12463968007517635
ACH-000232,0.08379740892587316
ACH-000233,-0.13023990907560393
ACH-000234,-0.11117537103094252
ACH-000235,-0.04280426525671576
ACH-000237,-0.10715813464827896
ACH-000238,-0.03652840955217398
ACH-000242,-0.1406983170084327
ACH-000243,-0.1234510530912598
ACH-000244,-0.5078173950016104
ACH-000246,0.021030417629620258
ACH-000248,-0.05612066244241766
ACH-000250,-0.16385385423736593
ACH-000251,-0.25131325698894463
ACH-000252,0.30458498091369623
ACH-000253,-0.16839709086467072
ACH-000255,-0.3242574049974668
ACH-000256,-0.09955256561342678
ACH-000257,0.18249723826920494
ACH-000258,0.016135180281123467
ACH-000259,0.030391000432438142
ACH-000260,-0.003464703662079537
ACH-000261,-0.07831931668023608
ACH-000262,-0.18697148650858395
ACH-000263,-0.07779565305258178
ACH-000264,0.01067727981159962
ACH-000265,-0.03142661881326828
ACH-000266,0.037054833913801086
ACH-000272,-0.10831513800147016
ACH-000274,-0.07567420784110503
ACH-000277,0.01743666582795037
ACH-000278,-0.028604101200332695
ACH-000279,0.030435144245588262
ACH-000280,-0.0014228407790686807
ACH-000281,0.046311381655697016
ACH-000288,-0.08029738308303576
ACH-000291,-0.1814406306706029
ACH-000293,-0.1243525644235718
ACH-000294,-0.1485560571825563
ACH-000295,-0.09926018904414896
ACH-000296,-0.02848254328995058
ACH-000302,-0.08460389630878654
ACH-000304,0.21340280391066244
ACH-000307,-0.03115222802322187
ACH-000308,-0.040859588911773916
ACH-000310,0.01470659581499301
ACH-000311,-0.0497818830542325
ACH-000312,0.10015501298918808
ACH-000315,-0.043127390047112385
ACH-000316,-0.1606573594124491
ACH-000317,-0.01843063714398459
ACH-000318,-0.06724669178859241
ACH-000319,-0.08676038826738593
ACH-000320,0.1782852577998522
ACH-000322,-0.05753170436534545
ACH-000323,-0.15737445278015427
ACH-000324,-0.1202255972237002
ACH-000329,-0.1340251130044822
ACH-000330,-0.011333702702521462
ACH-000331,-0.12626667025744767
ACH-000332,0.0469530515499664
ACH-000334,0.045435478836762966
ACH-000335,-0.2062884920672054
ACH-000336,-0.08505370269396575
ACH-000337,-0.012210690337296359
ACH-000338,-0.3163352607269372
ACH-000339,-0.0006737322841559633
ACH-000341,-0.11211097974406983
ACH-000348,-0.03624307440701068
ACH-000350,0.013575044023866115
ACH-000352,0.12025312504954053
ACH-000356,-0.022685340691173828
ACH-000361,-0.009178431834310816
ACH-000362,-0.021770201742487158
ACH-000363,-0.0047418677980253275
ACH-000364,-0.09478229097616198
ACH-000365,-0.0198536916958339
ACH-000366,0.02220268235442196
ACH-000368,0.12709701483364996
ACH-000374,-0.14412341146757335
ACH-000375,-0.15102266502283412
ACH-000376,0.035174118183949825
ACH-000381,-0.027447026451298692
ACH-000383,-0.09814072176252764
ACH-000387,-0.048067394911791184
ACH-000389,-0.034786425581990875
ACH-000390,-0.15139909254618308
ACH-000393,-0.038383844872326364
ACH-000395,-0.05448453357388537
ACH-000396,-0.23408726213730166
ACH-000397,-0.06746746155375072
ACH-000401,-0.1953858290931774
ACH-000402,0.1322841254073242
ACH-000403,-0.020662958846384798
ACH-000404,-0.06535360326266118
ACH-000406,-0.09724180586170834
ACH-000407,0.0031868398675255925
ACH-000408,-0.07427907046155231
ACH-000410,-0.09050470835980703
ACH-000411,-0.14660562028628268
ACH-000414,0.013211593792346337
ACH-000415,-0.14929329773204675
ACH-000416,-0.07709618621342325
ACH-000420,-0.03805893171918045
ACH-000421,-0.02545832544324579
ACH-000424,-0.22650386336074385
ACH-000425,-0.1019496349973562
ACH-000426,0.05469622964630736
ACH-000427,-0.11446578622817495
ACH-000433,-0.016239934943715482
ACH-000435,-0.3329800071320001
ACH-000436,-0.21160264916656474
ACH-000444,-0.06907804570709365
ACH-000445,-0.12200582915645206
ACH-000448,0.08465715808653737
ACH-000450,-0.07590831922868924
ACH-000452,-0.05881216017935983
ACH-000454,0.07526429719305644
ACH-000458,-0.0876255733346652
ACH-000459,-0.19529281182139727
ACH-000460,-0.16402988724031609
ACH-000461,0.025040299270073698
ACH-000463,0.1208968323313142
ACH-000464,-0.1234910249397211
ACH-000466,-0.20615134448449265
ACH-000467,-0.041778848742864805
ACH-000468,-0.03490742632710617
ACH-000469,-0.09855703135566828
ACH-000470,0.04685555904683401
ACH-000471,0.044598349847208216
ACH-000472,-0.0220380872852837
ACH-000473,-0.12781897488856725
ACH-000475,-0.07527073589902726
ACH-000476,-0.04546207548026262
ACH-000477,0.0074030461273593045
ACH-000479,-0.06445296781214749
ACH-000480,-0.03941967582076022
ACH-000481,0.024858713356088233
ACH-000483,0.04161908868595355
ACH-000484,-0.13794918762248196
ACH-000485,0.09112480299480337
ACH-000486,-0.11563780784987948
ACH-000487,0.05517045044925985
ACH-000488,-0.04707237331494988
ACH-000490,-0.07238828361293223
ACH-000491,-0.035530014274333006
ACH-000495,-0.1067704187709007
ACH-000496,-0.19958681646352835
ACH-000499,-0.14650969315176526
ACH-000500,-0.026700875625923926
ACH-000502,-0.1407737737816914
ACH-000503,0.2084706039289328
ACH-000505,-0.009045502366859337
ACH-000507,0.05221284060532691
ACH-000510,-0.0648089117658416
ACH-000511,-0.07249159132540252
ACH-000512,0.03801891205237831
ACH-000516,-0.13305650672100178
ACH-000517,0.0070101289251957325
ACH-000518,-0.06955136694497976
ACH-000520,-0.11619286644088585
ACH-000521,-0.16495988556549998
ACH-000522,-0.08450896880770213
ACH-000524,-0.02583853882652829
ACH-000527,-0.04760466803782798
ACH-000528,-0.004422635873754625
ACH-000537,-0.08560059743686434
ACH-000541,0.017676973158115988
ACH-000542,-0.122798836821185
ACH-000544,-0.2569894120967017
ACH-000545,-0.1015359711779108
ACH-000547,-0.0077530048722975935
ACH-000548,-0.1542022499751163
ACH-000549,-0.03527061434100054
ACH-000550,-0.1027550958807679
ACH-000552,-0.0417815964873949
ACH-000556,-0.19960337434243888
ACH-000557,-0.06386899707564346
ACH-000569,-0.0375441621962626
ACH-000570,-0.0014971911888915141
ACH-000571,0.050777918739569335
ACH-000573,-0.05252092967451513
ACH-000576,-0.07804928323300117
ACH-000579,-0.07346408573851873
ACH-000580,0.05846269955967048
ACH-000584,-0.15294840345294575
ACH-000585,0.09009305814829556
ACH-000588,-0.08462229051747819
ACH-000589,-0.11106764780701536
ACH-000591,-0.13057730836708947
ACH-000593,-0.016180934235728056
ACH-000600,0.02791243886677441
ACH-000601,-0.12236773805106756
ACH-000605,0.19916003272039434
ACH-000606,-0.20337673003521786
ACH-000608,0.038982416300293185
ACH-000614,-0.016674242942070306
ACH-000616,-0.13864568295253332
ACH-000618,-0.07980464257927569
ACH-000619,-0.08132852959937069
ACH-000620,-0.044721145313765163
ACH-000621,-0.05475882087490816
ACH-000622,-0.013558457107661195
ACH-000623,-0.13391894063340806
ACH-000624,-0.093475685900963
ACH-000627,-0.10659264065738124
ACH-000630,-0.14084805271688847
ACH-000631,-0.4244613921807263
ACH-000632,-0.008813229305224423
ACH-000633,-0.02057312304499285
ACH-000637,-0.08254553262369582
ACH-000638,-0.06294061773491161
ACH-000646,-0.08475637082121892
ACH-000647,-0.015550930634657466
ACH-000648,-0.14968725713464606
ACH-000649,-0.09299402176239001
