,RPP25L (138716)
ACH-000004,-0.7201120062892419
ACH-000005,-0.4975598862473914
ACH-000007,-0.1471476595410841
ACH-000009,-0.2757862903789889
ACH-000011,-0.6420733829611653
ACH-000012,-0.04813046524948732
ACH-000013,-0.0730907162244003
ACH-000014,0.0247694378895248
ACH-000015,-0.20426659663868535
ACH-000017,0.045899245371831175
ACH-000018,-0.8080697450862071
ACH-000019,-0.18135096165113349
ACH-000021,-0.3542494178568883
ACH-000022,-0.0061211114908526895
ACH-000025,-0.8663807172351254
ACH-000028,-0.08540641132637464
ACH-000030,-0.1279281052356008
ACH-000035,-0.1959292689104215
ACH-000036,-0.8766429767128106
ACH-000037,-0.5703514576168901
ACH-000039,0.08857234743863238
ACH-000040,-0.5796197214145302
ACH-000041,-0.16175577505254451
ACH-000042,-0.2172287942771053
ACH-000045,0.043432021807543984
ACH-000047,0.08052617806742055
ACH-000052,0.004912854136662353
ACH-000053,-0.545464283696979
ACH-000054,-0.6052684879988128
ACH-000055,-0.8234753382118073
ACH-000060,0.19740048731269502
ACH-000067,-0.28091404933644554
ACH-000070,-0.5097889406994379
ACH-000075,-0.6222693576456789
ACH-000078,-0.16751578702613115
ACH-000082,-0.12342751961904767
ACH-000085,0.14500208067377865
ACH-000086,-0.05536815071630547
ACH-000087,-0.05270290300179639
ACH-000092,-0.7091525761359173
ACH-000095,-0.8174193312318462
ACH-000097,-0.016677030579004503
ACH-000098,-0.7248967242006258
ACH-000099,0.003879088534947584
ACH-000108,-0.06533973936565582
ACH-000113,0.08484510841143264
ACH-000116,0.06661499564510266
ACH-000118,-0.21456777315470293
ACH-000120,-0.5687409285133788
ACH-000123,-0.21689546527943984
ACH-000127,-0.7898613474002547
ACH-000128,-0.7597681712021667
ACH-000132,-0.6670602053654622
ACH-000133,-0.07764922085231972
ACH-000137,-0.5620621150079795
ACH-000138,-0.21491387011963708
ACH-000142,-0.05982830713427972
ACH-000143,0.29200722800490864
ACH-000146,-0.0132488746691258
ACH-000148,-0.3781081956358646
ACH-000150,-0.157508327092901
ACH-000152,-0.7854937768319984
ACH-000153,-0.3562856228346181
ACH-000159,-0.22498971112133406
ACH-000160,-0.21109698781692807
ACH-000163,-0.12533106774387912
ACH-000167,-0.558368627765654
ACH-000168,-0.3503689182558852
ACH-000169,-0.7102622083041781
ACH-000178,-0.04587327558610317
ACH-000183,-0.023393415934777
ACH-000188,0.0017807875169174067
ACH-000189,-0.48988381415876997
ACH-000190,-0.76432388278448
ACH-000198,-0.4864344027778057
ACH-000203,0.015403898617260362
ACH-000204,-0.5723609108393688
ACH-000206,-0.7408627636903924
ACH-000207,-0.2200748203254625
ACH-000208,-0.4846876511098177
ACH-000210,0.04800549671415751
