,MDGA2 (161357)
ACH-000004,0.07601194859611772
ACH-000005,-0.31762197462013314
ACH-000007,0.14463204682843842
ACH-000009,0.019165754068271968
ACH-000011,0.0075877529792904045
ACH-000012,0.06613074952692204
ACH-000013,0.03257049379033057
ACH-000014,0.02179380757534745
ACH-000015,0.11333921821583348
ACH-000017,0.08659844348177613
ACH-000018,0.020612681500026844
ACH-000019,0.13325039506325478
ACH-000021,0.01925611216001437
ACH-000022,0.044727668160376634
ACH-000025,0.0014684201678138165
ACH-000028,0.019316036036183586
ACH-000030,-0.009149736235839798
ACH-000035,-0.09421800480538264
ACH-000036,0.10733289119998572
ACH-000037,0.09713967949523944
ACH-000039,0.007841079686530021
ACH-000040,0.016881581704252174
ACH-000041,0.0954856694782866
ACH-000042,-0.003558601050909992
ACH-000045,0.04191437279014016
ACH-000047,-0.07419309164260818
ACH-000052,0.1334546416058042
ACH-000053,0.025058823637393583
ACH-000054,0.030315372053776962
ACH-000055,-0.1066126258190599
ACH-000060,0.0141955061124452
ACH-000067,-0.11893438833988705
ACH-000070,-0.046171141544205166
ACH-000075,0.15544915754440766
ACH-000078,0.11845141266387454
ACH-000082,0.07108223946319643
ACH-000085,-0.03974650197567743
ACH-000086,-0.010960879356156377
ACH-000087,-0.0821217187428606
ACH-000092,0.03137054391339705
ACH-000095,0.01987067533010175
ACH-000097,-0.004191564283913687
ACH-000098,-0.04284297750279818
ACH-000099,0.02257206456793744
ACH-000108,0.02337586334518115
ACH-000113,0.025157858688535515
ACH-000116,-0.056407639902566024
ACH-000118,0.06725652937113669
ACH-000120,-0.056855150755939735
ACH-000123,-0.06540897756968549
ACH-000127,-0.0099946767732463
ACH-000128,-0.024052722238826325
ACH-000132,0.05350549563381697
ACH-000133,0.05185027467881363
ACH-000137,0.044609980071968314
ACH-000138,-0.04958423139619098
ACH-000142,-0.01373560355638229
ACH-000143,0.04517316832564016
ACH-000146,0.03665945745983828
ACH-000148,-0.07381910814851779
ACH-000150,0.16880206127351322
ACH-000152,0.0545149394487861
ACH-000153,0.1835620804342847
ACH-000159,0.09466721111839556
ACH-000160,0.04371433444098224
ACH-000163,0.08471290355863782
ACH-000167,-0.04542566454628861
ACH-000168,0.028390184377107663
ACH-000169,0.09765355757872646
ACH-000178,0.0031155784411237
ACH-000183,0.10598821764938504
ACH-000188,-0.007420267145164462
ACH-000189,0.124698971756867
ACH-000190,-0.06829145713075234
ACH-000198,0.009688961174628615
ACH-000203,-0.12644478299601847
ACH-000204,0.10358419322287628
ACH-000206,0.04820600175702415
ACH-000207,0.02609362369680051
