,IDNK (414328)
ACH-000004,0.016492150604608968
ACH-000005,-0.3698354919016117
ACH-000007,-0.1841574093024129
ACH-000009,-0.0801652896441914
ACH-000011,-0.0130192882272866
ACH-000012,-0.009389177077760259
ACH-000013,-0.09018996555699617
ACH-000014,0.09648798614880487
ACH-000015,-0.10029093657925107
ACH-000017,0.03948843241919709
ACH-000018,-0.26531165396089723
ACH-000019,-0.05791388448388068
ACH-000021,-0.1421551165102463
ACH-000022,0.012116204705123049
ACH-000025,0.07996919205214674
ACH-000028,-0.11307498992812914
ACH-000030,-0.11090703464146977
ACH-000035,0.012727808594000635
ACH-000036,0.080685749026319
ACH-000037,0.06586929467862745
ACH-000039,-0.12102205596754755
ACH-000040,0.0057737547211805995
ACH-000041,0.03949050081073163
ACH-000042,-0.06532384223470866
ACH-000045,-0.03161992554496474
ACH-000047,-0.00923129356565662
ACH-000052,-0.0003626095356164204
ACH-000053,-0.09625585940789616
ACH-000054,-0.03137206819243225
ACH-000055,0.08045286282515189
ACH-000060,0.04247001666593125
ACH-000067,-0.03942223232381372
ACH-000070,-0.09917938422420904
ACH-000075,-0.12698797616313912
ACH-000078,-0.01951315989513449
ACH-000082,-0.14762428461649305
ACH-000085,0.0648609042805593
ACH-000086,0.008811813777529456
ACH-000087,-0.16317538683259109
ACH-000092,-0.03438909561911995
ACH-000095,0.07942635882984536
ACH-000097,-0.013099422761573751
ACH-000098,-0.02003515047720648
ACH-000099,0.05040187935665237
ACH-000108,-0.024706174463768382
ACH-000113,0.021188894381173433
ACH-000116,0.12065568768820036
ACH-000118,-0.04131849011209635
ACH-000120,-0.1198644821784126
ACH-000123,-0.031031043514550532
ACH-000127,-0.08773250223245453
ACH-000128,-0.1431646370640783
ACH-000132,0.010744609379221259
ACH-000133,-0.121533323842627
ACH-000137,-0.30756538928945554
ACH-000138,-0.08347697645182033
ACH-000142,0.06036950832258948
ACH-000143,0.11627584462674008
ACH-000146,0.07840421095978514
ACH-000148,0.03059324057155952
ACH-000150,0.12544675541359307
ACH-000152,-0.13114901078197855
ACH-000153,0.1402762127506026
ACH-000159,-0.06376911811325953
ACH-000160,-0.026582250761838302
ACH-000163,-0.13285870607318465
ACH-000167,-0.3023513404676721
ACH-000168,0.2293048225065865
ACH-000169,-0.0868394429754485
