,HOXB9 (3219)
ACH-000004,0.20338196674127676
ACH-000005,-0.4689763104566534
ACH-000007,0.0035799246304602547
ACH-000009,-0.23112868572707335
ACH-000011,-0.11452704135672867
ACH-000012,-0.3106183274886448
ACH-000013,-0.16373230091848806
ACH-000014,-0.04232328715903323
ACH-000015,-0.18274223639266549
ACH-000017,-0.3256040735631908
ACH-000018,-0.41559996357285456
ACH-000019,-0.3920446343735027
ACH-000021,-0.2204032261158292
ACH-000022,-0.19733373648651
ACH-000025,-0.16951538950982153
ACH-000028,-0.30603615655839944
ACH-000030,-0.23126497545824795
ACH-000035,-0.212268916809498
ACH-000036,-0.27705710994368393
ACH-000037,-0.1229313154165987
ACH-000039,-0.4177693925807435
ACH-000040,-0.136304411265435
ACH-000041,-0.2654533531700544
ACH-000042,-0.2082463654890204
ACH-000045,-0.22990132751925654
ACH-000047,-0.403806134887105
ACH-000052,-0.3011495323710189
ACH-000053,-0.16192102369851274
ACH-000054,-0.34981778203309216
ACH-000055,-0.31006602054614324
ACH-000060,-0.4174397176986863
ACH-000067,-0.1336752042367163
ACH-000070,-0.1417945129352121
ACH-000075,-0.2231169583122629
ACH-000078,0.042763427329816084
ACH-000082,-0.3725183955299381
ACH-000085,-0.22079971438121132
ACH-000086,-0.15951509913325515
ACH-000087,-0.32031139904166106
ACH-000092,-0.2820951563382146
ACH-000095,-0.0851317429360659
ACH-000097,-0.15098754522220914
ACH-000098,-0.1620676308005059
ACH-000099,-0.10852902488971664
ACH-000108,-0.2800856241404828
ACH-000113,0.017812563739215213
ACH-000116,-0.1537103547265834
ACH-000118,-0.28197366703323723
ACH-000120,-0.3565701386666108
ACH-000123,-0.1379502372889999
ACH-000127,-0.18775803175316616
ACH-000128,-0.12914983639160674
ACH-000132,-0.13832311534105265
ACH-000133,-0.13084220446223424
ACH-000137,-0.2153140734014214
ACH-000138,-0.3690434537093437
ACH-000142,-0.35534513931742195
ACH-000143,-0.13956047978018565
ACH-000146,-0.19933597947142206
ACH-000148,-0.2793776122388938
ACH-000150,-0.3231983581594624
ACH-000152,-0.3325174894909001
ACH-000153,-0.16958713432803582
ACH-000159,-0.2780657154954695
ACH-000160,-0.34683845047640754
ACH-000163,-0.2631900598880166
ACH-000167,-0.3826802589484448
ACH-000168,-0.16440418464016518
ACH-000169,-0.1845655643354792
ACH-000178,-0.20770862569013446
ACH-000183,-0.17162554955864642
ACH-000188,-0.22892950250420796
ACH-000189,-0.32160784715020485
ACH-000190,-0.2373687947600837
ACH-000198,-0.1818629856590699
ACH-000203,0.016077536287730683
ACH-000204,-0.32196564610323763
ACH-000206,-0.1795386863930748
ACH-000207,-0.20901690782832436
ACH-000208,-0.5893042810983323
ACH-000210,-0.13893340640722698
ACH-000211,-0.31855575204700554
ACH-000215,-0.21701971516570706
ACH-000221,-0.1687527753515091
ACH-000222,-0.3369589478644521
ACH-000223,-0.20731840427912684
ACH-000226,-0.3546588409551712
ACH-000227,-0.13264336163667875
ACH-000228,-0.30950065560601936
ACH-000231,-0.1946610888878714
ACH-000232,-0.17082809307981373
ACH-000233,-0.16924725346319472
ACH-000234,-0.3964819515839576
ACH-000235,-0.22615492455032946
ACH-000237,-0.09038621613780608
ACH-000238,-0.4689536316235723
ACH-000242,-0.2619319719434823
ACH-000243,-0.377768271389492
ACH-000244,-0.23040917536822866
ACH-000246,-0.2207658074221716
ACH-000248,-0.4295829625203886
ACH-000250,-0.2255974317205213
ACH-000251,-0.3102050137326154
ACH-000252,-0.18699036529210986
ACH-000253,-0.22555850238810846
ACH-000255,-0.26710411527112765
ACH-000256,-0.2945218888891665
ACH-000257,-0.13466107451817194
ACH-000258,-0.2652013978984484
ACH-000259,-0.1855650994122072
ACH-000260,-0.14514787671864246
ACH-000261,-0.1799913931480481
ACH-000262,0.05202050026255888
ACH-000263,-0.2915770595441222
ACH-000264,-0.31086274502595385
ACH-000265,-0.17961629542133056
ACH-000266,-0.20874554731406045
ACH-000272,-0.22089474276518944
ACH-000274,-0.20963998782827664
ACH-000277,-0.4343675446145525
ACH-000278,-0.13010369370271746
ACH-000279,-0.19670190329133247
ACH-000280,-0.16968220046019744
ACH-000281,0.0413648815541809
ACH-000288,-0.3483705085633357
ACH-000291,-0.2879681233041678
ACH-000293,-0.2616868695202067
ACH-000294,-0.23924327917231364
ACH-000295,-0.2291597393511251
ACH-000296,-0.25099764261105617
ACH-000302,-0.10129664716967288
ACH-000304,-0.26804819904215066
ACH-000307,-0.22335346783455032
ACH-000308,-0.14033465334050085
ACH-000310,-0.004306305507033056
ACH-000311,-0.2511350893266635
ACH-000312,-0.1954514846490797
ACH-000315,-0.11778909002809433
ACH-000316,-0.33203772229709816
ACH-000317,-0.24764132382217174
ACH-000318,-0.2619235121717786
ACH-000319,-0.3859427687623454
ACH-000320,-0.18451555344680048
ACH-000322,-0.3077954438857851
ACH-000323,-0.24106687996597104
ACH-000324,-0.3452532717221835
ACH-000329,-0.2810051674543009
ACH-000330,-0.1618031638170731
ACH-000331,-0.38554142739211855
ACH-000332,-0.2394481738599749
ACH-000334,0.040328460210147056
ACH-000335,-0.3884534258188645
ACH-000336,-0.07603053875790401
ACH-000337,-0.5312747284640533
ACH-000338,0.1420993345648967
ACH-000339,-0.21408378344713114
ACH-000341,-0.2563147200034656
ACH-000348,-0.286036770493351
ACH-000350,-0.10888385087815904
ACH-000352,-0.18703102391783225
ACH-000356,-0.42435280097493133
ACH-000361,-0.32804237591372604
ACH-000362,-0.043321365188531316
ACH-000363,-0.15449611929422247
ACH-000364,-0.11850878778330383
ACH-000365,-0.13300225145261593
ACH-000366,-0.10659632433038987
ACH-000368,-0.3736835792119296
ACH-000374,-0.27603303595264256
ACH-000375,-0.15992663612596789
ACH-000376,-0.2203916362526821
ACH-000381,-0.16395747516361805
ACH-000383,-0.23836897180280714
ACH-000387,-0.06505951434369997
ACH-000389,-0.16213506705035335
ACH-000390,-0.20698932026518835
ACH-000393,0.0180624080782078
ACH-000395,-0.26161638089710537
ACH-000396,-0.03133164138805386
ACH-000397,-0.2544669742279699
ACH-000401,-0.3471869695960327
ACH-000402,-0.17845877832527626
ACH-000403,-0.2320819002706801
ACH-000404,-0.4986761219115676
ACH-000406,-0.11938183845545693
ACH-000407,-0.10583635090532058
ACH-000408,-0.07891553735694386
ACH-000410,-0.12538297804085688
ACH-000411,-0.181651052943252
ACH-000414,-0.1928152978045087
ACH-000415,-0.4613295484486429
ACH-000416,-0.2634986598841935
ACH-000420,-0.17849067246539765
ACH-000421,-0.1823913243929412
ACH-000424,-0.5516984956995155
ACH-000425,-0.3545013125349841
ACH-000426,-0.3504718384276047
ACH-000427,-0.2312834054500645
ACH-000433,-0.17941258502959706
ACH-000435,-0.17771964739282148
ACH-000436,-0.021358093943164715
ACH-000444,-0.1126528841103292
ACH-000445,-0.36392544096489055
ACH-000448,-0.20091950763084
ACH-000450,-0.20171171561116008
ACH-000452,-0.2069364311406639
ACH-000454,-0.14261460709490908
ACH-000458,-0.3095450302686508
ACH-000459,-0.05029606989174989
ACH-000460,-0.2298660136584232
ACH-000461,-0.1184920480088272
ACH-000463,-0.2344969240704457
ACH-000464,-0.3403371597913426
ACH-000466,-0.3029460249136197
ACH-000467,-0.2816492792012885
ACH-000468,-0.14496604631050233
ACH-000469,-0.08708372510750251
ACH-000470,0.0007343236032234107
ACH-000471,-0.25395333268589365
ACH-000472,-0.2327398404912433
ACH-000473,-0.27613073737885524
ACH-000475,-0.22036118988442355
ACH-000476,-0.28027374618691914
ACH-000477,-0.1824109518369618
ACH-000479,-0.11053279761230014
ACH-000480,-0.14673481403170416
ACH-000481,-0.13860916415764687
ACH-000483,-0.1997076823963051
ACH-000484,-0.07092036784225753
ACH-000485,-0.20206188266007824
ACH-000486,-0.3148917073343048
ACH-000487,-0.11393504571616825
ACH-000488,-0.31536421391527153
ACH-000490,-0.17356572214260096
