,DSP (1832)
ACH-000004,-0.12324581806939243
ACH-000005,0.2442956842798664
ACH-000007,0.044337123629833934
ACH-000009,-0.1107883339816355
ACH-000011,-0.11752136815344225
ACH-000012,-0.05282685755432078
ACH-000013,-0.16535120898354472
ACH-000014,-0.10043946130718767
ACH-000015,-0.1393304369659177
ACH-000017,-0.2259284043778315
ACH-000018,-0.0677350917887112
ACH-000019,0.011363542326623824
ACH-000021,-0.10630334919222273
ACH-000022,-0.08292480017163907
ACH-000025,-0.11859732204669213
ACH-000028,0.057801715209495036
ACH-000030,-0.3389753415596197
ACH-000035,-0.14755355718387292
ACH-000036,0.17077684963369216
ACH-000037,-0.032823117008182724
ACH-000039,-0.15433390615757908
ACH-000040,-0.07417010091921007
ACH-000041,-0.07277556348566229
ACH-000042,-0.08775895097073436
ACH-000045,-0.11584068000004095
ACH-000047,-0.0341947562443018
ACH-000052,-0.1629910006613307
ACH-000053,-0.10622340183701402
ACH-000054,-0.14484813390405732
ACH-000055,0.11637600293733645
ACH-000060,-0.11727699618329505
ACH-000067,-0.10297745916413832
ACH-000070,-0.05202607958083417
ACH-000075,-0.13029806557819865
ACH-000078,-0.005072224425919705
ACH-000082,-0.0826593035818339
ACH-000085,-0.05466431786120673
ACH-000086,0.07038387585151155
ACH-000087,0.04382996534065765
ACH-000092,-0.1578134791410321
ACH-000095,-0.12932446121534058
ACH-000097,-0.10624897112725153
ACH-000098,-0.14312844757374618
ACH-000099,-0.054905939652156205
ACH-000108,-0.13272517361391198
ACH-000113,-0.20024165791556894
ACH-000116,-0.2346170059720659
ACH-000118,-0.06745799552881371
ACH-000120,0.03376704555004141
ACH-000123,-0.16327078207126589
ACH-000127,-0.13170090625440936
ACH-000128,-0.0564323096325497
ACH-000132,-0.1637721827481525
ACH-000133,-0.006335894243057068
ACH-000137,-0.30983276769168594
ACH-000138,-0.18100579266309946
ACH-000142,-0.14119236036279187
ACH-000143,0.014776557213299669
ACH-000146,-0.14026060247893993
ACH-000148,-0.03253161756963613
ACH-000150,-0.023374849428866508
ACH-000152,-0.06010977677775304
ACH-000153,-0.1000532422191088
ACH-000159,-0.09889571017812886
ACH-000160,-0.10896526879628247
ACH-000163,-0.03512209119978152
ACH-000167,-0.4633542684493303
ACH-000168,-0.09009210756777812
ACH-000169,-0.1886144979801147
ACH-000178,-0.1007230671846359
ACH-000183,0.01852578290314277
ACH-000188,-0.1178821594546135
