,VAPA (9218)
ACH-000004,-0.5869477438983152
ACH-000005,-0.17112125269208944
ACH-000007,-0.3700495011955731
ACH-000009,-0.3580890936474578
ACH-000011,-0.16261713668604688
ACH-000012,-0.045117547173779964
ACH-000013,0.06475869487047495
ACH-000014,-0.2393681551424524
ACH-000015,0.11104999362263576
ACH-000017,-0.2422293356369981
ACH-000018,-0.23555616726112985
ACH-000019,0.20350617133525228
ACH-000021,-0.1055358770127507
ACH-000022,-0.3215041056638849
ACH-000025,-0.2871310577064692
ACH-000028,0.030610967348699062
ACH-000030,-0.2655462777627692
ACH-000035,0.0047633292771687135
ACH-000036,-0.2408574003328254
ACH-000037,-0.3635350839415238
ACH-000039,-0.26526304120192673
ACH-000040,-0.3641051953001498
ACH-000041,-0.13531076800867656
ACH-000042,-0.16475123934918934
ACH-000045,0.12327957091071552
ACH-000047,-0.14975719213574212
ACH-000052,-0.4123902247670009
ACH-000053,0.012738865804965149
ACH-000054,-0.3979730527248703
ACH-000055,-0.20152511947230206
ACH-000060,-0.2725485553913189
ACH-000067,-0.03163178999239505
ACH-000070,-0.24780395529272944
ACH-000075,-0.34066597694343176
ACH-000078,-0.1515761842785497
ACH-000082,-0.04703522747145501
ACH-000085,0.024366745869045685
ACH-000086,-0.2466494909668145
ACH-000087,-0.037077432388818055
ACH-000092,-0.4337183789985341
ACH-000095,-0.17795922464938166
ACH-000097,-0.1210149312759436
ACH-000098,-0.23968766004179834
ACH-000099,-0.028641853972326718
ACH-000108,-0.10430313158088464
ACH-000113,-0.2891905984755666
ACH-000116,-0.14690035185929798
ACH-000118,-0.2739276741846321
ACH-000120,0.02050421139340901
ACH-000123,-0.38005575218295545
ACH-000127,-0.02430038955444282
ACH-000128,-0.11536490716440828
ACH-000132,-0.01273480799798645
ACH-000133,-0.2164610204008892
ACH-000137,-0.13909833108540093
ACH-000138,-0.08335631693040041
ACH-000142,-0.19292702330488745
ACH-000143,-0.14400983744283474
ACH-000146,-0.043767189702938934
ACH-000148,-0.16922859432227302
ACH-000150,-0.3314408625815543
ACH-000152,-0.060083499563656786
ACH-000153,-0.3701924389855698
ACH-000159,-0.12267954528635752
ACH-000160,-0.19768648879290476
ACH-000163,-0.3545219296138203
ACH-000167,0.07917552652149701
ACH-000168,-0.4140680922858657
ACH-000169,-0.2914863536705351
ACH-000178,0.009528709851381694
ACH-000183,-0.4791963803756157
ACH-000188,-0.1251316574765649
ACH-000189,-0.2653589316029312
ACH-000190,-0.2525963611000488
ACH-000198,-0.4065626942199235
ACH-000203,-0.23437175529739676
ACH-000204,-0.2220797124422884
ACH-000206,0.022968348948587257
ACH-000207,-0.2533719253782511
ACH-000208,-0.02899218799548166
ACH-000210,-0.1733276123982984
ACH-000211,-0.10965255326747618
ACH-000215,-0.13966230778599026
ACH-000221,0.0030906361160551645
ACH-000222,-0.1068764901793566
ACH-000223,-0.06888217092462402
ACH-000226,-0.2819147517088214
ACH-000227,-0.2893069881452413
ACH-000228,-0.2731529133830323
ACH-000231,-0.2159709864038737
ACH-000232,-0.21414734088761708
ACH-000233,-0.28751107896861144
ACH-000234,-0.17432624793753404
ACH-000235,-0.03661717068794745
ACH-000237,-0.10391956795206878
ACH-000238,-0.189990545506427
ACH-000242,0.11162505114079273
ACH-000243,-0.12818640027671302
ACH-000244,-0.16276223589138836
ACH-000246,-0.16025219912778907
ACH-000248,-0.11139218475462692
ACH-000250,-0.021051711868114397
ACH-000251,-0.021132440677096118
ACH-000252,0.012106194604678657
ACH-000253,-0.11885800534240785
ACH-000255,-0.13765978815250834
ACH-000256,-0.10715162979746193
ACH-000257,-0.361770864089967
ACH-000258,-0.3885886107055295
ACH-000259,-0.036049571976923774
ACH-000260,-0.036748791622990426
ACH-000261,0.031352191795529075
ACH-000262,-0.4646271944722398
ACH-000263,-0.13802060072452613
ACH-000264,-0.19326176033340106
ACH-000265,-0.2971062699402922
ACH-000266,-0.21813018352641
ACH-000272,-0.14053086813820176
ACH-000274,-0.2352154717163965
ACH-000277,-0.04517700680328151
ACH-000278,-0.2381750306948969
ACH-000279,-0.17031757066876918
ACH-000280,0.08514003606199898
ACH-000281,-0.3680865367289677
ACH-000288,-0.2142464263010108
ACH-000291,-0.29516657800794066
ACH-000293,-0.06855375648523193
ACH-000294,-0.11977702936379366
ACH-000295,-0.2500136960537465
ACH-000296,0.0168577938322433
ACH-000302,-0.14890457964245798
ACH-000304,0.09099374734391268
ACH-000307,-0.07656942889551396
ACH-000308,-0.11527407113579755
ACH-000310,-0.14657089862333675
ACH-000311,-0.22719912967834885
ACH-000312,0.07070874309066262
ACH-000315,-0.1617560653065566
ACH-000316,-0.20624496684297094
ACH-000317,0.1740762625899928
ACH-000318,-0.014349933684981369
ACH-000319,-0.04947679610681767
ACH-000320,0.18835720784265955
ACH-000322,-0.010205840182063913
ACH-000323,-0.13108113530688018
ACH-000324,-0.060530105837060776
ACH-000329,-0.1303720638917202
ACH-000330,-0.16452055703266338
ACH-000331,-0.06335909356882913
ACH-000332,-0.1699682491681173
ACH-000334,-0.023440032050525767
ACH-000335,-0.5474225152494686
ACH-000336,-0.1637714056886015
ACH-000337,-0.2898224005539635
ACH-000338,-0.4666011891905775
ACH-000339,-0.14047425777006828
ACH-000341,-0.2703400404149446
ACH-000348,-0.012236120767433372
ACH-000350,-0.1287471184587206
ACH-000352,-0.035335169843367514
ACH-000356,0.05317705792210789
ACH-000361,-0.08793773268692043
ACH-000362,0.03360390447715978
ACH-000363,-0.3171268217888827
ACH-000364,-0.1442058575690775
ACH-000365,-0.10150242848987913
ACH-000366,-0.1389984431799284
ACH-000368,-0.11250594347120668
ACH-000374,-0.2714932623395265
ACH-000375,0.08760887738199162
ACH-000376,-0.08505267365731974
ACH-000381,-0.10177269821061477
ACH-000383,-0.24345119132496856
ACH-000387,-0.20623055260199932
ACH-000389,-0.18706138591209165
ACH-000390,-0.12853647359042547
ACH-000393,-0.14036622483870678
ACH-000395,-0.2854423523820243
ACH-000396,-0.4963687139406948
ACH-000397,0.0400332062898492
ACH-000401,-0.05378277350216459
ACH-000402,-0.09634869998571056
ACH-000403,-0.14105270237290488
ACH-000404,-0.3996072950783493
ACH-000406,-0.2336253562005594
ACH-000407,-0.4767700067349104
ACH-000408,-0.09875564425217588
ACH-000410,-0.12845509782450668
ACH-000411,-0.11510797850732506
ACH-000414,-0.13308899765937288
ACH-000415,-0.0508214017824567
ACH-000416,-0.047228619247643364
ACH-000420,-0.2274265803821523
ACH-000421,-0.2641860568197673
ACH-000424,-0.2465017116412201
ACH-000425,-0.0998037446101614
ACH-000426,-0.1332583569997372
ACH-000427,-0.2263315973263996
ACH-000433,-0.18631355535156344
ACH-000435,-0.2859826569218961
ACH-000436,-0.326051102241813
ACH-000444,-0.3190048641627782
ACH-000445,-0.1073577699515052
ACH-000448,-0.1424764543737609
ACH-000450,-0.053692712588006467
ACH-000452,-0.021291704809848124
ACH-000454,0.018830946779844728
ACH-000458,-0.1952312618097234
ACH-000459,-0.13880426087810785
ACH-000460,-0.07083573653637504
ACH-000461,-0.08740987530708573
ACH-000463,0.03388720586557697
ACH-000464,-0.10482270245030573
ACH-000466,-0.10861098883036968
ACH-000467,-0.1893968071203789
ACH-000468,-0.2816164603041489
ACH-000469,-0.4092703949316493
ACH-000470,-0.10688780145727954
ACH-000471,-0.3109427875727469
ACH-000472,-0.07452773385526848
ACH-000473,0.09167194141727593
ACH-000475,-0.12829043808631455
ACH-000476,-0.07602739014127928
ACH-000477,-0.10115198255282563
ACH-000479,0.046792090006533435
ACH-000480,-0.17839737376965262
ACH-000481,-0.06235244003650162
ACH-000483,-0.15438814282878224
ACH-000484,0.13173658146321285
ACH-000485,-0.11291281792429445
ACH-000486,0.0072734780611965625
ACH-000487,-0.3362966132210984
ACH-000488,-0.22138214694217204
