,UNKL (64718)
ACH-000004,-0.04259378263925201
ACH-000005,0.20794149220707644
ACH-000007,-0.006443076334860549
ACH-000009,0.057692118439063925
ACH-000011,-0.10354585955055692
ACH-000012,0.06606125318559329
ACH-000013,-0.00833439406481868
ACH-000014,-0.0896625555158328
ACH-000015,-0.12707069843692234
ACH-000017,-0.11469027343424926
ACH-000018,-0.12929358721208856
ACH-000019,-0.12344115688286805
ACH-000021,0.029782809886882436
ACH-000022,-0.07641800391106078
ACH-000025,-0.07316590635592699
ACH-000028,-0.018618464721405745
ACH-000030,0.09813499559026856
ACH-000035,0.038540735033597714
ACH-000036,-0.026980212077496086
ACH-000037,-0.01867236932570097
ACH-000039,-0.00909107227440597
ACH-000040,0.004051638257122036
ACH-000041,-0.1614523658105287
ACH-000042,0.0693743109480165
ACH-000045,-0.05571447090832419
ACH-000047,-0.07963115427533404
ACH-000052,0.11135031350825712
ACH-000053,-0.10653775794035708
ACH-000054,0.05537545445113605
ACH-000055,0.061844468928631637
ACH-000060,-0.012720633583101262
ACH-000067,-0.00724083569139851
ACH-000070,0.196274712107317
ACH-000075,-0.034136899931023014
ACH-000078,-0.054545468881464984
ACH-000082,0.08236524510648753
ACH-000085,-0.2868444058245095
ACH-000086,0.12252337569667053
ACH-000087,-0.01832470748322823
ACH-000092,0.009389500562239087
ACH-000095,0.0890483360971248
ACH-000097,-0.01723412709487569
ACH-000098,-0.0136421912594941
ACH-000099,-0.07324914628228801
ACH-000108,-0.2132115585741081
ACH-000113,-0.05718368098357968
ACH-000116,-0.04180541170600747
ACH-000118,0.020331409967353217
ACH-000120,0.006864866100927101
ACH-000123,0.13492023646519027
ACH-000127,-0.08677822759546144
ACH-000128,-0.03018991491593442
ACH-000132,-0.047751618242706746
ACH-000133,-0.11075789339791983
ACH-000137,0.27925026195201874
ACH-000138,-0.00828151120178591
ACH-000142,-0.06861440388065408
ACH-000143,0.048160683916411366
ACH-000146,0.04161847834067032
ACH-000148,-0.07189329654054705
ACH-000150,0.2855223579545079
ACH-000152,0.04682775255771538
ACH-000153,0.028811742002506857
ACH-000159,-0.09299021737337616
ACH-000160,0.0451992099136552
ACH-000163,-0.02070487803535072
ACH-000167,0.1113289920819632
ACH-000168,0.13087567289334046
ACH-000169,-0.010903180527547384
ACH-000178,-0.0766314512525321
ACH-000183,-0.10782882802298964
ACH-000188,0.03214198711420995
ACH-000189,0.3081078109080088
ACH-000190,-0.1259825675379338
ACH-000198,-0.08884739784457295
ACH-000203,-0.241663154590366
ACH-000204,-0.12631633442637996
ACH-000206,0.1497252306764404
ACH-000207,0.11601742818793165
ACH-000208,-0.24679797657366725
ACH-000210,-0.1179991715436642
ACH-000211,0.011799982764576705
ACH-000215,0.030196803592259677
ACH-000221,0.013747389244107207
ACH-000222,-0.15374659776285735
ACH-000223,0.07548093597646173
ACH-000226,0.011355032997790495
ACH-000227,-0.05452212716750469
ACH-000228,0.027616180873921776
ACH-000231,0.020845820085420286
ACH-000232,0.013944028637766444
ACH-000233,-0.0014362000519957774
ACH-000234,-0.04254679597673404
ACH-000235,-0.042015732488593284
ACH-000237,-0.01240809885022363
ACH-000238,0.16432252158016153
ACH-000242,0.036093103227625135
ACH-000243,-0.010481050120539077
ACH-000244,0.044333535572604416
ACH-000246,0.023419218855550133
ACH-000248,0.04989291044906806
ACH-000250,-0.01752771825296013
ACH-000251,-0.0746847742831018
ACH-000252,-0.07174549041489713
ACH-000253,-0.04121899895011174
ACH-000255,0.0026375206514336266
ACH-000256,0.03467957066209056
ACH-000257,0.16037139121090152
ACH-000258,-0.12390732012165308
ACH-000259,-0.05436027021364821
ACH-000260,-0.12333732739685856
ACH-000261,-0.0252465503300832
ACH-000262,-0.22288234975180565
ACH-000263,0.1672631862810617
ACH-000264,-0.05172125599581498
ACH-000265,-0.036748736452995805
ACH-000266,-0.032992620264951165
ACH-000272,-0.04529238849967164
ACH-000274,-0.08013250585833602
ACH-000277,-0.1295809775243532
ACH-000278,0.0360686344538737
ACH-000279,-0.01681115246217979
ACH-000280,0.07786809732553562
ACH-000281,-0.04153162571557078
ACH-000288,-0.123132460572293
ACH-000291,0.030696859052434463
ACH-000293,0.002285868973416105
ACH-000294,0.18589859042368626
ACH-000295,0.18187334587725484
ACH-000296,-0.1057041287441862
ACH-000302,-0.00894069857547037
ACH-000304,-0.19521005911632688
ACH-000307,-0.03946686742782645
ACH-000308,-0.04166585199992348
ACH-000310,0.04165122612780645
ACH-000311,-0.07989448618944278
ACH-000312,-0.13113185854436635
ACH-000315,-0.2382904913709822
ACH-000316,-0.10144688628466383
ACH-000317,0.016592191578141888
ACH-000318,0.04895498274325224
ACH-000319,-0.00434712544807252
ACH-000320,0.027079220667686144
ACH-000322,0.07679045988852506
ACH-000323,0.08484530497895815
ACH-000324,-0.17814516316106427
ACH-000329,-0.010785660107101096
