,PRELID1 (27166)
ACH-000770,-1.3184441256764274
ACH-000771,-1.3334133257992158
ACH-000773,-1.232422630521383
ACH-000776,-1.2556051139035789
ACH-000777,-1.2274124553751644
ACH-000778,-1.5147571393325996
ACH-000781,-1.5298303019873118
ACH-000782,-1.3076115114595943
ACH-000783,-1.480912730469966
ACH-000784,-1.3521568081505622
ACH-000785,-1.3178511095961043
ACH-000787,-1.4566272420576245
ACH-000788,-1.3262129578069208
ACH-000791,-1.1808799455950734
ACH-000792,-1.4812083271706604
ACH-000794,-1.3836596633453184
ACH-000796,-1.2891294312965338
ACH-000798,-1.2458573051672186
ACH-000799,-1.2070076520990147
ACH-000800,-0.8965248268584809
ACH-000802,-1.1425798326674188
ACH-000804,-1.5690728603724082
ACH-000805,-1.4209093958350318
ACH-000809,-1.151670305941697
ACH-000810,-1.3856732506521507
ACH-000811,-1.4015187822912596
ACH-000817,-1.3515613797260528
ACH-000819,-1.2285243041746428
ACH-000820,-1.543577146861521
ACH-000821,-1.5924082804863908
ACH-000822,-1.4394247034676482
ACH-000823,-1.2672321689567425
ACH-000824,-1.3241715697137144
ACH-000827,-1.4073083405823026
ACH-000829,-1.2822947236932414
ACH-000831,-1.2857804503837549
ACH-000832,-1.1390106057583125
ACH-000833,-1.4717465527188878
ACH-000834,-1.310528648673566
ACH-000835,-1.2805152702802285
ACH-000836,-1.4225552441970997
ACH-000837,-1.3576664413038024
ACH-000838,-1.478159140422994
ACH-000839,-1.4111295545997238
ACH-000840,-1.2585398137994448
ACH-000841,-1.3498613886183648
ACH-000843,-1.1357333414722728
ACH-000846,-1.2608280645052985
ACH-000847,-1.1537836579599512
ACH-000848,-1.1997139117179552
ACH-000849,-1.2429189627835446
ACH-000851,-1.3858185031292207
ACH-000855,-1.3631520831791597
ACH-000856,-1.3665794875828876
ACH-000858,-1.254362006315805
ACH-000859,-1.2159800220125363
ACH-000861,-1.4089451542827758
ACH-000862,-1.5082107078591749
ACH-000865,-1.183218917207576
ACH-000866,-1.306012340069446
ACH-000867,-1.2698268691288366
ACH-000869,-1.345164124009324
ACH-000872,-1.2418729384990752
ACH-000873,-1.268905822224704
ACH-000876,-1.9847560662272288
ACH-000878,-1.442593549477213
ACH-000880,-1.3530440739476262
ACH-000881,-1.3347180378669592
ACH-000882,-1.3220041709947743
ACH-000884,-1.439786477529616
ACH-000885,-1.3209309799305984
ACH-000887,-1.2413226713144545
ACH-000889,-1.5952550393308316
ACH-000896,-1.4619734084241809
ACH-000898,-1.2535210361071456
ACH-000900,-1.4729126922328482
ACH-000901,-1.4202720807808336
ACH-000905,-1.1800148751538082
ACH-000906,-1.3531015339632475
ACH-000907,-1.1107561746215722
ACH-000910,-1.3870514866386827
ACH-000911,-1.3376206276950542
ACH-000912,-1.3635252078862596
ACH-000913,-1.3149560169458128
ACH-000915,-1.2623402336078695
ACH-000916,-1.2723344416923026
ACH-000917,-1.3024546640207966
ACH-000920,-1.0914435445131494
ACH-000921,-1.418876342804832
ACH-000924,-1.2640831513023008
ACH-000926,-1.18919486440081
ACH-000928,-1.4462297388317709
ACH-000929,-1.2564388728839953
ACH-000932,-1.2284276642455696
ACH-000935,-1.3048833604346854
ACH-000936,-1.2417616527358315
ACH-000937,-1.3719563546491562
ACH-000938,-1.5493652317270945
ACH-000939,-1.1988875262510836
ACH-000941,-1.4111353972921727
ACH-000943,-1.3228383267437034
ACH-000946,-1.350471639548947
ACH-000947,-1.3663762670860324
ACH-000948,-1.3171152034398368
ACH-000950,-1.2641325152802805
ACH-000953,-1.3021732901232044
ACH-000954,-1.2284821021797108
ACH-000957,-1.1962530224589194
ACH-000958,-1.450748167251536
ACH-000960,-1.4058327031946427
ACH-000963,-1.1601645356901316
ACH-000968,-1.4112348801124606
ACH-000969,-1.4957390916331876
ACH-000972,-1.3198506988420649
ACH-000973,-1.3841653949073407
ACH-000974,-1.2726595721462195
ACH-000978,-1.1754527017212717
ACH-000984,-1.4907975577278696
ACH-000986,-1.6126453102819427
ACH-000988,-1.6057352501872868
ACH-000993,-1.3881776273071806
ACH-000994,-1.5404979122357143
ACH-000996,-1.3610291774734633
ACH-001001,-1.1783869867476795
ACH-001020,-1.1090488584328542
ACH-001028,-1.2162157106520868
ACH-001031,-1.4200294739741837
ACH-001038,-1.5047557266440839
ACH-001048,-1.3972396585095117
ACH-001050,-1.2909308041959828
ACH-001053,-1.6359473276175018
ACH-001054,-1.3201681771936689
ACH-001061,-1.2350766494939744
ACH-001067,-1.3850825288820656
ACH-001075,-1.4000636184179276
ACH-001096,-1.1893727323509464
ACH-001111,-1.5217135994253508
ACH-001119,-1.385602444835316
ACH-001128,-1.5385293658254056
ACH-001134,-1.0204936231384545
ACH-001151,-1.342170552039336
ACH-001163,-1.3258372942415082
ACH-001164,-1.4456537370998632
ACH-001183,-1.3447026623091385
ACH-001192,-1.3587727453398173
ACH-001193,-1.4367092900097604
ACH-001196,-1.2161108537928065
ACH-001197,-1.4446099125037906
ACH-001205,-1.0696232383037252
ACH-001211,-1.0963871253983153
ACH-001212,-1.1746293321446597
ACH-001228,-1.5113346566276182
ACH-001232,-1.360114653030868
ACH-001239,-1.198122079866355
ACH-001270,-0.9362253506443148
ACH-001274,-1.4375142872961972
ACH-001275,-1.1314638469093683
ACH-001277,-1.4792218737246958
ACH-001278,-1.5105343338257755
ACH-001280,-1.0640894977106852
ACH-001283,-1.1824823554024593
ACH-001289,-1.0561727297522472
ACH-001300,-1.2802851127846506
ACH-001301,-1.0859148666703282
ACH-001302,-1.024119714235177
ACH-001306,-1.3964604680211012
ACH-001318,-1.4121657448752531
ACH-001322,-1.3588392295669325
ACH-001328,-1.1289689461948438
ACH-001332,-1.3397525047099303
ACH-001336,-1.1871199970693258
ACH-001346,-1.318459793070697
ACH-001353,-1.2517381358088058
ACH-001354,-1.188011973194914
ACH-001367,-1.6463841513341697
ACH-001368,-1.2604624043529271
ACH-001374,-1.7898401805885913
ACH-001377,-1.248155012341319
ACH-001380,-1.2785161262139906
ACH-001391,-1.2972940083422466
ACH-001408,-1.2316778040334515
ACH-001430,-1.1455384491048546
ACH-001431,-1.1515662853410318
ACH-001450,-1.5638473070988184
ACH-001496,-1.3288668267563777
ACH-001500,-1.3046192237723937
ACH-001523,-1.457874448554393
ACH-001532,-1.4421129890269586
ACH-001550,-1.428695759724088
ACH-001552,-1.3239602065097384
ACH-001554,-1.2418176796981404
ACH-001654,-1.4056894258027222
ACH-001735,-1.2724837766595116
ACH-001736,-1.6023557574283551
ACH-001737,-1.35247213511056
ACH-001740,-1.2785583243289629
ACH-001745,-1.1010421097312366
ACH-001765,-1.3034619778042629
