,CCDC85B (11007)
ACH-000004,-0.21235423061322176
ACH-000005,-0.2323404122011761
ACH-000007,-0.02696817719484216
ACH-000009,-0.1946834153267112
ACH-000011,-0.08900482698353984
ACH-000012,-0.19658310036695645
ACH-000013,-0.18794822023814295
ACH-000014,0.00024842649547113525
ACH-000015,-0.1354609550497702
ACH-000017,-0.3016932813757053
ACH-000018,-0.21690121891636902
ACH-000019,-0.2311995297133898
ACH-000021,-0.193231997094083
ACH-000022,-0.16225881776027742
ACH-000025,-0.1611398473911306
ACH-000028,-0.4200865922036303
ACH-000030,-0.23642236681841894
ACH-000035,-0.08800602667844949
ACH-000036,-0.35741545472811137
ACH-000037,-0.2671633809810558
ACH-000039,-0.3046681690533902
ACH-000040,-0.3459070756180823
ACH-000041,-0.4526134821909407
ACH-000042,-0.20639272941994413
ACH-000045,-0.28492813783612725
ACH-000047,-0.26969108758597793
ACH-000052,-0.009379192837914264
ACH-000053,-0.21355078730236354
ACH-000054,-0.21743827324685655
ACH-000055,-0.20444725649942072
ACH-000060,-0.4271084302783642
ACH-000067,-0.320812764153926
ACH-000070,-0.029826891159873237
ACH-000075,-0.16714726155804205
ACH-000078,-0.3549360753994465
ACH-000082,-0.3677129614801352
ACH-000085,-0.5192714626914327
ACH-000086,-0.20632250995030132
ACH-000087,-0.3268578112543795
ACH-000092,-0.24793838716460065
ACH-000095,-0.3479050773050583
ACH-000097,-0.17353167186111967
ACH-000098,-0.19639639391594504
ACH-000099,-0.1671083046947698
ACH-000108,-0.28421615248110266
ACH-000113,-0.15422187192431727
ACH-000116,-0.3055646549441277
ACH-000118,-0.25190371653757704
ACH-000120,-0.3031597809678229
ACH-000123,-0.2255478322298228
ACH-000127,-0.29770081726861003
ACH-000128,-0.36333621100911456
ACH-000132,-0.4027814563153208
ACH-000133,-0.13039363520028835
ACH-000137,-0.2702961162378585
ACH-000138,-0.14464488390661825
ACH-000142,-0.3816030379555309
ACH-000143,-0.2667099056400366
ACH-000146,-0.15306946957566248
ACH-000148,-0.1430880248444712
ACH-000150,-0.3639357687613217
ACH-000152,-0.2244278656738161
ACH-000153,-0.6467141321390318
ACH-000159,-0.14700389183072968
ACH-000160,-0.3504441550277713
ACH-000163,-0.2368959211412021
ACH-000167,-0.015637492966381724
ACH-000168,-0.2989481117676213
ACH-000169,-0.08877675922491664
ACH-000178,-0.24797480035616826
ACH-000183,-0.1995942838416024
ACH-000188,-0.443616814307384
ACH-000189,-0.07324932110237227
ACH-000190,-0.16319365189260046
ACH-000198,-0.13862882657849473
ACH-000203,-0.16397478655738984
ACH-000204,-0.20561275250363
ACH-000206,-0.22700197224649646
ACH-000207,-0.37893737721694304
ACH-000208,-0.10839674911286526
ACH-000210,-0.3547723096168417
ACH-000211,-0.3054141827733823
ACH-000215,-0.29175250720250345
ACH-000221,-0.1366788132645583
ACH-000222,-0.2401445029386589
ACH-000223,-0.3848760428836915
ACH-000226,-0.3236598173503217
ACH-000227,-0.2954205488265258
ACH-000228,-0.12138167234215105
ACH-000231,-0.2830714939027587
ACH-000232,-0.1681049811184948
ACH-000233,-0.2822813200586403
ACH-000234,-0.3046974303342039
ACH-000235,-0.14324361677934774
ACH-000237,-0.22895529172680734
ACH-000238,-0.29895633636223623
ACH-000242,0.1370819793522314
ACH-000243,-0.15793061900611094
ACH-000244,-0.5313166327998968
ACH-000246,-0.22677727157343225
ACH-000248,-0.06887186133958177
ACH-000250,-0.18505940356294548
ACH-000251,-0.2396026863435663
ACH-000252,-0.11636171107166107
ACH-000253,-0.19392485457981348
ACH-000255,-0.056001654901208835
ACH-000256,-0.4919639612854904
ACH-000257,-0.01297829579185245
ACH-000258,-0.2455691650710903
ACH-000259,-0.17833765938628626
ACH-000260,-0.1870009176048753
ACH-000261,-0.2579705641088661
ACH-000262,-0.0612990419470697
ACH-000263,-0.07998793643314267
ACH-000264,-0.17697483089807595
ACH-000265,-0.019353887839031667
ACH-000266,-0.2648648749520301
ACH-000272,-0.2675760846296268
ACH-000274,-0.11533556400211115
ACH-000277,-0.35042182857187115
ACH-000278,-0.2386352066326282
