,AGO4 (192670)
ACH-000004,-0.04421646739993185
ACH-000005,0.19424743803855596
ACH-000007,0.03138808439971165
ACH-000009,0.04118225638276375
ACH-000011,0.006440063880889389
ACH-000012,-0.01827283113215514
ACH-000013,-0.016868110801463637
ACH-000014,0.01639468242799601
ACH-000015,0.0625665283431575
ACH-000017,0.034043160986937576
ACH-000018,-0.02781621850626103
ACH-000019,-0.06539636402205823
ACH-000021,0.0377198583167379
ACH-000022,-0.018196836074522948
ACH-000025,0.004756542383720254
ACH-000028,0.04718606888674083
ACH-000030,-0.017386057258178197
ACH-000035,0.01951094086114878
ACH-000036,-0.15234342413629584
ACH-000037,-0.05608885481069063
ACH-000039,-0.10876975514815374
ACH-000040,0.0009044823819505912
ACH-000041,0.043047835741997706
ACH-000042,0.0780286540572193
ACH-000045,0.041831432217851405
ACH-000047,-0.012643598175615636
ACH-000052,0.2420390245761027
ACH-000053,0.033567369591247544
ACH-000054,-0.04559956745446736
ACH-000055,-0.08815259186395323
ACH-000060,-0.03920124877372686
ACH-000067,-0.1225992879311146
ACH-000070,0.1128756905508589
ACH-000075,0.03410122187827582
ACH-000078,0.020808511599590525
ACH-000082,-0.11870769780123057
ACH-000085,0.20055930926300533
ACH-000086,-0.04075797339872997
ACH-000087,0.04274718746930661
ACH-000092,-0.15101158472050882
ACH-000095,0.11152611020381507
ACH-000097,0.10227387078791766
ACH-000098,-0.05593292208074877
ACH-000099,0.05026452603124479
ACH-000108,-0.03653074656436393
ACH-000113,0.05545854770238684
ACH-000116,-0.0568704988470416
ACH-000118,0.10533566106243232
ACH-000120,0.15445114477937366
ACH-000123,-0.11563381077998823
ACH-000127,0.1010869241550945
ACH-000128,-0.07801249941847545
ACH-000132,0.08566737336998409
ACH-000133,0.0389407575386814
ACH-000137,-0.11656036409495928
ACH-000138,-0.017153776238132662
ACH-000142,-0.050007495208159836
ACH-000143,0.10234152060433227
ACH-000146,0.09015922224764476
ACH-000148,0.12529016272432136
ACH-000150,-0.37849406888027604
ACH-000152,-0.1873275584141272
ACH-000153,-0.10094057303652168
ACH-000159,0.0031002783098821067
ACH-000160,0.0572621068811461
ACH-000163,0.0622742831085944
ACH-000167,-0.18194453082173248
ACH-000168,-0.06557650527025226
ACH-000169,-0.11221230851928923
ACH-000178,-0.01938538130720189
ACH-000183,-0.14234584602638992
ACH-000188,-0.09538455283663508
ACH-000189,0.010331048755313713
ACH-000190,0.05435497823990155
ACH-000198,0.009656968753838006
ACH-000203,0.17558416324911116
ACH-000204,0.0988124758457558
ACH-000206,0.045822106392532536
ACH-000207,-0.08354048042713166
ACH-000208,-0.014155970428757169
ACH-000210,-0.1449397532718331
ACH-000211,0.10961692900670776
ACH-000215,-0.05358585066262745
ACH-000221,-0.013726866202786805
ACH-000222,-0.003916234900397794
ACH-000223,0.0008386440168995798
ACH-000226,0.015316309542649028
ACH-000227,0.05347315041474101
ACH-000228,0.07074379673153694
ACH-000231,0.05524753157115514
ACH-000232,-0.025946272728143448
ACH-000233,-0.026429274599852063
ACH-000234,0.06611402555154698
ACH-000235,0.05429939125843174
ACH-000237,-0.060494795938719426
ACH-000238,-0.08863751469658986
ACH-000242,-0.0785189797280428
ACH-000243,0.10235335925555301
ACH-000244,-0.05319858684643427
ACH-000246,0.003275523251372289
ACH-000248,0.07163152506426326
ACH-000250,0.03462894260124271
ACH-000251,-0.05797149033685758
ACH-000252,-0.023101591686188788
ACH-000253,0.059756097073674484
ACH-000255,-0.0292351335511869
ACH-000256,-0.06402742609357494
ACH-000257,-0.14410579935697768
ACH-000258,0.05208328460686306
ACH-000259,0.019900469430417532
ACH-000260,0.0007848297259052137
ACH-000261,0.02087739634026176
ACH-000262,-0.07271102699626719
ACH-000263,-0.036893549659865785
ACH-000264,0.056644581402768575
ACH-000265,0.051892221793122015
ACH-000266,0.1639154216789555
ACH-000272,-0.04656619094261698
ACH-000274,-0.08766886023536206
ACH-000277,-0.02444408601754517
ACH-000278,-0.07528406279252009
ACH-000279,0.058659772650705676
ACH-000280,-0.008984781853368377
ACH-000281,0.29545733313226297
ACH-000288,-0.08767989948188837
ACH-000291,0.04982778057786689
ACH-000293,-0.1382378798400206
ACH-000294,0.010518265101860802
ACH-000295,0.0916843922128806
ACH-000296,-0.05279955246650818
ACH-000302,-0.0569141700084925
ACH-000304,-0.13917871426445175
ACH-000307,-0.00256020550374645
ACH-000308,0.0425196440993469
ACH-000310,0.0019767537243932255
ACH-000311,0.07072263705727767
ACH-000312,-0.0015946282528139836
ACH-000315,0.006663570610997364
ACH-000316,0.11817938349444693
ACH-000317,0.01713998539665342
ACH-000318,0.003138559256070298
ACH-000319,-0.08112968325924556
ACH-000320,0.00627229321054275
ACH-000322,0.05364919116176465
ACH-000323,-0.19799961815298264
ACH-000324,0.032660760661567104
ACH-000329,-0.00464827908567184
ACH-000330,-0.0430326861061684
ACH-000331,-0.06932293837457366
ACH-000332,0.058824909080423975
ACH-000334,0.029247818871726693
ACH-000335,-0.10844656542161073
ACH-000336,0.04681164729514714
ACH-000337,0.15345808050116602
ACH-000338,0.5568066200306967
ACH-000339,0.06768096563187799
ACH-000341,-0.2103781379004623
ACH-000348,0.04860642977885632
ACH-000350,0.08469062716951523
ACH-000352,-0.11456110398596805
ACH-000356,-0.026395440181071126
ACH-000361,-0.07620238213353693
