,SMCR8 (140775)
ACH-000004,-0.3330109205270503
ACH-000005,-0.1514235644615944
ACH-000007,-0.28905058475671824
ACH-000009,-0.4606129906443662
ACH-000011,-0.1744552526536603
ACH-000012,-0.29511854860971776
ACH-000013,-0.4177484135334423
ACH-000014,-0.1794253286301328
ACH-000015,-0.3150249949092809
ACH-000017,-0.2642953019127247
ACH-000018,-0.35871545891471057
ACH-000019,-0.34232685846885985
ACH-000021,-0.1585578377587818
ACH-000022,-0.5039710557145258
ACH-000025,-0.2270148669721841
ACH-000028,-0.2909381922088961
ACH-000030,-0.305530409735029
ACH-000035,-0.38806288488350615
ACH-000036,-0.32865566117556344
ACH-000037,-0.3004643038952313
ACH-000039,-0.15465975299093376
ACH-000040,-0.13142155104308198
ACH-000041,-0.22298669340752592
ACH-000042,-0.4390956058448993
ACH-000045,-0.3523942400560693
ACH-000047,-0.4026144891328491
ACH-000052,-0.06584231534613598
ACH-000053,-0.3513566476573993
ACH-000054,-0.2021193103738756
ACH-000055,-0.15920282107044478
ACH-000060,-0.3652347944449856
ACH-000067,-0.3180131173655507
ACH-000070,-0.10741928288176786
ACH-000075,-0.22067529645076206
ACH-000078,-0.26926552884094057
ACH-000082,-0.4399109896058757
ACH-000085,-0.45029089193448174
ACH-000086,-0.1902550433351993
ACH-000087,-0.3777307851922207
ACH-000092,-0.2581290437644424
ACH-000095,-0.17339896399041702
ACH-000097,-0.23758427388528164
ACH-000098,-0.19725393271210231
ACH-000099,-0.30310621487764866
ACH-000108,-0.13641039347347095
ACH-000113,-0.07030452060817201
ACH-000116,-0.3096910215745305
ACH-000118,-0.2280435919805625
ACH-000120,-0.17119376139033002
ACH-000123,-0.3099999933299445
ACH-000127,-0.28646247036365835
ACH-000128,-0.231313166162358
ACH-000132,-0.3555561570431254
ACH-000133,-0.19457372778229165
ACH-000137,-0.31150406387027685
ACH-000138,-0.2392776841320654
ACH-000142,-0.16959138564041676
ACH-000143,-0.2538616851381132
ACH-000146,-0.23824036714630176
ACH-000148,-0.2128016006852013
ACH-000150,-0.17326185463242924
ACH-000152,-0.40734096854160495
ACH-000153,-0.7597415054071134
ACH-000159,-0.19924045379320232
ACH-000160,-0.2451353110323341
ACH-000163,-0.0981225960637923
ACH-000167,-0.34431793594838284
ACH-000168,-0.2945533193167315
ACH-000169,-0.2338095258832389
ACH-000178,-0.24772509999546066
ACH-000183,-0.293452263034867
ACH-000188,-0.4140788119917782
ACH-000189,-0.23318171496867066
ACH-000190,-0.3914594427271513
ACH-000198,-0.22296203412393625
ACH-000203,-0.13748236397442312
ACH-000204,-0.1754978400218467
ACH-000206,-0.4727458324016007
ACH-000207,-0.3612849100052288
ACH-000208,-0.1853299270649604
ACH-000210,-0.34336656819063177
ACH-000211,-0.1658972185919353
ACH-000215,-0.190372884761702
ACH-000221,-0.2335348882909582
ACH-000222,0.005297326214016481
ACH-000223,-0.3022779798302686
ACH-000226,-0.2701862314627824
ACH-000227,-0.3925527626184693
ACH-000228,-0.4995587437772816
ACH-000231,-0.3205521519909013
ACH-000232,-0.1533972347306274
ACH-000233,-0.22384440949268652
ACH-000234,-0.33245383772845105
ACH-000235,-0.2437319921597146
ACH-000237,-0.2653041206673193
ACH-000238,-0.39204020387832733
ACH-000242,-0.386412897243188
ACH-000243,-0.2481814245126432
ACH-000244,-0.5315510435937122
ACH-000246,-0.20158513935333847
ACH-000248,-0.4072802862866562
ACH-000250,-0.20083809588059146
ACH-000251,-0.2596310851709496
ACH-000252,-0.1916000123880428
ACH-000253,-0.22144771472750224
ACH-000255,-0.3305409259616447
ACH-000256,-0.2416469762806391
ACH-000257,-0.07517717579236992
ACH-000258,-0.18588233522545186
ACH-000259,-0.24480464002353106
ACH-000260,-0.23003264567352896
ACH-000261,-0.2543636164205891
ACH-000262,-0.06377278032487667
ACH-000263,-0.25073476374408
ACH-000264,-0.23117232174808336
ACH-000265,-0.2558364671257072
ACH-000266,-0.26936941532136954
ACH-000272,-0.3404433290799516
ACH-000274,-0.3735627937812538
ACH-000277,-0.5845289647111587
ACH-000278,-0.29361882811410484
ACH-000279,-0.2415925546099371
ACH-000280,-0.14684889018748773
ACH-000281,-0.2583053033944097
ACH-000288,-0.44201188888446186
ACH-000291,-0.2154742037954262
ACH-000293,-0.21955933853312332
ACH-000294,-0.3187913556311251
ACH-000295,-0.05177092804889594
ACH-000296,-0.4154720550798771
ACH-000302,-0.26517897456155715
ACH-000304,-0.3711624377533531
ACH-000307,-0.12775889259380724
ACH-000308,-0.17122688214751208
ACH-000310,-0.2757888840321587
ACH-000311,-0.36239474251705983
ACH-000312,-0.28057885594555143
ACH-000315,-0.09138658563747372
ACH-000316,-0.2551005693472678
ACH-000317,-0.012850537205173807
ACH-000318,-0.2635570250481767
ACH-000319,-0.35832587150580986
ACH-000320,-0.03840954546708923
ACH-000322,-0.4303020388073592
ACH-000323,-0.28903401803012785
ACH-000324,-0.2976155299683629
ACH-000329,-0.2255902487366481
ACH-000330,-0.3780833282535062
ACH-000331,-0.48709916008079296
ACH-000332,-0.3065683494769475
ACH-000334,-0.08566958347617128
ACH-000335,-0.08322878447126231
ACH-000336,-0.4637928453111713
ACH-000337,-0.2599103348221143
ACH-000338,-0.4904249462622846
ACH-000339,-0.287932446577659
ACH-000341,-0.27261801410853753
ACH-000348,-0.3156104003382377
ACH-000350,-0.2550968693165338
ACH-000352,-0.2410863377166579
ACH-000356,-0.34722315558824834
ACH-000361,-0.3130554491652108
ACH-000362,-0.27519486963307194
ACH-000363,-0.30118589823124153
ACH-000364,-0.2620815388017985
ACH-000365,-0.2727332665263013
ACH-000366,-0.1848814496205509
ACH-000368,-0.16860130959211111
ACH-000374,-0.1756648603363313
ACH-000375,-0.054969220483159116
ACH-000376,-0.2421348442776921
ACH-000381,-0.2053716128315243
ACH-000383,-0.2595350020682612
ACH-000387,-0.3011135197738357
ACH-000389,-0.2997299747057622
ACH-000390,-0.2616778765726873
ACH-000393,-0.30476897368926675
ACH-000395,-0.1644375001258791
ACH-000396,-0.4129716905739796
ACH-000397,-0.33542949150806395
ACH-000401,-0.15714488117581804
ACH-000402,-0.18569383093924344
ACH-000403,-0.4869645593097003
ACH-000404,-0.18239508830158055
ACH-000406,-0.19556835213454613
ACH-000407,-0.25360265567518925
ACH-000408,-0.5175783059582049
ACH-000410,-0.13323643744178976
ACH-000411,-0.19260765967398175
ACH-000414,-0.2320499964497278
ACH-000415,-0.4206067473774859
ACH-000416,-0.4421778709336809
ACH-000420,-0.3733782315998552
ACH-000421,-0.3418725495687468
ACH-000424,-0.4502825628000665
ACH-000425,-0.2276695233466311
ACH-000426,-0.2232005576870296
ACH-000427,-0.44144051834164216
ACH-000433,-0.06744948454414385
ACH-000435,-0.277501388059853
ACH-000436,-0.2754215083065411
ACH-000444,-0.30726111351551444
ACH-000445,-0.2899654124763734
ACH-000448,-0.3576271929262665
ACH-000450,-0.08123935742117934
ACH-000452,-0.30403430775010554
ACH-000454,-0.20801599096963
ACH-000458,-0.32792478968884875
ACH-000459,-0.18878231566913514
ACH-000460,-0.23118828813096945
ACH-000461,-0.09206403229895532
ACH-000463,-0.19783834786559756
ACH-000464,-0.3653046292564162
ACH-000466,-0.3918648311584713
ACH-000467,-0.2526281347978834
ACH-000468,-0.35852389195568257
ACH-000469,-0.3504791807478877
ACH-000470,-0.3173681967928868
ACH-000471,-0.25378572203837835
ACH-000472,-0.2475049123299149
ACH-000473,-0.3270905343868532
ACH-000475,-0.28838313726015274
ACH-000476,-0.1833992929149184
ACH-000477,-0.16362068578967945
ACH-000479,-0.20183701361397052
ACH-000480,-0.2108963932731327
ACH-000481,-0.33358708569662265
ACH-000483,-0.3242132861012142
ACH-000484,-0.09139865325921287
ACH-000485,-0.32676465638589136
ACH-000486,-0.2225224378541703
ACH-000487,-0.21637207809929204
ACH-000488,-0.16731161007777104
ACH-000490,-0.17564335773024334
ACH-000491,-0.16413067698188988
ACH-000495,0.02480388435521367
ACH-000496,-0.365373280215142
ACH-000499,-0.1845651890690945
ACH-000500,-0.24774178619122805
ACH-000502,-0.2491406782108968
ACH-000503,-0.15145599575310845
ACH-000505,-0.2385836358682942
ACH-000507,-0.3225307185234909
ACH-000510,-0.4105720467514997
ACH-000511,-0.3384278925638993
ACH-000512,-0.2663221752223747
ACH-000516,-0.2414583859280572
ACH-000517,-0.2670082029684817
ACH-000518,-0.3237294873314027
ACH-000520,-0.060449764451000636
ACH-000521,-0.2912788738406206
ACH-000522,-0.14129091680191874
ACH-000524,-0.18369612531200472
ACH-000527,-0.2331081200821259
ACH-000528,-0.2138673455866575
ACH-000537,-0.26764018519263044
ACH-000541,-0.3111075854493455
ACH-000542,-0.3021192276294246
ACH-000544,-0.31976386630481723
ACH-000545,-0.2490585938440016
ACH-000547,-0.22341339599467572
ACH-000548,-0.20898671900721288
ACH-000549,-0.3703453130280765
ACH-000550,-0.2406991673176848
ACH-000552,-0.392271147995919
ACH-000556,-0.3559599278158629
ACH-000557,-0.20009230403912176
ACH-000569,-0.3095054164833535
ACH-000570,-0.2812358607829672
ACH-000571,-0.2610178564948027
ACH-000573,-0.33115344736166397
ACH-000576,-0.4492283347623188
ACH-000579,-0.09004124684416052
ACH-000580,-0.2376178219976896
ACH-000584,-0.23149121327484096
ACH-000585,-0.2648833922464663
ACH-000588,-0.6653946281367847
ACH-000589,-0.363517296167479
ACH-000591,-0.23365600928616176
ACH-000593,-0.3248397463913599
ACH-000600,-0.11094315818643456
ACH-000601,-0.3123271196828174
ACH-000605,-0.3419923908453154
ACH-000606,-0.2776876309538426
ACH-000608,-0.20020110594412066
ACH-000614,-0.2169431371444208
ACH-000616,-0.20775196562368653
ACH-000618,-0.15385173689239826
ACH-000619,-0.15888243776747754
ACH-000620,-0.2819155729981219
ACH-000621,-0.3397943604720151
ACH-000622,-0.4845221113329013
ACH-000623,-0.4047722242711068
ACH-000624,-0.36633156853308296
ACH-000627,-0.3293403631482541
ACH-000630,-0.2674880528536426
ACH-000631,0.053008217319035336
ACH-000632,-0.1923419208909268
ACH-000633,-0.3481037730353664
ACH-000637,-0.07178542399410756
ACH-000638,-0.17278606327156787
ACH-000646,-0.1846459659999932
ACH-000647,-0.2013417819682714
ACH-000648,-0.16051118128606182
ACH-000649,-0.2395165130123005
ACH-000651,-0.2610596317126863
ACH-000652,-0.3833487405565401
ACH-000653,-0.211373077009291
ACH-000657,-0.2185309555959264
ACH-000658,-0.1983819243899652
ACH-000661,-0.1300038780456711
ACH-000662,-0.43181161612914815
ACH-000663,-0.09258108861788117
ACH-000665,-0.32126584581883794
ACH-000671,-0.18274944820719785
ACH-000672,-0.4834871451612733
ACH-000673,-0.25967685890097664
ACH-000676,-0.22391667340695875
ACH-000677,-0.07542181145837253
ACH-000681,-0.1405263114298203
ACH-000683,-0.12356330757763552
ACH-000684,-0.19812575440552446
ACH-000688,-0.3735990763166951
ACH-000693,-0.19547678062936655
ACH-000694,-0.16836597139472892
ACH-000695,-0.4275010697036606
ACH-000696,-0.23254344881176514
ACH-000697,-0.4167793889485331
ACH-000699,-0.3268740595715546
ACH-000701,-0.2267693503992556
ACH-000706,-0.3327954881913755
ACH-000711,-0.32527074243884746
ACH-000713,-0.4911932575939038
ACH-000714,-0.15407740386616406
ACH-000718,-0.4146021398704712
ACH-000720,-0.32820627620291226
ACH-000721,-0.2893315593278125
ACH-000724,-0.25954189638801395
ACH-000725,-0.36142843515238215
ACH-000732,-0.2426381028045527
ACH-000734,-0.1013191279296016
ACH-000735,-0.3576847119052573
ACH-000736,-0.2427330878570029
ACH-000738,-0.2677610477297201
ACH-000746,-0.34287404213995376
ACH-000747,-0.1479286312362122
ACH-000748,-0.16579508228468634
ACH-000753,-0.29274637964307154
ACH-000756,-0.17769326071918173
