,LMTK3 (114783)
ACH-000004,-0.05620647664530155
ACH-000005,0.11983924205754845
ACH-000007,-0.04405665961537858
ACH-000009,0.019925300446365014
ACH-000011,0.2147163578653224
ACH-000012,0.030409297908372494
ACH-000013,-0.0930190821423268
ACH-000014,0.004360372709405154
ACH-000015,-0.2593644764649922
ACH-000017,0.03564030674610785
ACH-000018,-0.20381544411842
ACH-000019,0.01945292094907795
ACH-000021,-0.005699344010588767
ACH-000022,-0.12549037353265347
ACH-000025,0.06574785714904817
ACH-000028,-0.052686641145795764
ACH-000030,-0.06313589617291042
ACH-000035,-0.0678257165021943
ACH-000036,-0.0052958790173953255
ACH-000037,-0.02942019858791738
ACH-000039,0.13925851915666287
ACH-000040,-0.033153292661278894
ACH-000041,0.027025905870104942
ACH-000042,0.07571796661682441
ACH-000045,0.022280606617405118
ACH-000047,-0.013818398148751248
ACH-000052,0.01896214841303388
ACH-000053,-0.03446968589117338
ACH-000054,-0.05982565585578771
ACH-000055,-0.03457108382134616
ACH-000060,0.4272247964374845
ACH-000067,0.028240689932437956
ACH-000070,-0.07792303822630071
ACH-000075,0.015108469941998794
ACH-000078,0.058961172404909924
ACH-000082,-0.04105754326535967
ACH-000085,0.0060784905922225355
ACH-000086,-0.13216961667076355
ACH-000087,0.04519704115486002
ACH-000092,0.03763526313128218
ACH-000095,-0.03265387191819683
ACH-000097,-0.08334250119391858
ACH-000098,-0.12943533236306656
ACH-000099,0.038021880695369874
ACH-000108,-0.08022053359465545
ACH-000113,-0.011472484882826251
ACH-000116,0.10041829017674347
ACH-000118,-0.05322701434423334
ACH-000120,-0.10524656413545322
ACH-000123,-0.09473258190723947
ACH-000127,0.08299924850378497
ACH-000128,0.14670532640743325
ACH-000132,0.10517550112971392
ACH-000133,-0.07125187776575087
ACH-000137,-0.007883447507868622
ACH-000138,-0.038403573338702486
ACH-000142,-0.017706880767806032
ACH-000143,-0.03248160412561217
ACH-000146,-0.0161847853960768
ACH-000148,-0.03577441683884885
ACH-000150,-0.10160584920788576
ACH-000152,-0.10009192955036757
ACH-000153,-0.15446850261966308
ACH-000159,-0.04630030580920329
ACH-000160,-0.0336426127450973
ACH-000163,-0.07628808318370882
ACH-000167,-0.04122873803550625
ACH-000168,-0.03546969973000592
ACH-000169,-0.094799348744258
ACH-000178,0.03868716142420523
ACH-000183,-0.08272108732805424
ACH-000188,0.11852916295208743
ACH-000189,-0.236701485416168
ACH-000190,0.03052777468015849
ACH-000198,0.01873754977029981
ACH-000203,-0.16127848006281198
ACH-000204,0.15985838921957402
ACH-000206,0.048794642061670654
