,FANCD2 (2177)
ACH-000281,-0.08947078945242366
ACH-000288,-0.2894954080917801
ACH-000291,-0.14421250856652126
ACH-000293,-0.17249806102935816
ACH-000294,-0.30894842026078906
ACH-000295,-0.21997051076877794
ACH-000296,-0.14715983909261898
ACH-000302,-0.13927830930990232
ACH-000304,-0.2292575316313397
ACH-000307,-0.1382325900236752
ACH-000308,-0.1754462828321631
ACH-000310,-0.2877307335926817
ACH-000311,-0.27296905032429425
ACH-000312,-0.010280827048673656
ACH-000315,0.09737489921081263
ACH-000316,-0.1652260265535725
ACH-000317,-0.27486335249580685
ACH-000318,-0.12783368362093425
ACH-000319,-0.19941428488293791
ACH-000320,-0.11602093587161134
ACH-000322,-0.08218758078604316
ACH-000323,-0.44085551298287
ACH-000324,-0.16614885238211474
ACH-000329,-0.24841129781693885
ACH-000330,-0.14594749005084176
ACH-000331,-0.1187344063062611
ACH-000332,-0.2173969663066404
ACH-000334,-0.27943801771286564
ACH-000335,0.09693227912413643
ACH-000336,-0.3887636950283192
ACH-000337,-0.032232237434347354
ACH-000338,-0.7608724588426553
ACH-000339,-0.21753749564463032
ACH-000341,-0.24167698781759936
ACH-000348,-0.3090926318391933
ACH-000350,-0.14367501608989575
ACH-000352,-0.09581169373887204
ACH-000356,-0.04361118530401576
ACH-000361,-0.30725821106611945
ACH-000362,-0.3194959659058002
ACH-000363,-0.050638117010793036
ACH-000364,-0.22404712722342632
ACH-000365,-0.401703055637824
ACH-000366,-0.006547725142655938
ACH-000368,-0.1321722673343886
ACH-000374,-0.5504255231418654
ACH-000375,-0.1165028784974855
ACH-000376,-0.05392064292825545
ACH-000381,-0.2471528851556519
ACH-000383,-0.12528097542882174
ACH-000387,-0.12319597304390865
ACH-000389,-0.09943410941332856
ACH-000390,-0.05785976705168819
ACH-000393,-0.289201949853216
ACH-000395,-0.3381662300319219
ACH-000396,-0.2995371213392097
ACH-000397,-0.26702444778722845
ACH-000401,-0.39071382118737175
ACH-000402,-0.2346690721824936
ACH-000403,-0.272597896202333
ACH-000404,-0.34480896322948645
ACH-000406,-0.2263689151010131
ACH-000407,-0.2390424883879463
ACH-000408,-0.23102509092680104
ACH-000410,-0.3378910143418192
ACH-000411,-0.14653301557511172
ACH-000414,0.003532551294342357
ACH-000415,-0.28425238717031504
ACH-000416,-0.036740072837283325
ACH-000420,-0.11762491200308647
ACH-000421,-0.2762825393597836
ACH-000424,-0.1557620042319911
ACH-000425,-0.2189499632415608
ACH-000426,-0.0424664425786798
ACH-000427,0.04884511477212463
ACH-000433,-0.21285170732468567
ACH-000435,0.2197863030805869
ACH-000436,-0.2252996053031437
ACH-000444,-0.4435234017251597
ACH-000445,-0.14344423422182326
ACH-000448,-0.30516105875005284
ACH-000450,-0.059947042808686686
ACH-000452,-0.2709458274533709
ACH-000454,-0.12283362091788952
ACH-000458,-0.3581856136907778
ACH-000459,-0.2900322250680599
ACH-000460,-0.07706327352008609
ACH-000461,-0.10273551633990767
ACH-000463,-0.2448257154987356
ACH-000464,-0.09651914154375928
ACH-000466,-0.2863630691216114
ACH-000467,-0.15820069435120748
ACH-000468,-0.18421255302379289
ACH-000469,-0.2502570441006175
ACH-000470,-0.28427674449709994
ACH-000471,-0.20698558748656065
ACH-000472,-0.25914520651471085
ACH-000473,-0.15880159973648528
ACH-000475,0.0042361033120021955
ACH-000476,-0.11556579457035145
ACH-000477,-0.07684348246178169
ACH-000479,0.06681907353052965
ACH-000480,-0.1866902995377572
ACH-000481,-0.101194558274987
ACH-000483,-0.29846840797846397
ACH-000484,-0.2399934068369696
ACH-000485,-0.06688775848900581
ACH-000486,-0.2017394363084376
ACH-000487,-0.16177842928416414
ACH-000488,-0.0834966199568396
ACH-000490,-0.09744561525299084
ACH-000491,-0.1205863612622472
ACH-000495,-0.6388972352321245
ACH-000496,-0.04162400751828302
ACH-000499,-0.0272369894260144
ACH-000500,-0.1387816884576493
ACH-000502,-0.11306382136504388
ACH-000503,-0.2710950964527038
ACH-000505,-0.20612037734969996
ACH-000507,-0.42786025908816905
ACH-000510,-0.2335390547725225
ACH-000511,-0.39513075670448655
ACH-000512,-0.3572614044582933
ACH-000516,-0.22513943508984188
ACH-000517,-0.3478726050865497
ACH-000518,-0.17989777852336114
ACH-000520,-0.2015005154935193
ACH-000521,-0.36643200350921706
ACH-000522,-0.2281173792790079
ACH-000524,-0.2048276894443594
ACH-000527,-0.1420994076579751
ACH-000528,-0.5416894960225919
ACH-000537,-0.21675438121108048
ACH-000541,0.025362552183866037
ACH-000542,-0.3561486905009282
ACH-000544,-0.31907480166912755
ACH-000545,-0.01941894626182303
ACH-000547,-0.3605485404471844
ACH-000548,-0.21527898391056136
ACH-000549,-0.42007597211234143
ACH-000550,-0.2448633671774077
ACH-000552,-0.028877661736474783
ACH-000556,-0.026387095859920055
ACH-000557,-0.11219742959606246
ACH-000569,-0.37961755341024617
ACH-000570,-0.05616203197810464
ACH-000571,-0.10211452792552314
ACH-000573,-0.3216933658680788
ACH-000576,0.05185580713726493
ACH-000579,-0.14282501701804115
ACH-000580,-0.41051009965202856
ACH-000584,-0.3224559441279612
ACH-000585,-0.2269158673745327
ACH-000588,-0.2666051330345682
ACH-000589,-0.230083740836642
ACH-000591,-0.21096180640977413
ACH-000593,-0.11093650261338224
ACH-000600,-0.059481343595602885
ACH-000601,-0.05565228194455005
ACH-000605,-0.10263581296316243
ACH-000606,-0.17480358981784694
ACH-000608,-0.19074305084809154
ACH-000614,-0.07665007681929473
ACH-000616,-0.34202494736249395
ACH-000618,-0.022470195422129
ACH-000619,-0.22721409559291375
ACH-000620,-0.162120035759532
ACH-000621,-0.18247749508260092
ACH-000622,-0.13781939394377996
ACH-000623,-0.1897367363626484
ACH-000624,-0.3938626920596744
ACH-000627,-0.3132140526518488
ACH-000630,-0.09585715445110572
ACH-000631,-0.0005257824446475115
ACH-000632,-0.02366087233603181
ACH-000633,-0.2732568042654585
ACH-000637,-0.2858403831299413
ACH-000638,-0.3599016095316992
ACH-000646,-0.2953731656763657
ACH-000647,-0.10734372657111856
ACH-000648,-0.43939084806881423
ACH-000649,-0.28709806171568264
ACH-000651,-0.0852134129580341
ACH-000652,-0.12864636587462014
ACH-000653,-0.2902162383892113
ACH-000657,-0.14955718598867612
ACH-000658,-0.1972240960876058
ACH-000661,-0.3167316968729476
ACH-000662,-0.2892654770109072
ACH-000663,-0.2220662380150155
ACH-000665,-0.13663734733569355
ACH-000671,-0.05018902396273815
ACH-000672,-0.4145636677895414
ACH-000673,-0.16328338433412026
ACH-000676,-0.32327862156320325
ACH-000677,-0.15016113262065012
ACH-000681,-0.00377762202288929
ACH-000683,-0.13834466612916635
ACH-000684,-0.11887650755116093
ACH-000688,-0.26907774271390383
ACH-000693,-0.23222582375111986
ACH-000694,-0.1804067355566868
ACH-000695,-0.1082235363931929
ACH-000696,-0.2218494556932158
ACH-000697,-0.025685551803656656
ACH-000699,-0.27069623081857264
ACH-000701,-0.2922816527010128
ACH-000706,-0.265492724602618
ACH-000711,0.07895568500894341
ACH-000713,-0.12985423876392346
ACH-000714,0.04774160284892544
ACH-000718,-0.15718342882419895
ACH-000720,-0.2900968529737676
ACH-000721,-0.22081027219703492
ACH-000724,-0.07352518464556969
ACH-000725,-0.13612458065012278
ACH-000732,-0.2268995745866008
ACH-000734,0.007762802077658957
ACH-000735,-0.12754955829426273
ACH-000736,-0.06330418776426963
ACH-000738,-0.1816223156642066
ACH-000746,0.019359811583202075
ACH-000747,0.039565924342538236
ACH-000748,-0.14155660632054007
ACH-000753,-0.11955663749032742
ACH-000756,-0.07297892431687862
ACH-000757,0.026192122419746708
ACH-000758,-0.21574983647324344
ACH-000760,-0.03003209852903678
ACH-000762,-0.4775060251263854
ACH-000763,-0.3255525166619796
ACH-000764,-0.030978426753583088
ACH-000765,-0.2683422010235681
ACH-000766,-0.1694677320480597
ACH-000767,-0.007743181760461
ACH-000768,-0.4121643379984413
ACH-000769,-0.2669698510876741
ACH-000770,-0.2620588003527671
ACH-000771,-0.11317453410468138
ACH-000773,-0.17729262240084728
ACH-000776,-0.2291248018087232
ACH-000777,-0.6651537439436676
ACH-000778,-0.27193713653780704
ACH-000781,0.00012372021716236298
ACH-000782,-0.3483323744708803
ACH-000783,-0.08729313794748936
ACH-000784,-0.1683071461888846
ACH-000785,-0.3449472427641511
ACH-000787,-0.19961838748570493
ACH-000788,-0.18443543064802445
ACH-000791,-0.19924259275121745
ACH-000792,-0.1659777021423838
ACH-000794,-0.3506701246380546
ACH-000796,-0.4050674209125592
ACH-000798,-0.2217141745819428
ACH-000799,-0.3315625939058302
ACH-000800,-0.3427255636232135
ACH-000802,-0.2583622244791961
ACH-000804,-0.17879815226219942
ACH-000805,-0.14404374360386565
ACH-000809,-0.4173106015982561
ACH-000810,-0.1384593958579761
ACH-000811,-0.23444887027736136
ACH-000817,-0.1902124474251882
ACH-000819,-0.1986333198934444
ACH-000820,-0.403783254072043
ACH-000821,-0.1773255847425085
ACH-000822,-0.3035060895630197
ACH-000823,-0.21316694288357246
ACH-000824,-0.09179894271055794
ACH-000827,-0.14658018001181408
ACH-000829,-0.3463499743983832
ACH-000831,0.08397773910712539
ACH-000832,-0.3340289974877621
ACH-000833,-0.3633797633290041
ACH-000834,-0.19819470635695335
ACH-000835,-0.240960668701865
ACH-000836,-0.18757487610938697
ACH-000837,-0.16787829347096453
ACH-000838,-0.16179214201342382
ACH-000839,-0.061819844440577226
ACH-000840,-0.18257853052509188
ACH-000841,-0.3084964180705107
ACH-000843,-0.26424025430530546
ACH-000846,0.0285578058000016
ACH-000847,-0.09102029398645063
ACH-000848,-0.016175201905233316
ACH-000849,-0.04091732784426922
ACH-000851,-0.20475726086414647
ACH-000855,-0.18160281490838495
ACH-000856,-0.29860421283957417
ACH-000858,-0.2285254644370049
ACH-000859,-0.13592695409692146
ACH-000861,-0.18695755670575834
ACH-000862,-0.22218966761205514
ACH-000865,-0.2511487997383914
ACH-000866,0.04193992601655522
ACH-000867,-0.07276013135839356
ACH-000869,-0.2045292299756976
ACH-000872,-0.06642207458423344
ACH-000873,-0.5100952949370656
ACH-000876,-0.2536369706746742
ACH-000878,-0.08624578686764145
ACH-000880,-0.017579130289221787
ACH-000881,-0.1284344699947549
ACH-000882,-0.1275524001535309
ACH-000884,-0.030036798790638936
ACH-000885,0.0030979364214912056
ACH-000887,-0.13905130938628113
ACH-000889,-0.1686228690075649
ACH-000896,0.026899006034002252
ACH-000898,-0.17963965319873695
ACH-000900,-0.1172344064796479
ACH-000901,-0.2584006341266961
ACH-000905,-0.1758346099775249
ACH-000906,-0.2345089244495905
ACH-000907,-0.3783328927079058
ACH-000910,-0.11541953197105514
ACH-000911,-0.2699057056729333
ACH-000912,-0.1452773930253107
ACH-000913,-0.12089923097939995
ACH-000915,-0.06559600170847342
ACH-000916,-0.4079213629299565
ACH-000917,-0.2281588624680859
ACH-000920,-0.07532244425719349
ACH-000921,-0.2980225639415786
ACH-000924,-0.12800910298548976
ACH-000926,-0.18828764512223806
ACH-000928,-0.2280633680802509
ACH-000929,-0.19700294449362996
ACH-000932,0.017193883732099378
ACH-000935,-0.5080202153585363
ACH-000936,-0.016905291667848724
ACH-000937,-0.06849426676096215
ACH-000938,-0.4842087376385777
ACH-000939,-0.05714507084186344
ACH-000941,0.020783630410899152
ACH-000943,-0.07623006407655185
ACH-000946,-0.2614969664006991
ACH-000947,-0.2082727294424956
ACH-000948,-0.09737959806725158
ACH-000950,-0.18385074971307594
ACH-000953,0.0892740570582693
ACH-000954,-0.29696023080910344
ACH-000957,-0.0002199609783871268
ACH-000958,-0.3617360921948082
ACH-000960,-0.32740635875463386
ACH-000963,-0.14694130072020495
ACH-000968,-0.32683479344130656
ACH-000969,-0.035676542081219745
ACH-000972,-0.2407649383405056
ACH-000973,-0.18710550408592969
ACH-000974,-0.4252255549504159
ACH-000978,-0.15526785771263074
ACH-000984,-0.17382258924296065
ACH-000986,-0.062415918474433965
ACH-000988,-0.190303965959974
ACH-000993,-0.05577388445825317
ACH-000994,-0.3062559556768886
ACH-000996,-0.0594929927737511
ACH-001001,-0.3334961068779638
ACH-001020,-0.2772147862311466
ACH-001028,-0.19359494668758784
ACH-001031,-0.2785132473978878
ACH-001038,-0.16588369792354885
ACH-001048,-0.1037596762966323
ACH-001050,-0.12586060758817644
ACH-001053,-0.16651422667666368
ACH-001054,-0.21251198476491315
ACH-001061,-0.07680959858247383
ACH-001067,-0.417898960254836
ACH-001075,-0.1830137578284448
ACH-001096,-0.3568705160364266
ACH-001111,-0.26857023334753577
ACH-001119,-0.31318229739244924
ACH-001128,-0.3908407501551188
ACH-001134,-0.15269970816015568
ACH-001151,-0.2941767545347071
ACH-001163,-0.09977434446310672
ACH-001164,-0.8102466402863916
ACH-001183,-0.470846130601343
ACH-001192,-0.17008773014306947
ACH-001193,-0.14435993880480155
ACH-001196,0.0910785240833568
ACH-001197,-0.4342167950394232
ACH-001205,-0.14408959966113807
ACH-001211,-0.2408999952098093
ACH-001212,-0.2521638805971564
ACH-001228,-0.13158651444342953
ACH-001232,-0.12024473014734448
ACH-001239,-0.1776734727921295
ACH-001270,-0.23199569259186634
ACH-001274,-0.2792899508476145
ACH-001275,-0.087318236847965
ACH-001277,-0.15308753863644878
ACH-001278,-0.2473286097485503
ACH-001280,-0.36529547682626
ACH-001283,-0.3148174615013639
ACH-001289,-0.3580540031578765
ACH-001300,-0.2372928846644509
ACH-001301,-0.13053783730122925
ACH-001302,-0.22092563571459067
ACH-001306,-0.060128460701698826
ACH-001318,-0.0876276804986842
ACH-001322,-0.1865426401869544
ACH-001328,-0.0804945324381225
ACH-001332,-0.09063614020836484
ACH-001336,-0.5302015644282672
ACH-001346,-0.2809920679217377
ACH-001353,-0.18637108496218055
ACH-001354,-0.2213024158264512
ACH-001367,-0.13337615836108765
ACH-001368,-0.1872401791244796
ACH-001374,-0.10966831006440636
ACH-001377,-0.15082760129600176
ACH-001380,-0.1138872966004532
ACH-001391,-0.22131601559272185
ACH-001408,-0.2970384632666583
ACH-001430,-0.05362855211177901
ACH-001431,-0.11737007460924692
ACH-001450,-0.10189439627085442
ACH-001496,-0.1603316340742076
ACH-001500,-0.05916375329549881
ACH-001523,-0.20767152269938274
ACH-001532,-0.4545957854214031
ACH-001550,-0.17498314424640085
ACH-001552,0.04424685856635795
ACH-001554,-0.2361432803597803
ACH-001654,-0.3289086500518075
ACH-001735,-0.3146052689507611
ACH-001736,-0.5319383016278896
ACH-001737,0.2462025356131828
ACH-001740,-0.3825830857307938
ACH-001745,-0.5342919271408878
ACH-001765,-0.1923132800625398
