,GTF2B (2959)
ACH-000004,-1.1461280498975943
ACH-000005,-0.943387583726768
ACH-000007,-0.9314056000689398
ACH-000009,-1.3042163566384493
ACH-000011,-1.0064427046891542
ACH-000012,-0.8074381608028678
ACH-000013,-1.2237696911514446
ACH-000014,-1.1669346988388354
ACH-000015,-0.9925860533533104
ACH-000017,-0.8019018054187534
ACH-000018,-0.7916722260404813
ACH-000019,-1.3559641330299477
ACH-000021,-1.006128863850004
ACH-000022,-1.1235430291578588
ACH-000025,-1.0687431393789255
ACH-000028,-1.2194154346766335
ACH-000030,-1.0022310502163259
ACH-000035,-1.1331163198454413
ACH-000036,-1.1690786949451406
ACH-000037,-1.0282368880791908
ACH-000039,-0.9244647460809612
ACH-000040,-0.834743809200564
ACH-000041,-1.0832538660601765
ACH-000042,-0.9705442138223676
ACH-000045,-1.0715018632624522
ACH-000047,-1.0095566674939869
ACH-000052,-1.0470924864762885
ACH-000053,-1.1499014572121036
ACH-000054,-1.1218165172072474
ACH-000055,-1.0398649963570077
ACH-000060,-1.0281467150105807
ACH-000067,-1.0570765861322162
ACH-000070,-1.089394215586286
ACH-000075,-1.1099372296847758
ACH-000078,-1.1589679481379265
ACH-000082,-1.0779999581659832
ACH-000085,-0.7263444343922277
ACH-000086,-1.1891757050378875
ACH-000087,-0.905508938270384
ACH-000092,-1.1166515643694104
ACH-000095,-1.1506187178800702
ACH-000097,-1.363784550052448
ACH-000098,-1.2101311306992022
ACH-000099,-1.018567113416107
ACH-000108,-0.8781503623855792
ACH-000113,-0.9647710685734936
ACH-000116,-1.1734046628932304
ACH-000118,-0.843999260185956
ACH-000120,-1.1564410060579484
ACH-000123,-0.9229114297995306
ACH-000127,-1.0049495244148432
ACH-000128,-0.9957866650307412
ACH-000132,-1.2130839100946271
ACH-000133,-0.9651524378563396
ACH-000137,-1.0109716000126423
ACH-000138,-1.133859232214948
ACH-000142,-1.0093395323525522
ACH-000143,-1.278083594211815
ACH-000146,-1.21166749748794
ACH-000148,-0.8174610762716599
ACH-000150,-1.339879056483952
ACH-000152,-1.0745876939264871
ACH-000153,-1.135888535696773
ACH-000159,-0.9039484080103944
ACH-000160,-0.7666198804998587
ACH-000163,-1.0047005487946818
ACH-000167,-0.9974729527653444
ACH-000168,-1.1798271876151611
ACH-000169,-1.1172087571222422
ACH-000178,-1.0348346271543651
ACH-000183,-1.179067742729142
ACH-000188,-0.77459268480248
ACH-000189,-1.122617791072467
ACH-000190,-0.7558888298983641
ACH-000198,-1.1754991952604463
ACH-000203,-1.1221702186682008
ACH-000204,-0.7161742300474592
ACH-000206,-1.17565430196247
ACH-000207,-1.0326759920925983
ACH-000208,-0.6955555275013757
ACH-000210,-1.2994826009138278
ACH-000211,-0.8574713151274537
ACH-000215,-1.129227670431451
ACH-000221,-1.3528922074906145
ACH-000222,-0.992783819148797
ACH-000223,-1.0191833433292552
ACH-000226,-0.9750511610216892
ACH-000227,-1.173183193508846
ACH-000228,-1.4203729519537007
ACH-000231,-1.1318276384058803
ACH-000232,-1.1496053946030869
ACH-000233,-0.9559799322485756
ACH-000234,-1.109763338513512
ACH-000235,-1.1844884354228276
ACH-000237,-0.998835882475302
ACH-000238,-1.0633333028763372
ACH-000242,-1.1711064575311754
ACH-000243,-1.130626884292241
ACH-000244,-1.2212412267544777
ACH-000246,-0.97155467805137
ACH-000248,-1.0030298191321998
ACH-000250,-1.096038302081076
ACH-000251,-1.3436409890934644
ACH-000252,-1.1524535649755672
ACH-000253,-1.2481935357814953
ACH-000255,-1.0184440108044246
ACH-000256,-0.9435021805548716
ACH-000257,-1.0658481466831204
ACH-000258,-1.389779605981001
ACH-000259,-0.9842385468655456
ACH-000260,-1.1145587813605855
ACH-000261,-1.1474746608309854
ACH-000262,-1.0734660000458145
ACH-000263,-1.135480693056235
ACH-000264,-1.1786572770430954
ACH-000265,-1.12601024501866
ACH-000266,-1.1961564376299256
ACH-000272,-1.1289105638632184
ACH-000274,-1.0575950274290635
ACH-000277,-1.0241555117970422
ACH-000278,-1.1493554182342265
ACH-000279,-1.1135506942745164
ACH-000280,-0.9644685782106899
ACH-000281,-1.0061298094661024
ACH-000288,-1.000476741363043
ACH-000291,-1.1598525148247822
ACH-000293,-1.1104037118092078
ACH-000294,-1.052473044205966
ACH-000295,-0.9416823285018628
ACH-000296,-1.1347895012316696
ACH-000302,-1.2413583858880053
ACH-000304,-1.1835318262286347
ACH-000307,-1.0954539250752215
ACH-000308,-1.1575980762835865
ACH-000310,-1.0362248075451292
ACH-000311,-1.0827956628987985
ACH-000312,-1.2360712991459908
ACH-000315,-1.0507048170345532
ACH-000316,-1.1180960136514044
ACH-000317,-1.0535568072634456
ACH-000318,-1.277596809663566
ACH-000319,-1.0240120732634672
ACH-000320,-1.026591853586512
ACH-000322,-1.0405281382311882
ACH-000323,-1.1813788527018243
ACH-000324,-0.9645836358501892
ACH-000329,-0.8695747818027244
ACH-000330,-0.9163728011721316
ACH-000331,-1.1668762730393492
ACH-000332,-1.0722817458569955
ACH-000334,-1.308780327505061
ACH-000335,-1.041319938918798
ACH-000336,-1.0181977903262616
ACH-000337,-1.2772557073602564
ACH-000338,-1.5749403357453966
ACH-000339,-1.0541209370770186
ACH-000341,-1.0060395227182977
ACH-000348,-1.0806291395127312
ACH-000350,-0.9859079943299948
ACH-000352,-1.2732636379000848
ACH-000356,-1.4403737170171669
ACH-000361,-1.3117346325362311
ACH-000362,-1.101904340885878
ACH-000363,-1.2121767061421105
ACH-000364,-1.2068900405441738
ACH-000365,-1.169251142607333
ACH-000366,-1.3130139234480598
ACH-000368,-1.0394151878387252
ACH-000374,-1.075354415571768
ACH-000375,-0.9048182621600536
ACH-000376,-0.9767881918704104
ACH-000381,-1.0285090907140924
ACH-000383,-1.1397967510087628
ACH-000387,-0.910755601252462
ACH-000389,-1.0478101729704576
ACH-000390,-1.438737958850843
ACH-000393,-1.3648791017946422
ACH-000395,-0.6855265234073832
ACH-000396,-1.146470524380645
ACH-000397,-1.052090757975521
ACH-000401,-0.9739037878952423
ACH-000402,-1.0732585280114038
ACH-000403,-1.3240576194753366
ACH-000404,-1.1136724028146907
ACH-000406,-1.109800693757296
ACH-000407,-1.0839760287271472
ACH-000408,-1.0979920910022032
ACH-000410,-1.052222807813888
ACH-000411,-1.052694254701814
ACH-000414,-0.9932026386362034
ACH-000415,-1.0697659098778385
ACH-000416,-0.9327128578147618
ACH-000420,-1.0736383518303572
ACH-000421,-1.106898806610382
ACH-000424,-1.0315969914442162
ACH-000425,-1.073341608937145
ACH-000426,-1.1364073676262938
ACH-000427,-1.1289499447687532
ACH-000433,-1.0701453591729186
ACH-000435,-1.2678595175670615
ACH-000436,-1.0666242551492924
ACH-000444,-0.9828967336707984
ACH-000445,-1.2890846458282137
ACH-000448,-1.0132954143513373
ACH-000450,-0.9463312058858584
ACH-000452,-1.1892675843928613
ACH-000454,-0.9429439305247344
ACH-000458,-1.1527103247625794
ACH-000459,-1.0058516852742403
ACH-000460,-1.1849245942352329
ACH-000461,-1.1523828450042344
ACH-000463,-0.953159855315562
ACH-000464,-1.0550619462756494
ACH-000466,-1.242079128531791
ACH-000467,-1.240802543293749
ACH-000468,-1.271200840044134
ACH-000469,-1.0733169595367666
ACH-000470,-1.1868093533715611
ACH-000471,-1.3740078129765485
ACH-000472,-1.0922502885463141
ACH-000473,-1.180895185261094
ACH-000475,-1.0632754081108011
ACH-000476,-1.0808176236686782
ACH-000477,-1.1060733261892972
ACH-000479,-0.8751623916022047
ACH-000480,-1.1691757651784054
ACH-000481,-1.3139727552871396
ACH-000483,-1.2469866091719797
ACH-000484,-0.9983337902449756
ACH-000485,-0.9257258378341301
ACH-000486,-1.088994481962606
ACH-000487,-1.2337306138193684
ACH-000488,-1.0976841492214413
ACH-000490,-1.2729449200275025
ACH-000491,-1.0817072389466995
ACH-000495,-1.0935205790750129
ACH-000496,-1.1873536423250597
ACH-000499,-1.0442159177121286
ACH-000500,-1.4132087488635852
ACH-000502,-1.0889147758966995
ACH-000503,-0.7817874285115364
ACH-000505,-1.0973067594260657
ACH-000507,-1.1157857972826717
ACH-000510,-1.0488663901253823
ACH-000511,-1.0680919328021123
ACH-000512,-1.0276922234004682
ACH-000516,-0.9837539566025312
ACH-000517,-1.2514419301451725
ACH-000518,-1.1560103333508802
ACH-000520,-1.2560651792523732
ACH-000521,-1.0514168773828785
ACH-000522,-0.8565872304292173
ACH-000524,-1.154448819861459
ACH-000527,-1.0424725131296704
ACH-000528,-0.9947113019348394
ACH-000537,-1.116337349316052
ACH-000541,-1.0485569768322458
ACH-000542,-0.9890285172514458
ACH-000544,-0.8715657183906745
ACH-000545,-0.9914652545920101
ACH-000547,-1.023524339614636
ACH-000548,-0.7589292230627116
ACH-000549,-0.9921852930238954
ACH-000550,-1.0206648610941107
ACH-000552,-1.0351623214421977
ACH-000556,-0.9594758879610183
ACH-000557,-1.154405051160737
ACH-000569,-0.8531105839512402
ACH-000570,-1.1319926723014984
ACH-000571,-0.9704513770458648
ACH-000573,-0.8774961545628704
ACH-000576,-1.1889034829544758
ACH-000579,-0.8136124611797729
ACH-000580,-1.0350799376389626
ACH-000584,-0.9329982692491396
ACH-000585,-1.0884492321876993
ACH-000588,-1.126749237995906
ACH-000589,-0.8500099194669808
ACH-000591,-0.9818136222419672
ACH-000593,-1.1532958412410663
ACH-000600,-1.0023021136255568
ACH-000601,-1.1750865323389033
ACH-000605,-1.1389415070749285
ACH-000606,-1.0556334531206717
ACH-000608,-1.0389474002037355
ACH-000614,-1.088855476070215
ACH-000616,-0.8999406361949429
ACH-000618,-1.200842367639087
ACH-000619,-1.0486467690582844
ACH-000620,-1.1710470436982359
ACH-000621,-1.1808775362158286
ACH-000622,-1.1542048109497425
ACH-000623,-1.0930563935586926
ACH-000624,-1.1852660459872943
ACH-000627,-0.931161923876091
ACH-000630,-0.892325602869456
ACH-000631,-0.986395919839218
ACH-000632,-1.0071653500104278
ACH-000633,-1.0037067998993632
ACH-000637,-0.9695014256135586
ACH-000638,-1.052498791914885
ACH-000646,-1.2006042005486717
ACH-000647,-1.0367055714215974
ACH-000648,-0.8997823941382207
ACH-000649,-1.0232089987271449
ACH-000651,-1.3243962384362016
ACH-000652,-1.305370943247147
ACH-000653,-1.0574702607214204
ACH-000657,-1.0778799442947908
ACH-000658,-1.0502767012678915
ACH-000661,-1.0293422741388525
ACH-000662,-1.0717616530715164
ACH-000663,-0.8042649033719619
ACH-000665,-1.0306228128455752
ACH-000671,-1.042566472506368
ACH-000672,-1.0704540873595274
ACH-000673,-1.1474262627241345
ACH-000676,-0.8211940435981628
ACH-000677,-1.0775309921457057
ACH-000681,-1.207016977698661
ACH-000683,-1.1299094271834855
ACH-000684,-1.1842289237242372
ACH-000688,-1.3448945361734632
ACH-000693,-1.0959290017241718
ACH-000694,-1.115411278167717
ACH-000695,-1.1662978571969298
ACH-000696,-1.1223817028845802
ACH-000697,-1.1747441063098496
ACH-000699,-0.9751833565046496
ACH-000701,-0.959718373361505
ACH-000706,-0.9854307468847762
ACH-000711,-0.8671916073829051
ACH-000713,-0.9875354217862496
ACH-000714,-1.3033205747046697
ACH-000718,-0.9350305628219596
ACH-000720,-0.9637619680957904
ACH-000721,-1.0981472057511104
ACH-000724,-1.1223789381743807
ACH-000725,-1.316592233384292
ACH-000732,-1.0556489225070274
ACH-000734,-1.0932703384773237
ACH-000735,-1.0003922961446994
ACH-000736,-1.1102298897282823
