,GOLT1A (127845)
ACH-000004,0.2033947624740124
ACH-000005,0.27608524033167464
ACH-000007,0.2258385392473684
ACH-000009,0.24261730517467556
ACH-000011,0.1794254549889419
ACH-000012,0.29029975431197325
ACH-000013,0.21083523121221667
ACH-000014,0.2538498349592376
ACH-000015,0.2286614098794865
ACH-000017,0.3133379820345539
ACH-000018,0.221247605394026
ACH-000019,0.13707569344178872
ACH-000021,0.2399771837914613
ACH-000022,0.2320979140397131
ACH-000025,0.30175641918422463
ACH-000028,0.2467764215833665
ACH-000030,0.26963748155892986
ACH-000035,0.3263948707446205
ACH-000036,0.2360224428416064
ACH-000037,0.2402161659312129
ACH-000039,0.4231804302505442
ACH-000040,0.2565547308296391
ACH-000041,0.2599906802276225
ACH-000042,0.3103762164085623
ACH-000045,0.2661442062393433
ACH-000047,0.2635026650028639
ACH-000052,0.11729789167646923
ACH-000053,0.2888125117689812
ACH-000054,0.2746351903769002
ACH-000055,0.13880181760998092
ACH-000060,0.2976934438060641
ACH-000067,0.29201565107631466
ACH-000070,0.4773644112270132
ACH-000075,0.3751002738846171
ACH-000078,0.33224598675019
ACH-000082,0.17875294607254294
ACH-000085,0.2946405398315917
ACH-000086,0.22773776451475103
ACH-000087,0.34768249269692403
ACH-000092,0.2783518959824787
ACH-000095,0.21902923783085468
ACH-000097,0.2578189339497613
ACH-000098,0.27070404952828664
ACH-000099,0.2943063577039943
ACH-000108,0.29521416361246045
ACH-000113,0.19507780023303276
ACH-000116,0.24237800592616596
ACH-000118,0.27560380680725377
ACH-000120,0.19718628007683495
ACH-000123,0.2862437009988411
ACH-000127,0.300344559903011
ACH-000128,0.14491758864059034
ACH-000132,0.08838253326954096
ACH-000133,0.1887370502967026
ACH-000137,0.25451063251221595
ACH-000138,0.2425574867400061
ACH-000142,0.2058428113989581
ACH-000143,0.2419174316907113
ACH-000146,0.31816925240551913
ACH-000148,0.22398177196283464
ACH-000150,0.2913992104596652
ACH-000152,0.2794960604053105
ACH-000153,0.09530545666583423
ACH-000159,0.20165525204846554
ACH-000160,0.2765776519058257
ACH-000163,0.2627797323098927
ACH-000167,0.17206539717811892
ACH-000168,0.2170253203105742
ACH-000169,0.2401776228502339
ACH-000178,0.2598731306906447
ACH-000183,0.3107299299869875
ACH-000188,0.26783869052441506
ACH-000189,0.192151599143232
ACH-000190,0.2044679114220431
ACH-000198,0.18074416475242824
ACH-000203,0.2754300926751085
ACH-000204,0.15766117657618486
ACH-000206,0.31341172760467834
ACH-000207,0.3306358014742019
ACH-000208,0.4549605954056668
ACH-000210,0.10969943688648387
ACH-000211,0.3033572319415915
ACH-000215,0.21874194025388174
ACH-000221,0.2391258053554879
ACH-000222,0.23366560331509356
ACH-000223,0.20774820021622564
ACH-000226,0.2054662252750349
ACH-000227,0.3887967508292752
ACH-000228,0.158374457811999
ACH-000231,0.2866175649535203
ACH-000232,0.29021218878135474
ACH-000233,0.3149233701095848
ACH-000234,0.229192013076934
ACH-000235,0.22978197425605626
ACH-000237,0.27939480927131194
ACH-000238,0.32997708835963896
ACH-000242,0.5921664593137156
ACH-000243,0.2537371439473331
ACH-000244,0.2633063617748506
ACH-000246,0.2420150316646139
ACH-000248,0.3379685386410549
ACH-000250,0.35190439686027897
ACH-000251,0.3248929373743329
ACH-000252,0.36116504749436495
ACH-000253,0.3797640213269112
ACH-000255,0.18581658143120786
ACH-000256,0.26973378469797754
ACH-000257,0.3459368909332898
ACH-000258,0.3804210124356713
ACH-000259,0.313700746312868
ACH-000260,0.2497640315416469
ACH-000261,0.29402967777040045
ACH-000262,0.2845913221379636
ACH-000263,0.370641086159067
ACH-000264,0.22252911490481475
ACH-000265,0.28167289266201084
ACH-000266,0.25285340072461593
ACH-000272,0.12926007400618306
ACH-000274,0.2773054254405973
ACH-000277,0.3829623799708022
ACH-000278,0.3518266085085998
ACH-000279,0.3512919536636194
ACH-000280,0.2532737116142527
ACH-000281,0.2798581394586733
ACH-000288,0.1694136480537656
ACH-000291,0.2975997827518652
ACH-000293,0.2436384699337585
ACH-000294,0.222699967909096
ACH-000295,0.4335861380476448
ACH-000296,0.2437887752029672
ACH-000302,0.25499685454133325
ACH-000304,0.22363702011661893
ACH-000307,0.2532026430952901
ACH-000308,0.3386233163824595
ACH-000310,0.2969948387856216
ACH-000311,0.24729177186468054
ACH-000312,0.270186253133403
ACH-000315,0.4766019158957744
ACH-000316,0.28238339011137525
ACH-000317,0.3171166226499103
ACH-000318,0.2307713862888911
ACH-000319,0.3669573100125298
ACH-000320,0.30579525397220364
ACH-000322,0.22928196006413384
ACH-000323,0.2855438378520285
ACH-000324,0.21937687631861796
ACH-000329,0.28418840564755515
ACH-000330,0.2558803225235364
ACH-000331,0.3170054837943049
ACH-000332,0.2219572226101859
ACH-000334,0.2791934773988526
ACH-000335,0.5229084836019351
ACH-000336,0.2035931421855366
ACH-000337,0.12623113723205506
ACH-000338,-0.24433371863147235
ACH-000339,0.3301493354614364
ACH-000341,0.3099663099937337
ACH-000348,0.2332521250431085
ACH-000350,0.2950228212797966
ACH-000352,0.2642525112307101
ACH-000356,0.27038047118710035
ACH-000361,0.23929847773932375
ACH-000362,0.2590956238432029
ACH-000363,0.28135871896910064
ACH-000364,0.2324096628808681
ACH-000365,0.2832097383439578
ACH-000366,0.3280846318058792
ACH-000368,0.2433488622347671
ACH-000374,0.1767122157986943
ACH-000375,0.28708403936654153
ACH-000376,0.2358234467179267
ACH-000381,0.16704352047416038
ACH-000383,0.22865517201775015
ACH-000387,0.2721791819871113
ACH-000389,0.24573125328862197
ACH-000390,0.2378345663520331
ACH-000393,0.3180454380239901
ACH-000395,0.26987806812655424
ACH-000396,0.3077951088709608
ACH-000397,0.30874866369351783
ACH-000401,0.09622203892777756
ACH-000402,0.5238305589898382
ACH-000403,0.3208306115858579
ACH-000404,0.3149796139691441
ACH-000406,0.25561363239961793
ACH-000407,0.3480754185945687
ACH-000408,0.1607758602163711
ACH-000410,0.3315181674032905
ACH-000411,0.17353896550518585
ACH-000414,0.35809047721825404
ACH-000415,0.22365675580638925
ACH-000416,0.2892610482133709
ACH-000420,0.10338807169250737
ACH-000421,0.3499296041475545
ACH-000424,0.359007896771325
ACH-000425,0.37868527397020496
ACH-000426,0.3422744859506945
ACH-000427,0.16819260718999576
ACH-000433,0.10676771447529013
ACH-000435,0.28669496938067746
ACH-000436,0.3201968142646631
ACH-000444,0.2045330246752998
ACH-000445,0.2508473096885535
ACH-000448,0.2708000958827124
ACH-000450,0.3450195863470978
ACH-000452,0.18692990743183266
ACH-000454,0.21455948523913346
ACH-000458,0.2071076769453556
ACH-000459,0.1395487589862941
ACH-000460,0.2287398695081708
ACH-000461,0.25382065801615444
ACH-000463,0.2747262570664625
ACH-000464,0.2924461036865875
ACH-000466,0.2527936826882034
ACH-000467,0.3093517460582903
ACH-000468,0.3125277784328221
ACH-000469,0.29864590776328365
ACH-000470,0.2854198148565541
ACH-000471,0.32661851128266456
ACH-000472,0.23440768838533685
ACH-000473,0.10796005657520136
ACH-000475,0.1978378467745125
ACH-000476,0.232060890490542
ACH-000477,0.21675436341205684
ACH-000479,0.4080148920924668
ACH-000480,0.2308044677577025
ACH-000481,0.2317358169798357
ACH-000483,0.31574608352367706
ACH-000484,0.2562643041877871
ACH-000485,0.3150623997514085
ACH-000486,0.22416452138934487
ACH-000487,0.203007758206873
ACH-000488,0.23960766363883346
ACH-000490,0.2534479938802063
ACH-000491,0.2433060709227983
ACH-000495,0.3342498195025627
ACH-000496,0.3127672634181522
ACH-000499,0.1627346560625367
ACH-000500,0.4198570763720704
ACH-000502,0.21737927929973205
ACH-000503,0.15430896274900993
ACH-000505,0.305223349759774
ACH-000507,0.24034878684048594
ACH-000510,0.2657423649926212
ACH-000511,0.3821287924759851
ACH-000512,0.4119068396613591
ACH-000516,0.2366470133905285
ACH-000517,0.2594310228065572
ACH-000518,0.15380387086699998
ACH-000520,0.2011864796256208
ACH-000521,0.1732880195061737
ACH-000522,0.2073395549568647
ACH-000524,0.20773833536297165
ACH-000527,0.3176106912425509
ACH-000528,0.26691978959773577
ACH-000537,0.33865050243564665
ACH-000541,0.3636130222940114
ACH-000542,0.27884265247910306
ACH-000544,0.21494804330801567
ACH-000545,0.21561672828986
ACH-000547,0.09648388490008646
ACH-000548,0.3006567327977396
ACH-000549,0.13416466139062366
ACH-000550,0.22447055597447046
ACH-000552,0.29727999637537106
ACH-000556,0.2275299449238629
ACH-000557,0.19738831439000093
ACH-000569,0.25023280186350955
ACH-000570,0.27661608781814045
ACH-000571,0.2485333815365614
ACH-000573,0.3087650793171121
ACH-000576,0.1921343953585078
ACH-000579,0.3454160959385565
ACH-000580,0.26362830343670074
ACH-000584,0.2405026462581164
ACH-000585,0.26673542964860464
ACH-000588,0.3606047739923233
ACH-000589,0.2791035220135324
ACH-000591,0.2764396930600315
ACH-000593,0.17719839539042131
ACH-000600,0.13002919531858306
ACH-000601,0.2804052965947511
ACH-000605,0.29502743179257224
ACH-000606,0.22584044940881445
ACH-000608,0.285398325451879
ACH-000614,0.27185249027290576
ACH-000616,0.28834011079869937
ACH-000618,0.2869946643459982
ACH-000619,0.2454126567298377
ACH-000620,0.3558308106160483
ACH-000621,0.3304812311099653
ACH-000622,0.29495810966562697
ACH-000623,0.3283303974826443
ACH-000624,0.2197396015262591
ACH-000627,0.1911442687121299
ACH-000630,0.2365313377419881
ACH-000631,0.3996086474118816
ACH-000632,0.35595811793078114
ACH-000633,0.2674555100678801
ACH-000637,0.2695520056766759
ACH-000638,0.1498557456228805
ACH-000646,0.3782206811808148
ACH-000647,0.19291948272545728
ACH-000648,0.2921750970233985
ACH-000649,0.3073894336280818
ACH-000651,0.2411068631314713
ACH-000652,0.2829285760472697
ACH-000653,0.22997882551871304
ACH-000657,0.2359280733147845
ACH-000658,0.18777610782146234
ACH-000661,0.2629639425759176
ACH-000662,0.0792339853782995
ACH-000663,0.2458897950580801
ACH-000665,0.2983886870514721
ACH-000671,0.23507235474257324
ACH-000672,-0.011723944446367412
ACH-000673,0.28399633990168394
ACH-000676,0.18212681223486973
ACH-000677,0.2015937128640969
ACH-000681,0.27574165328546035
ACH-000683,0.22721258090671598
ACH-000684,0.3384197857669367
ACH-000688,0.5023994486192224
ACH-000693,0.3304728959176399
ACH-000694,0.2503876663223523
ACH-000695,0.2271852917763972
ACH-000696,0.3291479217868473
ACH-000697,0.2471964809587416
ACH-000699,0.21141167841949926
ACH-000701,0.3081473940992979
ACH-000706,0.2584160987565861
ACH-000711,0.2793107721390448
ACH-000713,0.2168896117140377
ACH-000714,0.2936363108004804
ACH-000718,0.2301960454345753
ACH-000720,0.1713804958539025
ACH-000721,0.1930701222104207
ACH-000724,0.3505552409652677
ACH-000725,0.20835061083509526
ACH-000732,0.09841744397390433
ACH-000734,0.1548370485610429
ACH-000735,0.2648706750377721
ACH-000736,0.3011732206315217
ACH-000738,0.30791921466104744
ACH-000746,0.25243540610039866
ACH-000747,0.2687133361719568
ACH-000748,0.3721148708851073
ACH-000753,0.20615633965096314
ACH-000756,0.1886132087401253
ACH-000757,0.2831644076563216
ACH-000758,0.293626994448378
ACH-000760,0.24837834555043894
ACH-000762,0.204656401110644
ACH-000763,0.3371270300865873
ACH-000764,0.3175744047889687
ACH-000765,0.2697785372194607
ACH-000766,0.3300523354017644
ACH-000767,0.14854023640303954
ACH-000768,0.2777890649855999
ACH-000769,0.2408958930085338
ACH-000770,0.2529304764007187
ACH-000771,0.2568242448008186
ACH-000773,0.3112865673323141
ACH-000776,0.29477054989162843
ACH-000777,0.23502988505872666
ACH-000778,0.25347968203467075
ACH-000781,0.22051631203085667
ACH-000782,0.19440541969541644
ACH-000783,0.2366019982883065
ACH-000784,0.2259960077651421
ACH-000785,0.0764200831106862
ACH-000787,0.24456359442783546
ACH-000788,0.34532186985338104
ACH-000791,0.1674171490859325
ACH-000792,0.2691350705898632
ACH-000794,0.2490380208510181
ACH-000796,0.324463689983822
ACH-000798,0.10381798004198976
ACH-000799,0.2759401546607428
ACH-000800,0.21816120886205015
ACH-000802,0.26261879610200856
ACH-000804,0.15790974113987666
ACH-000805,0.376275774581002
ACH-000809,0.21552752358791516
ACH-000810,0.09133081698372886
ACH-000811,0.25815983622996064
ACH-000817,0.3991058961886133
ACH-000819,0.29601856571896945
ACH-000820,0.0879623803477635
ACH-000821,0.4253955962344053
ACH-000822,0.37206735305242
ACH-000823,0.2285253616674408
ACH-000824,0.2673471915899147
ACH-000827,0.28439850602813105
ACH-000829,0.2341447405470083
ACH-000831,0.25464602342383896
ACH-000832,0.17628696935118301
ACH-000833,0.13668671224327056
ACH-000834,0.2406526029301485
ACH-000835,0.24454819419337165
ACH-000836,0.2303850873987591
ACH-000837,0.2987644239073356
ACH-000838,0.1611312551800691
ACH-000839,0.2949734571010195
ACH-000840,0.34327851057396697
ACH-000841,0.1830030529986984
ACH-000843,0.2752103637890245
ACH-000846,0.2511431481010373
ACH-000847,0.30372510420676674
ACH-000848,0.112889183422051
ACH-000849,0.1944500524219735
ACH-000851,0.2243470876122305
ACH-000855,0.2859409735733437
ACH-000856,0.35162537670047983
ACH-000858,0.3222256640758822
ACH-000859,0.2337722861408922
ACH-000861,0.24667942350147126
ACH-000862,0.2823841952410025
ACH-000865,0.3257971875345527
ACH-000866,0.32807335077227623
ACH-000867,0.22323299586140172
ACH-000869,0.2673047309143501
ACH-000872,0.2645829571688693
ACH-000873,0.17630175261594966
ACH-000876,0.2303405205774881
ACH-000878,0.4370049694341023
ACH-000880,0.2725804615739257
ACH-000881,0.28216912911937364
ACH-000882,0.3377047676922281
ACH-000884,0.3201513170171816
ACH-000885,0.3145400160511969
ACH-000887,0.17576309629150208
ACH-000889,0.2528433528049805
ACH-000896,0.1354652668844832
ACH-000898,0.2562794295507582
ACH-000900,0.2342962461680973
ACH-000901,0.3262596341589252
ACH-000905,0.2910596380865395
ACH-000906,0.2855094611784331
ACH-000907,0.3052302714951847
ACH-000910,0.2458307495369642
ACH-000911,0.4009980124747896
ACH-000912,0.19925663826165246
ACH-000913,0.19656185432631604
ACH-000915,0.23691975728623926
ACH-000916,0.16903956543602972
ACH-000917,0.3529957644656714
ACH-000920,0.3506559047932983
ACH-000921,0.25579245104991205
ACH-000924,0.2266680308867497
ACH-000926,0.29275427487546346
ACH-000928,0.3740001865480743
ACH-000929,0.3125940361086845
ACH-000932,0.25854146029772296
ACH-000935,0.393949973099568
ACH-000936,0.2431589088129047
ACH-000937,0.26463466549766795
ACH-000938,0.2651296550201752
ACH-000939,0.25106526100208304
ACH-000941,0.3335885691874392
ACH-000943,0.2712439340610812
ACH-000946,0.2032359381468839
ACH-000947,0.2402615968615385
ACH-000948,0.2724868575497517
