,STIM2 (57620)
ACH-000004,0.01402935927596336
ACH-000005,0.07006893781332325
ACH-000007,0.11161085571989457
ACH-000009,-0.1299139958372965
ACH-000011,-0.07544098332236207
ACH-000012,-0.07636122495027899
ACH-000013,-0.0913287540078358
ACH-000014,0.14721134019522186
ACH-000015,-0.09453230114802397
ACH-000017,-0.10371279483694117
ACH-000018,-0.12359345182141007
ACH-000019,-0.08705061138053631
ACH-000021,-0.0906773017258615
ACH-000022,-0.032361542327043684
ACH-000025,-0.07612608139991146
ACH-000028,-0.05713540998677963
ACH-000030,-0.062404258452790885
ACH-000035,0.1100964131077448
ACH-000036,-0.06045602253254501
ACH-000037,0.015999905751661037
ACH-000039,-0.14114682775969215
ACH-000040,-0.0036538216118477923
ACH-000041,-0.07934332240803503
ACH-000042,-0.0901968781596284
ACH-000045,-0.06663751511160429
ACH-000047,-0.10715780534183376
ACH-000052,0.06940692568706378
ACH-000053,-0.07160341726967243
ACH-000054,-0.06791674625004347
ACH-000055,-0.08713981033420264
ACH-000060,-0.09480882217901164
ACH-000067,-0.007278408351253091
ACH-000070,-0.11327336359261292
ACH-000075,-0.27180490452519274
ACH-000078,-0.2416917404815199
ACH-000082,-0.10454182010316143
ACH-000085,0.254757858164343
ACH-000086,-0.03863509016193738
ACH-000087,-0.03756366981389117
ACH-000092,-0.15252405705088495
ACH-000095,-0.16484322343832047
ACH-000097,-0.08365999850393269
ACH-000098,0.02196042355736536
ACH-000099,-0.14719797618000355
ACH-000108,0.04005672980509729
ACH-000113,-0.15425871333199787
ACH-000116,-0.07715539863740664
ACH-000118,0.10318813472809336
ACH-000120,-0.12888956927714204
ACH-000123,-0.07537298743536266
ACH-000127,-0.10615767991848604
ACH-000128,-0.18040413422880314
ACH-000132,-0.2368891164610572
ACH-000133,-0.25464778903048435
ACH-000137,-0.0825246498947581
ACH-000138,-0.031387929811260235
ACH-000142,-0.05842816642145799
ACH-000143,0.029367243947795864
ACH-000146,0.009211103356548006
ACH-000148,-0.13657389346940832
ACH-000150,-0.07302438745443478
ACH-000152,-0.07100541301246494
ACH-000153,-0.06460955860377122
ACH-000159,-0.05521864451974995
ACH-000160,-0.15812028330262026
ACH-000163,-0.0310747690348836
ACH-000167,-0.2967607506688039
ACH-000168,-0.15090290630261655
ACH-000169,-0.1599884444095039
ACH-000178,-0.08165808835896929
ACH-000183,0.054684888063181336
ACH-000188,-0.058275099289060266
ACH-000189,-0.11270132110898393
ACH-000190,-0.16471653338835426
ACH-000198,-0.1623183461977438
ACH-000203,0.2028237961252468
ACH-000204,-0.050974001417053584
ACH-000206,-0.20640501948287304
ACH-000207,-0.11175648458767336
ACH-000208,-0.06567249519129963
ACH-000210,0.015450061097304029
ACH-000211,-0.0750032854186962
ACH-000215,-0.12681554085996166
ACH-000221,-0.009539220450558146
ACH-000222,-0.15273198006562425
ACH-000223,-0.22514492619797968
ACH-000226,-0.054001936623985634
ACH-000227,-0.03155855185373002
ACH-000228,-0.04738039375918534
ACH-000231,-0.15116342204675748
ACH-000232,-0.019238915980604142
ACH-000233,-0.06202897191756738
ACH-000234,-0.00015326794535930238
ACH-000235,-0.03072348415768907
ACH-000237,-0.19038440727264835
ACH-000238,-0.0041347464928724416
ACH-000242,-0.305792507438428
ACH-000243,-0.1455591560679359
ACH-000244,0.04032765389192213
ACH-000246,-0.08554751064834032
ACH-000248,-0.15546838788276018
ACH-000250,-0.11459089137166595
ACH-000251,-0.1203713999569909
ACH-000252,0.037169133696228436
ACH-000253,-0.168363223653411
ACH-000255,0.08260734047951662
ACH-000256,0.04000015292580676
ACH-000257,-0.1135514537241771
ACH-000258,-0.1756436126338346
ACH-000259,-0.27828875852175405
ACH-000260,-0.0898827403586303
ACH-000261,-0.0848544245226253
ACH-000262,-0.001579362020164757
ACH-000263,-0.18095569640760534
ACH-000264,-0.13367105582648073
ACH-000265,-0.06659021114501412
ACH-000266,-0.04919859768872743
ACH-000272,-0.19495767835607508
ACH-000274,-0.1806881047644532
ACH-000277,-0.11556520359498645
ACH-000278,-0.10297670807119062
ACH-000279,-0.1376416256246502
ACH-000280,-0.026627221912923625
ACH-000281,-0.01833614133347003
ACH-000288,-0.12037305147331605
ACH-000291,-0.10777263222270653
ACH-000293,-0.08992955703028106
ACH-000294,0.18768239707788967
ACH-000295,-0.2597265653201526
ACH-000296,-0.008088233924552305
ACH-000302,-0.08333384543471475
ACH-000304,0.041676646023965765
ACH-000307,-0.10570309842124276
ACH-000308,-0.16135191226193232
ACH-000310,-0.12282149546965808
ACH-000311,-0.19452724609818736
ACH-000312,-0.10423817795499887
ACH-000315,-0.07921804616072642
ACH-000316,-0.026300462112357443
ACH-000317,0.04502991782306241
ACH-000318,-0.08158893774086824
ACH-000319,-0.08752808777716528
ACH-000320,0.13490533761739076
ACH-000322,-0.058338939433095836
ACH-000323,-0.16255735914667374
ACH-000324,-0.07899430754824817
ACH-000329,-0.20289218110280866
ACH-000330,-0.07452443015426782
ACH-000331,-0.14501462844397198
ACH-000332,-0.04268100146345044
ACH-000334,-0.07095389426927941
ACH-000335,-0.06912446641296648
ACH-000336,-0.2006974754237472
ACH-000337,-0.07459633177214878
ACH-000338,0.11238258608663422
ACH-000339,-0.13104931999123112
ACH-000341,-0.15638734407137594
ACH-000348,-0.1787453323636885
ACH-000350,-0.14833465874743074
ACH-000352,-0.10698486990469668
ACH-000356,-0.07516326998546892
ACH-000361,0.022958965262479602
ACH-000362,-0.07824852019071771
ACH-000363,-0.2703429170573629
ACH-000364,-0.31487822360659284
ACH-000365,-0.07177557691511692
ACH-000366,-0.1546150491632217
ACH-000368,-0.19640120636295247
ACH-000374,-0.15200345285692432
ACH-000375,-0.08694084326832036
ACH-000376,-0.13314068749007854
ACH-000381,0.06438727851290478
ACH-000383,-0.0757364194842262
ACH-000387,-0.1059588531804263
ACH-000389,-0.17355773714821462
ACH-000390,-0.08962112939191577
ACH-000393,0.0062159364003852476
ACH-000395,0.04241796063931346
ACH-000396,-0.19049647129179195
ACH-000397,-0.2158285040102124
ACH-000401,-0.044223568446998984
ACH-000402,-0.055473124057913235
ACH-000403,-0.15555910308466692
ACH-000404,-0.2290099164838324
ACH-000406,-0.14916863196152952
ACH-000407,0.036017306190203616
ACH-000408,0.06656244155971358
ACH-000410,-0.027507418387384845
ACH-000411,-0.1614370939022116
ACH-000414,-0.021500276123903428
ACH-000415,-0.06309511938500507
ACH-000416,-0.175181429777851
ACH-000420,-0.07893810408738842
ACH-000421,-0.19921322162215468
ACH-000424,-0.18203419490509215
ACH-000425,-0.07570334560377914
ACH-000426,-0.09479994473545933
ACH-000427,-0.0946790081439623
ACH-000433,-0.0941922625290553
ACH-000435,0.16278296909769802
ACH-000436,-0.05983136737949276
ACH-000444,-0.08313346484073257
ACH-000445,0.04473162826316182
ACH-000448,0.045781402662452
ACH-000450,0.03980239578587143
ACH-000452,-0.12546364194508028
ACH-000454,-0.05035161020222783
ACH-000458,-0.09413405781539286
ACH-000459,-0.01937962926863931
ACH-000460,-0.10528984725914084
ACH-000461,-0.012044609097367664
ACH-000463,-0.1654588855455628
ACH-000464,-0.09057421537565598
ACH-000466,-0.15437045771564772
ACH-000467,-0.14124770789083002
ACH-000468,-0.10576385454276734
ACH-000469,-0.09754783193517838
ACH-000470,-0.16721386424197113
ACH-000471,-0.11650377463331213
ACH-000472,-0.13726528889189915
ACH-000473,-0.15060220409122302
ACH-000475,-0.10995040647627416
ACH-000476,-0.012821376280744484
ACH-000477,-0.1248724810211745
ACH-000479,-0.051155774501539186
ACH-000480,0.03984979781095695
ACH-000481,-0.24985450034925505
ACH-000483,-0.2307742272319531
ACH-000484,-0.2860275489957714
ACH-000485,-0.10921543535293976
ACH-000486,-0.09579453676077032
ACH-000487,0.0237505053040315
ACH-000488,-0.0600478945762651
ACH-000490,-0.057065916192656926
ACH-000491,-0.14413669263748086
ACH-000495,-0.11782626827168828
ACH-000496,-0.04132110553142906
ACH-000499,-0.027823451748534258
ACH-000500,-0.09342341455196357
ACH-000502,-0.08920022272724626
ACH-000503,-0.07365457135963129
ACH-000505,-0.0997698576503542
ACH-000507,-0.0679162431456479
ACH-000510,-0.03721034780755282
ACH-000511,-0.1174780055247246
ACH-000512,0.036122793203362216
ACH-000516,-0.0989447690446288
ACH-000517,-0.1008082812731484
ACH-000518,0.10098475508828382
ACH-000520,-0.002867555895687298
ACH-000521,0.062001765482903926
ACH-000522,0.1142180603773478
ACH-000524,-0.13593700002945322
ACH-000527,-0.0872420480013342
ACH-000528,-0.09609533692468612
ACH-000537,0.020727561214519803
ACH-000541,-0.09961693603035374
ACH-000542,-0.044074716643022975
ACH-000544,0.020734232894816625
ACH-000545,-0.04575950794060705
ACH-000547,0.15772717677219691
ACH-000548,-0.05208151575955317
ACH-000549,-0.08582435344630293
ACH-000550,-0.13503880073258567
ACH-000552,0.01978124248941945
ACH-000556,-0.18000746810949692
ACH-000557,-0.18091670447317387
ACH-000569,-0.028867007428881205
ACH-000570,-0.09721524024914903
ACH-000571,-0.0140918779296726
ACH-000573,-0.03384148369871737
ACH-000576,-0.1010260670553046
ACH-000579,-0.201610155386542
ACH-000580,-0.14970976461331892
ACH-000584,-0.12682316992824608
ACH-000585,-0.16990998236677052
ACH-000588,-0.07667434096420822
ACH-000589,-0.1251078785716995
ACH-000591,0.07327386922203717
ACH-000593,-0.05626423549987741
ACH-000600,-0.0926647122640274
ACH-000601,-0.1605589985372213
ACH-000605,-0.2461465876389551
ACH-000606,-0.15856340911659236
ACH-000608,-0.14355499922013948
ACH-000614,-0.007430128056852602
ACH-000616,-0.18294888012724347
ACH-000618,-0.13061423648440626
ACH-000619,-0.16000481163892413
ACH-000620,-0.04864546976311589
ACH-000621,-0.11546628653743915
ACH-000622,-0.2346814309781095
ACH-000623,-0.217063078066804
ACH-000624,-0.04716911133429059
ACH-000627,-0.2194653054702212
ACH-000630,-0.007344115422291314
ACH-000631,-0.24585667878137474
ACH-000632,-0.03299965476943265
ACH-000633,-0.07519547263745711
ACH-000637,-0.12004288122087504
ACH-000638,-0.11812232296303875
ACH-000646,-0.04651735456524635
ACH-000647,-0.09375513824561567
ACH-000648,-0.07591336305637769
ACH-000649,-0.1340547362863472
ACH-000651,-0.106803272799897
ACH-000652,-0.009331382699383094
ACH-000653,-0.04363737437297294
ACH-000657,-0.018881373077917988
ACH-000658,-0.06070913843217059
ACH-000661,0.11860665927662925
ACH-000662,-0.2660603955011012
ACH-000663,0.015876287611785878
ACH-000665,-0.016883880614968573
ACH-000671,-0.045925054119459865
ACH-000672,-0.07879257405833101
ACH-000673,-0.14298615952011287
ACH-000676,-0.15643959934653584
ACH-000677,-0.051584570390257815
ACH-000681,-0.02276723478454708
ACH-000683,-0.08952912440101038
ACH-000684,0.011622324599728624
ACH-000688,0.017821098770774545
ACH-000693,-0.16615455482148556
ACH-000694,-0.09780892189429287
ACH-000695,-0.12115167307127525
ACH-000696,-0.1743686719619353
ACH-000697,-0.21067170846794386
ACH-000699,-0.29620415074002965
ACH-000701,-0.190289810253628
ACH-000706,-0.07820340735448834
ACH-000711,-0.15144582634307002
ACH-000713,0.0686472168196711
ACH-000714,-0.15151557589114678
