,MTSS1 (9788)
ACH-000280,-0.0796170256909904
ACH-000281,-0.2149787814475381
ACH-000288,0.01136585869763656
ACH-000291,-0.10649501705502268
ACH-000293,-0.04355049359106982
ACH-000294,-0.07259590226537463
ACH-000295,0.030993227372911318
ACH-000296,-0.010518825089675216
ACH-000302,-0.1280344802409069
ACH-000304,-0.12819635774106075
ACH-000307,-0.20110498874200425
ACH-000308,-0.2152214679109372
ACH-000310,0.006496607260078633
ACH-000311,-0.15454296346284074
ACH-000312,-0.04456419146052546
ACH-000315,-0.32217197737441683
ACH-000316,-0.10530841323272816
ACH-000317,-0.1649075010556148
ACH-000318,-0.1673779066091403
ACH-000319,-0.10653904046386199
ACH-000320,-0.06909345763631917
ACH-000322,-0.1171440766614929
ACH-000323,-0.17330016531065065
ACH-000324,-0.11041514301097738
ACH-000329,-0.17256444127735554
ACH-000330,-0.16222059355324814
ACH-000331,-0.232155069658614
ACH-000332,-0.17547713307079024
ACH-000334,-0.4414666090669376
ACH-000335,0.06648100298091998
ACH-000336,-0.13043376302074605
ACH-000337,-0.12220199354625184
ACH-000338,-0.15258850616312264
ACH-000339,-0.10346796863970724
ACH-000341,-0.03668843973154782
ACH-000348,-0.1000962863388848
ACH-000350,-0.13450829206735382
ACH-000352,-0.1848759609639994
ACH-000356,-0.00940499519167516
ACH-000361,-0.037323900698365386
ACH-000362,-0.2435843924763429
ACH-000363,-0.19073173695107976
ACH-000364,-0.3218293770365481
ACH-000365,-0.13121521773870753
ACH-000366,0.014862000561182332
ACH-000368,-0.2469420294837989
ACH-000374,0.06623142870826723
ACH-000375,-0.2520706603273097
ACH-000376,-0.08775810197827748
ACH-000381,-0.019166416583787763
ACH-000383,-0.1379399525628311
ACH-000387,-0.3753671595306932
ACH-000389,-0.11066791033637388
ACH-000390,-0.23039907053451286
ACH-000393,-0.07192357067820311
ACH-000395,-0.09952173803258432
ACH-000396,-0.06696726316201525
ACH-000397,-0.02208987304101636
ACH-000401,-0.09609047126819928
ACH-000402,-0.20692198162761974
ACH-000403,-0.16963582326236806
ACH-000404,-0.15769701349005918
ACH-000406,-0.06591800487614971
ACH-000407,-0.12891534528035548
ACH-000408,-0.12364279548254074
ACH-000410,-0.12364610254819194
ACH-000411,-0.3034079601234917
ACH-000414,-0.14659283363758666
ACH-000415,-0.07934911816202052
ACH-000416,-0.12576505125239346
ACH-000420,-0.050889651134615715
ACH-000421,-0.15096468732632778
ACH-000424,-0.485852696407128
ACH-000425,-0.20907891625773764
ACH-000426,-0.15284989292625262
ACH-000427,-0.193599166704671
ACH-000433,-0.0992896448699443
ACH-000435,-0.3346901112964197
ACH-000436,-0.15548262154618914
ACH-000444,-0.3075403358877389
ACH-000445,0.06392778628152525
ACH-000448,-0.302808403162852
ACH-000450,-0.20286793488303007
ACH-000452,-0.273361915752223
ACH-000454,-0.06575579737031377
ACH-000458,-0.12114425887826293
ACH-000459,0.016575247491346052
ACH-000460,-0.06568607841368572
ACH-000461,-0.2624587789110302
ACH-000463,-0.11396472940337182
ACH-000464,-0.20257946977623564
ACH-000466,-0.13529169493189774
ACH-000467,-0.1155969081304506
ACH-000468,-0.13702433945766893
ACH-000469,-0.10550314435935744
ACH-000470,-0.3977920170688903
ACH-000471,-0.18026634928109386
ACH-000472,-0.22263704136572424
ACH-000473,-0.1626427855434233
ACH-000475,-0.16364465091196448
ACH-000476,-0.222869343885312
ACH-000477,-0.12696127074430907
ACH-000479,-0.057058995051710186
ACH-000480,-0.042868686336652514
ACH-000481,0.040579699723958376
ACH-000483,-0.13492074791384698
ACH-000484,0.0878699495836237
ACH-000485,-0.15675906119586105
ACH-000486,-0.19081558229785595
ACH-000487,-0.2870689121889504
ACH-000488,-0.20380175424830788
ACH-000490,-0.2009083194946012
ACH-000491,-0.5001499696087482
ACH-000495,-0.09874288888565608
ACH-000496,-0.07451434808284424
ACH-000499,-0.2565490546463931
ACH-000500,-0.09864579092250496
ACH-000502,-0.17953944030815835
ACH-000503,-0.1957701009342213
ACH-000505,-0.11918751350386993
ACH-000507,-0.2623710887298276
ACH-000510,-0.19899572952946595
ACH-000511,-0.3084865844815534
ACH-000512,-0.3134454436652743
ACH-000516,-0.32025151346379394
ACH-000517,-0.11671651863617005
ACH-000518,-0.10973781425724703
ACH-000520,-0.33245885789750923
ACH-000521,-0.16109774781728328
ACH-000522,-0.18202689964536714
ACH-000524,-0.12503903630456822
ACH-000527,-0.09143036777765914
ACH-000528,0.010503609904485765
ACH-000537,-0.2225634493188752
ACH-000541,-0.14086931305768066
ACH-000542,-0.3015693154733421
ACH-000544,-0.5249200465138631
ACH-000545,-0.17833009909009992
ACH-000547,-0.17441709963337318
ACH-000548,-0.15482721575434166
ACH-000549,-0.03057099471692616
ACH-000550,-0.1503369190531809
ACH-000552,-0.40506149364531785
ACH-000556,-0.06026777615428393
ACH-000557,-0.1936268112664678
ACH-000569,-0.27489735865935233
ACH-000570,-0.25929992064955343
ACH-000571,-0.16823931170518555
ACH-000573,-0.17136632081524408
ACH-000576,-0.19012671719400226
ACH-000579,0.0037350048810690525
ACH-000580,-0.07187905486974107
ACH-000584,-0.20596243322269694
ACH-000585,-0.11040677616168207
ACH-000588,-0.12782414601555853
ACH-000589,-0.2972418787312068
ACH-000591,-0.12875344893666435
ACH-000593,-0.1289328123868318
ACH-000600,-0.04676155135041978
ACH-000601,-0.12504094497596124
ACH-000605,-0.2204187250654471
ACH-000606,-0.1429440140942797
ACH-000608,-0.16434009259967985
ACH-000614,-0.2488021319555132
ACH-000616,-0.17045424165147852
ACH-000618,-0.09311192299582594
ACH-000619,-0.20250539314980806
ACH-000620,-0.11595218819494775
ACH-000621,-0.18268895066356772
ACH-000622,-0.1454042111399105
ACH-000623,0.0052284540305425654
ACH-000624,-0.07578353430048346
ACH-000627,-0.16935896087244087
ACH-000630,-0.3793538229262184
ACH-000631,-0.1948328579356413
ACH-000632,-0.08511515211859702
ACH-000633,-0.04497941925301725
ACH-000637,-0.20014129704084765
ACH-000638,-0.5440101959478713
ACH-000646,-0.20965785576497395
ACH-000647,-0.12073077862888935
ACH-000648,-0.12260071333273052
ACH-000649,-0.20057585841948625
ACH-000651,-0.10204506125361992
ACH-000652,-0.318395645618166
ACH-000653,-0.26033779711932964
ACH-000657,-0.1159289975479936
ACH-000658,-0.5443335277043708
ACH-000661,-0.07213419310586322
ACH-000662,-0.3725416758799379
ACH-000663,-0.3493978054586064
ACH-000665,-0.04087123543137988
ACH-000671,-0.18364168023924626
ACH-000672,-0.2514194068514972
ACH-000673,-0.22297394681101887
ACH-000676,-0.1098162956680958
ACH-000677,-0.15984663837797586
ACH-000681,-0.07980879402740775
ACH-000683,-0.09626971285071774
ACH-000684,0.12195236434170513
ACH-000688,-0.1564119928954041
ACH-000693,-0.2322185597178799
ACH-000694,-0.1155582665925012
ACH-000695,-0.2246810006369633
ACH-000696,-0.11391893805621582
ACH-000697,-0.03738938720677047
ACH-000699,-0.318920328705431
ACH-000701,-0.1389546835380261
ACH-000706,-0.2329508135373345
ACH-000711,-0.1785997409977691
ACH-000713,-0.07204155579019669
ACH-000714,-0.20983012486994032
ACH-000718,-0.3354319135454662
ACH-000720,-0.03346555800000062
ACH-000721,-0.21471116309213226
ACH-000724,-0.15836805156820866
ACH-000725,0.010656490172747187
ACH-000732,-0.14968557355956666
ACH-000734,-0.2289847112201137
ACH-000735,-0.19400685081105454
ACH-000736,-0.2200380423845928
ACH-000738,-0.042071604101738505
ACH-000746,-0.02638188756485349
ACH-000747,-0.0813616165544378
ACH-000748,-0.08569949096879377
ACH-000753,-0.2077631919769736
ACH-000756,0.05742114684156116
ACH-000757,-0.0473157118157116
ACH-000758,-0.29627911487496505
ACH-000760,-0.1328255603040927
ACH-000762,-0.14819560561466466
ACH-000763,0.013367532550026949
ACH-000764,-0.10949375225015884
ACH-000765,-0.14098867546057053
ACH-000766,0.0031635387065293745
ACH-000767,-0.10640403212213867
ACH-000768,-0.20868095327493436
ACH-000769,-0.17697302968582468
ACH-000770,-0.1688380195398135
ACH-000771,-0.11815564675789295
ACH-000773,-0.05779733607514269
ACH-000776,-0.2439489753865653
ACH-000777,-0.03299958377554984
ACH-000778,-0.1969091857240178
ACH-000781,-0.1777561702398218
ACH-000782,-0.09910942282182722
ACH-000783,-0.3202703468949859
ACH-000784,-0.19676807613438652
ACH-000785,-0.05950762077812965
ACH-000787,-0.13645932389996668
ACH-000788,-0.08629266887942602
ACH-000791,-0.10521162818550003
ACH-000792,-0.17234618787953274
ACH-000794,-0.21958382050750866
ACH-000796,-0.2068756850500022
ACH-000798,-0.16701085693246132
ACH-000799,-0.1944987756719173
ACH-000800,-0.09159308799826522
ACH-000802,-0.1345715554526446
ACH-000804,0.02364636317321728
ACH-000805,-0.2252675293006499
ACH-000809,-0.15006452888119093
ACH-000810,-0.18519938735615546
ACH-000811,-0.09147529712838318
ACH-000817,-0.3067889386075925
ACH-000819,-0.12793306214817896
ACH-000820,-0.2343622899031953
ACH-000821,-0.07611301945366873
ACH-000822,-0.1201501963578787
ACH-000823,-0.17178852421273094
ACH-000824,-0.25962036503027563
ACH-000827,-0.1624084458115213
ACH-000829,-0.060598302170464774
ACH-000831,-0.1455462202802386
ACH-000832,-0.2769254421333327
ACH-000833,-0.08870165254722348
ACH-000834,-0.13160432840019026
ACH-000835,-0.19699013568177853
ACH-000836,-0.19538414739619156
ACH-000837,-0.17906172556753275
ACH-000838,-0.049554447650173486
ACH-000839,-0.09610531274960364
ACH-000840,-0.09004462612956361
ACH-000841,-0.3948451149561686
ACH-000843,-0.09342267051783032
ACH-000846,-0.3810763328553894
ACH-000847,-0.4981431060063399
ACH-000848,-0.06465691811859699
ACH-000849,-0.2187785724041203
ACH-000851,0.05547907664931782
ACH-000855,0.003470287050706028
ACH-000856,-0.20500092607151252
ACH-000858,-0.2989037546824275
ACH-000859,-0.2858427931717443
ACH-000861,-0.05732926086060924
ACH-000862,-0.1776412697262083
ACH-000865,-0.15619025014973406
ACH-000866,-0.13924637084752148
ACH-000867,-0.1203678483852058
ACH-000869,-0.15754694485052453
ACH-000872,-0.06470718252260145
ACH-000873,-0.16490917930042784
ACH-000876,-0.019006217781934426
ACH-000878,-0.07749266363022725
ACH-000880,-0.2396027799495154
ACH-000881,-0.10394845550026227
ACH-000882,-0.09486006092447367
ACH-000884,-0.2516115453392147
ACH-000885,-0.10584820269467672
ACH-000887,-0.14012122900415194
ACH-000889,-0.09748340355635957
ACH-000896,-0.10538535142783846
ACH-000898,-0.15894684337246348
ACH-000900,-0.16674351689865718
ACH-000901,-0.16185263838729538
ACH-000905,-0.12914688016779366
ACH-000906,-0.15172755446496114
ACH-000907,-0.16307117692844056
ACH-000910,-0.3012437452438825
ACH-000911,-0.18523547425292614
ACH-000912,-0.0978024863671608
ACH-000913,-0.16204946953544394
ACH-000915,-0.14640517103475145
ACH-000916,-0.28660922605376005
ACH-000917,-0.14477718313918345
ACH-000920,0.17337711625832838
ACH-000921,-0.08028229570347112
ACH-000924,-0.18677555718507075
ACH-000926,-0.2239861146716872
ACH-000928,-0.15448957009794098
ACH-000929,-0.14511396770910495
ACH-000932,-0.13065786379905495
ACH-000935,-0.4529689707872243
ACH-000936,-0.06756070722051785
ACH-000937,-0.14603521455073726
ACH-000938,-0.16470844617276942
ACH-000939,-0.16876601156130333
ACH-000941,-0.16403960674244195
ACH-000943,-0.21433558019627627
ACH-000946,-0.11176485664490213
ACH-000947,-0.15009279308119364
ACH-000948,-0.17824895500711832
ACH-000950,-0.009340673345550452
ACH-000953,-0.007247197479144119
ACH-000954,0.05868481408840084
ACH-000957,-0.11509407014452268
ACH-000958,-0.13633967666671884
ACH-000960,-0.11156732026624194
ACH-000963,-0.03781411293848764
ACH-000968,-0.12732619966712516
ACH-000969,0.0125033266792836
ACH-000972,-0.08776592463215804
ACH-000973,-0.15889980537398865
ACH-000974,-0.061508020733338935
ACH-000978,-0.016478186014827385
ACH-000984,-0.09944104551207524
ACH-000986,-0.1154431981185976
ACH-000988,-0.12577692147248484
ACH-000993,-0.20403882285523645
ACH-000994,-0.09050743931934388
ACH-000996,-0.10011035559933427
ACH-001001,-0.05374521727467912
ACH-001020,-0.13620700063550584
ACH-001028,-0.15634419759807386
ACH-001031,-0.037621522391132235
ACH-001038,-0.15957997367641552
ACH-001048,-0.2509718652795113
ACH-001050,-0.2263911646705576
ACH-001053,-0.3095109532587977
ACH-001054,-0.2013574469555578
ACH-001061,-0.11110143212517888
ACH-001067,-0.15881829940485326
ACH-001075,-0.1275761814131914
ACH-001096,0.009837504905081429
ACH-001111,-0.276136047771994
ACH-001119,-0.1818142667346479
ACH-001128,-0.14333264916470195
ACH-001134,-0.11390348997742067
ACH-001151,-0.10472839453158134
ACH-001163,-0.19620639642315493
ACH-001164,-0.051665651708956886
ACH-001183,-0.2922909417264649
ACH-001192,-0.16266974915283947
ACH-001193,0.022071396564535904
ACH-001196,-0.2583679143839549
ACH-001197,0.0967036066008914
ACH-001205,-0.3768436947561022
ACH-001211,-0.10729054115683118
ACH-001212,-0.10377359414365883
ACH-001228,-0.10907233228844122
ACH-001232,-0.18508934722035056
ACH-001239,-0.18810937526237653
ACH-001270,-0.2529776995654868
ACH-001274,-0.25258116355575305
ACH-001275,-0.10979605466482856
ACH-001277,-0.14969932813128867
ACH-001278,-0.175203490674043
ACH-001280,-0.3213731510661946
ACH-001283,-0.2016846552657049
ACH-001289,-0.10039521417480622
ACH-001300,-0.20364004770967145
ACH-001301,-0.02356253241848501
ACH-001302,-0.35169197782434597
ACH-001306,-0.04942715775946737
ACH-001318,-0.07426546390042599
ACH-001322,-0.01721616839850186
ACH-001328,-0.15080001566820633
ACH-001332,-0.06687139876709118
ACH-001336,-0.17883109549918286
ACH-001346,-0.1761401431043273
ACH-001353,-0.10112241009006538
ACH-001354,-0.17995989518162742
ACH-001367,-0.06146985994212044
ACH-001368,-0.14313310679538188
ACH-001374,-0.03144217899448939
ACH-001377,-0.11363843242306275
ACH-001380,-0.188155738966376
ACH-001391,-0.20482940124309096
ACH-001408,-0.17096189140167942
ACH-001430,-0.3506014264752818
ACH-001431,-0.11556949300718905
ACH-001450,0.025203060222580103
ACH-001496,-0.14618967354920254
ACH-001500,0.009688062841259056
ACH-001523,-0.09427862978469137
ACH-001532,-0.16438425364581344
ACH-001550,-0.06985348543284599
ACH-001552,-0.21218417705995948
ACH-001554,-0.16382487627197165
ACH-001654,-0.16682723587820164
ACH-001735,-0.05456668976274045
ACH-001736,-0.06808913234270363
ACH-001737,-0.19432087967802072
ACH-001740,-0.1218951090274649
ACH-001745,-0.12976666957560826
ACH-001765,-0.07871906989224284
