,DSCC1 (79075)
ACH-000004,-0.3200682521466596
ACH-000005,-0.3402171494742472
ACH-000007,-0.2568867958398131
ACH-000009,-0.08146492990829378
ACH-000011,-0.6146081474541035
ACH-000012,-0.17834500579702373
ACH-000013,-0.4298612442528428
ACH-000014,-0.6308816983409478
ACH-000015,-0.2834874682344062
ACH-000017,-0.3356338035542935
ACH-000018,-0.25342956025097496
ACH-000019,-0.13849358227477526
ACH-000021,-0.03764901307620937
ACH-000022,-0.014720848229808691
ACH-000025,-0.4999268866551684
ACH-000028,-0.44503105669564
ACH-000030,0.11725814524606945
ACH-000035,0.0481499123905375
ACH-000036,-0.6561223862475605
ACH-000037,-0.0885808302260219
ACH-000039,-0.6108342321808666
ACH-000040,-0.319296810539802
ACH-000041,-0.11280631008041465
ACH-000042,0.1005046913778542
ACH-000045,-0.20740631841519108
ACH-000047,-0.5520889499740101
ACH-000052,-0.285321174728438
ACH-000053,0.0732712465217778
ACH-000054,-0.07629639951714966
ACH-000055,-0.4998615763383563
ACH-000060,-0.27518823773326906
ACH-000067,-0.2900068558566105
ACH-000070,-0.2536088252855939
ACH-000075,-0.16551848316567938
ACH-000078,-0.11790855225785896
ACH-000082,-0.20749931292874235
ACH-000085,0.0076989363422883435
ACH-000086,-0.17662452611231882
ACH-000087,-0.3260870836068777
ACH-000092,-0.5690491040540273
ACH-000095,-0.013586439447077023
ACH-000097,-0.33725608968956594
ACH-000098,-0.350550566174462
ACH-000099,-0.2890506641838277
ACH-000108,0.039909622401112566
ACH-000113,-0.5446929575756373
ACH-000116,-0.5796059098263404
ACH-000118,-0.09095648711807608
ACH-000120,-0.24199276932806785
ACH-000123,-0.4047295314020975
ACH-000127,-0.2902772441704916
ACH-000128,-0.3981405569289387
ACH-000132,-0.02216474931437913
ACH-000133,-1.0385655465334849
ACH-000137,-0.33007928741463266
ACH-000138,-0.022832994452910833
ACH-000142,-0.10658962613520014
ACH-000143,-0.2661324887803822
ACH-000146,-0.2834980237735432
ACH-000148,-0.7189194357721196
ACH-000150,-0.2658667403347144
ACH-000152,-0.17906781255035112
ACH-000153,-0.3713908973388347
ACH-000159,-0.17653048034421726
ACH-000160,-0.20703943997213992
ACH-000163,-0.207685132004052
ACH-000167,-0.03822788927548541
ACH-000168,-0.4101449270678825
ACH-000169,-0.16730981683210894
ACH-000178,-0.4506527709428327
ACH-000183,-0.11033299252027756
ACH-000188,-0.17623054726362716
ACH-000189,-0.5337366292325391
ACH-000190,-0.3773910089338752
ACH-000198,-0.060996972210467834
ACH-000203,-0.19205214793355946
ACH-000204,-0.18098962908377544
ACH-000206,-0.27237101122081914
ACH-000207,-0.2917007022275291
ACH-000208,-0.26819530899475524
ACH-000210,-0.404752002933568
ACH-000211,-0.7193733125196909
ACH-000215,-0.4906064903588232
ACH-000221,-0.09588631772612882
ACH-000222,-0.182229623355752
ACH-000223,-0.425603884227081
ACH-000226,-0.12863281761267334
ACH-000227,-0.22548337441949634
ACH-000228,-0.006382212153047478
ACH-000231,-0.5580698031143517
ACH-000232,-0.5077332775495037
ACH-000233,-0.3792799474219265
ACH-000234,0.005159018127888271
ACH-000235,0.027647911325228633
ACH-000237,-0.5307038755096289
ACH-000238,-0.04962096212765422
ACH-000242,0.13077456638827073
ACH-000243,0.0008991913131073957
ACH-000244,-0.3228554402349211
ACH-000246,-0.7699409034793984
ACH-000248,-0.22344776537397995
ACH-000250,-0.7243690203300865
ACH-000251,-0.6481116386796867
ACH-000252,0.005593541033110975
ACH-000253,-0.046314473702506624
ACH-000255,-0.24780373240183104
ACH-000256,-0.2391518373417253
ACH-000257,-0.16322208061023644
ACH-000258,-0.25694952755934625
ACH-000259,-0.2811462729200724
ACH-000260,-0.2549102339748835
ACH-000261,-0.18851147273804134
ACH-000262,-0.4192895532117493
ACH-000263,0.07073718958430597
ACH-000264,-0.24409452164924125
ACH-000265,-0.13023992612628665
ACH-000266,0.024818190194773843
ACH-000272,-0.07056124510880042
ACH-000274,-0.13176037398248952
ACH-000277,-0.19906330871011224
ACH-000278,-0.4011784713830056
ACH-000279,-0.4473157037379935
ACH-000280,-0.17648306261692862
ACH-000281,0.08783038064336955
ACH-000288,-0.5087711494762956
ACH-000291,-0.06228000826275816
ACH-000293,-0.08762179352045407
ACH-000294,0.11509374824639658
ACH-000295,0.03451908104736225
ACH-000296,-0.5494726351204088
ACH-000302,-0.4636214539492982
ACH-000304,-0.5125069547690794
ACH-000307,-0.12252613212223988
ACH-000308,-0.23429807515215226
ACH-000310,0.08611932506601189
ACH-000311,-0.08150514400001782
ACH-000312,0.05408473535414232
ACH-000315,-0.10403108561240748
ACH-000316,-0.10969854448758573
ACH-000317,-0.6491949907299127
ACH-000318,0.13172314766664767
ACH-000319,-0.3150096879348562
ACH-000320,-0.2911428414552169
ACH-000322,-0.2558573171353116
ACH-000323,-0.0933527539883061
ACH-000324,-0.16498787896331588
ACH-000329,-0.26339704544262715
ACH-000330,-0.23354752378374585
ACH-000331,-0.8056961596489474
ACH-000332,-0.2013229290288393
