,CCRL2 (9034)
ACH-000004,-0.14883191284424602
ACH-000005,-0.24444387975197465
ACH-000007,-0.17445698785372082
ACH-000009,-0.08789389265193019
ACH-000011,-0.10029240463277556
ACH-000012,-0.09516441933755222
ACH-000013,-0.0952240123034941
ACH-000014,-0.12463115335030482
ACH-000015,-0.07540729905358783
ACH-000017,-0.11623638706248315
ACH-000018,-0.021660581413799437
ACH-000019,-0.20682769861929254
ACH-000021,-0.0488742194785019
ACH-000022,-0.08075182840606396
ACH-000025,-0.2312107924126155
ACH-000028,0.01822925347897221
ACH-000030,-0.13453340040273848
ACH-000035,-0.17712035598964082
ACH-000036,-0.10531684839136282
ACH-000037,-0.002367440594709373
ACH-000039,0.01756150645092275
ACH-000040,-0.12467575312019515
ACH-000041,-0.052513142794541036
ACH-000042,-0.10483008600327214
ACH-000045,0.02464025639205553
ACH-000047,-0.0011391389714822727
ACH-000052,-0.15955747678159005
ACH-000053,-0.06633161415194899
ACH-000054,0.008767150783668878
ACH-000055,-0.14941184951218878
ACH-000060,-0.08700588416990991
ACH-000067,-0.15206482630704193
ACH-000070,-0.09204416532785917
ACH-000075,-0.1234052696214173
ACH-000078,-0.16729989273655418
ACH-000082,0.016004685521479062
ACH-000085,-0.2028174493916023
ACH-000086,0.02496465715422888
ACH-000087,-0.18401456908058986
ACH-000092,-0.10221591873291402
ACH-000095,-0.02269896432642249
ACH-000097,-0.09436148291580104
ACH-000098,-0.14500324538915074
ACH-000099,-0.10088087324802908
ACH-000108,0.0011140814092592019
ACH-000113,0.019815286295415
ACH-000116,-0.1246293046446281
ACH-000118,-0.06162563472485949
ACH-000120,0.025347038431548348
ACH-000123,-0.14752036512684172
ACH-000127,0.028689030022487513
ACH-000128,-0.02897417170541305
ACH-000132,-0.006281798507864434
ACH-000133,-0.05861985742030791
ACH-000137,0.06652449179306838
ACH-000138,-0.00453867618792391
ACH-000142,-0.20085677694129786
ACH-000143,-0.13038005492067992
ACH-000146,-0.045259581886828486
ACH-000148,0.003070425900843393
ACH-000150,-0.14782800613098002
ACH-000152,-0.05216878903348652
ACH-000153,-0.016494992641815906
ACH-000159,0.006424840334030701
ACH-000160,-0.09904930718551236
ACH-000163,-0.0193474715481549
ACH-000167,-0.00490525927581099
ACH-000168,-0.1709367766678411
ACH-000169,-0.021757498229148086
ACH-000178,0.10818390699397924
ACH-000183,-0.19550254887866106
ACH-000188,0.06904863276930731
ACH-000189,-0.2933412294191181
ACH-000190,-0.09990791678406437
ACH-000198,0.0366398298184333
ACH-000203,-0.06900627433784262
ACH-000204,-0.2805143098525879
ACH-000206,-0.31805337876639195
ACH-000207,-0.0834396899747412
ACH-000208,0.009467892917765149
ACH-000210,-0.036716876861172885
ACH-000211,-0.10966782417285284
ACH-000215,-0.075279091806606
ACH-000221,-0.18656502527660088
ACH-000222,-0.012481308126295186
ACH-000223,-0.06410711470801027
ACH-000226,0.027100692152351585
ACH-000227,-0.1113512096430287
ACH-000228,-0.15556047131914189
ACH-000231,-0.10804356897306194
ACH-000232,-0.1114224805451792
ACH-000233,-0.2656501103362645
ACH-000234,-0.2456009917844748
ACH-000235,0.007559107040315311
ACH-000237,-0.13499892513462794
ACH-000238,-0.08051134035772839
ACH-000242,-0.03935903689717445
ACH-000243,-0.057407042780231364
ACH-000244,0.07108424564619717
ACH-000246,-0.033854328680578166
ACH-000248,-0.020413147145775256
ACH-000250,-0.04151558579452029
ACH-000251,0.1776602589578489
ACH-000252,-0.06561277460078654
ACH-000253,-0.04406429464399867
ACH-000255,-0.14816692990387914
ACH-000256,-0.11710684675139935
ACH-000257,-0.025254089718414502
ACH-000258,-0.3632025510535539
ACH-000259,-0.01674560304315626
ACH-000260,-0.0004319882367486392
ACH-000261,-0.029561637468903595
ACH-000262,-0.1885238553086156
ACH-000263,-0.17150980169054714
ACH-000264,-0.055276858492626715
ACH-000265,-0.1000727572368406
ACH-000266,-0.09321617295433147
ACH-000272,-0.08612349494163596
ACH-000274,-0.1784317781735275
ACH-000277,0.01122711733233702
