,OR5AU1 (390445)
ACH-000411,0.03201099197664309
ACH-000414,-0.14399304926098372
ACH-000415,-0.1064634763669038
ACH-000416,0.0130963429723906
ACH-000420,-0.2209287403470854
ACH-000421,-0.1753088835057868
ACH-000424,-0.015594551902459397
ACH-000425,-0.05567412341311509
ACH-000426,-0.1932934995029806
ACH-000427,0.050181428554357865
ACH-000433,-0.16470417371086954
ACH-000435,0.08415882876106562
ACH-000436,0.0923433842729745
ACH-000444,-0.05810769728818457
ACH-000445,-0.03469585334957096
ACH-000448,-0.1301286933664842
ACH-000450,-0.10726028395876873
ACH-000452,-0.1253770315475573
ACH-000454,-0.1303884422563944
ACH-000458,-0.06881506391422124
ACH-000459,-0.28025067980270324
ACH-000460,-0.04142945415903285
ACH-000461,-0.04273850615426838
ACH-000463,0.017060397216549904
ACH-000464,-0.03778071441682963
ACH-000466,-0.10718261577272133
ACH-000467,-0.1960373861753128
ACH-000468,-0.01654430883214539
ACH-000469,-0.20307968900071874
ACH-000470,-0.011821416436287929
ACH-000471,-0.2653157279035908
ACH-000472,-0.12293237682318345
ACH-000473,-0.1392876890657018
ACH-000475,-0.23095698823577465
ACH-000476,-0.009204278315135098
ACH-000477,-0.17646169410262316
ACH-000479,-0.3874408027967069
ACH-000480,-0.012952025482517207
ACH-000481,-0.46953347921770705
ACH-000483,-0.19666754773769551
ACH-000484,-0.1703039197537743
ACH-000485,-0.20126602706856506
ACH-000486,-0.3188014606648663
ACH-000487,0.0
ACH-000488,-0.1941384360005347
ACH-000490,-0.08232561795625191
ACH-000491,-0.08478708049906364
ACH-000495,-0.3401237014048483
ACH-000496,0.011681205272802442
ACH-000499,0.05969950845997427
ACH-000500,-0.3756260667940488
ACH-000502,-0.20213021986548527
ACH-000503,0.0993467709346336
ACH-000505,-0.20983064006392446
ACH-000507,-0.07303932464210477
ACH-000510,-0.10326415802150714
ACH-000511,-0.15400996172786147
ACH-000512,-0.261145055560639
ACH-000516,-0.07659302123384211
ACH-000517,-0.08538481123390639
ACH-000518,-0.05710885225433344
ACH-000520,-0.11970139723755527
ACH-000521,-0.03344008318761985
ACH-000522,-0.07963756010272888
ACH-000524,-0.1408513031369674
ACH-000527,-0.01520902423083314
ACH-000528,-0.05235824381338548
ACH-000537,-0.1542117575984062
ACH-000541,-0.028976626777510717
ACH-000542,-0.08239133075404241
ACH-000544,-0.09316871669115068
ACH-000545,-0.06054213702933129
ACH-000547,0.013209568597437991
ACH-000548,0.034244793734108166
ACH-000549,-0.047185083519365234
ACH-000550,-0.16770684103012612
ACH-000552,-0.14694265567275333
ACH-000556,-0.08315807833091249
ACH-000557,-0.17895302334677868
ACH-000569,-0.2089202169205345
ACH-000570,-0.2482858429664311
ACH-000571,-0.23353193387018914
ACH-000573,-0.07845861834960509
ACH-000576,-0.052723272569377484
ACH-000579,-0.06241023428828845
ACH-000580,-0.2309141768429607
ACH-000584,-0.19164023913654307
ACH-000585,-0.06478813230315633
ACH-000588,-0.2725113704947855
ACH-000589,-0.13649701011596166
ACH-000591,0.005874912058024445
ACH-000593,0.04745439213279092
ACH-000600,-0.01897868736850204
ACH-000601,0.03536442089017043
ACH-000605,-0.11935924799219955
ACH-000606,-0.018139770311457127
ACH-000608,-0.25195667042596703
ACH-000614,-0.16891634018576893
ACH-000616,-0.06209953078596974
ACH-000618,-0.0639304087935074
ACH-000619,-0.23271369146956966
ACH-000620,-0.04711921512447451
ACH-000621,-0.07754039425992462
ACH-000622,-0.1641646033414125
ACH-000623,-0.2942692348428824
ACH-000624,-0.05623296052745882
ACH-000627,0.023213786409346338
ACH-000630,-0.05922530046473005
ACH-000631,-0.32038002449307224
ACH-000632,-0.15246126077489758
ACH-000633,-0.1287066647306003
ACH-000637,-0.062470260224207125
ACH-000638,-0.09394305954270822
ACH-000646,-0.22186593959656326
ACH-000647,-0.17396142186984634
ACH-000648,-0.058146188151880995
ACH-000649,-0.14095435190844366
ACH-000651,-0.024430567096219463
ACH-000652,0.02684811909912457
ACH-000653,-0.0643868111337902
ACH-000657,-0.2277123392968857
ACH-000658,-0.09366551751304963
ACH-000661,-0.10387468709361554
ACH-000662,-0.050123523903454134
ACH-000663,0.060210487532159525
ACH-000665,-0.06343825952197442
ACH-000671,-0.10360417601761077
ACH-000672,0.07033241837461313
ACH-000673,0.01024416184385207
ACH-000676,-0.09247592237893812
ACH-000677,-0.2555582988209968
ACH-000681,-0.05109771819631125
ACH-000683,-0.1205625548917506
ACH-000684,0.07877117101424737
ACH-000688,-0.02635191783532548
ACH-000693,-0.030087590502567395
ACH-000694,-0.16757775508165482
ACH-000695,-0.1722071407422022
ACH-000696,-0.16250766226969285
ACH-000697,-0.1264439006996908
ACH-000699,-0.15513793307400642
ACH-000701,-0.10953021985274457
ACH-000706,-0.04853548620040336
ACH-000711,-0.13830111976831355
ACH-000713,-0.16843085583287734
ACH-000714,-0.2618341559068345
ACH-000718,-0.10505407250889144
ACH-000720,-0.0325304157495171
ACH-000721,-0.12048134022618373
ACH-000724,-0.2659807418859555
ACH-000725,-0.07466741330907617
ACH-000732,-0.23285159142243125
ACH-000734,-0.01841854313471217
ACH-000735,-0.12028807862426184
ACH-000736,-0.24272530766248876
ACH-000738,-0.21915948463994206
ACH-000746,-0.1449870177046471
ACH-000747,-0.05632970702679745
ACH-000748,-0.0786410625044691
ACH-000753,-0.18577474196305388
ACH-000756,-0.07534585356511429
ACH-000757,-0.1539426384986912
ACH-000758,-0.06511975872269217
ACH-000760,-0.03814793574383635
ACH-000762,-0.08602838752755934
ACH-000763,-0.04789629942786496
ACH-000764,-0.22831817920156897
ACH-000765,-0.31049927974206204
ACH-000766,-0.1258462266545046
ACH-000767,0.0832099363762471
ACH-000768,-0.017901079194213753
ACH-000769,-0.19677863254702294
ACH-000770,-0.21076633707952244
ACH-000771,-0.06181021499504601
ACH-000773,-0.14048716571411998
ACH-000776,-0.18720389486611053
ACH-000777,0.015455128684630948
ACH-000778,-0.1684740620198786
ACH-000781,-0.1725117957677546
ACH-000782,0.06915336113670345
ACH-000783,-0.10484352045965822
ACH-000784,-0.10500392958549676
ACH-000785,0.005058168830483951
ACH-000787,-0.03351608560174121
ACH-000788,-0.08557494156663797
ACH-000791,-0.3697717369362599
ACH-000792,-0.14386487288345434
ACH-000794,-0.15268806500376614
ACH-000796,-0.1650241162721958
ACH-000798,0.0
ACH-000799,0.12133426976968258
ACH-000800,-0.08066959415257245
ACH-000802,-0.10856139804334998
ACH-000804,-0.10118271679950316
ACH-000805,-0.20595204967194886
ACH-000809,-0.12487966265226552
ACH-000810,-0.10465889949053593
ACH-000811,-0.08634167642952999
ACH-000817,-0.1926908984762048
ACH-000819,0.029936289521834167
ACH-000820,-0.1343709906515178
ACH-000821,-0.28126954932626763
ACH-000822,-0.16680360197654473
ACH-000823,-0.16862234304449358
ACH-000824,-0.2881298983357775
ACH-000827,-0.03585841663706399
ACH-000829,-0.12523249950853346
ACH-000831,-0.3672396796732533
ACH-000832,-0.07831762646126388
ACH-000833,-0.03149934352149311
ACH-000834,-0.014539334639061263
ACH-000835,-0.06616631311932547
ACH-000836,-0.16616837135270365
ACH-000837,-0.04855360182578988
ACH-000838,-0.19332123265551546
ACH-000839,-0.3043185251088376
ACH-000840,-0.04130008784285761
ACH-000841,-0.28626091247413776
ACH-000843,0.026240561358591853
ACH-000846,0.017960019859750653
ACH-000847,0.0066203772063827045
ACH-000848,-0.31099623676585103
ACH-000849,-0.0008163789022230213
ACH-000851,-0.05106360316610864
ACH-000855,-0.2624656603305363
ACH-000856,-0.11994145759324447
ACH-000858,-0.21904044634947584
ACH-000859,-0.3266684176689532
ACH-000861,-0.14954667128180532
ACH-000862,-0.16047056900870524
ACH-000865,-0.112252911666455
ACH-000866,-0.2411967822732406
ACH-000867,-0.07577313163552729
ACH-000869,-0.14572442835452698
ACH-000872,0.09533003785664038
ACH-000873,-0.25098711391485484
ACH-000876,-0.3406330798477504
ACH-000878,0.11748297706890268
ACH-000880,-0.2991530758042198
ACH-000881,-0.08452191003928894
ACH-000882,-0.014574502220232332
ACH-000884,-0.14020888299985584
ACH-000885,-0.05977196688984049
ACH-000887,-0.15034655244212594
ACH-000889,-0.6268223072532868
ACH-000896,-0.1880052526450827
ACH-000898,-0.1330029420280002
ACH-000900,-0.3288635208167479
ACH-000901,-0.13813935900337454
ACH-000905,-0.2978210772458992
ACH-000906,-0.12947948842061427
ACH-000907,-0.2690492903319191
ACH-000910,0.0591762906810571
ACH-000911,-0.022487535753760373
ACH-000912,-0.2463271020559252
ACH-000913,0.04195178958376372
ACH-000915,-0.015389500017267856
ACH-000916,-0.00455468147390749
ACH-000917,-0.19207678683680932
ACH-000920,-0.13961512096609394
ACH-000921,-0.2193633735944186
ACH-000924,0.00439089740149803
ACH-000926,-0.13046352026748248
ACH-000928,-0.12340787608539605
ACH-000929,-0.17968680957211428
ACH-000932,-0.22523917083343564
ACH-000935,-0.10533493581229986
ACH-000936,-0.2526091695231517
ACH-000937,-0.14112147143835924
ACH-000938,-0.2215318637862511
ACH-000939,-0.3278472686481977
ACH-000941,-0.4595485160612756
ACH-000943,-0.3655632141988576
ACH-000946,-0.26338391163480296
ACH-000947,-0.1990761147458833
ACH-000948,-0.2799780431397209
ACH-000950,-0.3940232054006228
ACH-000953,-0.27549081430970745
ACH-000954,-0.3939128946668416
ACH-000957,-0.08720091523561542
ACH-000958,-0.2766027170590209
ACH-000960,-0.2398256371010939
ACH-000963,-0.42700065504473145
ACH-000968,0.010666084389611677
ACH-000969,-0.4076637571870948
ACH-000972,-0.1285753149353589
ACH-000973,-0.13070140084849874
ACH-000974,-0.3508268092866322
ACH-000978,-0.03960933254429773
ACH-000984,-0.07984007528614448
ACH-000986,-0.15051651919489525
ACH-000988,-0.13974580121535368
ACH-000993,-0.03173940004057607
ACH-000994,-0.196292170477996
ACH-000996,-0.19594878029707105
ACH-001001,-0.09945865316224166
ACH-001020,-0.27536753314716306
ACH-001028,-0.09528187420012882
ACH-001031,-0.019105949107981888
ACH-001038,-0.11545259880139155
ACH-001048,-0.18808012772495009
ACH-001050,0.015724235987753958
ACH-001053,-0.033350187701779326
ACH-001054,-0.0240267817625818
ACH-001061,-0.22912277607116946
ACH-001067,0.06931362236146693
ACH-001075,-0.0692239461810018
ACH-001096,0.030687316334342237
ACH-001111,-0.0851768540593116
ACH-001119,-0.16688643367333822
ACH-001128,0.0041025935657667155
ACH-001134,-0.1024118234705001
ACH-001151,-0.14593810189350495
ACH-001163,-0.16203820690760695
ACH-001164,-0.09326354221343856
ACH-001183,-0.13619110616431654
ACH-001192,-0.2418850173014923
ACH-001193,-0.1490653749181502
ACH-001196,-0.15963927819219595
ACH-001197,-0.10231235542456976
ACH-001205,-0.008439360566818325
ACH-001211,0.021699112394244238
ACH-001212,-0.0840467615289381
ACH-001228,0.013597864100192349
ACH-001232,-0.2650019420031375
ACH-001239,-0.04904731824330808
ACH-001270,-0.020362007691584052
ACH-001274,-0.07532160318998628
ACH-001275,-0.388085396936711
ACH-001277,-0.19439006879915988
ACH-001278,-0.2544830935751816
ACH-001280,-0.12434125546684373
ACH-001283,-0.1509921571701872
ACH-001289,-0.18718596523165146
ACH-001300,0.1025628056739388
ACH-001301,-0.009394688470310223
ACH-001302,-0.008805020646544074
ACH-001306,-0.004542452388763922
ACH-001318,-0.11934730541400775
ACH-001322,-0.045304436956022494
ACH-001328,-0.08820378508131092
ACH-001332,-0.17983097177093965
ACH-001336,-0.036992356834697065
ACH-001346,-0.06505388541392854
ACH-001353,-0.29630486876439444
ACH-001354,0.02103002459671075
ACH-001367,-0.18282996605133556
ACH-001368,-0.18355053176031425
ACH-001374,-0.08919241175795052
ACH-001377,-0.2149380682956466
ACH-001380,-0.1353368215080851
ACH-001391,-0.13572509235390454
ACH-001408,-0.11709978918032478
ACH-001430,0.017384622043158594
ACH-001431,-0.07032704413230885
ACH-001450,-0.1396475350441239
ACH-001496,-0.14158272402549352
ACH-001500,-0.15740212331487674
ACH-001523,-0.20792311781279146
ACH-001532,-0.10220238878221023
ACH-001550,-0.32527461424665804
ACH-001552,-0.2849803867125639
ACH-001554,-0.10082165275965206
ACH-001654,-0.14399741315910308
ACH-001735,-0.16194713476795666
ACH-001736,-0.09099054710584498
ACH-001737,-0.2214662284430488
ACH-001740,-0.1404382002237685
ACH-001745,-0.052734624690625835
ACH-001765,-0.15614826779362165
