,SVIP (258010)
ACH-000004,-0.09178983160762072
ACH-000005,-0.03260526390875521
ACH-000007,-0.05503451655507737
ACH-000009,-0.037335941019749665
ACH-000011,-0.06461196053962004
ACH-000012,-0.08689830382891016
ACH-000013,-0.05105327934030557
ACH-000014,-0.14445112244585714
ACH-000015,0.04368235736487107
ACH-000017,0.06296383071272317
ACH-000018,-0.249799759266966
ACH-000019,-0.40008797471145896
ACH-000021,-0.12340026518890435
ACH-000022,-0.06415533371837989
ACH-000025,-0.10754150352816937
ACH-000028,-0.1951166486655216
ACH-000030,-0.2172458301288383
ACH-000035,-0.009957690547807884
ACH-000036,-0.17389404606087427
ACH-000037,0.03384572859945678
ACH-000039,0.027900640206256024
ACH-000040,-0.10203557199080593
ACH-000041,-0.0330901824115391
ACH-000042,-0.09209398206070804
ACH-000045,-0.0543447083249019
ACH-000047,0.01907581197727153
ACH-000052,-0.2805044321978449
ACH-000053,-0.09909432356235988
ACH-000054,-0.12077367087737267
ACH-000055,-0.1059060350915618
ACH-000060,-0.06434004072677506
ACH-000067,-0.036329931276516174
ACH-000070,-0.06661885109752243
ACH-000075,-0.17797155975273407
ACH-000078,-0.09548730751606896
ACH-000082,0.0654410424402839
ACH-000085,-0.13693335724247013
ACH-000086,-0.09994931104104986
ACH-000087,0.0425165262631217
ACH-000092,-0.04219622466604814
ACH-000095,-0.06278090584925786
ACH-000097,-0.12003574921377998
ACH-000098,-0.2399561038891739
ACH-000099,-0.15230856786777802
ACH-000108,-0.12691716213940216
ACH-000113,-0.07300733438239497
ACH-000116,-0.05690467268117445
ACH-000118,-0.09542257567246082
ACH-000120,-0.0784152530706819
ACH-000123,-0.0815786686477423
ACH-000127,-0.12687800444654085
ACH-000128,-0.14337920269783466
ACH-000132,0.03127802035795906
ACH-000133,-0.2675120957755766
ACH-000137,0.055346175254740976
ACH-000138,-0.03935421336212407
ACH-000142,-0.1761585303886639
ACH-000143,-0.258977413092714
ACH-000146,0.015933265567649534
ACH-000148,-0.11409799280071214
ACH-000150,0.08199830619934524
ACH-000152,0.0018811135255848055
ACH-000153,-0.04466872510091777
ACH-000159,-0.03772712869830753
ACH-000160,-0.0005470778143174787
ACH-000163,0.0023628426854630947
ACH-000167,0.2469396946829547
ACH-000168,-0.12316418369218385
