,VCPKMT (79609)
ACH-000004,-0.15859079512496896
ACH-000005,0.053496622623681434
ACH-000007,-0.2667380806809732
ACH-000009,-0.10082253538174007
ACH-000011,-0.04177118314392441
ACH-000012,-0.21538899806900516
ACH-000013,-0.1955105553026968
ACH-000014,-0.0004206500737935853
ACH-000015,-0.08563603608937664
ACH-000017,-0.301164039977018
ACH-000018,-0.16956119402961164
ACH-000019,-0.0157563465672099
ACH-000021,-0.11362799759323765
ACH-000022,-0.17148601845780406
ACH-000025,-0.09079768711566756
ACH-000028,-0.27312689542270313
ACH-000030,-0.14253529087127914
ACH-000035,-0.0069561333106623905
ACH-000036,-0.14001093805766798
ACH-000037,-0.06577128691737054
ACH-000039,-0.06318957317232586
ACH-000040,-0.2257881190361311
ACH-000041,-0.15501871429546746
ACH-000042,-0.14606150073844695
ACH-000045,-0.11752690643671015
ACH-000047,-0.0232730232971768
ACH-000052,-0.4293667640270925
ACH-000053,-0.2370064450038006
ACH-000054,-0.2848298090439493
ACH-000055,-0.2665758214532957
ACH-000060,-0.30849394128767105
ACH-000067,-0.011821101524634206
ACH-000070,-0.1719389574918062
ACH-000075,-0.1833911934066172
ACH-000078,-0.15837703894535485
ACH-000082,-0.24078472548460275
ACH-000085,0.045776642841828835
ACH-000086,-0.21189672912612206
ACH-000087,-0.2570131547223761
ACH-000092,-0.1733220877792346
ACH-000095,-0.13850563097163435
ACH-000097,-0.17684031565803174
ACH-000098,-0.021138468594517908
ACH-000099,-0.13895449491612766
ACH-000108,-0.03748666006980512
ACH-000113,-0.18615846138950512
ACH-000116,-0.1837889344421441
ACH-000118,-0.20871139544486186
ACH-000120,-0.1518036249367535
ACH-000123,-0.2658515092030713
ACH-000127,-0.1643336445730923
ACH-000128,-0.19981458649706235
ACH-000132,-0.13013766195495433
ACH-000133,-0.15488354373290478
ACH-000137,-0.1834798836947308
ACH-000138,-0.22225542667132286
ACH-000142,-0.121570114238354
ACH-000143,-0.0872650790408997
ACH-000146,-0.07949585311979801
ACH-000148,-0.17180621737718982
ACH-000150,-0.06829925909071807
ACH-000152,-0.1706123007716844
ACH-000153,-0.1044330126222542
ACH-000159,-0.22419765302244749
ACH-000160,-0.3009567957128105
ACH-000163,-0.2497218905191999
ACH-000167,-0.19956294432316926
ACH-000168,-0.27266883937969605
ACH-000169,-0.11701205912239282
ACH-000178,-0.12314446749302085
ACH-000183,-0.19432295092164506
ACH-000188,-0.14839206638661584
ACH-000189,-0.5947930147282756
ACH-000190,-0.17752046607025712
ACH-000198,-0.12633656195683526
ACH-000203,0.06743292366313673
ACH-000204,-0.1268477838396682
ACH-000206,-0.2082828248225642
ACH-000207,-0.09820460371683856
ACH-000208,0.05614288206312218
ACH-000210,-0.17337561585149242
ACH-000211,-0.14301323289611514
ACH-000215,-0.13032440833146622
ACH-000221,-0.029009579265130307
ACH-000222,-0.04898755703703569
ACH-000223,-0.11656569438689485
ACH-000226,-0.20320640102439128
ACH-000227,-0.17330042686439465
ACH-000228,-0.2669178935014749
ACH-000231,-0.1869706445384276
ACH-000232,-0.11550991003739512
ACH-000233,-0.2802373033422076
ACH-000234,-0.07748778461644773
ACH-000235,-0.24003672185743785
ACH-000237,0.04694785714613282
ACH-000238,-0.20219462030452945
ACH-000242,-0.4555606582290841
ACH-000243,-0.4304312783519621
ACH-000244,-0.2677975406641626
ACH-000246,-0.1878507336809725
ACH-000248,-0.07303662372140868
ACH-000250,-0.23775337140998595
ACH-000251,-0.3763667483033297
ACH-000252,-0.1565489833623352
ACH-000253,-0.05102520721024326
ACH-000255,-0.20864794151484206
ACH-000256,-0.16636450232866667
ACH-000257,-0.180096588946362
ACH-000258,0.008825164462113145
ACH-000259,-0.114005421986476
ACH-000260,-0.1912107075654504
ACH-000261,-0.2783170081999207
ACH-000262,-0.268837038733615
ACH-000263,-0.06083458237676005
ACH-000264,-0.251343413298644
ACH-000265,-0.18870060118461396
ACH-000266,-0.22310996639715197
ACH-000272,-0.224291750216036
ACH-000274,-0.13529349507752408
ACH-000277,-0.1428039093568641
ACH-000278,0.0011246958499357678
ACH-000279,-0.1322532402788734
ACH-000280,-0.18042776658459345
ACH-000281,-0.20616641994053592
ACH-000288,-0.19312527439788474
ACH-000291,-0.07740035638329207
ACH-000293,-0.10621659865368872
ACH-000294,-0.09524021420279012
ACH-000295,-0.15065885958962058
ACH-000296,-0.046939364903994384
ACH-000302,-0.04828101076433779
ACH-000304,-0.11025846872128484
ACH-000307,-0.1056788176574128
ACH-000308,-0.13471998184589512
ACH-000310,-0.13967342070880906
ACH-000311,-0.2923993021408365
ACH-000312,-0.08795479578491233
ACH-000315,-0.27338334475473897
ACH-000316,-0.05748966679747555
ACH-000317,-0.30458902929610554
ACH-000318,-0.16683975264925388
ACH-000319,-0.0738801205031058
ACH-000320,-0.13294438119098326
ACH-000322,-0.2182699762175555
ACH-000323,-0.1596413317209577
ACH-000324,-0.29554408901859724
ACH-000329,-0.08791006894062052
ACH-000330,-0.041283608113770826
ACH-000331,-0.07037535609682594
ACH-000332,-0.2070873855758243
ACH-000334,-0.25719120346523816
ACH-000335,-0.3625268937035122
ACH-000336,-0.0909830725931055
ACH-000337,-0.21068552869650456
ACH-000338,-0.5598942789317579
ACH-000339,-0.1416227684501175
ACH-000341,-0.08392437931536177
ACH-000348,-0.21779773952726067
ACH-000350,-0.038592705208941716
ACH-000352,-0.16582259337565422
ACH-000356,-0.14101315420992547
ACH-000361,-0.22597733487416696
ACH-000362,-0.20494487595546504
ACH-000363,-0.2288840223666527
ACH-000364,-0.15179084684088393
ACH-000365,-0.1552184846799936
ACH-000366,-0.016250188133831108
ACH-000368,-0.12347812600108878
ACH-000374,-0.10729949508349867
ACH-000375,0.02593596985926104
ACH-000376,-0.12245148017025324
ACH-000381,-0.15223023521148107
ACH-000383,-0.17313327577896276
ACH-000387,-0.16688345181067266
ACH-000389,0.0036711527861231397
ACH-000390,-0.11446233145255925
ACH-000393,-0.16962668516550197
ACH-000395,-0.17840269379458254
ACH-000396,-0.4155131586987584
ACH-000397,-0.23818671689504425
ACH-000401,-0.09254096990551518
ACH-000402,-0.3651351483996542
ACH-000403,-0.1185147639630978
ACH-000404,0.01007816800594138
ACH-000406,-0.16661973600381152
ACH-000407,-0.25938819877281755
ACH-000408,-0.3039189344308106
ACH-000410,-0.2373155926775365
ACH-000411,-0.16299818368365834
ACH-000414,-0.2017631520538889
ACH-000415,-0.106772690522636
ACH-000416,-0.00816094228590668
ACH-000420,0.006306634751257425
ACH-000421,-0.08917197440899809
ACH-000424,-0.16788931948264796
ACH-000425,-0.08997541659638943
ACH-000426,-0.16421099090032495
ACH-000427,-0.0629268885002836
ACH-000433,-0.2967178010941572
ACH-000435,0.08601285516733898
ACH-000436,-0.06231070145432921
ACH-000444,-0.2412215964492359
ACH-000445,-0.05338631403125906
ACH-000448,-0.25156275006690343
ACH-000450,-0.2236803219269146
ACH-000452,-0.10328398332876404
ACH-000454,-0.04086555015762899
ACH-000458,-0.16148970049888142
ACH-000459,-0.2825244080145751
ACH-000460,-0.24846017069653897
ACH-000461,-0.166870802893143
ACH-000463,-0.19645064145619293
ACH-000464,-0.20012723186417533
ACH-000466,-0.2110422262950848
ACH-000467,0.02046782138933893
ACH-000468,-0.03356428072988177
ACH-000469,-0.10933059345978564
ACH-000470,-0.008484413543815935
ACH-000471,-0.1618304403689809
ACH-000472,-0.14139963991551174
ACH-000473,-0.2098344588497992
ACH-000475,-0.16701388255792704
ACH-000476,-0.25674268731296485
ACH-000477,-0.054854165591961886
ACH-000479,-0.08257612499519858
ACH-000480,0.031160476397752275
ACH-000481,-0.3188360410471783
ACH-000483,-0.10078545772516256
ACH-000484,-0.19488157033548428
ACH-000485,-0.13531017898093758
ACH-000486,-0.2462007384250024
ACH-000487,-0.0013139145048544588
ACH-000488,-0.13911084761565087
ACH-000490,-0.2027832678983172
ACH-000491,-0.17901164836613265
ACH-000495,-0.13320800624501178
ACH-000496,-0.01975622483181821
ACH-000499,-0.3153729876293587
ACH-000500,-0.4273812200624671
ACH-000502,-0.2660755357007881
ACH-000503,-0.16822071345283018
ACH-000505,-0.1349594464216416
ACH-000507,-0.19654600271135836
ACH-000510,-0.1024927164778026
ACH-000511,-0.2715800951997236
ACH-000512,0.013037263803891341
ACH-000516,-0.1542213948178485
ACH-000517,-0.15044281980416993
ACH-000518,-0.020249419061004442
ACH-000520,-0.1249528325843281
ACH-000521,-0.00832787027639403
ACH-000522,-0.24540468135051144
ACH-000524,-0.1679116711729676
ACH-000527,-0.10817630887266877
ACH-000528,-0.17393600097097248
ACH-000537,-0.1432978637874094
ACH-000541,-0.1565728869994262
ACH-000542,-0.09994469846465087
ACH-000544,-0.023374061571338842
ACH-000545,-0.2617176141629204
ACH-000547,-0.3027133163817989
ACH-000548,-0.11399658696343427
ACH-000549,-0.08530398727150193
ACH-000550,-0.12655283897560254
ACH-000552,-0.2541949039307474
ACH-000556,-0.0974510642404916
ACH-000557,-0.16811702317917246
ACH-000569,-0.07537845670886208
ACH-000570,-0.1666040867887961
ACH-000571,-0.12280909446727885
ACH-000573,-0.14557986657848945
