,CCNYL1 (151195)
ACH-000004,0.23342991036010374
ACH-000005,0.02829460838084652
ACH-000007,0.017622173480688962
ACH-000009,0.06000853972953282
ACH-000011,0.13516933822017174
ACH-000012,0.027479907708269448
ACH-000013,-0.004849692918150852
ACH-000014,0.17443200112659368
ACH-000015,-0.02400424691081426
ACH-000017,0.14597416695118498
ACH-000018,0.15693275883420674
ACH-000019,0.1259244381529484
ACH-000021,0.09610463176879423
ACH-000022,0.044073416850857486
ACH-000025,0.1867727674300825
ACH-000028,0.11161249755949693
ACH-000030,0.07761663950418436
ACH-000035,0.1760873164812478
ACH-000036,0.2547296136263256
ACH-000037,0.10196365521047887
ACH-000039,-0.1314351102346881
ACH-000040,0.15717239685787088
ACH-000041,0.17429505404801382
ACH-000042,0.06290947455809318
ACH-000045,0.06560707460797244
ACH-000047,0.12918827571190658
ACH-000052,-0.08794753891829127
ACH-000053,-0.013577276232916527
ACH-000054,0.10483506850566436
ACH-000055,0.021318831347863863
ACH-000060,0.05561591421640804
ACH-000067,0.13808530843464828
ACH-000070,0.1939962567133368
ACH-000075,-0.005046063653419841
ACH-000078,0.12363670109596125
ACH-000082,0.034202710018737835
ACH-000085,0.07963862753391099
ACH-000086,0.04938856479273767
ACH-000087,0.15173637732407327
ACH-000092,-0.00142813750662575
ACH-000095,0.05071894124079057
ACH-000097,0.034964845775493504
ACH-000098,0.02065422597058447
ACH-000099,0.10272801946491056
ACH-000108,0.01875885580977233
ACH-000113,0.0371196450553886
ACH-000116,0.1610445210218394
ACH-000118,0.08401794961020555
ACH-000120,0.08071422660564696
ACH-000123,0.022312290307275003
ACH-000127,0.0701616678944631
ACH-000128,0.25101728522654665
ACH-000132,0.1578729889650699
ACH-000133,0.05544297426128498
ACH-000137,0.13299785720532145
ACH-000138,0.14416503341591674
ACH-000142,0.04409718726763286
ACH-000143,0.07685251161011819
ACH-000146,0.03266994859684525
ACH-000148,0.16820836072533096
ACH-000150,0.18444663076489395
ACH-000152,-0.020646393460718858
ACH-000153,-0.035681020250937716
ACH-000159,0.09242877467289592
ACH-000160,0.06634673532208628
ACH-000163,0.15717052023273198
ACH-000167,-0.22071987409070146
ACH-000168,0.16868546235549126
ACH-000169,0.1428142400225314
