,MAP3K6 (9064)
ACH-000004,-0.031904701424357085
ACH-000005,0.6718490961843363
ACH-000007,-0.09058758051696553
ACH-000009,-0.08244694844768442
ACH-000011,-0.1754541166534953
ACH-000012,-0.03627915125082935
ACH-000013,-0.11401500018895387
ACH-000014,-0.053981344925364674
ACH-000015,-0.12853105144134294
ACH-000017,-0.1223004638689884
ACH-000018,0.014625180932017168
ACH-000019,-0.026572116071352028
ACH-000021,-0.1250444057502168
ACH-000022,-0.09957670514560052
ACH-000025,-0.13349574803981135
ACH-000028,-0.01260048717500658
ACH-000030,-0.1116085298161639
ACH-000035,-0.25077259288979503
ACH-000036,-0.2562938149639566
ACH-000037,-0.044083255655281095
ACH-000039,-0.1943517787575061
ACH-000040,-0.19145457928614326
ACH-000041,-0.17399048039804835
ACH-000042,-0.0938949234812267
ACH-000045,0.05157083212084445
ACH-000047,-0.16974628170783312
ACH-000052,-0.21000130283975887
ACH-000053,-0.08512808076865061
ACH-000054,-0.20383565342276566
ACH-000055,-0.05686065257864551
ACH-000060,-0.2657654800243948
ACH-000067,-0.2478894598492256
ACH-000070,-0.2838548869311092
ACH-000075,-0.1448377134027335
ACH-000078,-0.22707212243019706
ACH-000082,-0.1828336595417852
ACH-000085,0.15262259795227495
ACH-000086,-0.2020038132218463
ACH-000087,0.046591822738448384
ACH-000092,-0.32404132615841835
ACH-000095,-0.05504885151968348
ACH-000097,-0.3015795086733346
ACH-000098,-0.200711125209928
ACH-000099,-0.07223116361543057
ACH-000108,-0.1235381572937987
ACH-000113,-0.29699950598253344
ACH-000116,-0.05192223880533777
ACH-000118,-0.07012457638980359
ACH-000120,-0.22267211128868314
ACH-000123,-0.06722829082793416
ACH-000127,-0.19388499587546584
ACH-000128,-0.2235076441157035
ACH-000132,-0.1501798943751422
ACH-000133,-0.20135782118509324
ACH-000137,-0.19864479440517535
ACH-000138,-0.11610633932993698
ACH-000142,-0.14707962790712958
ACH-000143,-0.13296130361025355
ACH-000146,-0.04434949748782921
ACH-000148,-0.02038607626247762
ACH-000150,-0.2451482475961428
ACH-000152,-0.1798555124675555
ACH-000153,0.19914704842843645
ACH-000159,-0.19827448985370316
ACH-000160,-0.08218763874221048
ACH-000163,-0.1594498688022502
ACH-000167,0.05867209250338658
ACH-000168,-0.03530545098740279
ACH-000169,-0.17472239814957805
ACH-000178,-0.14233839608765195
