,PCDHB6 (56130)
ACH-000004,0.09468223627167474
ACH-000005,-0.3621597220794157
ACH-000007,-0.019358957376378823
ACH-000009,-0.0590275772276766
ACH-000011,0.14192402766085865
ACH-000012,-0.11098562322861033
ACH-000013,0.040254066667065914
ACH-000014,-0.17970233916276576
ACH-000015,-0.16502742749190782
ACH-000017,-0.08810967441112723
ACH-000018,-0.05313900378377076
ACH-000019,0.09446443106834776
ACH-000021,-0.03657863384640585
ACH-000022,-0.09938206906085943
ACH-000025,0.13360112401384752
ACH-000028,0.05575342572464393
ACH-000030,-0.0024956123926806626
ACH-000035,-0.00875212004826445
ACH-000036,-0.05173264276691904
ACH-000037,-0.07834738966693511
ACH-000039,-0.020609308982251717
ACH-000040,-0.0058712123001556146
ACH-000041,-0.06644162900680102
ACH-000042,0.004563119587802058
ACH-000045,-0.14915748500153525
ACH-000047,-0.04998597423353486
ACH-000052,0.0350691835106307
ACH-000053,-0.062347363044076426
ACH-000054,-0.045999536784344264
ACH-000055,-0.10466446834245872
ACH-000060,-0.024739206402031103
ACH-000067,-0.01081561826877412
ACH-000070,-0.13293184217064036
ACH-000075,-0.3169753687948016
ACH-000078,-0.07874787437360597
ACH-000082,0.06558397982201751
ACH-000085,0.024035219618984086
ACH-000086,0.09167924336369464
ACH-000087,0.07851358016062443
ACH-000092,0.13703301423328249
ACH-000095,-0.1148430759909759
ACH-000097,-0.011435734873927409
ACH-000098,0.003791219517173793
ACH-000099,0.024421305416668364
ACH-000108,-0.06625381285092292
ACH-000113,0.036892598576898576
ACH-000116,-0.0077154283811112405
ACH-000118,-0.057628855515750414
ACH-000120,-0.008298199968732276
ACH-000123,-0.0753596424051276
ACH-000127,-0.06148122482651454
ACH-000128,-0.05065758043255962
ACH-000132,-0.02954324781776064
ACH-000133,-0.008750060096565537
ACH-000137,-0.06158378162544501
ACH-000138,-0.096998734223196
ACH-000142,0.004949012569793911
ACH-000143,-0.025914713864619358
ACH-000146,-0.03367073965822393
ACH-000148,-0.05325366238255085
ACH-000150,-0.2153253167147568
ACH-000152,-0.13561175176152782
ACH-000153,0.03032999789754841
ACH-000159,-0.04736134526825417
ACH-000160,-0.04122256857111458
ACH-000163,-0.1045539112509292
ACH-000167,-0.4103390832104917
ACH-000168,0.11453112604095002
ACH-000169,-0.01331110266830138
ACH-000178,-0.1229036276943503
ACH-000183,-0.012910798683950444
ACH-000188,-0.06271954866728299
ACH-000189,0.014830570690815762
ACH-000190,-0.04519658384248694
ACH-000198,-0.03278756336332709
ACH-000203,0.0211786126484536
ACH-000204,0.18604342561717715
ACH-000206,0.05868159544674751
ACH-000207,-0.011148767070636645
ACH-000208,-0.03644108590013823
ACH-000210,-0.09215696447251424
ACH-000211,0.05078432397601227
ACH-000215,-0.017108310916981406
ACH-000221,-0.0865100595316714
ACH-000222,0.1012889557081145
ACH-000223,-0.02235075913058791
ACH-000226,-0.016812745359097415
ACH-000227,-0.1204743186290486
ACH-000228,0.027864853212579508
ACH-000231,0.030991276202807894
ACH-000232,-0.050460105424388994
ACH-000233,-0.01997303541789611
ACH-000234,-0.040426051098621664
ACH-000235,-0.06492054376301892
ACH-000237,-0.012112272854036736
ACH-000238,-0.04135184417997658
ACH-000242,-0.03748416685085282
ACH-000243,-0.03274278193224176
ACH-000244,-0.14926688986654169
ACH-000246,-0.004723827938256385
ACH-000248,-0.08350735364069294
ACH-000250,-0.10834286541812647
ACH-000251,-0.1241633547090913
ACH-000252,-0.03433488885909493
ACH-000253,-0.003180350548911007
ACH-000255,-0.00573088914161406
ACH-000256,0.06824970086272468
ACH-000257,-0.07348807257751636
ACH-000258,0.018525485057868676
ACH-000259,-0.011943254838335858
ACH-000260,0.05449603747049859
ACH-000261,0.0006277932087658527
ACH-000262,-0.022139289577362758
ACH-000263,-0.008066652953868998
ACH-000264,-0.04751824454493449
ACH-000265,-0.01818417669744087
