,PRODH2 (58510)
ACH-000004,-0.5527102648529622
ACH-000005,0.031055927463536307
ACH-000007,-0.19982533360759488
ACH-000009,-0.35597681343954896
ACH-000011,-0.2664558830081171
ACH-000012,-0.2936314053372048
ACH-000013,-0.4694089536319119
ACH-000014,-0.2686441306518157
ACH-000015,-0.4974232365204603
ACH-000017,-0.27122805154577906
ACH-000018,-0.2197113688037836
ACH-000019,-0.2134393052351464
ACH-000021,-0.4399606210161565
ACH-000022,-0.33388709439146386
ACH-000025,-0.18990312108593285
ACH-000028,-0.2733737255207048
ACH-000030,-0.3354112237207206
ACH-000035,-0.2352840338106395
ACH-000036,-0.416407068195258
ACH-000037,-0.3918553757662463
ACH-000039,-0.3982018097041808
ACH-000040,-0.04900235840689848
ACH-000041,-0.15150389783308554
ACH-000042,-0.2511345265804847
ACH-000045,-0.4694944371184836
ACH-000047,-0.13132311478437486
ACH-000052,-0.7234839746167684
ACH-000053,-0.3843533730712528
ACH-000054,-0.26143942829808664
ACH-000055,-0.16651705079759982
ACH-000060,-0.2477326268229371
ACH-000067,-0.3581116827710259
ACH-000070,-0.490154739055663
ACH-000075,-0.5851079951175294
ACH-000078,-0.2650395092927908
ACH-000082,-0.17507215796850434
ACH-000085,-0.3784977174233861
ACH-000086,-0.3651462927790825
ACH-000087,-0.2780106629318756
ACH-000092,-0.468474710260885
ACH-000095,-0.24731237389415464
ACH-000097,-0.285994856867755
ACH-000098,-0.4477962045675614
ACH-000099,-0.184268987805302
ACH-000108,-0.3628923451934418
ACH-000113,-0.2922648640962984
ACH-000116,-0.2280263913745164
ACH-000118,-0.27797516136816297
ACH-000120,-0.21177668137733133
ACH-000123,-0.2477728380755103
ACH-000127,-0.2668017170001899
ACH-000128,-0.3322110511060889
ACH-000132,-0.2445385972257283
ACH-000133,-0.2286864834161029
ACH-000137,-0.4357114200659847
ACH-000138,-0.2958699661774601
ACH-000142,-0.19658642917118316
ACH-000143,-0.14666992580906496
ACH-000146,-0.2526170106312486
ACH-000148,-0.29421460617644024
ACH-000150,-0.23337413612364016
ACH-000152,-0.28583647537109497
ACH-000153,-0.5838008656039746
ACH-000159,-0.2907455096227869
ACH-000160,-0.2922021788638165
ACH-000163,-0.3423216940554722
ACH-000167,-0.5293653680987681
ACH-000168,-0.4493341991900565
ACH-000169,-0.3714655521229288
ACH-000178,-0.2908617876413477
ACH-000183,-0.4613603518253878
ACH-000188,-0.25966948362486664
ACH-000189,-0.4427053035500114
ACH-000190,-0.3522895320104024
ACH-000198,-0.25733976462684605
ACH-000203,-0.0629596707309057
ACH-000204,-0.34917000056420905
ACH-000206,-0.5028087282929494
ACH-000207,-0.36521771625848903
ACH-000208,0.1461975747096836
ACH-000210,-0.6411393130861988
ACH-000211,-0.31801272843762146
ACH-000215,-0.3052749124716126
ACH-000221,-0.3944266022511828
ACH-000222,-0.3444953493642565
ACH-000223,-0.19435356363830045
ACH-000226,-0.3701051619903584
ACH-000227,-0.06658699155995061
ACH-000228,-0.25477592007103783
ACH-000231,-0.22623187090302244
ACH-000232,-0.3830221792694659
ACH-000233,-0.24561619488079525
ACH-000234,-0.3410463591668106
ACH-000235,-0.3424575688998845
ACH-000237,-0.3736823042803093
ACH-000238,-0.30330254416864
ACH-000242,0.08685802990079759
ACH-000243,-0.21911376747108716
ACH-000244,-0.4050273274858127
ACH-000246,-0.3029784756536268
ACH-000248,-0.21858773059955952
ACH-000250,-0.3111030918897795
ACH-000251,-0.6832038955486558
ACH-000252,-0.4151000983701643
ACH-000253,-0.2682019037803674
ACH-000255,-0.2775582225605275
ACH-000256,-0.2614334984175544
ACH-000257,-0.2313809002482075
ACH-000258,-0.3605820607514138
ACH-000259,-0.2530653278672299
ACH-000260,-0.2592071228738824
ACH-000261,-0.3645138891419968
ACH-000262,-0.9396315332420035
ACH-000263,-0.28292460893478066
ACH-000264,-0.2948269393188668
ACH-000265,-0.17723241266400128
ACH-000266,-0.4160937713778589
ACH-000272,-0.3480463169353663
ACH-000274,-0.3278082339871114
ACH-000277,-0.383523075710022
ACH-000278,-0.22810163464273306
ACH-000279,-0.25490918138153945
ACH-000280,-0.3774850577347499
ACH-000281,-0.21806770127660915
ACH-000288,-0.2773234248277744
ACH-000291,-0.5171805306727811
ACH-000293,-0.6041594459339537
ACH-000294,-0.3201377314854215
ACH-000295,-0.6386177011548989
ACH-000296,-0.486214112299273
ACH-000302,-0.5692810259378829
ACH-000304,-0.4387641462664679
ACH-000307,-0.1205320714278009
ACH-000308,-0.3788723159157965
ACH-000310,-0.19406999165027186
ACH-000311,-0.3767980874897494
ACH-000312,-0.2453405073773589
ACH-000315,-0.4110993063967255
ACH-000316,-0.3834473335723582
ACH-000317,-0.19647888808548603
ACH-000318,-0.3869407603826717
ACH-000319,-0.40466544667178994
ACH-000320,-0.16865524266226062
ACH-000322,-0.23442033499454515
ACH-000323,-0.2013699127540699
ACH-000324,-0.3092236769990167
ACH-000329,-0.2950801362755301
ACH-000330,-0.3833946812230532
ACH-000331,-0.2523938995765617
ACH-000332,-0.2254067658851895
ACH-000334,-0.2508510531358323
ACH-000335,-0.2853979925429464
ACH-000336,0.10405149980855878
ACH-000337,-0.319228301112132
ACH-000338,-0.4913247308085362
ACH-000339,-0.3113839423916614
ACH-000341,-0.2487482626692469
ACH-000348,-0.15113530892006827
ACH-000350,-0.27456018658542125
ACH-000352,-0.3134608074725621
ACH-000356,-0.2792927175293373
ACH-000361,-0.3551875421717744
ACH-000362,-0.3215192349054962
ACH-000363,-0.31673103585565715
ACH-000364,-0.3517570273483377
ACH-000365,-0.4955791531996054
ACH-000366,-0.3216063699234768
ACH-000368,-0.34883286086253285
ACH-000374,-0.2421673692389627
ACH-000375,-0.23128394170114935
ACH-000376,-0.31402451719121033
ACH-000381,-0.25235450990642955
ACH-000383,-0.386597150979223
ACH-000387,-0.4309138175482439
ACH-000389,-0.3988201268736225
ACH-000390,-0.3395804619297397
ACH-000393,-0.2939141275518781
ACH-000395,-0.25884365040931256
ACH-000396,-0.7497813841878141
ACH-000397,-0.23262832832039065
ACH-000401,-0.488763090129392
ACH-000402,-0.4694487146152246
ACH-000403,-0.2597430918526052
ACH-000404,-0.3282822573295953
ACH-000406,-0.24692011996645302
ACH-000407,-0.4819232237133817
ACH-000408,-0.4866053197466018
ACH-000410,-0.2980521760138542
ACH-000411,-0.2887673121180857
ACH-000414,-0.5484250922477738
ACH-000415,-0.29192891427055
ACH-000416,-0.3279409378077011
ACH-000420,-0.2448906313460964
ACH-000421,-0.30885137006143565
ACH-000424,-0.2851200843755973
ACH-000425,-0.3639902111872734
ACH-000426,-0.20075067093581603
ACH-000427,-0.17988166880748907
ACH-000433,-0.40598760446708
ACH-000435,-0.2416271781174945
ACH-000436,-0.03253253698847934
ACH-000444,-0.4927791295187273
ACH-000445,-0.6307404288302765
ACH-000448,-0.2875436446024054
ACH-000450,-0.4604130793140339
ACH-000452,-0.18732875545607192
ACH-000454,-0.434511637015492
ACH-000458,-0.2323745918409339
ACH-000459,-0.009170269067132615
ACH-000460,-0.20374911571809698
ACH-000461,-0.26226552455081903
ACH-000463,-0.3783306007557232
ACH-000464,-0.20463023098681554
ACH-000466,-0.3642381730438398
ACH-000467,-0.3600987279938367
ACH-000468,-0.4585735217680594
ACH-000469,-0.2933022853535579
ACH-000470,-0.4419524514983726
ACH-000471,-0.33998801454133665
ACH-000472,-0.40698178121659984
ACH-000473,-0.2170758673401128
ACH-000475,-0.30169844526415585
ACH-000476,-0.41087173895594425
ACH-000477,-0.1047644726030808
ACH-000479,-0.1711152958658957
ACH-000480,-0.24952385231273155
ACH-000481,-0.1695750316686763
ACH-000483,-0.06018907468731875
ACH-000484,-0.3650982997122792
ACH-000485,-0.307629801611714
ACH-000486,-0.30983248034121524
ACH-000487,-0.3217587946838569
ACH-000488,-0.213706384221641
ACH-000490,-0.30949251683447165
ACH-000491,-0.12123981874796035
ACH-000495,-0.1940420592920001
ACH-000496,-0.1966456956237349
ACH-000499,-0.5674790477253024
ACH-000500,-0.33751654343640136
ACH-000502,-0.2944867494092837
ACH-000503,-0.2721442957559965
ACH-000505,-0.38141653447226426
ACH-000507,-0.3600867912103799
ACH-000510,-0.4061940970848469
ACH-000511,-0.4491147745621562
ACH-000512,-0.4994207973153143
ACH-000516,-0.4289795916907768
ACH-000517,-0.24805211258999915
ACH-000518,-0.22206220207807295
ACH-000520,-0.2739356291898423
ACH-000521,-0.4937911741791432
ACH-000522,-0.37153253897326777
ACH-000524,-0.29130577239163696
ACH-000527,-0.31434223148383666
ACH-000528,-0.2028752480080726
ACH-000537,-0.1961591316110983
ACH-000541,-0.4877962674478935
ACH-000542,-0.19836350680857406
ACH-000544,-0.2369927043235472
ACH-000545,-0.3613896466126018
ACH-000547,-0.5194828498237777
ACH-000548,-0.21619847828503144
ACH-000549,-0.6856362625805034
ACH-000550,-0.1738280726176689
ACH-000552,-0.3938520880104553
ACH-000556,-0.4340968832377726
ACH-000557,-0.3035628265724692
ACH-000569,-0.012189451986468194
ACH-000570,-0.2642584662186109
ACH-000571,-0.4142179206796249
ACH-000573,-0.40582196010282173
ACH-000576,-0.1090371486345808
ACH-000579,-0.3359545960701795
ACH-000580,-0.061704779307374336
ACH-000584,-0.33666518940598583
ACH-000585,-0.2906633197242894
ACH-000588,-0.38782905054073546
ACH-000589,-0.5300758078187922
ACH-000591,-0.3080510341239746
ACH-000593,-0.2576252306960823
ACH-000600,-0.2281640541119219
ACH-000601,-0.36007052900138425
ACH-000605,-0.19234102509292167
ACH-000606,-0.4409431972655773
ACH-000608,-0.3772992087500892
ACH-000614,-0.1374380971638564
ACH-000616,-0.35138703153807793
ACH-000618,-0.2728931580643571
ACH-000619,-0.1167066378549054
ACH-000620,-0.30919477445702537
ACH-000621,-0.3210955659779431
ACH-000622,-0.07477530271052987
ACH-000623,-0.2478663339425595
ACH-000624,-0.32968074292638583
ACH-000627,-0.3623502428818464
ACH-000630,-0.2455729018472995
ACH-000631,0.0842018763311923
ACH-000632,-0.3213280234770161
ACH-000633,-0.3581696491594771
ACH-000637,-0.25025283506180485
ACH-000638,-0.31071058272813873
ACH-000646,-0.37285738886778935
ACH-000647,-0.271199953322577
ACH-000648,-0.203259319632532
ACH-000649,-0.3317381150326267
ACH-000651,-0.2575293124775944
ACH-000652,-0.3182575063013908
ACH-000653,-0.3078729837929324
ACH-000657,-0.21353743136362266
ACH-000658,-0.30726157155577216
ACH-000661,-0.2626955879539227
ACH-000662,-0.08135218071794831
ACH-000663,-0.4800346772359551
ACH-000665,-0.3414684539533902
ACH-000671,-0.4267573754147188
ACH-000672,-0.6725105463809495
ACH-000673,-0.2895513127525434
ACH-000676,-0.25556280290982786
ACH-000677,-0.3058950255674848
ACH-000681,-0.3122202078449716
ACH-000683,-0.26152045823867204
ACH-000684,-0.21602538558360132
ACH-000688,-0.3748395014797404
ACH-000693,-0.32106703373675743
ACH-000694,-0.2335195421120345
ACH-000695,-0.15585176100796025
ACH-000696,-0.3297788068367201
ACH-000697,-0.3516237990368292
ACH-000699,-0.2498467518558473
ACH-000701,-0.04310207622456852
ACH-000706,-0.3118586100239929
ACH-000711,-0.30043314872266863
ACH-000713,-0.5558182875960981
ACH-000714,-0.16984729175352176
ACH-000718,-0.3331541556599177
ACH-000720,-0.2897176400778559
ACH-000721,-0.3308387244760346
ACH-000724,-0.2556383091643197
ACH-000725,-0.3653295862432528
ACH-000732,-0.21630193078068016
ACH-000734,-0.4274854662868266
ACH-000735,-0.27785801928610365
ACH-000736,-0.2889874913031174
ACH-000738,-0.24576271426295726
ACH-000746,-0.4145284392162809
ACH-000747,-0.2601916398324596
ACH-000748,-0.4038602446306886
ACH-000753,-0.2168542694963651
ACH-000756,-0.29923941091618145
ACH-000757,-0.4723932061604073
ACH-000758,-0.4182717425330311
ACH-000760,-0.28978807110433513
ACH-000762,-0.4217752796520554
ACH-000763,-0.2672980684997264
ACH-000764,-0.4047296878441302
