,PRODH2 (58510)
ACH-000765,-0.27242135299989445
ACH-000766,-0.25029098541210404
ACH-000767,-0.21849930596657488
ACH-000768,-0.3094259594155057
ACH-000769,-0.3204311048415079
ACH-000770,-0.30978718534706906
ACH-000771,-0.1804147375385048
ACH-000773,-0.3244833460045626
ACH-000776,-0.3835625393760255
ACH-000777,-0.5155337678513444
ACH-000778,-0.2726471551722357
ACH-000781,-0.2491346762537029
ACH-000782,-0.08394673325698973
ACH-000783,-0.3656044465824652
ACH-000784,-0.20724791530013206
ACH-000785,-0.2436043012115004
ACH-000787,-0.2788236981347549
ACH-000788,-0.3168791800573382
ACH-000791,-0.2954350893284838
ACH-000792,-0.2701435167798423
ACH-000794,-0.14944953734034724
ACH-000796,-0.2569117979722253
ACH-000798,-0.5890543469985
ACH-000799,-0.2816004013683645
ACH-000800,-0.1832860229670784
ACH-000802,-0.4547115207598357
ACH-000804,-0.18486945806035926
ACH-000805,-0.3449218233390542
ACH-000809,-0.44041977354639855
ACH-000810,-0.02811323075689961
ACH-000811,-0.37555959754938295
ACH-000817,-0.22214149515335652
ACH-000819,-0.5210982408915925
ACH-000820,-0.28894403652449563
ACH-000821,-0.4586203599335072
ACH-000822,-0.2751893212984028
ACH-000823,-0.28074350926587
ACH-000824,-0.5262642999718673
ACH-000827,-0.447900027271884
ACH-000829,-0.3518988637691813
ACH-000831,-0.32512398650306434
ACH-000832,-0.4063328675806136
ACH-000833,-0.24818279396124804
ACH-000834,-0.2650256510620869
ACH-000835,-0.3755315451940632
ACH-000836,-0.3348257084885886
ACH-000837,-0.3977638958453886
ACH-000838,-0.3592482185788647
ACH-000839,-0.19953426893750767
ACH-000840,-0.4200574324878785
ACH-000841,-0.3354671508431647
ACH-000843,-0.08165248546950962
ACH-000846,-0.09044980236013217
ACH-000847,-0.4557123911491745
ACH-000848,-0.35380933829249706
ACH-000849,-0.3676945975912965
ACH-000851,-0.18398504339165245
ACH-000855,-0.3914802911562376
ACH-000856,-0.3917446665859545
ACH-000858,-0.41348457357271023
ACH-000859,-0.09093761118454713
ACH-000861,-0.4140348501086995
ACH-000862,-0.3114168059311081
ACH-000865,-0.36570827613136797
ACH-000866,-0.33463639183249505
ACH-000867,-0.2503122256399156
ACH-000869,-0.25739261786274376
ACH-000872,-0.4671276360249037
ACH-000873,-0.4167303821603053
ACH-000876,-0.2414803134559751
ACH-000878,-0.21496851337109224
ACH-000880,-0.40719717840131175
ACH-000881,-0.14820195017558765
ACH-000882,-0.39076127578780745
ACH-000884,-0.2537480918231114
ACH-000885,-0.41555192779313305
ACH-000887,-0.2253044072151332
ACH-000889,-0.36693172477309216
ACH-000896,-0.330602099029962
ACH-000898,-0.4702903910020373
ACH-000900,-0.31718119395704825
ACH-000901,-0.24115285287323054
ACH-000905,-0.2426071674866795
ACH-000906,-0.4560185166085248
ACH-000907,-0.452430409678332
ACH-000910,-0.18206842988724886
ACH-000911,-0.23170775003373936
ACH-000912,-0.42188737460559
ACH-000913,-0.17481738064528707
ACH-000915,-0.3796357077486478
ACH-000916,-0.3418583317220031
ACH-000917,-0.15021647581497466
ACH-000920,-0.3935053823110074
ACH-000921,-0.3692154393938028
ACH-000924,-0.31795607953505745
ACH-000926,-0.28644523692859275
ACH-000928,-0.3707987877469691
ACH-000929,-0.13006792853638208
ACH-000932,-0.2659171818464192
ACH-000935,-0.2332409991950045
ACH-000936,-0.23540701433510494
ACH-000937,-0.2656681479127569
ACH-000938,-0.3670104345328873
ACH-000939,-0.18382134738763908
ACH-000941,-0.4340524587267348
ACH-000943,-0.32937560803382404
ACH-000946,-0.3463471938228473
ACH-000947,-0.3031795847584708
ACH-000948,-0.2765582860857711
ACH-000950,-0.42776488556216624
ACH-000953,-0.23718623890864696
ACH-000954,-0.4885125469727698
ACH-000957,-0.1273897153950715
ACH-000958,-0.4212663441278493
ACH-000960,-0.28227840399090404
ACH-000963,-0.164997762524047
ACH-000968,-0.4640565837186174
ACH-000969,-0.20239742360031027
ACH-000972,-0.7497108197181734
ACH-000973,-0.3205196691297157
ACH-000974,-0.30713332449670083
ACH-000978,-0.3969854074381339
ACH-000984,-0.3760957137788004
ACH-000986,-0.15895286911245354
ACH-000988,-0.31481694281873496
ACH-000993,-0.4496881911942972
ACH-000994,-0.3822424372544713
ACH-000996,-0.34529134371357106
ACH-001001,-0.17360890536968238
ACH-001020,-0.4610457676896866
ACH-001028,-0.3205269045561181
ACH-001031,-0.31091831014856897
ACH-001038,-0.3665540803336295
ACH-001048,-0.344604078779011
ACH-001050,-0.2562995557029828
ACH-001053,-0.5112940390464185
ACH-001054,-0.24002350174696216
ACH-001061,-0.3395425843330787
ACH-001067,-0.3358282900050404
ACH-001075,-0.4064781323413851
ACH-001096,-0.26154690601373626
ACH-001111,-0.20515679853785432
ACH-001119,-0.3931163282800293
ACH-001128,-0.15969483001918186
ACH-001134,-0.4639177075198721
ACH-001151,-0.22485775402618685
ACH-001163,-0.29398570424388626
ACH-001164,-0.4158932618271225
ACH-001183,-0.4826307545276072
ACH-001192,-0.3234008338969389
ACH-001193,-0.09481504521708932
ACH-001196,-0.4752406454512855
ACH-001197,-0.02454450181314925
ACH-001205,-0.3092143208995698
ACH-001211,-0.4411833638654527
ACH-001212,0.01843510818880697
ACH-001228,-0.3369913641652674
ACH-001232,-0.3238429324664612
ACH-001239,-0.2812772940327766
ACH-001270,-0.4848044067219092
ACH-001274,-0.3267360718583019
ACH-001275,-0.2141453726084958
ACH-001277,-0.18031788994710687
ACH-001278,-0.34404625732166977
ACH-001280,-0.32904136472027234
ACH-001283,-0.03942741035009698
ACH-001289,-0.3699494885612151
ACH-001300,-0.22608172329597306
ACH-001301,-0.2650989326207969
ACH-001302,-0.4537155648228076
ACH-001306,-0.3110457709725644
ACH-001318,-0.17146002331303728
ACH-001322,-0.25387803799428504
ACH-001328,-0.4267852481678689
ACH-001332,-0.4723192591568496
ACH-001336,-0.4270794927498511
ACH-001346,-0.30998360802200864
ACH-001353,-0.3361480927161806
ACH-001354,-0.2744807659263426
ACH-001367,-0.11908835044333065
ACH-001368,-0.3236778786489391
ACH-001374,-0.2329784571424843
ACH-001377,-0.15884666666300407
ACH-001380,-0.17755209747016146
ACH-001391,-0.3385849115539936
ACH-001408,-0.22427823732014573
ACH-001430,-0.2556509979238824
ACH-001431,-0.2803941697579725
ACH-001450,-0.26591463497070805
ACH-001496,-0.3567405443853364
ACH-001500,-0.4354736488409881
ACH-001523,-0.30379209987793165
ACH-001532,-0.3448695189756284
ACH-001550,-0.28244315736096565
ACH-001552,-0.5063145497039937
ACH-001554,-0.2196795346072322
ACH-001654,-0.15604755700875528
ACH-001735,-0.2676277572705767
ACH-001736,-0.3208136614218744
ACH-001737,0.07459545374043723
ACH-001740,-0.2828473412314882
ACH-001745,-0.3550284945438748
ACH-001765,-0.19844623193115435
