,CALD1 (800)
ACH-000004,0.2346425506941545
ACH-000005,-0.008887515128764992
ACH-000007,0.218269127839672
ACH-000009,0.2670686798669303
ACH-000011,0.24426083852838454
ACH-000012,0.1573642282480783
ACH-000013,0.2851811999510774
ACH-000014,0.0383565397123995
ACH-000015,0.20417417025610626
ACH-000017,0.1899193998735652
ACH-000018,0.385282874708344
ACH-000019,0.06729318608789615
ACH-000021,0.0023486706428795033
ACH-000022,0.16756004149324588
ACH-000025,0.2294737080492912
ACH-000028,0.2602596325423393
ACH-000030,0.2535514478980775
ACH-000035,0.0446936149095851
ACH-000036,0.2372210060929261
ACH-000037,0.3571750392995544
ACH-000039,0.22306004230229276
ACH-000040,0.010808879430776129
ACH-000041,0.03991041565578126
ACH-000042,0.11915375671942174
ACH-000045,0.2749336590485051
ACH-000047,0.2478690152627493
ACH-000052,0.20087988061255835
ACH-000053,0.17598728861177015
ACH-000054,0.16023661151561155
ACH-000055,-0.02749866372051176
ACH-000060,0.3231815936270165
ACH-000067,0.1042510005455696
ACH-000070,0.12827707264611996
ACH-000075,0.1066931175984098
ACH-000078,0.1657391424427984
ACH-000082,0.16340737938833816
ACH-000085,0.18899312228422885
ACH-000086,0.2915407383794411
ACH-000087,0.2785944894467383
ACH-000092,0.21249657566006389
ACH-000095,0.16089330254865702
ACH-000097,0.13605228676356154
ACH-000098,0.11296159438533793
ACH-000099,0.1763557883846559
ACH-000108,-0.0070924078623105435
ACH-000113,0.2470525723539764
ACH-000116,0.2270980132490865
ACH-000118,0.2188175978390621
ACH-000120,0.17873323741873998
ACH-000123,0.15418946657765148
ACH-000127,0.17356239271723195
ACH-000128,0.07509707289432949
ACH-000132,0.23693890393434905
ACH-000133,0.14826377203847904
ACH-000137,0.16504167069139813
ACH-000138,0.274841827405384
ACH-000142,0.2321731124678827
ACH-000143,0.255694654189934
ACH-000146,0.15371933015477424
ACH-000148,0.19913950963269736
ACH-000150,0.2919672585985937
ACH-000152,0.07175270468408193
ACH-000153,0.29346686612307044
ACH-000159,0.18490387409458686
ACH-000160,0.25550236655916336
ACH-000163,0.2161195463880963
ACH-000167,0.19589252111307387
ACH-000168,0.10596481696534936
ACH-000169,0.25119708903041416
ACH-000178,0.2088543650499059
ACH-000183,0.19155199864219385
ACH-000188,0.20914863808274495
ACH-000189,0.03722614679414491
ACH-000190,0.25478739947008505
ACH-000198,0.31978295334594825
ACH-000203,-0.3569592860661182
ACH-000204,0.3741378519559584
ACH-000206,0.2568817832490678
ACH-000207,0.3360985152092895
ACH-000208,0.08198160988897069
ACH-000210,0.13500347228962406
ACH-000211,0.33358040865036953
ACH-000215,0.1650529890871047
ACH-000221,0.2663897951516173
ACH-000222,0.26551622195733665
ACH-000223,0.23121663650563076
ACH-000226,0.14504700628209066
ACH-000227,0.3292953284228816
ACH-000228,0.35317839753557745
ACH-000231,0.16151028952857946
ACH-000232,0.14439956131743142
ACH-000233,0.3458078143883645
ACH-000234,0.15973045810422212
ACH-000235,0.15359442655435193
ACH-000237,0.1227282722506907
ACH-000238,0.24844205787184265
ACH-000242,0.35819120261588705
ACH-000243,0.2298887289730305
ACH-000244,0.3385634926478862
