,SERP2 (387923)
ACH-000004,-0.01852574160795321
ACH-000005,0.2423301352309901
ACH-000007,-0.01575405475776426
ACH-000009,0.07169811066958638
ACH-000011,-0.0630805025382709
ACH-000012,0.12412430702384415
ACH-000013,-0.004535514865614557
ACH-000014,-0.1203587877252866
ACH-000015,-0.08334390795257772
ACH-000017,-0.018580068636743573
ACH-000018,-0.15568173381591185
ACH-000019,-0.1873742859043689
ACH-000021,-0.015345758546887068
ACH-000022,0.05457855082087836
ACH-000025,0.06397274145733828
ACH-000028,-0.01648212279966554
ACH-000030,0.04296516816987932
ACH-000035,-0.1497184316807134
ACH-000036,-0.01791997973428229
ACH-000037,-0.10443654268946824
ACH-000039,-0.09311189209413354
ACH-000040,-0.16508724710965536
ACH-000041,-0.23147676598700084
ACH-000042,-0.0974580732556154
ACH-000045,-0.21276799782246072
ACH-000047,0.028147574178828526
ACH-000052,-0.15298930504626046
ACH-000053,0.05460477509372299
ACH-000054,-0.046898592222285686
ACH-000055,0.034492663165565075
ACH-000060,-0.08389017698390758
ACH-000067,0.03597640315426202
ACH-000070,0.026426774118501115
ACH-000075,-0.1736386426490628
ACH-000078,-0.14696648430060366
ACH-000082,0.046217619774025866
ACH-000085,-0.07331037221026128
ACH-000086,-0.14267192971894976
ACH-000087,-0.064311400401738
ACH-000092,0.04958417143833107
ACH-000095,-0.024444452733415053
ACH-000097,0.01912066345810856
ACH-000098,-0.008938372889419111
ACH-000099,-0.16990546852372554
ACH-000108,0.07480085196705492
ACH-000113,-0.12495142610384047
ACH-000116,-0.1954360712353028
ACH-000118,-0.028229126430307307
ACH-000120,-0.11352073599993252
ACH-000123,-0.03937882872161223
ACH-000127,-0.1344732622793259
ACH-000128,-0.1460766076824727
ACH-000132,-0.0640726885393744
ACH-000133,-0.141522813357704
ACH-000137,-0.05225262472909025
ACH-000138,0.01721555603851947
ACH-000142,-0.12206250399262185
ACH-000143,-0.13234529457727198
ACH-000146,0.02348667182528902
ACH-000148,-0.003013219199811714
ACH-000150,-0.2521705704975238
ACH-000152,0.04697914841990299
ACH-000153,0.2479753383518441
ACH-000159,-0.07576070140907955
ACH-000160,0.10823484079934932
ACH-000163,0.12993019016151278
ACH-000167,0.7369639674540222
ACH-000168,-0.17421774339009416
ACH-000169,-0.0927458519639453
ACH-000178,0.011409502519269329
ACH-000183,-0.06804914232522513
ACH-000188,-0.001545924807233946
ACH-000189,0.08429555643063746
ACH-000190,0.060201163084365635
ACH-000198,0.06143094545151975
ACH-000203,-0.278070738818984
ACH-000204,0.012557756312807951
ACH-000206,-0.09013343739574013
ACH-000207,0.034211106496556135
ACH-000208,-0.18263420095688346
ACH-000210,-0.1216306374423425
ACH-000211,-0.027332926340048847
ACH-000215,-0.07671557859883686
ACH-000221,-0.0426882704431569
ACH-000222,0.15427085585925246
ACH-000223,-0.027823603191761286
ACH-000226,0.11238202520494958
ACH-000227,-0.024754814238777182
ACH-000228,-0.14572310374265546
ACH-000231,0.007372379447368948
ACH-000232,0.07545068182705758
ACH-000233,-0.005365369408031189
ACH-000234,0.059988891357248636
ACH-000235,-0.0577981099766959
ACH-000237,-0.04338190275887946
ACH-000238,-0.09329601317507297
ACH-000242,0.19518793192664471
ACH-000243,0.11639427535237555
ACH-000244,0.07132432366459825
ACH-000246,0.006186357517166822
ACH-000248,-0.047004075780972925
ACH-000250,0.03949106216247991
ACH-000251,0.011236624205483298
ACH-000252,-0.1999834585092884
ACH-000253,-0.04599398037187232
ACH-000255,0.005477166779704548
ACH-000256,0.1446637392645775
ACH-000257,-0.17443545883591866
ACH-000258,0.043939775838687
ACH-000259,0.01605237353006703
ACH-000260,-0.08569056413804696
ACH-000261,-0.07564500360503479
ACH-000262,-0.08063471626086591
ACH-000263,0.25723568147081016
