,CCT7 (10574)
ACH-000004,-0.3107696735711069
ACH-000005,-0.5893724787408755
ACH-000007,-0.1979158186558587
ACH-000009,-0.4896532801036706
ACH-000011,-0.3426314836388668
ACH-000012,-0.3551633458910821
ACH-000013,-0.5094230937646952
ACH-000014,-0.3755324065682356
ACH-000015,-0.3461552393669629
ACH-000017,-0.32833912543203464
ACH-000018,-0.5926777738713972
ACH-000019,-0.3939958464473949
ACH-000021,-0.3496649577032698
ACH-000022,-0.3950378329202913
ACH-000025,-0.4593597080289956
ACH-000028,-0.3718704443777143
ACH-000030,-0.5145932815408693
ACH-000035,-0.4133668586831713
ACH-000036,-0.5247605685122634
ACH-000037,-0.3545572288617422
ACH-000039,-0.5546277840389913
ACH-000040,-0.6040046056072452
ACH-000041,-0.3261272854744139
ACH-000042,-0.3939221977719896
ACH-000045,-0.454341193290502
ACH-000047,-0.42821801798989984
ACH-000052,-0.1776937622632883
ACH-000053,-0.4972401098697711
ACH-000054,-0.3450499733428139
ACH-000055,-0.3498336269570741
ACH-000060,-0.3007521663523993
ACH-000067,-0.3664919267297197
ACH-000070,-0.5653662197469886
ACH-000075,-0.3576696925201822
ACH-000078,-0.2385085710834056
ACH-000082,-0.5973212671275362
ACH-000085,-0.5813670643920579
ACH-000086,-0.6461191971812156
ACH-000087,-0.19582352678729925
ACH-000092,-0.40705646550998503
ACH-000095,-0.3644227324043455
ACH-000097,-0.4179830847150818
ACH-000098,-0.545255752720223
ACH-000099,-0.15856795281888486
ACH-000108,-0.3564677996124024
ACH-000113,-0.3307929905495072
ACH-000116,-0.31835449384134423
ACH-000118,-0.3855009848126068
ACH-000120,-0.29243516168572353
ACH-000123,-0.4130679026131322
ACH-000127,-0.3731277157237836
ACH-000128,-0.42944867223713373
ACH-000132,-0.3054556769997666
ACH-000133,-0.5464270806078141
ACH-000137,-0.38456260405745
ACH-000138,-0.2988468472054209
ACH-000142,-0.511220234864136
ACH-000143,-0.3026600803162065
ACH-000146,-0.27027910017272283
ACH-000148,-0.4958638137257498
ACH-000150,-0.4993485808028757
ACH-000152,-0.4970717889407573
ACH-000153,-0.3344292545314293
ACH-000159,-0.4134553124912493
ACH-000160,-0.4166240783319255
ACH-000163,-0.389699252895011
ACH-000167,-0.5689258572779172
ACH-000168,-0.6898930873143875
ACH-000169,-0.6027624380453073
ACH-000178,-0.300341390104925
ACH-000183,-0.2261300839641019
ACH-000188,-0.5058799402586358
ACH-000189,-0.4292907727141796
ACH-000190,-0.3614403244676933
ACH-000198,-0.4436193148186443
ACH-000203,-0.2038510347253793
ACH-000204,-0.4189072154753882
ACH-000206,-0.4210315967086036
ACH-000207,-0.4682809402762108
ACH-000208,-0.3349862511984072
ACH-000210,-0.09438407620120144
ACH-000211,-0.5570169744312089
ACH-000215,-0.5600607299438932
ACH-000221,-0.37030195255931264
ACH-000222,-0.5018456003714554
ACH-000223,-0.3081768652818691
ACH-000226,-0.3782017689468595
