,ORC1 (4998)
ACH-000004,-0.7456631193530747
ACH-000005,-0.4224151466237605
ACH-000007,-0.8331286012605162
ACH-000009,-0.6213303287791409
ACH-000011,-0.7614161677371928
ACH-000012,-0.6078313981262539
ACH-000013,-0.8621279984034973
ACH-000014,-0.7300316204191607
ACH-000015,-0.537690775829231
ACH-000017,-0.536671132403111
ACH-000018,-0.5372670784085153
ACH-000019,-0.627416843943177
ACH-000021,-0.6079993308230431
ACH-000022,-0.7058737305500781
ACH-000025,-0.5581260728898138
ACH-000028,-0.6044584411340355
ACH-000030,-0.5628240787945329
ACH-000035,-0.8696789649780456
ACH-000036,-0.5731673659777777
ACH-000037,-0.6559847536844226
ACH-000039,-0.7249999281084735
ACH-000040,-0.6851775838010291
ACH-000041,-0.5777159154674809
ACH-000042,-0.5270534993926688
ACH-000045,-0.4702627829664604
ACH-000047,-0.8377225375822059
ACH-000052,-0.9118824715510172
ACH-000053,-0.6491074590524076
ACH-000054,-0.552123706443125
ACH-000055,-0.7486045638111242
ACH-000060,-0.6965200087192809
ACH-000067,-0.6526640286794814
ACH-000070,-0.5965429398783002
ACH-000075,-0.8420201291739042
ACH-000078,-0.609784859606849
ACH-000082,-0.5716180503101206
ACH-000085,-0.4631754396225707
ACH-000086,-0.666001802585015
ACH-000087,-0.6259024447711385
ACH-000092,-0.742214426843693
ACH-000095,-0.7255396595652687
ACH-000097,-0.6681259857137539
ACH-000098,-0.8000598066381981
ACH-000099,-0.6838952132690251
ACH-000108,-0.6272823112208747
ACH-000113,-0.5731378172640403
ACH-000116,-0.835649176284952
ACH-000118,-0.4967193195235477
ACH-000120,-0.8721536025817715
ACH-000123,-0.609844953279562
ACH-000127,-0.8760953664288078
ACH-000128,-0.6805802644685808
ACH-000132,-0.6027826927607158
ACH-000133,-0.6975471270159379
ACH-000137,-0.8369637330954489
ACH-000138,-0.4940729466783423
ACH-000142,-0.6266532671504644
ACH-000143,-0.6313017498822548
ACH-000146,-0.6196865538875781
ACH-000148,-0.8866094511372752
ACH-000150,-0.6478041446464067
ACH-000152,-0.828618593416519
ACH-000153,-0.5918519991662875
ACH-000159,-0.5916848005240324
ACH-000160,-0.8425019671502872
ACH-000163,-0.4932855133375707
ACH-000167,-0.6843757076356435
ACH-000168,-0.5434409784472609
ACH-000169,-0.6401260664376187
ACH-000178,-0.5062111225487852
ACH-000183,-0.6922026836206776
ACH-000188,-0.6756339843030118
ACH-000189,-0.5576897085285151
ACH-000190,-0.9318302204680982
ACH-000198,-0.6699419915621994
ACH-000203,-0.268685812744316
ACH-000204,-0.7686320932043416
ACH-000206,-0.9278044213269716
ACH-000207,-0.7056290533321682
ACH-000208,-0.8806510036351161
ACH-000210,-1.0111968724409663
ACH-000211,-0.5830152158847621
ACH-000215,-0.6734536092765886
ACH-000221,-0.7639741522205824
ACH-000222,-0.8954582610241337
ACH-000223,-0.9548489403347222
ACH-000226,-0.7984980775795544
ACH-000227,-1.1835973155035298
ACH-000228,-0.5606343169987643
ACH-000231,-0.6415301312030016
ACH-000232,-0.6802870864161639
ACH-000233,-0.6348952199387542
ACH-000234,-0.5359385527219092
ACH-000235,-0.5417867569334556
ACH-000237,-0.5881524134947537
ACH-000238,-0.8434642186851584
ACH-000242,-0.6609393351447189
ACH-000243,-0.7944766435098486
ACH-000244,-0.6807962972147271
ACH-000246,-0.6830177855710121
ACH-000248,-0.5850531191838376
ACH-000250,-0.6724096390889048
ACH-000251,-0.5171917012057292
ACH-000252,-0.6402398089788851
ACH-000253,-0.6070227735215588
ACH-000255,-0.7169795078680835
ACH-000256,-0.5398649629166504
ACH-000257,-0.8778573228502002
ACH-000258,-0.5176038425655344
ACH-000259,-0.6689481945608448
ACH-000260,-0.6107091086700661
ACH-000261,-0.7780975161012124
ACH-000262,-0.7575348514495498
ACH-000263,-0.7147888860831282
ACH-000264,-0.7818727499815361
ACH-000265,-0.6717329455632511
ACH-000266,-0.6957519502800708
ACH-000272,-0.6808215088414732
ACH-000274,-0.6262246575514488
ACH-000277,-0.5510634349073009
ACH-000278,-0.8600545313810355
ACH-000279,-0.6245110309930125
ACH-000280,-0.5924019156734046
ACH-000281,-0.4738362934786242
ACH-000288,-0.5999744862934786
ACH-000291,-0.7527664661829252
ACH-000293,-0.5728129078162273
ACH-000294,-0.6635742045791593
ACH-000295,-0.9054409878493044
ACH-000296,-0.5200950958585924
ACH-000302,-0.894118088625237
ACH-000304,-0.626942955250704
ACH-000307,-0.4955885540907184
ACH-000308,-0.7117667247462643
ACH-000310,-0.9208255048858128
ACH-000311,-0.4252352521723112
ACH-000312,-0.8264058788993235
ACH-000315,-0.9375191101894399
ACH-000316,-0.6265728032831209
ACH-000317,-0.7753902418851373
ACH-000318,-0.6992668973776248
ACH-000319,-0.7657753554563664
ACH-000320,-0.5605787791766584
ACH-000322,-0.656436688227849
ACH-000323,-0.7425390613982134
ACH-000324,-0.5255666046814659
ACH-000329,-0.5500373456607679
ACH-000330,-0.532600720990827
ACH-000331,-0.6940142169892365
ACH-000332,-0.6635524863949978
ACH-000334,-0.9957600628870664
ACH-000335,-0.5456150851298261
ACH-000336,-0.43689678780439295
ACH-000337,-0.6658194132243022
ACH-000338,0.15407553709173133
ACH-000339,-0.604761915521537
ACH-000341,-0.9823266164856718
ACH-000348,-0.7118827877657965
ACH-000350,-0.649901374987287
ACH-000352,-0.6504313367064857
ACH-000356,-0.7385232932843532
ACH-000361,-0.7068525172665737
ACH-000362,-0.6856497599198802
ACH-000363,-0.7330211187713215
ACH-000364,-0.5931913289283927
ACH-000365,-0.6605540049803997
ACH-000366,-0.6594572499462801
ACH-000368,-0.7072956357109589
ACH-000374,-0.7853266207962655
ACH-000375,-0.8055417132706234
ACH-000376,-0.6399783183610463
ACH-000381,-0.3575777722832114
ACH-000383,-0.5930867025653666
ACH-000387,-0.5341531626653446
ACH-000389,-0.5075614007201514
ACH-000390,-0.8077978077439256
ACH-000393,-0.7930094966929176
ACH-000395,-0.4362318429431393
ACH-000396,-0.7177470233056944
ACH-000397,-0.7774068475331609
ACH-000401,-0.4044342072980582
ACH-000402,-0.7004464840759742
ACH-000403,-0.8348995481053378
ACH-000404,-0.7704805531990842
ACH-000406,-0.7051508072815283
ACH-000407,-0.7511090399162299
ACH-000408,-0.3745221412075294
ACH-000410,-0.6765568015204257
ACH-000411,-0.7490231570122641
ACH-000414,-0.7288558328777647
ACH-000415,-0.9424586113749664
ACH-000416,-0.6881337861390011
ACH-000420,-0.7930496555479287
ACH-000421,-0.9280637351270592
ACH-000424,-0.6237621510843014
ACH-000425,-0.7250743073722216
ACH-000426,-0.8599845938973506
ACH-000427,-0.7166081153440004
ACH-000433,-0.7001612339333864
ACH-000435,-1.0022204371988563
ACH-000436,-0.5727336200876777
ACH-000444,-0.6888852302598802
ACH-000445,-0.5602575742428554
ACH-000448,-0.589658035083104
ACH-000450,-0.3800944870094486
ACH-000452,-0.6005225534942104
ACH-000454,-0.466800722928137
ACH-000458,-0.6757038914467443
ACH-000459,-0.49376868278341296
ACH-000460,-0.7692048758961164
ACH-000461,-0.7375360537789687
ACH-000463,-0.5539968977541975
ACH-000464,-0.8029345142031726
ACH-000466,-0.7346905518486532
ACH-000467,-0.7353636756287674
ACH-000468,-0.6272138367986803
ACH-000469,-0.6994654093137198
ACH-000470,-0.7163471675272776
ACH-000471,-0.549033844683414
ACH-000472,-0.6088970055583304
ACH-000473,-0.7154491784856135
ACH-000475,-0.3713894765262156
ACH-000476,-0.6299016365436512
ACH-000477,-0.6669691901033856
ACH-000479,-0.8276958309543169
ACH-000480,-0.6721837318270558
ACH-000481,-0.9117211407520474
ACH-000483,-0.6699445112664189
ACH-000484,-0.5452110106288683
ACH-000485,-0.6047479009469761
ACH-000486,-0.5924820485135378
ACH-000487,-0.6114816374980333
ACH-000488,-0.5259011539926588
ACH-000490,-0.5668048863165255
ACH-000491,-0.7181404433088472
ACH-000495,-0.5970860705413737
ACH-000496,-0.6206889640479109
ACH-000499,-0.7780128720433045
ACH-000500,-1.0712985900392729
ACH-000502,-0.7005770198797504
ACH-000503,-0.9132755213171864
ACH-000505,-0.5609335463501572
ACH-000507,-0.5608896772498565
ACH-000510,-0.7884040604976335
ACH-000511,-0.714773668252342
ACH-000512,-0.7413756632387113
ACH-000516,-0.7175737731570799
ACH-000517,-0.7408344301481252
ACH-000518,-0.6730354247152484
ACH-000520,-0.6244889392297294
ACH-000521,-0.6986613724757278
ACH-000522,-0.7582589437992475
ACH-000524,-0.6163398508487757
ACH-000527,-0.6182872769323849
ACH-000528,-0.7971790562392612
ACH-000537,-1.0035595231869987
ACH-000541,-0.5219117557140674
ACH-000542,-0.6688768737738684
ACH-000544,-0.6145186518666256
ACH-000545,-0.6640536611839855
ACH-000547,-0.694124125013438
ACH-000548,-0.6162712384176635
ACH-000549,-0.6428691668811028
ACH-000550,-0.7774358956343538
ACH-000552,-0.6572966951445001
ACH-000556,-0.6553173614038696
ACH-000557,-0.8260464897136509
ACH-000569,-0.6619300951763395
ACH-000570,-0.6704276811028969
ACH-000571,-0.4418529765845273
ACH-000573,-0.7313528264099513
ACH-000576,-0.8476116098452355
ACH-000579,-0.3956613937020769
ACH-000580,-0.8830842206471331
ACH-000584,-0.4942032692129282
ACH-000585,-0.6939860589199981
ACH-000588,-0.6782817731131673
ACH-000589,-0.5642356101686311
ACH-000591,-0.5052890691250849
ACH-000593,-0.6956898926462721
ACH-000600,-0.7115817332478676
ACH-000601,-0.6559612984123362
ACH-000605,-0.8269690735860721
ACH-000606,-0.7397599297738997
ACH-000608,-0.5614500820680393
ACH-000614,-0.8673089652585084
ACH-000616,-0.4963918201409394
ACH-000618,-0.6324887171595645
ACH-000619,-0.4264560180871855
ACH-000620,-0.5496280822872267
ACH-000621,-0.7293556462778991
ACH-000622,-0.8420995412644583
ACH-000623,-0.7889375511582936
ACH-000624,-0.7402619796858646
ACH-000627,-0.6558951282205742
ACH-000630,-0.8328878730654141
ACH-000631,-0.7283366182483852
ACH-000632,-0.6969753019510275
ACH-000633,-0.5742372608207046
ACH-000637,-0.6276563558793568
ACH-000638,-0.6241063808922117
ACH-000646,-0.5076548581522735
ACH-000647,-0.5410549070123349
ACH-000648,-0.2168200411602421
ACH-000649,-0.6990025849600402
ACH-000651,-0.7229617195196881
ACH-000652,-0.6538818614412166
ACH-000653,-0.7627174622394651
ACH-000657,-0.6453641751141517
ACH-000658,-0.7384802107143751
ACH-000661,-0.511171027510921
ACH-000662,-0.8399874145734214
ACH-000663,-0.6523077015094502
ACH-000665,-0.5882539595396548
ACH-000671,-0.7125888250168171
ACH-000672,-0.5711087510750402
ACH-000673,-0.6561418426511275
ACH-000676,-0.7455060559387571
ACH-000677,-0.5106545121763223
ACH-000681,-0.603470691601884
ACH-000683,-0.6565293232743465
ACH-000684,-0.6176796179682333
ACH-000688,-0.8362942391926391
ACH-000693,-0.7476729786923909
ACH-000694,-0.6679059600677819
ACH-000695,-0.9131702367927278
ACH-000696,-0.7058856506358913
ACH-000697,-0.8764296653210034
ACH-000699,-0.7087372333625022
ACH-000701,-0.5988889696612498
ACH-000706,-0.5509603217930185
ACH-000711,-0.6731293951371713
ACH-000713,-0.7605358002300451
ACH-000714,-0.6442111152691358
ACH-000718,-0.573038546984236
ACH-000720,-0.6701683827729081
ACH-000721,-0.823595687525275
ACH-000724,-0.6584853413676681
ACH-000725,-0.8547026417335065
ACH-000732,-0.6489757245279578
ACH-000734,-0.5841111842845398
ACH-000735,-0.5715785037773313
ACH-000736,-0.6962187965576644
ACH-000738,-0.45952598437931297
ACH-000746,-0.9035433383436864
ACH-000747,-0.7610844073545593
ACH-000748,-0.7382178606756391
ACH-000753,-0.6379906693528723
ACH-000756,-0.6223258313262672
ACH-000757,-0.8286343123138593
ACH-000758,-0.5895809589592085
ACH-000760,-0.6734000989811785
ACH-000762,-0.6562038842973069
ACH-000763,-0.6976065862700086
ACH-000764,-0.5088828519675112
ACH-000765,-0.6791568867762846
ACH-000766,-0.5126413142407794
ACH-000767,-0.7557871164720881
ACH-000768,-0.6414867769346726
ACH-000769,-0.7888491452001208
ACH-000770,-0.7100907246659995
ACH-000771,-0.8807913637754018
ACH-000773,-0.4963362952808857
ACH-000776,-0.4828330949297842
ACH-000777,-0.6264947981141932
ACH-000778,-0.7392391459749608
ACH-000781,-0.5087247246384351
ACH-000782,-0.6913175109079129
ACH-000783,-0.8553649892048196
ACH-000784,-0.7912881716839312
ACH-000785,-0.6019195082964015
ACH-000787,-0.5622496129968535
ACH-000788,-0.6720275936448656
ACH-000791,-0.6218488520945238
ACH-000792,-0.6681287597590214
ACH-000794,-0.5542989824692259
ACH-000796,-0.7265204363742811
ACH-000798,-0.1497078438403869
ACH-000799,-0.7704556456124688
ACH-000800,-1.0774649022170208
ACH-000802,-0.6334272167649657
ACH-000804,-0.4999167442448792
ACH-000805,-0.4660498959354756
ACH-000809,-0.3739904457217781
ACH-000810,-0.6467450905211714
ACH-000811,-0.7504345184475368
ACH-000817,-0.5737548267033052
ACH-000819,-0.6024154921479534
ACH-000820,-0.4511445495101012
ACH-000821,-0.6490370790099886
ACH-000822,-0.5110854124178698
ACH-000823,-0.6984776725967148
ACH-000824,-0.5685169245894371
ACH-000827,-0.8392353511050515
ACH-000829,-0.8655236029699237
ACH-000831,-0.7663202674128827
ACH-000832,-0.9243790005985928
ACH-000833,-0.7295329147721228
ACH-000834,-0.6288605750707779
ACH-000835,-0.6163357561501902
ACH-000836,-0.7119593177209772
ACH-000837,-0.6661349352910935
ACH-000838,-0.6724781028648746
ACH-000839,-0.5958560259265475
ACH-000840,-0.4428388342562875
ACH-000841,-0.6567460348432514
ACH-000843,-0.8876224991188454
ACH-000846,-0.8313253711243691
ACH-000847,-0.7801154063646064
ACH-000848,-0.8609401688901807
ACH-000849,-0.6375281450758079
ACH-000851,-0.42107428018969945
ACH-000855,-0.8970580922276932
ACH-000856,-0.9545684980363558
ACH-000858,-0.7001567418477689
ACH-000859,-0.5513829355514948
ACH-000861,-0.4875445015872438
ACH-000862,-0.6444149369616108
ACH-000865,-0.617468931996855
ACH-000866,-0.8053323313274143
ACH-000867,-0.8188715828653249
ACH-000869,-0.6993392318962429
ACH-000872,-0.7836217136076032
ACH-000873,-0.8597418044066627
ACH-000876,-0.6004675361488624
ACH-000878,-0.6109560955704018
ACH-000880,-0.8866045018445269
ACH-000881,-0.6657099206259035
ACH-000882,-0.5087682163701149
ACH-000884,-0.6996115094754973
ACH-000885,-0.7174756252616644
ACH-000887,-0.6270983888755276
ACH-000889,-0.6764043813544116
ACH-000896,-0.6799532321955755
ACH-000898,-0.825339166124562
ACH-000900,-0.6408556703929683
ACH-000901,-0.622417214168672
ACH-000905,-0.7284573902242234
ACH-000906,-0.5635026662503598
ACH-000907,-0.7768297271320814
ACH-000910,-0.6233226028517637
ACH-000911,-0.6935565696342928
ACH-000912,-0.6502133421830694
ACH-000913,-0.7021386860637034
ACH-000915,-0.4262117694040106
ACH-000916,-0.17840801228512332
ACH-000917,-0.6542620987667473
ACH-000920,-0.7594400535280355
ACH-000921,-0.7505005102877108
ACH-000924,-0.6586236679749893
ACH-000926,-0.8276309151583977
ACH-000928,-0.5111535808753142
ACH-000929,-0.8328611242386841
ACH-000932,-0.8168650030961501
ACH-000935,-0.6336349407779148
ACH-000936,-0.5104371545481846
ACH-000937,-0.4990627598111176
ACH-000938,-0.6048800403396783
ACH-000939,-0.695533780965791
ACH-000941,-0.6842406190683384
ACH-000943,-0.8491264528324948
ACH-000946,-0.6761722495865238
ACH-000947,-0.9280062565230709
ACH-000948,-0.8375472816026137
ACH-000950,-0.4689026978374376
ACH-000953,-0.4789872565485143
ACH-000954,-0.7006823704491544
ACH-000957,-0.69816528132292
ACH-000958,-0.8018575112828831
ACH-000960,-0.6642024829273433
ACH-000963,-0.7205283106057663
ACH-000968,-0.6094453178829559
ACH-000969,-0.7530099281679303
ACH-000972,-0.4561495727701978
ACH-000973,-0.7471814992149561
ACH-000974,-0.6676855528568743
ACH-000978,-0.8808112570247015
ACH-000984,-0.7177634446474673
ACH-000986,-0.5533662427194048
ACH-000988,-0.7918712269213997
ACH-000993,-0.6790570189001525
ACH-000994,-0.6671107580885315
ACH-000996,-0.5708516081259788
ACH-001001,-0.6432076278521767
ACH-001020,-0.4916641072045466
ACH-001028,-0.6839142657976829
ACH-001031,-0.8774149223612294
ACH-001038,-0.589643868280286
ACH-001048,-0.6979921466066534
ACH-001050,-0.7204547803881209
ACH-001053,-0.6254718291745279
ACH-001054,-0.7577947412223739
ACH-001061,-0.44944039794132906
ACH-001067,-0.65212032445097
ACH-001075,-0.8098795301080575
ACH-001096,-0.7420418602116672
ACH-001111,-0.5657715212059189
ACH-001119,-0.5058367800001664
ACH-001128,-0.6102481312091128
ACH-001134,-0.678951854647741
ACH-001151,-0.6918517953243026
ACH-001163,-0.5583899543199219
ACH-001164,-0.6093599613296939
ACH-001183,-0.6054309294221528
ACH-001192,-0.7032219235115521
ACH-001193,-0.7925376388266075
ACH-001196,-0.835000704917857
ACH-001197,-0.4988558883838812
ACH-001205,-0.6718925409424122
ACH-001211,-0.4850547621833271
ACH-001212,-0.7566549151231394
ACH-001228,-0.6855230034500567
ACH-001232,-0.9698101006781752
ACH-001239,-0.6612456971658807
ACH-001270,-0.3724735557556501
ACH-001274,-0.6182470823562632
ACH-001275,-0.6887360049411425
ACH-001277,-0.3746469601815955
ACH-001278,-0.6284282258965089
ACH-001280,-0.5771270718123627
ACH-001283,-0.6891242940951259
ACH-001289,-0.7388455456959224
ACH-001300,-0.7678779644771899
ACH-001301,-0.6185187960991099
ACH-001302,-0.8210509114015253
ACH-001306,-0.5147422850824586
ACH-001318,-0.7927273530455192
ACH-001322,-0.8167348169857157
ACH-001328,-0.6421709629652017
ACH-001332,-0.6858953226773374
ACH-001336,-0.645616770441442
ACH-001346,-0.516217452311994
ACH-001353,-0.611636061219583
ACH-001354,-0.5247776546857085
ACH-001367,-0.7429667016516641
ACH-001368,-0.8683746836607416
ACH-001374,-0.8377942026365874
ACH-001377,-0.785646196431154
ACH-001380,-0.4841868900740477
ACH-001391,-0.8298608095224234
ACH-001408,-0.7928760767879096
ACH-001430,-0.8838321596771104
ACH-001431,-0.7707341450691252
ACH-001450,-0.5657861676399889
ACH-001496,-0.7233709499070944
ACH-001500,-0.8047001136450675
ACH-001523,-0.6001041008628735
ACH-001532,-0.6621399148271554
ACH-001550,-0.8096093998517917
ACH-001552,-0.7662938247956036
ACH-001554,-0.643107762783337
ACH-001654,-0.7169519104554113
ACH-001735,-0.7112121332038451
ACH-001736,-0.8642517676823974
ACH-001737,-0.3377863653661525
ACH-001740,-0.7102398456705942
ACH-001745,-0.4544013086973335
ACH-001765,-0.6588582732799746
