,DLD (1738)
ACH-000004,-0.6808599791663544
ACH-000005,-0.7807339237259056
ACH-000007,-0.23217916262783195
ACH-000009,-0.14776911392178269
ACH-000011,-0.4264642448082536
ACH-000012,-0.1093753461802446
ACH-000013,0.0500598474568212
ACH-000014,-0.11399219483159034
ACH-000015,0.11809587991576632
ACH-000017,-0.24865916976789676
ACH-000018,-0.2512039255236752
ACH-000019,-0.4585998404536777
ACH-000021,-0.1948476879586739
ACH-000022,0.1004267661777864
ACH-000025,-0.3800836189452685
ACH-000028,-0.32686308606004444
ACH-000030,-0.2369069912467432
ACH-000035,-0.19665853130455807
ACH-000036,-0.08940861072345523
ACH-000037,-0.27095738304304084
ACH-000039,-0.047361564068003265
ACH-000040,-0.07158852372811211
ACH-000041,-0.2724907649601717
ACH-000042,-0.1621060234323294
ACH-000045,-0.3873478163866254
ACH-000047,-0.5440954304298484
ACH-000052,-0.11756742409296002
ACH-000053,-0.5309826802140838
ACH-000054,-0.7194040449903809
ACH-000055,-0.4057303688092087
ACH-000060,-0.09130983148616906
ACH-000067,-0.1639861661973663
ACH-000070,-0.5865689116354039
ACH-000075,0.04576242443253044
ACH-000078,-0.4166163235614568
ACH-000082,-0.1748874610249191
ACH-000085,-0.11611675248205328
ACH-000086,0.14896049844294648
ACH-000087,-0.13096612591238413
ACH-000092,-0.13373733497653326
ACH-000095,-0.0024872195564338635
ACH-000097,-0.2706382519962844
ACH-000098,-0.073788178336251
ACH-000099,-0.19029903027588246
ACH-000108,-0.5489239425275443
ACH-000113,-0.33003156320065064
ACH-000116,0.05609313275012653
ACH-000118,-0.6615610483859367
ACH-000120,-0.16778333812396545
ACH-000123,0.0133257678373662
ACH-000127,-0.5953056296549782
ACH-000128,-0.17127272231628296
ACH-000132,0.014267306398080866
ACH-000133,-0.05637582422549279
ACH-000137,-0.21375082864703865
ACH-000138,-0.31235366767168665
ACH-000142,-0.2545629194060781
ACH-000143,-0.033755253039548794
ACH-000146,-0.395000564510574
ACH-000148,-0.29198739734528084
ACH-000150,0.07420765753089296
ACH-000152,-0.16576902794594486
ACH-000153,-0.13339842571028895
ACH-000159,-0.1994174220380482
ACH-000160,-0.0219735733096456
ACH-000163,-0.13919246446565006
ACH-000167,0.4436582411310089
ACH-000168,-0.05459736898606387
ACH-000169,0.0650851175310795
ACH-000178,-0.21593183085549966
ACH-000183,-0.2230357121084662
ACH-000188,-0.07756793031315384
ACH-000189,-0.35553019986392675
ACH-000190,-0.10053330978187834
ACH-000198,-0.4682275800138692
ACH-000203,-0.33301541999061146
ACH-000204,-0.3804763629871067
ACH-000206,-0.2735470729529945
ACH-000207,-0.20044928195846948
ACH-000208,-0.05545249635051653
ACH-000210,-0.2691199449581529
ACH-000211,-0.006686632410406321
ACH-000215,-0.10402810359613758
ACH-000221,-0.2633855940547753
ACH-000222,-0.3645871286602651
ACH-000223,-0.0175575814115763
ACH-000226,-0.4922633642339237
ACH-000227,-0.16125186162804786
ACH-000228,-0.21028226073846773
ACH-000231,-0.1106117586949538
ACH-000232,0.1668395033751671
ACH-000233,-0.32003762359393984
ACH-000234,-0.08705848127458374
ACH-000235,-0.6099655205927129
ACH-000237,-0.2665783050321466
ACH-000238,-0.1902634317722801
ACH-000242,0.1513579611165803
ACH-000243,-0.17663969519945932
ACH-000244,-0.16675419665441493
ACH-000246,-0.3190002571553595
ACH-000248,0.04859758814092685
ACH-000250,-0.20098055138110665
ACH-000251,-0.12923627855871778
ACH-000252,-0.2582913259743734
ACH-000253,-0.5258800444493194
ACH-000255,-0.04694769122703818
ACH-000256,-0.27074908748492915
ACH-000257,0.01542330839978513
ACH-000258,-0.2340261445948553
ACH-000259,-0.025761308310709472
ACH-000260,0.01724492927226715
ACH-000261,-0.415788423762673
ACH-000262,-0.0834995714031145
ACH-000263,-0.15499164624701434
ACH-000264,-0.585392653573026
ACH-000265,-0.17242092563793365
ACH-000266,-0.18919522901996152
ACH-000272,-0.07870535879026305
ACH-000274,-0.07744317509504328
ACH-000277,-0.6178239571217852
ACH-000278,-0.3453974749338075
ACH-000279,-0.14451790908587414
ACH-000280,0.04402453617858591
ACH-000281,-0.2327587485239827
ACH-000288,-0.08728299038692773
ACH-000291,0.01015949098645683
ACH-000293,-0.19456766954018948
ACH-000294,-0.38425451394272697
ACH-000295,-0.6395761625159911
ACH-000296,-0.132807220424215
ACH-000302,0.1402435147423061
ACH-000304,-0.4605544077375015
ACH-000307,-0.3252949008452932
ACH-000308,-0.2341983247654393
ACH-000310,-0.1334993204396338
ACH-000311,-0.4620356915635127
ACH-000312,-0.33264569383681003
ACH-000315,-0.02997239344978038
ACH-000316,-0.20731666887382955
ACH-000317,-0.24741431360141536
ACH-000318,-0.19376430694760569
ACH-000319,-0.11056866021544616
ACH-000320,-0.032083004050864165
ACH-000322,-0.5530050596521897
ACH-000323,-0.0043646728859109635
ACH-000324,0.03106351427509343
ACH-000329,-0.23043545006032576
ACH-000330,-0.3259666663727493
ACH-000331,0.11723240363436052
ACH-000332,-0.14651018159211915
ACH-000334,-0.37629284663557105
ACH-000335,-0.5568524860080163
ACH-000336,-0.265954134115854
ACH-000337,-0.3650140530876689
ACH-000338,-0.2373199497439756
ACH-000339,-0.5843795020494471
ACH-000341,-0.3961813497712704
ACH-000348,-0.09711117534240092
ACH-000350,-0.18197481718511527
ACH-000352,-0.6922057182005857
ACH-000356,-0.5482632330621553
ACH-000361,0.21031735228840745
ACH-000362,-0.4419582105071108
ACH-000363,-0.4192234079917786
ACH-000364,0.0015503808447504428
ACH-000365,-0.2929115281250495
ACH-000366,-0.1809476032088163
ACH-000368,-0.28014008654362416
ACH-000374,0.038308473236234805
ACH-000375,-0.13622747163485385
ACH-000376,-0.03879306090184624
ACH-000381,-0.12616358437732586
ACH-000383,-0.24709073501539036
ACH-000387,-0.6165621795282621
ACH-000389,0.12670355464466268
ACH-000390,-0.09391234428462422
ACH-000393,-0.03986450137344838
ACH-000395,-0.06126448219489656
ACH-000396,-0.03962168330169406
ACH-000397,-0.14474038422555252
ACH-000401,-0.5243555111595177
ACH-000402,-0.4194936683630427
ACH-000403,-0.04895795541622283
ACH-000404,-0.19641971620532211
ACH-000406,-0.3409574498520613
ACH-000407,-0.02187920113281336
ACH-000408,-0.14567148712488875
ACH-000410,-0.20281245360448968
ACH-000411,-0.054330277825139835
ACH-000414,-0.13355241011676666
ACH-000415,-0.2498519458573768
ACH-000416,-0.0215881838184176
ACH-000420,-0.3110393564320189
ACH-000421,-0.04923482358129777
ACH-000424,-0.1483577413019334
ACH-000425,-0.3051480535122353
ACH-000426,-0.3848137283214445
ACH-000427,-0.2861243636551999
ACH-000433,-0.2695065538402092
ACH-000435,-0.4140246302664428
ACH-000436,-0.45020012706679147
ACH-000444,-0.690999020097418
ACH-000445,0.007556192377214553
ACH-000448,-0.0027734209605595962
ACH-000450,-0.2188618407899753
ACH-000452,-0.2447347189866373
ACH-000454,-0.2572477041447329
ACH-000458,-0.08245616390066449
ACH-000459,-0.6800814399588799
ACH-000460,0.23186657353095155
ACH-000461,-0.3596889309487546
ACH-000463,-0.01156022583283568
ACH-000464,-0.2585007469031328
ACH-000466,-0.376702725319312
ACH-000467,-0.6054273676256885
ACH-000468,-0.1981626642157393
ACH-000469,-0.046736456501181765
ACH-000470,-0.1945190179730372
ACH-000471,-0.2796273862101369
ACH-000472,-0.10589564886876428
ACH-000473,0.009952131731729857
ACH-000475,0.07568959575054646
ACH-000476,-0.6653635895477491
ACH-000477,-0.1891234418359906
ACH-000479,-0.4662538128838058
ACH-000480,-0.11753777431259416
ACH-000481,-0.17448761437971075
ACH-000483,-0.23302665548049514
ACH-000484,-0.2873772484497996
ACH-000485,-0.14182852266349166
ACH-000486,-0.3787786384664952
ACH-000487,-0.5456626904677645
ACH-000488,-0.08137711021684649
ACH-000490,-0.08108859799072803
ACH-000491,-0.2149557102402357
ACH-000495,-0.16293547286516175
ACH-000496,-0.07355314230073881
ACH-000499,-0.11916947745102315
ACH-000500,-0.01849407921184705
ACH-000502,-0.2814069757877116
ACH-000503,-0.31731180978998863
ACH-000505,-0.20842181149871294
ACH-000507,-0.039048235357010436
ACH-000510,-0.03497873764902426
ACH-000511,-0.01819614354829081
ACH-000512,-0.650416211978035
ACH-000516,-0.058238095092153414
ACH-000517,-0.17630858872055327
ACH-000518,-0.11924329015815295
ACH-000520,-0.10271120845611503
ACH-000521,-0.17302101388208627
ACH-000522,-0.10726467878614084
ACH-000524,-0.04576474398099939
ACH-000527,-0.16351657092224905
ACH-000528,-0.4599665753540354
ACH-000537,-0.138925488133297
ACH-000541,-0.3167395386577147
ACH-000542,-0.1461059880681935
ACH-000544,-0.2304495286992532
ACH-000545,-0.06535372475046028
ACH-000547,-0.290088834550275
ACH-000548,-0.11147418557370263
ACH-000549,-0.13755664394260572
ACH-000550,-0.2304067809551168
ACH-000552,-0.2814409635612092
ACH-000556,-0.39550247283716655
ACH-000557,-0.1583522243607082
ACH-000569,-0.07111622764378253
ACH-000570,-0.07999892097012741
ACH-000571,-0.49268169040382304
ACH-000573,-0.32905334008241033
ACH-000576,-0.5326757025168142
ACH-000579,-0.16267864116457975
ACH-000580,-0.5230706211576598
ACH-000584,-0.7872576699062076
ACH-000585,-0.13578566238824394
ACH-000588,-0.5965257895027816
