,LENG8 (114823)
ACH-000004,-0.4646504473193802
ACH-000005,-0.6235528635841305
ACH-000007,-0.43714687934413343
ACH-000009,-0.6091975122426845
ACH-000011,-0.624562287881048
ACH-000012,-0.6652262712196727
ACH-000013,-0.8107758917657684
ACH-000014,-0.5787680196623819
ACH-000015,-0.6676498657042461
ACH-000017,-0.30842043906130595
ACH-000018,-0.4211537352735588
ACH-000019,-0.6657805509094714
ACH-000021,-0.7120084158590253
ACH-000022,-0.7166580804295842
ACH-000025,-0.4941666367800525
ACH-000028,-0.7042728678950649
ACH-000030,-0.6492024693134212
ACH-000035,-0.4653124304003089
ACH-000036,-0.5651752098504029
ACH-000037,-0.5999189144178879
ACH-000039,-0.5210423537918959
ACH-000040,-0.2573606329544557
ACH-000041,-0.7616443239630782
ACH-000042,-0.6354096183470379
ACH-000045,-0.22879499058907346
ACH-000047,-0.364893325392161
ACH-000052,-0.4967661016832616
ACH-000053,-0.7121032193734599
ACH-000054,-0.6583482039154145
ACH-000055,-0.5094750791815933
ACH-000060,-0.7082469880627562
ACH-000067,-0.7163208285863265
ACH-000070,-0.26843100742002585
ACH-000075,-0.7549909822629131
ACH-000078,-0.5348657741078564
ACH-000082,-0.6227456784463578
ACH-000085,-0.3929093736574049
ACH-000086,-0.6267245036713727
ACH-000087,-0.5675469777623686
ACH-000092,-0.6121303437246258
ACH-000095,-0.6610067831818841
ACH-000097,-0.5454770978872503
ACH-000098,-0.7187236591535787
ACH-000099,-0.5648307141208362
ACH-000108,-0.5594662694286182
ACH-000113,-0.6715079066996281
ACH-000116,-0.6536919056580749
ACH-000118,-0.6577789745809853
ACH-000120,-0.4816778766480773
ACH-000123,-0.5447910784720961
ACH-000127,-0.4985210945115732
ACH-000128,-0.4213259640776576
ACH-000132,-0.5751987979628125
ACH-000133,-0.7113583474581484
ACH-000137,-0.7596323074477961
ACH-000138,-0.6744851014169605
ACH-000142,-0.6648619059164905
ACH-000143,-0.7944376646091409
ACH-000146,-0.3600272161783066
ACH-000148,-0.5944637014288844
ACH-000150,-0.7382013663036249
ACH-000152,-0.6899303385251019
ACH-000153,-0.3830847806202515
ACH-000159,-0.4930399919265221
ACH-000160,-0.86201215320056
ACH-000163,-0.4821843245543959
ACH-000167,-0.7917149360348408
ACH-000168,-0.5719609701124517
ACH-000169,-0.5874532150140077
ACH-000178,-0.573465724981839
ACH-000183,-0.7290715862107974
ACH-000188,-0.678619916657452
ACH-000189,-0.5668499845909504
ACH-000190,-0.7020692494874797
ACH-000198,-0.4689749655620937
ACH-000203,-0.4315713115983613
ACH-000204,-0.7361651050625114
ACH-000206,-0.6988173701949131
ACH-000207,-0.6204592703185189
ACH-000208,-0.5908846968627105
ACH-000210,-0.5216791169830071
ACH-000211,-0.5337966925755498
ACH-000215,-0.5276983820885782
ACH-000221,-0.7662861787486162
ACH-000222,-0.3138784585139385
ACH-000223,-0.4403082188127713
ACH-000226,-0.5277252157990483
ACH-000227,-0.28877862911256924
ACH-000228,-0.5141925635210636
ACH-000231,-0.5653493995917798
ACH-000232,-0.5719756655169627
ACH-000233,-0.5563445723895059
ACH-000234,-0.3946265181141416
ACH-000235,-0.5861949921729758
ACH-000237,-0.6214107961805725
ACH-000238,-0.35931865391089224
ACH-000242,-0.4882785031737133
ACH-000243,-0.5611842372935558
ACH-000244,-0.5322408923137194
ACH-000246,-0.5070667646059518
ACH-000248,-0.5642039216619223
ACH-000250,-0.511686824535251
ACH-000251,-0.9242366114270696
ACH-000252,-0.6542300720266402
ACH-000253,-0.4591415221928886
ACH-000255,-0.6779307922751261
ACH-000256,-0.6281098279803585
ACH-000257,-0.5873344934999041
ACH-000258,-0.5226833052243097
ACH-000259,-0.6592825387271773
ACH-000260,-0.7362039339174244
ACH-000261,-0.5351767158153641
ACH-000262,-0.4899767506761144
ACH-000263,-0.5808092465209226
ACH-000264,-0.4496722875531627
ACH-000265,-0.7351620644130087
ACH-000266,-0.7047768191888516
ACH-000272,-0.479168387845332
ACH-000274,-0.5040764663904174
ACH-000277,-0.4713465969014386
ACH-000278,-0.4689581961474046
ACH-000279,-0.5995269185322127
ACH-000280,-0.4786916221488638
ACH-000281,-0.3685375466190719
ACH-000288,-0.5236537647705397
ACH-000291,-0.5209410819337671
ACH-000293,-0.8108665897516902
ACH-000294,-0.3920154070197942
ACH-000295,-0.4057917845474062
ACH-000296,-0.8600768967705202
ACH-000302,-0.8135414628105532
ACH-000304,-0.5196478150700329
ACH-000307,-0.6825483197916165
ACH-000308,-0.6929885712299182
ACH-000310,-0.40477712356400425
ACH-000311,-0.5375850998455018
ACH-000312,-0.6167325491346279
ACH-000315,-0.7979428286708545
ACH-000316,-0.5242762557707896
ACH-000317,-0.5943664331078815
ACH-000318,-0.8402723472121585
ACH-000319,-0.8007175350520793
ACH-000320,-0.4165914802767197
ACH-000322,-0.5408043779660208
ACH-000323,-0.6458941182349549
ACH-000324,-0.633444413218496
ACH-000329,-0.512565675484573
ACH-000330,-0.5214548438672815
ACH-000331,-0.7093957286066059
ACH-000332,-0.6793879673790325
ACH-000334,-0.6102793052419414
ACH-000335,-0.32636772353407456
ACH-000336,-0.4710294954994669
ACH-000337,-0.5420714736786101
ACH-000338,-0.537208686888804
ACH-000339,-0.7046092236277303
ACH-000341,-0.8117668161360921
ACH-000348,-0.5316880562168748
ACH-000350,-0.5905914503010029
ACH-000352,-0.5417074629750446
ACH-000356,-0.6902573716609864
