,RAD54L2 (23132)
ACH-000004,-0.3446878962416401
ACH-000005,-0.599458439293853
ACH-000007,-0.4626573680052857
ACH-000009,-0.2228722537958195
ACH-000011,-0.20697885393461368
ACH-000012,-0.21621807168578502
ACH-000013,-0.2659644936732079
ACH-000014,-0.2894424710912161
ACH-000015,0.03280025827394372
ACH-000017,-0.037204980850666765
ACH-000018,-0.16956143379418678
ACH-000019,-0.1094137992544218
ACH-000021,-0.15456926966833165
ACH-000022,-0.1958599041825253
ACH-000025,-0.4270196403695729
ACH-000028,-0.19226201327406767
ACH-000030,-0.18084401525647412
ACH-000035,-0.17720337629091082
ACH-000036,-0.2283831336802371
ACH-000037,-0.6606481405266551
ACH-000039,-0.254906068313022
ACH-000040,-0.35012703462161704
ACH-000041,-0.042738785070918925
ACH-000042,-0.2700269486495112
ACH-000045,-0.24248498924575565
ACH-000047,-0.2755860553792141
ACH-000052,-0.13896319797069628
ACH-000053,-0.21132584514152267
ACH-000054,-0.2267152353028789
ACH-000055,-0.3484883698211567
ACH-000060,-0.35081374938134424
ACH-000067,-0.13943936005091828
ACH-000070,-0.576406647499166
ACH-000075,-0.4305692930868731
ACH-000078,-0.06935987148890696
ACH-000082,-0.1982136522155728
ACH-000085,-0.23800607714479974
ACH-000086,-0.1853843780978967
ACH-000087,-0.19318228878861787
ACH-000092,-0.2824425851696576
ACH-000095,-0.22106808017819227
ACH-000097,-0.14401858685430516
ACH-000098,-0.20012729412800892
ACH-000099,-0.2028947596243802
ACH-000108,-0.06413456630532187
ACH-000113,-0.17640567183089068
ACH-000116,-0.18135030299471108
ACH-000118,-0.31091851102661
ACH-000120,-0.15578033899200425
ACH-000123,-0.18004837219497674
ACH-000127,-0.22424814306977156
ACH-000128,-0.17609859765338673
ACH-000132,-0.06652436624870865
ACH-000133,-0.3238513215651897
ACH-000137,-0.2122687284835824
ACH-000138,-0.3106815022728354
ACH-000142,-0.2507460856580104
ACH-000143,-0.0852765989344876
ACH-000146,-0.22510863126382846
ACH-000148,-0.1641681149945583
ACH-000150,-0.3534626435077909
ACH-000152,-0.11618373117606252
ACH-000153,-0.2495553724642789
ACH-000159,-0.2755083401607782
ACH-000160,-0.29512376766059484
ACH-000163,-0.21907428800382447
ACH-000167,-0.6221883071734675
ACH-000168,-0.1986673708033452
ACH-000169,0.08107547126418521
ACH-000178,-0.1957198311382556
ACH-000183,-0.26858757976744896
ACH-000188,-0.21578589246188515
ACH-000189,-0.40742905556895614
ACH-000190,-0.2994463167958364
ACH-000198,-0.4974288379486476
ACH-000203,-0.44479620761763
ACH-000204,-0.2577860814663424
ACH-000206,-0.11508574933219047
ACH-000207,-0.2388900811578241
ACH-000208,-0.28939124953379225
ACH-000210,-0.05488908823704247
ACH-000211,-0.4555940258626542
ACH-000215,-0.015541474016480669
ACH-000221,-0.19449511746229747
ACH-000222,-0.0579192283657427
ACH-000223,-0.2674337064560424
ACH-000226,-0.10131863298864044
ACH-000227,-0.3809380123739423
ACH-000228,-0.12223145259129732
ACH-000231,-0.5160369433964052
ACH-000232,-0.16206032956063912
ACH-000233,-0.17740305974750045
ACH-000234,-0.30868270939700515
ACH-000235,-0.18335903708709225
ACH-000237,-0.4341949903911261
ACH-000238,-0.06434926344372985
ACH-000242,-0.5143140329800839
ACH-000243,-0.2340794683812061
ACH-000244,-0.43439671423209103
ACH-000246,-0.3846063687107166
ACH-000248,-0.05120341732185516
ACH-000250,-0.06668781945036402
ACH-000251,-0.2257495679482569
ACH-000252,-0.3985741138969266
ACH-000253,-0.1893888966294448
ACH-000255,-0.292256514833144
ACH-000256,-0.23549436800463466
ACH-000257,-0.18579794663054866
ACH-000258,-0.2768676294542227
ACH-000259,-0.2523955621527424
ACH-000260,-0.3249142960855956
ACH-000261,0.02261408624285036
ACH-000262,-0.3172073372879013
ACH-000263,-0.2393455852991208
ACH-000264,-0.03856763132611138
ACH-000265,-0.2840960091178553
ACH-000266,-0.1473955512707985
ACH-000272,-0.15049427285277486
ACH-000274,-0.16946354032859548
ACH-000277,-0.2862154598138041
ACH-000278,-0.28902489133800396
ACH-000279,-0.15747554038557565
ACH-000280,-0.39909229259898105
ACH-000281,-0.30938736243644405
ACH-000288,-0.2529687823081731
ACH-000291,-0.18403981721794746
ACH-000293,-0.1874507891140528
ACH-000294,-0.11294618951207405
ACH-000295,-0.06561930502752189
ACH-000296,-0.7016834956042926
ACH-000302,-0.28043352009087263
ACH-000304,-0.170157964549012
ACH-000307,-0.1944533279829103
ACH-000308,-0.1263860525451197
ACH-000310,-0.34126121327328696
ACH-000311,-0.05391098471915568
ACH-000312,-0.1586902035123512
ACH-000315,0.058124165738386725
ACH-000316,-0.2975983360470417
ACH-000317,-0.3329625558896225
ACH-000318,-0.13107532323140908
ACH-000319,-0.0428483237339082
ACH-000320,-0.3893972325330337
ACH-000322,0.05315154626861844
ACH-000323,-0.35455716405821386
ACH-000324,-0.2260376681543298
ACH-000329,-0.2460162944589788
ACH-000330,-0.09680588748838816
ACH-000331,-0.2371590870591881
ACH-000332,-0.06331937608721652
ACH-000334,-0.08194109915509658
ACH-000335,-0.2791027482608752
ACH-000336,-0.1068675873804284
ACH-000337,-0.1859528695599204
ACH-000338,-0.2831003664767388
ACH-000339,-0.3502238969631237
ACH-000341,-0.40531053022702257
ACH-000348,-0.2375602331101575
ACH-000350,0.07857452462289669
ACH-000352,-0.10649236816222353
ACH-000356,-0.3044364567955836
ACH-000361,-0.10805962283816056
ACH-000362,-0.4236778578408342
ACH-000363,-0.1380534928836203
ACH-000364,-0.4149403221441263
ACH-000365,-0.2766696628662628
ACH-000366,-0.262885613675897
ACH-000368,-0.2307247786993523
ACH-000374,-0.4279862963453561
ACH-000375,-0.1192763843486642
ACH-000376,-0.10566939305782973
ACH-000381,-0.3896821324759363
ACH-000383,-0.21388680380604772
ACH-000387,-0.10815828699148937
ACH-000389,-0.0006954624602815253
ACH-000390,-0.2575376160588181
ACH-000393,-0.2970792209332845
ACH-000395,-0.2877714865314753
ACH-000396,-0.029885911162766232
ACH-000397,-0.2428561605488159
ACH-000401,-0.4683242388433197
ACH-000402,0.0345072754544555
ACH-000403,-0.19229370226011586
ACH-000404,0.03430814100633592
ACH-000406,-0.1941279433749777
ACH-000407,-0.34968810280639084
ACH-000408,-0.15013898883117224
ACH-000410,-0.04494218967300833
ACH-000411,-0.0297341042020396
ACH-000414,-0.26162400187704593
ACH-000415,-0.3549000752669974
ACH-000416,-0.15839467963155096
ACH-000420,-0.2171164325034184
ACH-000421,-0.3220204826175761
ACH-000424,0.13933546441034675
ACH-000425,0.026742783811567496
ACH-000426,-0.08751182835164098
ACH-000427,0.01355356481166459
ACH-000433,-0.05435332899331875
ACH-000435,0.2343627369132696
ACH-000436,-0.07092805915458826
ACH-000444,-0.3054366923793616
ACH-000445,-0.13568123299491042
ACH-000448,-0.23861760480885555
ACH-000450,0.00993137477254097
ACH-000452,-0.26217927790393863
ACH-000454,-0.2730970397087137
ACH-000458,-0.18907671387952912
ACH-000459,-0.1324804563900186
ACH-000460,-0.1023964001652606
ACH-000461,-0.21231247300802125
ACH-000463,-0.11890696975152795
ACH-000464,-0.08638263522817763
ACH-000466,0.11045714107418904
ACH-000467,-0.09861269937135908
ACH-000468,-0.2933678113281557
ACH-000469,-0.05299725987910209
ACH-000470,-0.2342778016732294
ACH-000471,-0.3356889860903577
ACH-000472,-0.20714756707688295
ACH-000473,-0.046207501176241235
ACH-000475,-0.12745200446789473
ACH-000476,-0.09681767305801632
ACH-000477,-0.3645609688010845
ACH-000479,-0.1975227386351082
ACH-000480,-0.2011600410175496
ACH-000481,-0.15041726219961438
ACH-000483,-0.4478349587429149
ACH-000484,-0.24145777038649344
ACH-000485,-0.198165336897225
ACH-000486,-0.10437776085269193
ACH-000487,-0.06972224765078416
ACH-000488,-0.0807908880337577
ACH-000490,-0.15449140040155646
ACH-000491,-0.02580614466596855
ACH-000495,-0.09486222679942533
ACH-000496,-0.30575611912868306
ACH-000499,-0.532744513651106
ACH-000500,-0.09321179866937672
ACH-000502,-0.3032848153193212
ACH-000503,0.031342289866273555
ACH-000505,-0.17452475301693954
ACH-000507,-0.059506312142496215
ACH-000510,-0.4476548454397453
ACH-000511,-0.3406739958012501
ACH-000512,-0.3679453250381042
ACH-000516,-0.3322004119049806
ACH-000517,-0.10345301267607612
ACH-000518,-0.09160878717120972
ACH-000520,-0.24614776940937716
ACH-000521,-0.03945912244561033
ACH-000522,-0.15130077080378515
ACH-000524,-0.1900233199045952
ACH-000527,-0.027605591185420063
ACH-000528,-0.13775526671465915
ACH-000537,-0.021748243478944832
ACH-000541,-0.41046335356487534
ACH-000542,-0.2363415045029996
ACH-000544,-0.2756514265949143
ACH-000545,-0.17711670910977226
ACH-000547,-0.05913113318998499
ACH-000548,-0.11747129786956798
ACH-000549,-0.04146518579042277
ACH-000550,-0.3358722866117361
ACH-000552,-0.06030143490945788
ACH-000556,-0.14903877688867412
ACH-000557,-0.21125748845730888
ACH-000569,0.14416198036542968
ACH-000570,-0.0906912722334628
ACH-000571,-0.22713026503187536
ACH-000573,-0.2054128532544538
ACH-000576,-0.1336294337797002
ACH-000579,-0.026561536132093225
ACH-000580,0.022549034398120598
ACH-000584,-0.15744896244918005
ACH-000585,-0.19959998718840866
ACH-000588,-0.1834877529235773
ACH-000589,-0.11366931242403325
ACH-000591,0.04186909160865954
ACH-000593,-0.10314134482662096
ACH-000600,-0.43959249647992654
ACH-000601,-0.23091003692780585
ACH-000605,-0.14244491749185553
ACH-000606,-0.2585801141616933
ACH-000608,-0.22827154979695755
ACH-000614,-0.1909455620059681
ACH-000616,-0.17513417396071032
ACH-000618,-0.12847930450380735
ACH-000619,-0.21090545112108308
ACH-000620,-0.07110125563436959
ACH-000621,-0.1825612737495562
ACH-000622,-0.1792893680762369
ACH-000623,-0.23318679440578444
ACH-000624,-0.16100631497098175
ACH-000627,-0.26517120727956023
ACH-000630,-0.2649262775201366
ACH-000631,-0.2740942046141792
ACH-000632,-0.28162372938624985
ACH-000633,-0.07220101307915809
ACH-000637,-0.17450057754269166
ACH-000638,-0.34635495860998494
ACH-000646,-0.07660861051270089
ACH-000647,-0.19853506257789094
ACH-000648,-0.2195225264863489
ACH-000649,-0.3088964843672136
ACH-000651,-0.13759569911521266
ACH-000652,-0.17775661041473306
ACH-000653,0.007191826702097391
ACH-000657,-0.1346133231724592
ACH-000658,-0.3181039180551478
ACH-000661,-0.10974221357683324
ACH-000662,-0.2566126751887781
ACH-000663,0.08894802452065725
ACH-000665,-0.26801156985789315
ACH-000671,-0.2631368746155748
ACH-000672,-0.4894848165041955
ACH-000673,-0.27917731322436423
ACH-000676,-0.1396325169626319
ACH-000677,-0.2986474004394096
ACH-000681,-0.0964609736743659
ACH-000683,-0.10421886102733796
ACH-000684,-0.241225267320372
ACH-000688,-0.2829125392079068
ACH-000693,-0.1694711345589785
ACH-000694,-0.17990525592468054
ACH-000695,-0.10667537882288143
ACH-000696,-0.14628453432390856
ACH-000697,-0.026173373491970683
ACH-000699,-0.2101216789374184
ACH-000701,-0.2816768969195567
ACH-000706,-0.10335752598479203
ACH-000711,-0.30152983143931245
ACH-000713,-0.3338924394685708
ACH-000714,-0.3619958384748688
ACH-000718,-0.32454377648182103
ACH-000720,-0.1910885782088586
ACH-000721,-0.17570356775877638
ACH-000724,-0.23914399762365365
ACH-000725,-0.07765947593092304
ACH-000732,0.030300827702715118
ACH-000734,-0.055136376136663855
ACH-000735,-0.32496046716558624
ACH-000736,-0.35972256684398074
ACH-000738,-0.3284526019704831
ACH-000746,-0.058110225095384466
ACH-000747,0.07813948213155153
ACH-000748,-0.11277703507840475
ACH-000753,-0.7420402503028827
ACH-000756,-0.1344672594218844
ACH-000757,-0.3354767692205483
ACH-000758,-0.21353372219236647
ACH-000760,-1.1119143810043215
ACH-000762,-0.18076277658305787
ACH-000763,-0.3892274108886456
ACH-000764,-0.23086428965107084
ACH-000765,-0.3586496682493135
ACH-000766,-0.2220631291367982
ACH-000767,-0.24059373058397435
ACH-000768,-0.24391365118352276
ACH-000769,0.07499253216827972
ACH-000770,-0.13240420339621947
ACH-000771,-0.1724624556278052
ACH-000773,-0.07529303428392249
ACH-000776,-0.35693475706360434
ACH-000777,-0.1365596777464234
ACH-000778,-0.2944380287443459
ACH-000781,-0.24620160706203556
ACH-000782,-0.11553636240606015
ACH-000783,-0.18673447382371605
ACH-000784,-0.11779894213822285
ACH-000785,-0.22219527598515496
ACH-000787,0.009659548718990343
ACH-000788,0.013294684632239692
ACH-000791,-0.4242379555482524
ACH-000792,-0.1630281081010587
ACH-000794,-0.2716213887209977
ACH-000796,-0.2381116759238419
ACH-000798,-0.0921735933933221
ACH-000799,-0.16638919446635053
ACH-000800,-0.1323401726918312
ACH-000802,-0.1717698844986666
ACH-000804,-0.3215514854994669
ACH-000805,-0.11565030155191199
ACH-000809,-0.12002998423769458
ACH-000810,-0.3570361080933762
ACH-000811,-0.26996878084086645
ACH-000817,-0.12778459590246274
ACH-000819,-0.16052176168353302
ACH-000820,0.2765742169351419
ACH-000821,-0.29776430834644585
ACH-000822,-0.3369465070738389
ACH-000823,-0.486297578536437
ACH-000824,-0.15965472843653145
ACH-000827,-0.13072722331974895
ACH-000829,-0.2989887940428743
ACH-000831,-0.1216416562682618
ACH-000832,-0.07761811283132447
ACH-000833,-0.28946225200808723
ACH-000834,-0.5001118652744216
ACH-000835,-0.217319943215466
ACH-000836,-0.211014275676368
ACH-000837,-0.18650150675505567
ACH-000838,-0.22046209247266568
ACH-000839,-0.3469560322365989
ACH-000840,-0.2972851736336041
ACH-000841,-0.2320756546621781
ACH-000843,-0.09190868233037516
ACH-000846,-0.2653815451530516
ACH-000847,-0.2693772564402909
ACH-000848,-0.17844564765248527
ACH-000849,-0.18040710838026636
ACH-000851,-0.08968073781990117
ACH-000855,-0.15383714484477715
ACH-000856,-0.7874600281293512
ACH-000858,-0.3231496884185707
ACH-000859,-0.4501902687367436
ACH-000861,-0.19640155111992347
ACH-000862,-0.3432169943278807
ACH-000865,-0.2246304358612003
ACH-000866,-0.3860218331956512
ACH-000867,-0.05633648058359227
ACH-000869,-0.4329438771631548
ACH-000872,-0.08141000568317867
ACH-000873,-0.27600976897635776
ACH-000876,-0.26748352382439106
ACH-000878,-0.25744360692417145
ACH-000880,-0.4407893180687756
ACH-000881,-0.04420878981752965
ACH-000882,-0.02836145284573806
ACH-000884,-0.1957505063848142
ACH-000885,-0.1547275855830518
ACH-000887,-0.3293027599942429
ACH-000889,-0.09551635412721432
ACH-000896,-0.22217108131632135
ACH-000898,-0.1600477542968966
ACH-000900,-0.18506210839925047
ACH-000901,-0.4000149064676485
ACH-000905,-0.053955731493565015
ACH-000906,-0.1732262442912516
ACH-000907,-0.286051531186145
ACH-000910,-0.08073184269092389
ACH-000911,0.0006845242783305675
ACH-000912,-0.3370840458712432
ACH-000913,-0.2397972803221665
ACH-000915,-0.15353256132825746
ACH-000916,-0.6070541400928496
ACH-000917,-0.2374130048911351
ACH-000920,-0.3697338221780433
ACH-000921,-0.0929943927877156
ACH-000924,-0.19403361939171607
ACH-000926,-0.3337229548343788
ACH-000928,-0.1410623508589874
ACH-000929,0.03887343083163562
ACH-000932,-0.25184834043886845
ACH-000935,-0.05251368043405205
ACH-000936,-0.15231006102713834
ACH-000937,-0.20884372314126412
ACH-000938,-0.3343262329023224
ACH-000939,0.12052967295394652
ACH-000941,-0.0895926687190415
ACH-000943,-0.17324940352149712
ACH-000946,-0.2415859846735985
ACH-000947,-0.03367143276727396
ACH-000948,-0.04833139714916288
ACH-000950,-0.2833446398598953
ACH-000953,-0.2507063215848103
ACH-000954,-0.42324359478869394
ACH-000957,-0.13030866215355388
ACH-000958,-0.23120215085223134
ACH-000960,-0.266609583814859
ACH-000963,-0.3454149245885532
ACH-000968,-0.019195757050202992
ACH-000969,-0.19245753167008112
ACH-000972,-0.2241585563336218
ACH-000973,-0.13272070476681438
ACH-000974,-0.11856333244706285
ACH-000978,-0.11598992236153312
ACH-000984,-0.15455067044342918
ACH-000986,-0.07573257753490861
ACH-000988,-0.19620368055681686
ACH-000993,-0.08689820823858849
ACH-000994,-0.19662105470945976
ACH-000996,-0.3245715075077225
ACH-001001,-0.26675166166785336
ACH-001020,0.02934736572555944
ACH-001028,-0.15694587182342842
ACH-001031,-0.2693607468723219
ACH-001038,-0.1235282912238417
ACH-001048,-0.1205003549652552
ACH-001050,-0.15982415502788885
ACH-001053,-0.1154997368934052
ACH-001054,-0.2139701206404724
ACH-001061,-0.8045915039507786
ACH-001067,-0.25019974768750425
ACH-001075,-0.3200717937760855
ACH-001096,-0.1655701269044761
ACH-001111,-0.2210017715906617
ACH-001119,-0.425575217469008
ACH-001128,-0.1150549918637967
ACH-001134,-0.0984613391439683
ACH-001151,-0.17350613589503072
ACH-001163,-0.4220041474032736
ACH-001164,-0.42881586290647816
ACH-001183,-0.08316070424415849
ACH-001192,-0.3187581161613784
ACH-001193,0.004284776015030811
ACH-001196,-0.18650837907319934
ACH-001197,-0.5243526274590682
ACH-001205,-0.08415607712015717
ACH-001211,-0.2502167738909264
ACH-001212,-0.5102376716443119
ACH-001228,-0.5778970099736651
ACH-001232,-0.4107319042394276
ACH-001239,0.02227304067607811
ACH-001270,0.0011942028880260974
ACH-001274,-0.11342483201139245
ACH-001275,-0.3818005271515017
ACH-001277,-0.2446702634248077
ACH-001278,-0.24850380539401426
ACH-001280,-0.6097952639760091
ACH-001283,-0.4186754561077368
ACH-001289,-0.34749554256099363
ACH-001300,-0.07224401921804896
ACH-001301,-0.390195257129964
ACH-001302,-0.3350185174340979
ACH-001306,-0.2459101741645689
ACH-001318,-0.4229358302358563
ACH-001322,-0.27476655758120544
