,RAD54L2 (23132)
ACH-001328,-0.12534358768295994
ACH-001332,-0.2653175169120704
ACH-001336,-0.2143656745360024
ACH-001346,-0.20752324032908165
ACH-001353,-0.26134996891087525
ACH-001354,-0.08017029115377765
ACH-001367,-0.1957880238220692
ACH-001368,-0.19807778637687626
ACH-001374,-0.1658754417273138
ACH-001377,-0.3468073628829616
ACH-001380,-0.3326025767991789
ACH-001391,-0.15431930893766374
ACH-001408,-0.4293539118156639
ACH-001430,-0.08168811779806738
ACH-001431,-0.15304261979315667
ACH-001450,-0.20636520809543726
ACH-001496,-0.3049489895375732
ACH-001500,-0.22655805549204136
ACH-001523,-0.3788146358992475
ACH-001532,-0.2133112752360958
ACH-001550,-0.2615290923049522
ACH-001552,-0.1764773139806389
ACH-001554,-0.33619822399386384
ACH-001654,-0.08284599489746418
ACH-001735,-0.22131178549467112
ACH-001736,-0.2748884281022094
ACH-001737,-0.3538517536165683
ACH-001740,-0.16947227138005078
ACH-001745,-0.29861146875844546
ACH-001765,-0.21467569257170036
