,GBP5 (115362)
ACH-000004,-0.10558528960528976
ACH-000005,-0.23601504861765465
ACH-000007,-0.029997758226661838
ACH-000009,-0.1581193803408503
ACH-000011,-0.15426799161886218
ACH-000012,-0.12037860480431185
ACH-000013,-0.19421231283274146
ACH-000014,-0.07848328278519028
ACH-000015,-0.24698401620516566
ACH-000017,-0.0307196652747239
ACH-000018,-0.13475169541014295
ACH-000019,-0.19566648746847629
ACH-000021,-0.22154333801455453
ACH-000022,-0.17755854074131056
ACH-000025,-0.30219125384242385
ACH-000028,-0.1968962058768319
ACH-000030,-0.15526763584754175
ACH-000035,-0.1916944117449515
ACH-000036,-0.13263323063487534
ACH-000037,-0.06413959436489522
ACH-000039,-0.15685742283513554
ACH-000040,-0.18317631299860665
ACH-000041,-0.11996982537543233
ACH-000042,-0.1121866096458724
ACH-000045,-0.18607358626219056
ACH-000047,-0.07046112828698796
ACH-000052,-0.1508721588623316
ACH-000053,-0.13632050839815069
ACH-000054,-0.13018511946671382
ACH-000055,-0.15703340685175066
ACH-000060,-0.2362677683172837
ACH-000067,-0.15456898046585374
ACH-000070,-0.15348121330522585
ACH-000075,-0.07900057942086773
ACH-000078,-0.2108716546095564
ACH-000082,-0.13282423595640602
ACH-000085,-0.12535154087615125
ACH-000086,-0.2069784362879266
ACH-000087,-0.16938496494273275
ACH-000092,-0.049942215298822035
ACH-000095,-0.15970451564689672
ACH-000097,-0.17130283655932602
ACH-000098,-0.2301438609834333
ACH-000099,-0.08905159442354613
ACH-000108,-0.13133504356165207
ACH-000113,-0.19902962411298
ACH-000116,-0.1984180398773588
ACH-000118,-0.1815200910188305
ACH-000120,0.009535441822258937
ACH-000123,-0.1478570947453203
ACH-000127,-0.1298445817254536
ACH-000128,-0.1809844767055036
ACH-000132,-0.18893496481891472
ACH-000133,-0.1936889027557277
ACH-000137,-0.2727597222608121
ACH-000138,-0.05096527838154402
ACH-000142,-0.2692876861237215
ACH-000143,-0.18956049329255867
ACH-000146,-0.07246047008531349
ACH-000148,-0.10308057686872386
ACH-000150,-0.11430314049976087
ACH-000152,-0.18321150734295694
ACH-000153,-0.1365459338665541
ACH-000159,-0.2015350592990041
ACH-000160,-0.1124227368596364
ACH-000163,-0.020878842650021344
ACH-000167,-0.2548082346592541
ACH-000168,-0.036286640186069
ACH-000169,-0.2612944561461417
ACH-000178,-0.2108075696716395
ACH-000183,-0.06197038509220178
ACH-000188,-0.15984954974265492
ACH-000189,-0.10096327904204637
ACH-000190,-0.27421594752498624
ACH-000198,-0.1317733279708284
ACH-000203,-0.24350868950501084
ACH-000204,-0.08873883728207198
