,TNRC18 (84629)
ACH-000004,0.048445880460374915
ACH-000005,-0.3110881284318424
ACH-000007,0.1497392813232401
ACH-000009,-0.13120176200866607
ACH-000011,-0.26319338964566685
ACH-000012,-0.15014766198446214
ACH-000013,-0.24664968291108505
ACH-000014,-0.14982408101248815
ACH-000015,0.057063951640655225
ACH-000017,0.19168953522304608
ACH-000018,-0.22691086482036996
ACH-000019,-0.3387002665960233
ACH-000021,-0.09299674568906977
ACH-000022,-0.08787752230240875
ACH-000025,-0.07878917894027157
ACH-000028,-0.15164974381786875
ACH-000030,0.005877085972356046
ACH-000035,-0.11431284058019048
ACH-000036,-0.07101460017342112
ACH-000037,-0.14333262568409388
ACH-000039,-0.060343777998731835
ACH-000040,-0.31686418684681755
ACH-000041,0.06589121462520826
ACH-000042,-0.1850703801438185
ACH-000045,-0.08635723994741096
ACH-000047,-0.1183962372518214
ACH-000052,0.1531367001206945
ACH-000053,0.0034667480833020714
ACH-000054,-0.18789892537742048
ACH-000055,-0.3823346159855807
ACH-000060,-0.3008541979958199
ACH-000067,-0.22263944361188465
ACH-000070,0.06898083253115175
ACH-000075,-0.1653924685147541
ACH-000078,0.1377444834708084
ACH-000082,-0.11958417614527693
ACH-000085,-0.32536944410236845
ACH-000086,-0.1003752175590198
ACH-000087,-0.15093151707255145
ACH-000092,-0.16294027425074134
ACH-000095,-0.049069240816277455
ACH-000097,-0.07609738926007541
ACH-000098,-0.25317518258453225
ACH-000099,0.07679604638397176
ACH-000108,-0.0410643412437605
ACH-000113,-0.05270381300054179
ACH-000116,-0.15792682542940115
ACH-000118,-0.02596126776819933
ACH-000120,0.08693188073914089
ACH-000123,-0.340522618882498
ACH-000127,-0.10997523371736212
ACH-000128,-0.13552554262096053
ACH-000132,-0.08509433642746354
ACH-000133,-0.11463438362745218
ACH-000137,-0.14750038699619064
ACH-000138,0.05048646189729358
ACH-000142,0.15298210001164012
ACH-000143,0.13129718962012418
ACH-000146,-0.1214001864427738
ACH-000148,-0.11745069799454105
ACH-000150,-0.10061972060388462
ACH-000152,-0.04447352135773238
ACH-000153,-0.10232355520141018
ACH-000159,0.07715650224681969
ACH-000160,-0.11808085346475665
ACH-000163,0.16619689842319632
ACH-000167,-0.3766550614397715
ACH-000168,-0.03224490014550314
ACH-000169,-0.03050685712507257
ACH-000178,-0.23412576794088694
ACH-000183,0.10125307307718856
ACH-000188,-0.2054083997087197
ACH-000189,0.0038324743300958476
ACH-000190,-0.3976686437141306
