,RAB13 (5872)
ACH-000004,-0.07740483527903548
ACH-000005,-0.15793777389535585
ACH-000007,0.0842543591996832
ACH-000009,-0.3316880469006546
ACH-000011,-0.09415476034091527
ACH-000012,-0.05907972784143786
ACH-000013,-0.2062466959389212
ACH-000014,-0.14437277806275542
ACH-000015,-0.10007214950221707
ACH-000017,-0.13827617372837792
ACH-000018,-0.2240459048356215
ACH-000019,0.0033046108273687602
ACH-000021,-0.17658486298400608
ACH-000022,-0.17152551834098362
ACH-000025,-0.3782313248300862
ACH-000028,-0.17144507751024307
ACH-000030,-0.2173310917830817
ACH-000035,-0.10613923028784146
ACH-000036,-0.06740061614652228
ACH-000037,-0.17121342010715024
ACH-000039,-0.13835466706216076
ACH-000040,-0.11747942504537118
ACH-000041,-0.1775785480736827
ACH-000042,-0.26296648264217964
ACH-000045,-0.23021103636811716
ACH-000047,-0.11168188011680404
ACH-000052,-0.3236769855754723
ACH-000053,-0.20302846733788654
ACH-000054,-0.042419715345948635
ACH-000055,-0.09089601654460557
ACH-000060,0.013187561468653151
ACH-000067,-0.3840571167958172
ACH-000070,-0.20452992925129487
ACH-000075,-0.2273078643357342
ACH-000078,-0.2059639395412615
ACH-000082,-0.2628783562889888
ACH-000085,-0.17158061868478303
ACH-000086,-0.2681842464908911
ACH-000087,-0.21744143454788414
ACH-000092,-0.13036216884451218
ACH-000095,-0.308588613627521
ACH-000097,-0.07660175566757685
ACH-000098,-0.2370460544332599
ACH-000099,-0.18787380956823332
ACH-000108,-0.10093676329118413
ACH-000113,-0.14168851534891333
ACH-000116,-0.14262126007900722
ACH-000118,-0.0862035563253817
ACH-000120,0.01020923542483457
ACH-000123,-0.17246769382480068
ACH-000127,-0.17136823317685804
ACH-000128,-0.12713194640836326
ACH-000132,-0.07739119268748182
ACH-000133,-0.3467188658661649
ACH-000137,-0.1993550101286433
ACH-000138,-0.10063015847209668
ACH-000142,-0.1857089945848691
ACH-000143,-0.3671963398716249
ACH-000146,-0.23521171921459885
ACH-000148,-0.2876830075188993
ACH-000150,-0.3981046233589449
ACH-000152,-0.1406692857901514
ACH-000153,-0.40220173573759227
ACH-000159,-0.21333924645536234
ACH-000160,-0.011692683285882566
ACH-000163,-0.2147839193880784
ACH-000167,-0.3462495633146998
ACH-000168,-0.26443186039031313
ACH-000169,-0.199510256668509
ACH-000178,-0.18171925486431986
ACH-000183,-0.4843196796387588
ACH-000188,-0.07850077820033237
ACH-000189,-0.38030633965624266
ACH-000190,-0.19885225573677126
ACH-000198,-0.16349525336769286
ACH-000203,-0.6290151286904415
ACH-000204,-0.2240085835207276
ACH-000206,-0.3536705844029965
ACH-000207,-0.12170714697607378
ACH-000208,-0.18971014857975746
ACH-000210,-0.20591589331290527
ACH-000211,-0.1576117659148557
ACH-000215,-0.1151864820226634
ACH-000221,-0.2411817847980399
ACH-000222,-0.18218791126412345
ACH-000223,-0.1579699069541977
ACH-000226,-0.36978484050235455
ACH-000227,-0.10522259323261808
ACH-000228,-0.1049499516143516
ACH-000231,-0.2156405041056892
ACH-000232,-0.30689342847523005
ACH-000233,-0.2890065029338437
ACH-000234,-0.4353692393734787
ACH-000235,-0.21671225008560807
ACH-000237,-0.19807298335709225
ACH-000238,-0.33020074059351
ACH-000242,-0.05322088031349482
ACH-000243,-0.21339106962725884
ACH-000244,-0.09357501355185403
ACH-000246,-0.2045150906928251
ACH-000248,-0.15739020675308146
ACH-000250,-0.12743067145455214
ACH-000251,0.15444030806406522
ACH-000252,-0.4519537079787103
ACH-000253,-0.026615445653189244
ACH-000255,-0.1373685216031856
ACH-000256,-0.2359827890498076
ACH-000257,-0.2490957410826573
ACH-000258,-0.3500591457255879
ACH-000259,-0.1541504089148428
ACH-000260,-0.2629840081417782
ACH-000261,-0.115175603542389
ACH-000262,-0.02547547229075408
ACH-000263,-0.4128201002949153
ACH-000264,-0.2620278917989846
ACH-000265,-0.20422070258029915
ACH-000266,-0.22436975639147005
ACH-000272,-0.12675532936728776
ACH-000274,-0.12198481635023965
ACH-000277,-0.08044752537946087
ACH-000278,-0.24310397604897685
ACH-000279,-0.1779339801072765
ACH-000280,-0.3199562158648546
ACH-000281,-0.11666624697636553
ACH-000288,-0.09754397067033896
ACH-000291,0.003406182844573281
ACH-000293,-0.1408247109353016
ACH-000294,-0.17398932796985964
ACH-000295,-0.07086732388554845
ACH-000296,-0.28551027094303283
ACH-000302,-0.16163270277947964
ACH-000304,-0.013010551234679266
ACH-000307,-0.07577766867099738
ACH-000308,-0.10728998677389176
ACH-000310,-0.3152260779389197
ACH-000311,-0.1945099728346128
ACH-000312,-0.19306966975483011
ACH-000315,-0.021801949264528657
ACH-000316,-0.1689089321394451
ACH-000317,-0.3296094433131914
ACH-000318,-0.32027672256536105
ACH-000319,-0.11468702200933616
ACH-000320,-0.1655563314226828
ACH-000322,-0.1571165328989149
ACH-000323,-0.1286889149785648
ACH-000324,-0.21614868035865767
ACH-000329,-0.19967434794272415
ACH-000330,-0.1827410457117329
ACH-000331,0.0002528348592403418
ACH-000332,-0.29958054904522113
ACH-000334,-0.2928174034193252
ACH-000335,-0.08022083165607073
ACH-000336,-0.08232935086471105
ACH-000337,-0.395696705185413
ACH-000338,0.07729899666389743
ACH-000339,-0.16567287941266973
ACH-000341,-0.3773144071555949
ACH-000348,-0.25041100495059365
ACH-000350,-0.07261616631451408
ACH-000352,0.042641193044894464
ACH-000356,-0.03233946511635945
