,YWHAZ (7534)
ACH-000495,-0.5281841808427905
ACH-000496,-0.11694925483202195
ACH-000499,-0.1481612147807971
ACH-000500,-0.4281844947056879
ACH-000502,-0.2748763504434629
ACH-000503,-0.20620516509593856
ACH-000505,-0.4878312872157492
ACH-000507,-0.4013768661975541
ACH-000510,-0.3889855447342
ACH-000511,-0.4191757877433888
ACH-000512,-0.4403383719824631
ACH-000516,-0.2797655111454028
ACH-000517,-0.29634198515610377
ACH-000518,0.023192493209157568
ACH-000520,-0.16973934706097582
ACH-000521,-0.3961334956249079
ACH-000522,-0.3320826990612884
ACH-000524,-0.2270041873022952
ACH-000527,-0.19077644784668385
ACH-000528,-0.4761075614643893
ACH-000537,-0.21528558732696348
ACH-000541,-0.40995737780844
ACH-000542,-0.5444294828905505
ACH-000544,-0.10618366942108932
ACH-000545,-0.4095967715097037
ACH-000547,-0.4308728923906892
ACH-000548,-0.35601532763838034
ACH-000549,-0.2677655667450617
ACH-000550,-0.256908428449145
ACH-000552,-0.4409337915534956
ACH-000556,-0.3807616267951501
ACH-000557,-0.10272105206277778
ACH-000569,0.14148749091456514
ACH-000570,-0.28977466071425617
ACH-000571,-0.30545521048245194
ACH-000573,-0.4581802718280831
ACH-000576,-0.4609254919456953
ACH-000579,-0.2413549652115604
ACH-000580,-0.4173716348114288
ACH-000584,-0.3661258787536177
ACH-000585,-0.1449647852180171
ACH-000588,-0.3041339002612088
ACH-000589,-0.2918719904844721
ACH-000591,-0.27889588468939736
ACH-000593,-0.20845193679407967
ACH-000600,-0.4952146149194275
ACH-000601,-0.24072588845265255
ACH-000605,-0.2008515188076037
ACH-000606,-0.37830130999599704
ACH-000608,-0.10233417034687928
ACH-000614,-0.724138929745862
ACH-000616,-0.39573877354292336
ACH-000618,-0.14024080466211364
ACH-000619,-0.1993091782129902
ACH-000620,-0.23957343623437846
ACH-000621,-0.45004110217004906
ACH-000622,-0.2998556705586821
ACH-000623,-0.28835719488645584
ACH-000624,-0.2498080229302779
ACH-000627,-0.27661243391650064
ACH-000630,-0.22583829605051525
ACH-000631,0.044474496483024435
ACH-000632,-0.563277086302919
ACH-000633,-0.28288180835213417
ACH-000637,-0.21962131397798415
ACH-000638,-0.4657181192851604
ACH-000646,-0.16632199808872067
ACH-000647,-0.42212749318842063
ACH-000648,-0.4301277734255349
ACH-000649,-0.4152779099287206
ACH-000651,-0.3926987027578506
ACH-000652,-0.4324006207016204
ACH-000653,-0.3994731915814876
ACH-000657,-0.4184057940110757
ACH-000658,-0.6449456967629802
ACH-000661,-0.4240082320510239
ACH-000662,-0.4875756450701058
ACH-000663,-0.3646138983242574
ACH-000665,-0.3091457312596925
ACH-000671,-0.1888494760750027
ACH-000672,-0.07027017705424551
ACH-000673,-0.4565228312837332
ACH-000676,-0.5346186710950585
ACH-000677,-0.41358855859433696
ACH-000681,-0.11471213099940815
ACH-000683,-0.4662197165058122
ACH-000684,-0.26452590957208033
ACH-000688,-0.2914078071828537
ACH-000693,-0.3016717385143937
ACH-000694,-0.2328450948414465
ACH-000695,-0.18886195938733386
ACH-000696,-0.33250322898788204
ACH-000697,-0.5379536516745959
ACH-000699,-0.3428414059164576
ACH-000701,-0.4490119752212373
ACH-000706,-0.3454157634341917
ACH-000711,-0.3614487510768977
ACH-000713,-0.3632363905941557
ACH-000714,-0.44759055686885996
ACH-000718,-0.3414823783637967
ACH-000720,-0.2365979904366454
ACH-000721,-0.2765553016906473
ACH-000724,-0.4750529069446174
ACH-000725,-0.4318219056575764
ACH-000732,-0.2411104064916867
ACH-000734,-0.34553293928875684
ACH-000735,-0.5358137460521684
ACH-000736,-0.16023694291637214
ACH-000738,-0.3043947123585039
ACH-000746,-0.17094247608020113
ACH-000747,-0.3314116829059594
ACH-000748,-0.326605288075462
ACH-000753,-0.056558067199093814
ACH-000756,-0.12868074262755186
ACH-000757,-0.2401215900078981
ACH-000758,-0.31602372822413666
ACH-000760,-0.3964715390780498
ACH-000762,-0.21730697493507986
ACH-000763,-0.3889809062343474
ACH-000764,-0.10059895722166527
ACH-000765,-0.3281607737487755
ACH-000766,-0.1150150386749604
ACH-000767,-0.40270958313315103
ACH-000768,-0.3858725703873092
ACH-000769,-0.448945245944948
ACH-000770,-0.17901147519338131
ACH-000771,-0.201791175963179
ACH-000773,-0.4489994167896301
ACH-000776,-0.2380700240627888
ACH-000777,-0.13571530770848292
ACH-000778,-0.38621766422895504
ACH-000781,-0.15005006787456773
ACH-000782,-0.3752785534525183
ACH-000783,-0.24075162393101185
ACH-000784,-0.30724360703417986
ACH-000785,-0.34585099038725864
ACH-000787,-0.1648128941758263
ACH-000788,-0.247040386979981
ACH-000791,-0.32245077750567497
ACH-000792,-0.3514169569742623
ACH-000794,-0.5355009418228428
ACH-000796,-0.31846294579127776
ACH-000798,-0.4935422372196971
ACH-000799,-0.5343236696404388
ACH-000800,-0.5280644829777871
ACH-000802,-0.2057655367480396
ACH-000804,-0.3836094038613119
ACH-000805,-0.0907639532666608
ACH-000809,-0.3991493087081905
ACH-000810,-0.4014338139060064
ACH-000811,-0.4178802223291869
ACH-000817,-0.3159419084389291
ACH-000819,-0.243194015211074
ACH-000820,-0.3016398406565465
ACH-000821,-0.37039449784829703
ACH-000822,-0.3806661191422509
ACH-000823,-0.062231476233441815
ACH-000824,-0.20672227033144855
ACH-000827,-0.43471505275052585
ACH-000829,-0.3934022502636269
ACH-000831,-0.376513184890327
ACH-000832,-0.2648974036141737
ACH-000833,-0.4260908450097607
ACH-000834,-0.2597374169876115
ACH-000835,-0.22701457753214385
ACH-000836,-0.4572470349944949
ACH-000837,-0.2547696417699322
ACH-000838,-0.2643441717305295
ACH-000839,-0.3494714780064373
ACH-000840,-0.2783376954508252
ACH-000841,-0.20653319253544086
ACH-000843,-0.2813786146997304
ACH-000846,-0.5471847450360678
ACH-000847,-0.6851706066749506
ACH-000848,-0.4032124874357367
ACH-000849,-0.3704296513195591
ACH-000851,-0.2665127899151604
ACH-000855,-0.1816923485409576
ACH-000856,-0.4187838663027694
ACH-000858,-0.3218168795641173
ACH-000859,-0.3415541111453049
ACH-000861,-0.4022863409821675
ACH-000862,-0.3564932417891654
ACH-000865,-0.23314624368433995
ACH-000866,-0.3609502193806203
ACH-000867,-0.2383525370366004
ACH-000869,-0.16008957170245525
ACH-000872,-0.6500652977116467
ACH-000873,-0.3702939899240396
ACH-000876,-0.21979410173881525
ACH-000878,-0.2480717973568773
ACH-000880,-0.12988794227013878
ACH-000881,-0.33905562394056704
ACH-000882,-0.3564653295161696
ACH-000884,-0.4784518789355195
ACH-000885,-0.42828628784763256
ACH-000887,-0.3664674926207849
ACH-000889,-0.3102790188943946
ACH-000896,-0.11856893167629905
ACH-000898,-0.1764158578117701
ACH-000900,-0.3196020762605643
ACH-000901,-0.28699290536049776
ACH-000905,-0.23541886045893806
ACH-000906,-0.17624575648327387
ACH-000907,-0.5433379824919702
ACH-000910,-0.17226302351217493
ACH-000911,-0.3204115422052071
ACH-000912,-0.15039590152622687
ACH-000913,-0.3571426268661351
ACH-000915,-0.3048503728922655
ACH-000916,-0.2338649191892088
ACH-000917,-0.27665031581670485
ACH-000920,-0.8485942187435399
ACH-000921,-0.4574027300771619
ACH-000924,-0.25857364933590365
ACH-000926,-0.4294590916277899
ACH-000928,-0.5349170732384004
ACH-000929,-0.044894008778313496
ACH-000932,-0.3208603165513045
ACH-000935,-0.29916904517618137
ACH-000936,-0.3959206269265995
ACH-000937,-0.4852700899627214
ACH-000938,-0.5137745290867132
ACH-000939,-0.28090928867729065
ACH-000941,-0.2581242152097664
ACH-000943,-0.2596300307593973
ACH-000946,-0.5513473304481578
ACH-000947,-0.32562602619046965
ACH-000948,-0.386295944862628
ACH-000950,-0.2563192653196312
ACH-000953,-0.4228670004954892
ACH-000954,-0.4571464987076475
ACH-000957,-0.11175434374425476
ACH-000958,-0.34464191636690217
ACH-000960,-0.31810379823881485
ACH-000963,-0.2941934146777781
ACH-000968,-0.4350887666734777
ACH-000969,-0.4172657577133304
ACH-000972,-0.34887633526194295
ACH-000973,-0.2472803581206073
ACH-000974,-0.4117819174605897
ACH-000978,-0.30071162582705563
ACH-000984,-0.4676153330787828
ACH-000986,-0.44312962115333376
ACH-000988,-0.2361340310618471
ACH-000993,-0.2638572719605741
ACH-000994,-0.08669874013321978
ACH-000996,-0.43859574753812
ACH-001001,-0.4667560555707998
ACH-001020,-0.2569744746625229
ACH-001028,-0.2895163131204665
ACH-001031,-0.2484768005706296
ACH-001038,-0.3765443596872591
ACH-001048,-0.28959234301496856
ACH-001050,-0.4065972911163383
ACH-001053,-0.37262365520394747
ACH-001054,-0.3279685866306155
ACH-001061,-0.4135949114249364
ACH-001067,-0.10671663028031828
ACH-001075,-0.24093137395110034
ACH-001096,-0.27453481757604303
ACH-001111,-0.13754753129647215
ACH-001119,-0.3413501588590059
ACH-001128,-0.4943976223639396
ACH-001134,-0.3403959055153424
ACH-001151,-0.3024105266869456
ACH-001163,-0.26845165876682137
ACH-001164,-0.4976022139645687
ACH-001183,-0.3466323952958443
ACH-001192,-0.35886390845951754
ACH-001193,-0.4415358122772545
ACH-001196,-0.1851037208943727
ACH-001197,-0.1861622060045343
ACH-001205,-0.2939712780784503
ACH-001211,-0.26805866121466165
ACH-001212,-0.33358590280040035
ACH-001228,-0.6744456725701128
ACH-001232,-0.27595775107428006
ACH-001239,-0.3846659615893812
ACH-001270,-0.5554559894623202
ACH-001274,-0.6201375828455297
ACH-001275,-0.10298707742145198
ACH-001277,-0.213533002187676
ACH-001278,-0.10908025560549377
ACH-001280,-0.3408246119385497
ACH-001283,-0.3600372962391837
ACH-001289,-0.3937767714795165
ACH-001300,-0.3828878183767011
ACH-001301,-0.3916383810308757
ACH-001302,-0.2798416049624419
ACH-001306,-0.2900561105398912
ACH-001318,-0.12798719224948066
ACH-001322,-0.30538435561282884
ACH-001328,-0.2823706585366824
ACH-001332,-0.16110209731691127
ACH-001336,-0.34411824261954266
ACH-001346,-0.43907788320582497
ACH-001353,-0.15778882535590313
ACH-001354,-0.3573507046803015
ACH-001367,-0.4789621714232235
ACH-001368,-0.47457502318729794
ACH-001374,-0.2206789692399692
ACH-001377,-0.3311505668245164
ACH-001380,-0.4589237591169416
ACH-001391,-0.3802534364681628
ACH-001408,-0.175564129007951
ACH-001430,-0.4497483275268153
ACH-001431,-0.18229687001823866
ACH-001450,-0.6930042039835725
ACH-001496,-0.4773248188915475
ACH-001500,-0.17803079383608347
ACH-001523,-0.3934144410634895
ACH-001532,-0.5091234975568274
ACH-001550,-0.30167258760854393
ACH-001552,-0.42513798009978254
ACH-001554,-0.20482890845564786
ACH-001654,-0.33634303716980024
ACH-001735,-0.21944183997584216
ACH-001736,-0.08887840813061601
ACH-001737,-0.5088899827108675
ACH-001740,-0.3092240312729422
ACH-001745,-0.2446460583407136
ACH-001765,-0.371588241860926
