,HNRNPM (4670)
ACH-000004,-0.906471206204593
ACH-000005,-1.1668860632377072
ACH-000007,-0.8794005569762859
ACH-000009,-0.7525913168804549
ACH-000011,-0.7266822884867813
ACH-000012,-0.952984736492452
ACH-000013,-0.9814802139249399
ACH-000014,-0.820872000019374
ACH-000015,-0.8845868219747153
ACH-000017,-0.9995839426127238
ACH-000018,-0.7865258691595162
ACH-000019,-0.7135685648731517
ACH-000021,-1.03111352541934
ACH-000022,-0.9011087623421296
ACH-000025,-0.941571317370412
ACH-000028,-0.9313226683975022
ACH-000030,-0.956311446041548
ACH-000035,-1.0016861106493105
ACH-000036,-0.8234701884617244
ACH-000037,-0.8681108919828238
ACH-000039,-1.2582941052085317
ACH-000040,-0.5502562904069399
ACH-000041,-0.9274779710236412
ACH-000042,-0.8769526307223463
ACH-000045,-0.8256552527314577
ACH-000047,-0.9885517377000969
ACH-000052,-1.02642443235333
ACH-000053,-0.8993021671106582
ACH-000054,-0.6783699030806811
ACH-000055,-0.9513908497953362
ACH-000060,-1.0202928191101859
ACH-000067,-0.7316968103648138
ACH-000070,-1.027873024413811
ACH-000075,-0.9079392675776274
ACH-000078,-0.8358017049560426
ACH-000082,-0.7163164765919598
ACH-000085,-1.2206314619109897
ACH-000086,-0.8302450376998394
ACH-000087,-0.98798125565522
ACH-000092,-0.8460583943376617
ACH-000095,-0.7614921596291612
ACH-000097,-0.7842243092226809
ACH-000098,-0.921686000478011
ACH-000099,-0.5064780394616383
ACH-000108,-1.1348988288851696
ACH-000113,-0.8045948432070645
ACH-000116,-1.0015399799750468
ACH-000118,-0.9942835350020572
ACH-000120,-1.0071402268710594
ACH-000123,-0.7050125416090964
ACH-000127,-0.9389631323057744
ACH-000128,-1.1531665590515177
ACH-000132,-0.6415102307885727
ACH-000133,-0.9276512961011552
ACH-000137,-0.8109783195129735
ACH-000138,-0.7053554031722308
ACH-000142,-0.8975061919463669
ACH-000143,-0.9702926710552956
ACH-000146,-0.9938709848790264
ACH-000148,-0.8858251767104836
ACH-000150,-0.7302956582826378
ACH-000152,-0.7421432048619421
ACH-000153,-0.8713285853138474
ACH-000159,-0.7350171988589814
ACH-000160,-1.1245661073324356
ACH-000163,-0.8279397875667414
ACH-000167,0.37017907372583536
ACH-000168,-0.883663096715235
ACH-000169,-0.9285802863561236
ACH-000178,-0.9568626544573304
ACH-000183,-0.9002106634640044
ACH-000188,-1.2183584613468796
ACH-000189,-0.4853738106650466
ACH-000190,-0.7904914399037046
ACH-000198,-0.6950334905996511
ACH-000203,-0.4617350647505807
ACH-000204,-1.1200249560255389
ACH-000206,-0.8635028084275537
ACH-000207,-0.9822245576922484
ACH-000208,-0.9941780359757678
ACH-000210,-0.6550356245974577
ACH-000211,-1.0399848576433235
ACH-000215,-0.7623274287872988
ACH-000221,-0.9342499658161076
ACH-000222,-0.9002500345236677
ACH-000223,-0.8059855858015922
ACH-000226,-0.7991331245380545
ACH-000227,-0.34501629224450897
ACH-000228,-1.0234280179700437
ACH-000231,-0.9545857336608594
ACH-000232,-0.5538534274384251
ACH-000233,-1.028900570368304
ACH-000234,-0.7002780267626046
ACH-000235,-0.7664673280195378
ACH-000237,-0.9656644527977972
ACH-000238,-0.9760377516873732
ACH-000242,-0.8672867817595178
ACH-000243,-0.9210871011948276
ACH-000244,-0.7709499056757545
ACH-000246,-0.8000077575330578
ACH-000248,-1.0078029884169066
ACH-000250,-0.6599132921988491
ACH-000251,-1.2808197873816205
ACH-000252,-0.7704433000855858
ACH-000253,-0.6490890410473582
ACH-000255,-0.9881684581571688
ACH-000256,-1.0023893351777773
ACH-000257,-0.7862737763928713
ACH-000258,-0.6766937074816985
ACH-000259,-0.7969725071896506
ACH-000260,-1.1083300120959927
ACH-000261,-0.7835530303843308
ACH-000262,-0.7063866510178296
ACH-000263,-1.1227154191421265
ACH-000264,-0.6882769132727898
ACH-000265,-0.8802830311959656
ACH-000266,-0.6812118073080176
ACH-000272,-0.4714058757894525
ACH-000274,-0.41980845386936655
ACH-000277,-0.4902285012809535
ACH-000278,-0.9237865734340552
ACH-000279,-0.8908053459740242
ACH-000280,-1.021521527791825
ACH-000281,-0.6607434402764674
ACH-000288,-0.9045058003723234
ACH-000291,-1.0592518891052758
ACH-000293,-0.9535998051001728
ACH-000294,-0.5998302634423743
ACH-000295,-0.9930052035403972
ACH-000296,-1.0273747259546822
ACH-000302,-0.93507737067067
ACH-000304,-0.7990756602870759
ACH-000307,-1.0724651401978755
ACH-000308,-0.9620671776356016
ACH-000310,-0.7281426420399371
ACH-000311,-0.961240261741489
ACH-000312,-0.5770094485818216
ACH-000315,-0.9839648118870536
ACH-000316,-0.7566082941196682
ACH-000317,-0.9663364628198856
ACH-000318,-1.0351090589667031
ACH-000319,-1.020005592884703
ACH-000320,-0.9853304762095604
ACH-000322,-0.6715822918148485
ACH-000323,-0.8404170065723554
ACH-000324,-1.086985837840562
ACH-000329,-0.6025969150531055
ACH-000330,-1.1238700964576158
ACH-000331,-0.9870545801091768
ACH-000332,-0.7183773806659326
ACH-000334,-0.7224738466547773
ACH-000335,-0.9705401704123872
ACH-000336,-0.8778741727833471
ACH-000337,-0.9938222604893686
ACH-000338,-1.245558167671528
ACH-000339,-0.9751230483197584
ACH-000341,-0.636619017100016
ACH-000348,-0.7177929616826357
ACH-000350,-0.8263479400293126
ACH-000352,-1.0544407560608648
ACH-000356,-0.9548860525726358
ACH-000361,-1.0471785216468457
ACH-000362,-0.6523705476635919
ACH-000363,-0.7031222423127116
ACH-000364,-0.8394472424133024
ACH-000365,-0.990392746456389
ACH-000366,-0.5316439084999754
ACH-000368,-0.8742776022987714
ACH-000374,-1.0447134957831614
ACH-000375,-0.9815216333310792
ACH-000376,-0.7725107979840529
ACH-000381,-0.6496825579686384
ACH-000383,-0.7212987508265655
ACH-000387,-1.041402214199184
ACH-000389,-0.8068546190180291
ACH-000390,-1.1276951508686208
ACH-000393,-0.8868107435576171
ACH-000395,-0.9168896697772536
ACH-000396,-1.3132984314818146
ACH-000397,-1.0002149760447814
ACH-000401,-1.0231834072332724
ACH-000402,-0.8640915553849963
ACH-000403,-0.8914279212907649
ACH-000404,-0.7897737720801618
ACH-000406,-1.054336408205548
ACH-000407,-0.8728928122079874
ACH-000408,-1.2670418801407208
ACH-000410,-0.9986722522675148
ACH-000411,-0.7925766218666529
ACH-000414,-1.2405706366202394
ACH-000415,-1.1541353217135593
ACH-000416,-0.8946879547110079
ACH-000420,-0.7853586083362125
ACH-000421,-0.9676478354591288
ACH-000424,-0.8911157052242652
ACH-000425,-0.8776585140121138
ACH-000426,-0.6520005450970571
ACH-000427,-0.7276731032726604
ACH-000433,-0.6405163233411394
ACH-000435,-0.7805511403760788
ACH-000436,-0.8461107062160784
ACH-000444,-1.1058203010611265
ACH-000445,-0.991442136528478
ACH-000448,-1.0297936064611917
ACH-000450,-0.7648351671077948
ACH-000452,-0.8694756345436148
ACH-000454,-0.9625483317456056
ACH-000458,-1.225019968849553
ACH-000459,-1.4261033096190054
ACH-000460,-0.9724167792896432
ACH-000461,-0.9324089514673244
ACH-000463,-1.0000552508561122
ACH-000464,-0.8931260212551608
ACH-000466,-1.1388533191031407
ACH-000467,-0.8397966808626568
ACH-000468,-0.7791493438382928
ACH-000469,-1.0112388110417485
ACH-000470,-0.7271417508379576
ACH-000471,-0.6990525262953756
ACH-000472,-0.950679788848068
ACH-000473,-1.0596676288734073
ACH-000475,-0.8632746302571174
ACH-000476,-0.9304660009080921
ACH-000477,-0.9429119381194282
ACH-000479,-1.0705863342737838
ACH-000480,-0.9502740454277904
ACH-000481,-0.8521952663529592
ACH-000483,-1.0560785082792181
ACH-000484,-0.7684009637929351
ACH-000485,-0.937833829771477
ACH-000486,-0.7760759624764264
ACH-000487,-0.9156870187900704
ACH-000488,-1.0071253443355463
ACH-000490,-0.9538337887173112
ACH-000491,-1.0680343650017097
ACH-000495,-0.4941970934182471
ACH-000496,-0.870761023411763
ACH-000499,-1.1279083825572351
ACH-000500,-0.4991475506102026
ACH-000502,-0.7302878529350979
ACH-000503,-1.0119305210148106
ACH-000505,-0.9030701186279788
ACH-000507,-1.0960039497295937
ACH-000510,-0.800155595103937
ACH-000511,-0.7024940105762123
ACH-000512,-0.6327265227654112
