,PDZK1 (5174)
ACH-000004,-0.013142381665810507
ACH-000005,-0.2677755385251641
ACH-000007,-0.054167985182118746
ACH-000009,-0.1978098085215448
ACH-000011,-0.1133966494377062
ACH-000012,-0.13374594293738146
ACH-000013,-0.13600279628162826
ACH-000014,-0.2500462045363763
ACH-000015,-0.1013046083652842
ACH-000017,-0.014739336884605804
ACH-000018,-0.1914424038925575
ACH-000019,-0.04004267844112276
ACH-000021,-0.08379932163466289
ACH-000022,-0.06464663225879631
ACH-000025,-0.3247378809577271
ACH-000028,-0.16708332558680414
ACH-000030,-0.1391962206007709
ACH-000035,0.19428629796013167
ACH-000036,-0.22616991665917796
ACH-000037,-0.02216442661758254
ACH-000039,-0.009220251192365874
ACH-000040,-0.15778907185939278
ACH-000041,-0.1255126031369107
ACH-000042,-0.10179867233222777
ACH-000045,0.018281026422187808
ACH-000047,-0.05686457932206326
ACH-000052,-0.3127236078237217
ACH-000053,0.009493927618470366
ACH-000054,-0.003808693555196072
ACH-000055,-0.09667211400558604
ACH-000060,0.003761446737667208
ACH-000067,-0.061401715268017486
ACH-000070,-0.05598330581348908
ACH-000075,-0.03132812665862828
ACH-000078,0.10166495443862493
ACH-000082,0.07541245386575977
ACH-000085,0.18470657187322992
ACH-000086,-0.2788304003675201
ACH-000087,-0.1893583932545906
ACH-000092,-0.1346197535488475
ACH-000095,-0.020166708340123532
ACH-000097,-0.1829190623867436
ACH-000098,-0.16566389368061996
ACH-000099,0.06070039402878748
ACH-000108,-0.12460830465367727
ACH-000113,-0.1067084365983668
ACH-000116,0.04666745125742892
ACH-000118,-0.08146201397345895
ACH-000120,-0.13279995829400842
ACH-000123,-0.22367208825758064
ACH-000127,-0.10332849080300968
ACH-000128,-0.006688874262650407
ACH-000132,-0.028819152691414024
ACH-000133,-0.13492673983604633
ACH-000137,-0.03428207928128918
ACH-000138,-0.11233195609278372
ACH-000142,-0.013895971047198832
ACH-000143,-0.022768723922907762
ACH-000146,0.03062824047554985
ACH-000148,-0.18598054170968373
ACH-000150,-0.15981056898754614
ACH-000152,-0.2703083633337612
ACH-000153,-0.2033637298278783
ACH-000159,-0.03278419209080139
ACH-000160,-0.0977184381803978
ACH-000163,-0.19596006631018675
ACH-000167,0.2122778359228274
ACH-000168,-0.1288638115442125
ACH-000169,-0.04963768578381519
ACH-000178,-0.05549320381831244
ACH-000183,-0.0731698791259016
ACH-000188,-0.059828106972212636
ACH-000189,-0.3149777565845915
ACH-000190,-0.1701000165842083
ACH-000198,-0.04770898566399031
ACH-000203,0.2684705912992569
ACH-000204,-0.3907116364090323
ACH-000206,-0.25850718720628496
ACH-000207,-0.12131594410548314
ACH-000208,-0.11353279018901495
ACH-000210,-0.016657421525702182
ACH-000211,-0.215723976714904
ACH-000215,-0.2481526970115037
ACH-000221,-0.11326695725347982
ACH-000222,-0.06763027111282745
ACH-000223,-0.2328268115719376
ACH-000226,0.009284479577361771
ACH-000227,0.12874967174572324
ACH-000228,-0.15892072638272833
ACH-000231,0.025932126138284474
ACH-000232,-0.0656403564593005
ACH-000233,-0.04802957369662764
ACH-000234,-0.010912041881778606
ACH-000235,-0.1193227521851033
ACH-000237,-0.02388496540770729
ACH-000238,-0.13823279916217066
ACH-000242,0.027105131550620675
ACH-000243,-0.04982081945109963
ACH-000244,-0.20202912345673651
ACH-000246,-0.0955765565752552
ACH-000248,-0.03686520343803276
ACH-000250,0.06449470706410995
ACH-000251,-0.07755832733972373
ACH-000252,-0.13031460750906698
ACH-000253,-0.012327651215378618
ACH-000255,-0.0196251439444957
ACH-000256,-0.02446625083826736
ACH-000257,-0.02788548941438624
ACH-000258,0.1291529336646126
ACH-000259,-0.021412369341926925
ACH-000260,-0.0013521623850468614
ACH-000261,0.033255352987815984
ACH-000262,0.12462080018364027
ACH-000263,-0.0724754860666984
ACH-000264,-0.1439468370437154
ACH-000265,-0.032270555053225417
ACH-000266,-0.02732876514775114
ACH-000272,-0.21172737239509806
ACH-000274,0.060245214931197874
ACH-000277,-0.04095099232176396
ACH-000278,-0.07123158174842563
ACH-000279,-0.046050107013148295
ACH-000280,-0.14216494724609546
ACH-000281,-0.12265676872040808
