,ADH4 (127)
ACH-000004,0.04016785812987937
ACH-000005,0.0464747152754098
ACH-000007,0.08557222813580515
ACH-000009,0.04770665868885289
ACH-000011,0.004849780207697797
ACH-000012,-0.0014244984119100386
ACH-000013,0.08788241189653116
ACH-000014,-0.0022372622597112463
ACH-000015,-0.017471027602412013
ACH-000017,-0.09100677915014437
ACH-000018,-0.09319616637234787
ACH-000019,0.026611610175424277
ACH-000021,0.03272151412520208
ACH-000022,0.017287982326631143
ACH-000025,-0.07804236672423502
ACH-000028,-0.009909252757690484
ACH-000030,-0.013023561897939974
ACH-000035,-0.029745576994844675
ACH-000036,-0.04907035250661845
ACH-000037,0.12306770378915755
ACH-000039,-0.01636508153987519
ACH-000040,0.02536405914698596
ACH-000041,-0.15283149428118276
ACH-000042,0.0800673874960581
ACH-000045,-0.008932421197002464
ACH-000047,-0.03806569641051365
ACH-000052,-0.2504220360825587
ACH-000053,-0.0034535893981177037
ACH-000054,-0.12036248947345946
ACH-000055,0.08005750020616964
ACH-000060,-0.020240390123167275
ACH-000067,0.09841546535134277
ACH-000070,-0.1243135545603777
ACH-000075,0.060284715697746065
ACH-000078,-0.040443242390537634
ACH-000082,0.17518058380258314
ACH-000085,0.024254931091198854
ACH-000086,-0.014500273409209731
ACH-000087,0.0402466905343478
ACH-000092,0.012641511905841316
ACH-000095,0.04637828269518749
ACH-000097,0.020745798506062948
ACH-000098,0.029448115291430293
ACH-000099,0.11430392249078153
ACH-000108,0.03019807797747487
ACH-000113,0.058370579619692116
ACH-000116,0.023267662063908446
ACH-000118,0.051365869597704665
ACH-000120,0.041644515355324936
ACH-000123,0.06237985657722405
ACH-000127,0.022987195283164414
ACH-000128,-0.047321235487863135
ACH-000132,-0.05887106774961093
ACH-000133,-0.021034310244740253
ACH-000137,-0.0465143311471296
ACH-000138,0.11165265070962613
ACH-000142,0.05137079087338497
ACH-000143,-0.0018395090727237203
ACH-000146,0.13851183458183827
ACH-000148,-0.041178036840310094
ACH-000150,0.02886095792553849
ACH-000152,0.04507093746360566
ACH-000153,-0.1391450533287172
ACH-000159,0.07041976379936322
ACH-000160,0.0069664367426466225
ACH-000163,-0.010557434331194772
ACH-000167,-0.06732897307560658
ACH-000168,0.02450123745663812
