,SORCS3 (22986)
ACH-000004,0.052006188241172
ACH-000005,0.02696719721525056
ACH-000007,0.2086889231619182
ACH-000009,0.014877228030820382
ACH-000011,0.046506931836254164
ACH-000012,-0.007501281711279086
ACH-000013,0.09103685780447096
ACH-000014,0.04316146800760656
ACH-000015,0.007068696544364295
ACH-000017,-0.07562970808264402
ACH-000018,0.0790091269419221
ACH-000019,0.13237545671692072
ACH-000021,0.22164571964633345
ACH-000022,-0.03177385027423374
ACH-000025,-0.08298076341421687
ACH-000028,-0.03675978289164892
ACH-000030,-0.03558898266765451
ACH-000035,0.05157697503320351
ACH-000036,0.0953506047608337
ACH-000037,-0.03265161506294946
ACH-000039,0.007935348307578478
ACH-000040,-0.07417833983652714
ACH-000041,0.07048450872977426
ACH-000042,-0.027492453185200282
ACH-000045,0.07875647770110321
ACH-000047,0.1711059229961396
ACH-000052,0.05809710322808485
ACH-000053,0.12960005160276436
ACH-000054,0.012143825778562557
ACH-000055,0.054483339153071145
ACH-000060,-0.05868597359594194
ACH-000067,-0.062084425336630986
ACH-000070,-0.016116577010540367
ACH-000075,-0.02280210710773704
ACH-000078,0.1573726185823304
ACH-000082,0.03880786920555068
ACH-000085,0.008164632881514894
ACH-000086,0.059148567784599385
ACH-000087,0.12829537193774118
ACH-000092,0.09962531955036018
ACH-000095,0.0418560587765008
ACH-000097,0.08332330872969601
ACH-000098,-0.08500964026895187
ACH-000099,0.09899093360912617
ACH-000108,0.09003092892442938
ACH-000113,0.0650298710499117
ACH-000116,0.0503859140180805
ACH-000118,-0.0017270731276599726
ACH-000120,0.0668630945241057
ACH-000123,0.08015648950995209
ACH-000127,0.08490758034875838
ACH-000128,0.18051089742870435
ACH-000132,0.013734851219128713
ACH-000133,0.11010958890652377
ACH-000137,0.057381669397259465
ACH-000138,-0.04903173154714542
ACH-000142,0.046630818122365934
ACH-000143,-0.104022908685125
ACH-000146,0.0584675092737815
ACH-000148,-0.00463245935059556
ACH-000150,0.043261963672734084
ACH-000152,-0.0751596593284641
