,SLIT1 (6585)
ACH-000004,-0.0802357003645106
ACH-000005,-0.0428324385296348
ACH-000007,0.040611668873010515
ACH-000009,0.02473815348756954
ACH-000011,0.11543904331936347
ACH-000012,0.01957619157819595
ACH-000013,0.0503679662999249
ACH-000014,0.035670648818849564
ACH-000015,-0.03917873179396805
ACH-000017,0.030843912570853563
ACH-000018,0.10883154056535607
ACH-000019,-0.08379332820613078
ACH-000021,0.03154571927053754
ACH-000022,-0.05007710405006654
ACH-000025,-0.06664853919672653
ACH-000028,-0.03203138796921698
ACH-000030,-0.047361477873577314
ACH-000035,0.007888358522120865
ACH-000036,-0.10585541879079108
ACH-000037,0.08642479784631737
ACH-000039,0.1100102019681281
ACH-000040,0.06424866832454125
ACH-000041,0.004768210065452583
ACH-000042,-0.07136588205091836
ACH-000045,0.07540765769619052
ACH-000047,-0.15821409761372018
ACH-000052,-0.035626550898126774
ACH-000053,0.0898981200579195
ACH-000054,0.02193206975757593
ACH-000055,0.15899698915901908
ACH-000060,0.1232619395002458
ACH-000067,-0.062028856096400235
ACH-000070,-0.32212211127457235
ACH-000075,-0.15498600342235058
ACH-000078,0.045649816722575336
ACH-000082,0.0042713706497705325
ACH-000085,0.074962429402741
ACH-000086,-0.02578236391809621
ACH-000087,0.1914365824563075
ACH-000092,-0.08117453813214454
ACH-000095,0.14167504598842762
ACH-000097,-0.04087549614468347
ACH-000098,-0.0975786019215702
ACH-000099,0.0375923241773066
ACH-000108,-0.03914178245182002
ACH-000113,0.06981952896322279
ACH-000116,0.05703898287069961
ACH-000118,-0.049895472325647824
ACH-000120,0.21145785889729327
ACH-000123,0.013693055518093649
ACH-000127,-0.013254647288218095
ACH-000128,0.07325538587312802
ACH-000132,0.04614037458875684
ACH-000133,-0.006953039984725341
ACH-000137,-0.0642403010257724
ACH-000138,0.1117695522205569
ACH-000142,0.020204744772594305
ACH-000143,0.021793652880630555
ACH-000146,0.021015970251501617
ACH-000148,-0.06166833924935655
ACH-000150,-0.0992278773478182
ACH-000152,0.01085629967803185
ACH-000153,0.13566918453487758
ACH-000159,0.11653016647637104
ACH-000160,0.030566534614687918
ACH-000163,0.10810142456304912
ACH-000167,-0.018447784087516197
ACH-000168,-0.16913092043112354
ACH-000169,-0.01981318147529475
ACH-000178,0.06436822024358435
ACH-000183,0.10049799703838072
ACH-000188,0.046313474433018365
ACH-000189,0.0596327405631412
ACH-000190,-0.2670137109428332
ACH-000198,-0.010431133584821612
ACH-000203,0.3602386930482368
ACH-000204,-0.04591441902706549
ACH-000206,0.14547659554114822
ACH-000207,-0.0050586740134246355
ACH-000208,-0.02468632734915119
ACH-000210,0.03955333224627487
ACH-000211,-0.10747141648453866
ACH-000215,-0.021265722544583084
ACH-000221,-0.00842959119106363
ACH-000222,0.07053092142694994
ACH-000223,-0.1035022027808793
ACH-000226,-0.16384205225289894
ACH-000227,-0.08926350860318781
ACH-000228,-0.21709463894590228
ACH-000231,-0.017488266842297196
ACH-000232,0.030042103180671208
ACH-000233,-0.033279658127367884
ACH-000234,0.1456988120228222
ACH-000235,0.02889480780528656
ACH-000237,0.02067398362874501
ACH-000238,-0.004766165788050118
ACH-000242,0.3762895775260932
ACH-000243,0.05461371536213427
ACH-000244,0.08131802625956715
ACH-000246,0.08518656062185305
ACH-000248,0.09305075377982902
ACH-000250,-0.07279867810441322
ACH-000251,0.08334061208478541
ACH-000252,-0.004025364028727711
ACH-000253,-0.19883904000954247
ACH-000255,-0.008215049866003023
ACH-000256,0.011348488569292785
ACH-000257,-0.13420418575531987
ACH-000258,0.1478848008405591
ACH-000259,0.04641787793628307
ACH-000260,0.01331012357575198
ACH-000261,-0.10188009584551456
ACH-000262,0.015943252360173587
ACH-000263,0.05352191399207826
ACH-000264,0.015476145255819869
ACH-000265,-0.0974234372457268
ACH-000266,0.029748503182736894
ACH-000272,-0.14679784801046838
ACH-000274,-0.011115067597710278
ACH-000277,0.0940439865976231
ACH-000278,0.057564320572396015
ACH-000279,-0.0890387301179243
ACH-000280,0.002391714051547427
ACH-000281,0.03236837895697675
ACH-000288,-0.05762231951914064
ACH-000291,-0.0015117137474200632
ACH-000293,0.018280392730203213
ACH-000294,-0.12937891867456772
ACH-000295,-0.18236184909388686
ACH-000296,0.1961268708682498
ACH-000302,-0.011847698892954787
ACH-000304,-0.1475639568821948
ACH-000307,0.04250054536798313
ACH-000308,-0.02221886017801973
ACH-000310,-0.03104782269007942
ACH-000311,0.046534640151645816
ACH-000312,0.19256711332009885
ACH-000315,0.02017891733761177
ACH-000316,-0.12185341858314196
ACH-000317,0.04479170002078259
ACH-000318,-0.08738057033278307
