,PTDSS2 (81490)
ACH-000004,0.10938959127264468
ACH-000005,0.3879586789390333
ACH-000007,0.11839645798494818
ACH-000009,-0.005629525973749449
ACH-000011,0.04045496807911246
ACH-000012,0.09377740451544384
ACH-000013,0.14569262542995526
ACH-000014,0.03985031838896902
ACH-000015,0.03045240637413785
ACH-000017,0.17182600112443933
ACH-000018,-0.1172335700340993
ACH-000019,0.28476579898981713
ACH-000021,-0.010898904383683109
ACH-000022,-0.041571152179115986
ACH-000025,0.13788984293158316
ACH-000028,0.08291958384076638
ACH-000030,0.03527419389477888
ACH-000035,-0.031301230384196466
ACH-000036,-0.07375437241757063
ACH-000037,0.0200718278064695
ACH-000039,0.07144479155812929
ACH-000040,0.20073161696918465
ACH-000041,-0.05562020217653077
ACH-000042,-0.04499096933365785
ACH-000045,-0.09991292183747427
ACH-000047,0.14614009806922784
ACH-000052,0.030163568699040976
ACH-000053,0.08632527747506594
ACH-000054,0.1453662576635374
ACH-000055,-0.1612511708136543
ACH-000060,0.033820375092756226
ACH-000067,0.151209920474239
ACH-000070,0.015171512651456468
ACH-000075,0.14769930784690685
ACH-000078,-0.04520743611119059
ACH-000082,-0.03802800820455698
ACH-000085,0.349608017496325
ACH-000086,0.015164851740465715
ACH-000087,-0.07394455628442137
ACH-000092,0.06225774974163493
ACH-000095,0.10902729796171984
ACH-000097,0.09534161079493
ACH-000098,-0.01535328666422536
ACH-000099,0.12752155350139593
ACH-000108,-0.11777541924894318
ACH-000113,-0.08931071439386289
ACH-000116,0.06037175411414529
ACH-000118,0.1291257620857477
ACH-000120,0.04309149884333648
ACH-000123,-0.014136708082629902
ACH-000127,0.042121669914989515
ACH-000128,0.1375790857857359
ACH-000132,0.11844631498292132
ACH-000133,0.00996041382668742
ACH-000137,-0.10411226122707226
ACH-000138,-0.044110346865029404
ACH-000142,0.0065381559401375975
ACH-000143,0.1493508779195144
ACH-000146,0.003784707373258423
ACH-000148,0.17078827457440612
ACH-000150,0.03552263314123217
ACH-000152,0.14447877956292424
ACH-000153,-0.0774079082947196
ACH-000159,0.06612163371718767
ACH-000160,0.16994706622531802
ACH-000163,0.08584346601983191
ACH-000167,0.12383204273286925
ACH-000168,0.012121210691516306
ACH-000169,0.13359015709963515
ACH-000178,0.15934069292746084
ACH-000183,0.12016615584097655
ACH-000188,0.10404415928357022
ACH-000189,0.03945054442017976
ACH-000190,-0.006090177101903204
ACH-000198,0.0942605469229222
ACH-000203,-0.3102814721361987
ACH-000204,0.11470286862547772
ACH-000206,0.14094899230294514
ACH-000207,0.023037871399903282
ACH-000208,0.13273198933953528
ACH-000210,-0.1530689823275883
ACH-000211,0.06462702486904734
ACH-000215,0.07916629045555294
ACH-000221,0.1397637778428609
ACH-000222,-0.13730674008180818
ACH-000223,0.08190199763632539
ACH-000226,0.21527882029556056
ACH-000227,0.3649974818921504
