,SHISA5 (51246)
ACH-000004,-0.4339512823365776
ACH-000005,-0.08696401488297809
ACH-000007,-0.2877338928076637
ACH-000009,-0.1992003126900629
ACH-000011,-0.10753101812400256
ACH-000012,-0.23552502389808685
ACH-000013,-0.19174199885871004
ACH-000014,0.023659514006625963
ACH-000015,-0.13800219316634724
ACH-000017,-0.22367415345927785
ACH-000018,-0.10149770428532742
ACH-000019,-0.17800611450859194
ACH-000021,-0.1666537668663483
ACH-000022,-0.3042175849449334
ACH-000025,-0.17654587266675348
ACH-000028,-0.2552074523367745
ACH-000030,-0.1614483079370984
ACH-000035,-0.2502555522592412
ACH-000036,-0.15134145509981076
ACH-000037,-0.28476503202056475
ACH-000039,-0.18067591101739705
ACH-000040,-0.15745002683777626
ACH-000041,-0.215447102328464
ACH-000042,-0.28236878545531124
ACH-000045,-0.15378976241730186
ACH-000047,-0.08483199078252263
ACH-000052,-0.1941015674931522
ACH-000053,-0.08700120466665569
ACH-000054,-0.2240845783574904
ACH-000055,-0.3243067241609921
ACH-000060,-0.29089516297011625
ACH-000067,-0.14449924292154798
ACH-000070,-0.31611048261720864
ACH-000075,-0.18720230316000425
ACH-000078,-0.19801165174803328
ACH-000082,-0.24720752088962816
ACH-000085,0.062417790857121076
ACH-000086,-0.12007352631056804
ACH-000087,-0.0976937088683534
ACH-000092,-0.2120098125446384
ACH-000095,-0.14774496985534874
ACH-000097,-0.1603860272566387
ACH-000098,-0.18452144585458152
ACH-000099,-0.11353007830612945
ACH-000108,-0.21741276064274428
ACH-000113,-0.008804687406279032
ACH-000116,-0.04291186753284339
ACH-000118,-0.1863023531754059
ACH-000120,-0.06271725546097863
ACH-000123,-0.3503200131352381
ACH-000127,-0.16655467815612804
ACH-000128,-0.2432883747418694
ACH-000132,-0.10772895416924366
ACH-000133,-0.12726059682805838
ACH-000137,-0.28473431361120244
ACH-000138,-0.14746932169958954
ACH-000142,-0.1947106368765006
ACH-000143,-0.18284559582995824
ACH-000146,-0.2416738474520078
ACH-000148,-0.16200653569641915
ACH-000150,-0.4341610929251675
ACH-000152,-0.2475048121905191
ACH-000153,-0.10426392680315284
ACH-000159,-0.3226187981104754
ACH-000160,-0.2676870738276475
ACH-000163,-0.2960643695256566
ACH-000167,-0.1810952461069745
ACH-000168,-0.1413015479240412
ACH-000169,-0.3448195154106526
ACH-000178,-0.09232740860076677
ACH-000183,-0.03622424323607412
ACH-000188,-0.16097925466322266
ACH-000189,-0.10421399956666204
ACH-000190,-0.19451568613483464
ACH-000198,-0.1337687529992501
ACH-000203,-0.3343335637714961
ACH-000204,-0.0793396925789441
ACH-000206,-0.262486755803906
ACH-000207,-0.20332428936754454
ACH-000208,-0.3215041949281541
ACH-000210,-0.2381873395287563
ACH-000211,-0.2599273567524561
ACH-000215,-0.14072533104058654
ACH-000221,-0.26900923851376884
ACH-000222,-0.08379641601041206
ACH-000223,-0.1551075941420048
ACH-000226,-0.13877404820151087
ACH-000227,-0.31381529785073314
ACH-000228,-0.3092956012314037
ACH-000231,-0.2080565754165954
ACH-000232,-0.1251240346439457
ACH-000233,-0.1622847335957611
ACH-000234,-0.1992917648536865
ACH-000235,-0.14536372204206416
ACH-000237,-0.20199503777124134
ACH-000238,-0.2312707577991872
ACH-000242,-0.3106108129063619
ACH-000243,-0.1856482832094341
ACH-000244,-0.13919548986631974
ACH-000246,-0.08130549381776839
ACH-000248,-0.2426853685293023
ACH-000250,-0.2002253017014344
ACH-000251,-0.24189700655689506
ACH-000252,-0.2119532832612984
ACH-000253,-0.1265511747001656
ACH-000255,-0.134542083822937
ACH-000256,-0.26873855797062696
ACH-000257,-0.5822729122284358
ACH-000258,-0.03121854774428065
ACH-000259,-0.20897210820795564
ACH-000260,-0.1921089570087339
ACH-000261,-0.03206945737365892
ACH-000262,-0.019502961760955662
ACH-000263,-0.31097838856445725
ACH-000264,-0.2413784352034811
ACH-000265,-0.2536499206572805
ACH-000266,-0.17913052071710678
ACH-000272,-0.09783979474920727
ACH-000274,-0.28158568737227097
ACH-000277,-0.15126269907243547
ACH-000278,-0.1557605806417405
ACH-000279,-0.29044354485731705
ACH-000280,-0.246088749903716
ACH-000281,-0.3434638350355836
ACH-000288,-0.3056752939027016
ACH-000291,-0.1860763743227688
ACH-000293,-0.07140284134383125
ACH-000294,-0.35048305762320303
ACH-000295,-0.10823531935499246
ACH-000296,-0.4442647496664008
ACH-000302,-0.13160634826011758
ACH-000304,-0.2091993720413136
ACH-000307,-0.1836812995553482
ACH-000308,-0.1776671355799064
ACH-000310,-0.15558393943492313
ACH-000311,-0.116784321654868
ACH-000312,-0.14192516996018156
ACH-000315,-0.2460563902348692
ACH-000316,-0.20342012284985012
ACH-000317,-0.07261097885825135
ACH-000318,-0.14210773998309506
ACH-000319,-0.1321081025273596
ACH-000320,-0.2109875061183712
ACH-000322,-0.2294164315208913
ACH-000323,-0.2783273605171309
ACH-000324,-0.16022756538791666
ACH-000329,-0.1579640132429914
ACH-000330,-0.2245093735525136
ACH-000331,-0.28647076440205826
ACH-000332,-0.2396978553635622
ACH-000334,-0.1516398670138393
ACH-000335,-0.13460366855868566
ACH-000336,-0.2077991207835312
ACH-000337,-0.08982769722879022
ACH-000338,0.4853603935479113
ACH-000339,-0.2007406215703732
ACH-000341,-0.12321917640633233
ACH-000348,-0.1649056559186671
ACH-000350,-0.042745473568419866
ACH-000352,-0.22945610392262805
ACH-000356,-0.24788052277294054
ACH-000361,-0.1440301563536685
ACH-000362,-0.2268339784002668
ACH-000363,-0.17832144366310648
ACH-000364,-0.07476825957473078
ACH-000365,-0.14021782389060589
ACH-000366,-0.1184891362658613
ACH-000368,-0.2389016803156896
ACH-000374,-0.26317824100300663
ACH-000375,-0.26175191787365265
ACH-000376,-0.19961793642516906
ACH-000381,-0.2666377246798856
ACH-000383,-0.167293244982483
ACH-000387,-0.2621507568878963
ACH-000389,-0.2391496024085025
ACH-000390,-0.2080035940316572
ACH-000393,-0.20815508748685926
ACH-000395,-0.5159788732831295
ACH-000396,-0.16770488158894234
ACH-000397,-0.1244000684233234
ACH-000401,-0.2432605112050862
ACH-000402,-0.2506763765687516
ACH-000403,-0.2415496314761271
ACH-000404,-0.06592069161599556
ACH-000406,-0.15798887094361772
ACH-000407,-0.3230156779044308
ACH-000408,-0.20544722375519847
ACH-000410,-0.29519877368821845
ACH-000411,-0.3611891932153307
ACH-000414,-0.2509035981846636
ACH-000415,-0.3333445697460872
ACH-000416,-0.17956713516705874
ACH-000420,-0.18779017481579205
ACH-000421,-0.2707219547057384
ACH-000424,-0.14639968470898054
ACH-000425,-0.2650770394914285
ACH-000426,-0.2089881588056957
ACH-000427,-0.0923953516560444
ACH-000433,0.10996099333865203
ACH-000435,-0.2342840299786552
ACH-000436,-0.26685902392392563
ACH-000444,-0.1801586701692419
ACH-000445,-0.18520267034594412
ACH-000448,-0.19985557042506286
ACH-000450,-0.15638303702541145
ACH-000452,-0.2626806382032008
ACH-000454,-0.13652597112684084
ACH-000458,-0.09037096151314812
ACH-000459,-0.08918858114962189
ACH-000460,-0.08006211857303024
ACH-000461,-0.26359590886369066
ACH-000463,-0.13536154985680393
ACH-000464,-0.15557272546446774
ACH-000466,-0.14023253236428235
ACH-000467,-0.16043608793679878
ACH-000468,-0.24725578626020386
ACH-000469,-0.09570546619844893
ACH-000470,-0.31953747885564265
ACH-000471,-0.14232218020894785
ACH-000472,-0.2351014368728236
ACH-000473,-0.2024566461994617
ACH-000475,-0.223849666347618
ACH-000476,-0.1206102146584873
ACH-000477,-0.19270810806531796
ACH-000479,-0.15696779915527168
ACH-000480,-0.14306412242557148
