,SAMD15 (161394)
ACH-000004,-0.018191215670993664
ACH-000005,-0.10185311375922336
ACH-000007,-0.24524623750882305
ACH-000009,-0.040919945501289
ACH-000011,-0.04861380840354194
ACH-000012,-0.06071058249948249
ACH-000013,-0.08851904530488906
ACH-000014,-0.07774971626185269
ACH-000015,-0.11868867605253222
ACH-000017,-0.1887586576618658
ACH-000018,0.05494864018941454
ACH-000019,-0.25460571592098025
ACH-000021,-0.02160120781266805
ACH-000022,-0.08569078280314472
ACH-000025,-0.02283234455377948
ACH-000028,-0.13634255533953235
ACH-000030,-0.015287234407907066
ACH-000035,-0.039126636035709775
ACH-000036,-0.062421612241617686
ACH-000037,-0.009910951562673171
ACH-000039,0.05500305151480631
ACH-000040,-0.1554764989262993
ACH-000041,-0.09053533983176744
ACH-000042,-0.06320583396833047
ACH-000045,-0.08281514570918805
ACH-000047,-0.1721204904183499
ACH-000052,-0.18900312455642984
ACH-000053,-0.07163791058036276
ACH-000054,-0.2136945971311774
ACH-000055,-0.1618219159042835
ACH-000060,-0.181258437762362
ACH-000067,-0.26618917692902394
ACH-000070,0.057887805067784764
ACH-000075,-0.04607155272480901
ACH-000078,-0.07547449071851739
ACH-000082,-0.2537887152480645
ACH-000085,-0.08939817605821128
ACH-000086,0.005043406686610662
ACH-000087,-0.0808735873657101
ACH-000092,-0.06440335026245693
ACH-000095,-0.1623562226634503
ACH-000097,-0.12173900509589727
ACH-000098,-0.07852311559451307
ACH-000099,-0.014729549103859459
ACH-000108,-0.017957460625436957
ACH-000113,0.05207334855643997
ACH-000116,-0.13904948739672462
ACH-000118,-0.1482548397957528
ACH-000120,-0.006551983561370193
ACH-000123,-0.20012323274902952
ACH-000127,-0.10615500782673007
ACH-000128,-0.11910735423070015
ACH-000132,-0.19646502313108735
ACH-000133,-0.05592574417287344
ACH-000137,-0.0768028072234436
ACH-000138,-0.15964011557017982
ACH-000142,-0.00881523040139518
ACH-000143,-0.1416897468986736
ACH-000146,-0.12368447722349657
ACH-000148,-0.13130961733695665
ACH-000150,-0.07147692614912007
ACH-000152,-0.1154380572338077
