,CAPG (822)
ACH-000004,-0.20630972871468284
ACH-000005,0.14175870618200245
ACH-000007,-0.0818861600124173
ACH-000009,-0.08672085563051474
ACH-000011,0.0643115075152312
ACH-000012,-0.07741490253662281
ACH-000013,-0.032375132489702384
ACH-000014,-0.049810852582624784
ACH-000015,-0.0710925941879314
ACH-000017,-0.06427180786533958
ACH-000018,-0.09380334228951953
ACH-000019,-0.0830380392216204
ACH-000021,-0.20265356879267732
ACH-000022,-0.011951912490889213
ACH-000025,-0.028541149001283118
ACH-000028,-0.002928958075749769
ACH-000030,-0.015965502232959408
ACH-000035,-0.14352432580044636
ACH-000036,-0.07271661392399949
ACH-000037,-0.015514437772401891
ACH-000039,-0.025780092825960388
ACH-000040,0.007648545234976599
ACH-000041,0.06283540142209817
ACH-000042,-0.04963939247545796
ACH-000045,-0.018887965482362868
ACH-000047,0.016480105192208716
ACH-000052,0.12383960212565663
ACH-000053,-0.049208613762772316
ACH-000054,-0.06770033519106118
ACH-000055,-0.04052933868827401
ACH-000060,0.0029050257722425922
ACH-000067,0.04937932089937252
ACH-000070,-0.11116840836022987
ACH-000075,0.018429655236745425
ACH-000078,-0.0615229122023884
ACH-000082,0.06957696640026922
ACH-000085,-0.2056247066509901
ACH-000086,-0.016484130401934527
ACH-000087,-0.1824598069633942
ACH-000092,-0.2681505795046654
ACH-000095,-0.06771706245996689
ACH-000097,-0.05521478367334549
ACH-000098,-0.010692642690284082
ACH-000099,-0.054518613837821917
ACH-000108,-0.0817019318269351
ACH-000113,-0.04842090355217762
ACH-000116,-0.0527239635121378
ACH-000118,-0.01610010934783591
ACH-000120,-0.10959758574328338
ACH-000123,-0.24536853206484704
ACH-000127,-0.07216081087439599
ACH-000128,-0.052049632378623485
ACH-000132,-0.017130739714750588
ACH-000133,-0.005314606276578522
ACH-000137,-0.006647432069212999
ACH-000138,0.06568888986908826
ACH-000142,0.09895655825082457
ACH-000143,-0.11430837565428095
ACH-000146,-0.02142434639255238
ACH-000148,-0.09548102620808738
ACH-000150,-0.02583981661992191
ACH-000152,-0.13839323034475814
ACH-000153,-0.07492732279291878
ACH-000159,-0.1079313953441304
ACH-000160,-0.06083684089864031
ACH-000163,0.013325830783047395
ACH-000167,0.21746534065495304
ACH-000168,-0.04405722709274601
ACH-000169,-0.0632843891167183
ACH-000178,0.03736409258459675
ACH-000183,-0.07435006456747671
ACH-000188,-0.12268379278454145
ACH-000189,-0.13966602248991614
ACH-000190,-0.17506365823383396
ACH-000198,-0.08409275548181859
ACH-000203,-0.07936350158589375
ACH-000204,0.13445457357605
ACH-000206,0.06698960521062802
ACH-000207,-0.018739039734173644
ACH-000208,-0.0517236953168496
ACH-000210,-0.17412789522248545
ACH-000211,-0.01661539737523057
ACH-000215,-0.13115109951981224
ACH-000221,-0.34481080052740765
ACH-000222,-0.009729816182450857
ACH-000223,-0.00020821462724105816
ACH-000226,-0.11636723046198805
ACH-000227,0.02599969723792029
ACH-000228,-0.13861658203871752
ACH-000231,0.04714813944666983
ACH-000232,-0.009535986048479248
ACH-000233,-0.04542540410655575
ACH-000234,0.0892934300948241
ACH-000235,0.0326703397633366
ACH-000237,0.0273235239796309
ACH-000238,-0.09616738088472612
ACH-000242,0.08390307674187432
ACH-000243,-0.01208075385743138
ACH-000244,0.12421629505190313
ACH-000246,0.037752931090014506
ACH-000248,0.09387926258102068
ACH-000250,-0.03678263286309876
ACH-000251,-0.11546217320547698
ACH-000252,-0.031436282811953015
ACH-000253,0.009235410607981456
ACH-000255,-0.23390998432925736
ACH-000256,-0.1108185179193436
ACH-000257,-0.18625209577707974
ACH-000258,0.06491180966296947
ACH-000259,-0.014026476696098229
ACH-000260,-0.20033320299787816
ACH-000261,-0.04991387091358361
ACH-000262,-0.028092929515221417
ACH-000263,-0.3255381991323679
ACH-000264,-0.0955035327644078
ACH-000265,-0.07586093747646427
ACH-000266,-0.004037815711075154
ACH-000272,-0.011990252635455455
ACH-000274,-0.07367038588293894
ACH-000277,0.07787751904023618
ACH-000278,0.0960275816343774
ACH-000279,-0.1636957220013896
ACH-000280,-0.11206927859025
ACH-000281,-0.12977773974008966
ACH-000288,-0.05932936564310296
ACH-000291,-0.028513270218236825
ACH-000293,-0.11993290621084693
ACH-000294,-0.09433489511642762
ACH-000295,-0.03503649691624624
ACH-000296,0.050314071489257234
ACH-000302,-0.1255002068142479
ACH-000304,0.17292458766854246
ACH-000307,-0.0703310047453007
ACH-000308,-0.042119683592212666
ACH-000310,0.09091028352276324
ACH-000311,-0.10305453278685207
ACH-000312,-0.051943245919721145
ACH-000315,0.061408395871979715
ACH-000316,-0.19975906943149907
ACH-000317,-0.13208804105936972
ACH-000318,-0.1415929476028097
ACH-000319,-0.114630243448059
ACH-000320,-0.048157610970785164
ACH-000322,-0.004980524975609834
ACH-000323,0.038717711157847966
ACH-000324,-0.149003387963123
ACH-000329,0.08296846729902277
ACH-000330,-0.21762678789419546
ACH-000331,-0.08659466481519501
ACH-000332,-0.027963840283057415
ACH-000334,-0.0592902413602564
ACH-000335,0.10635410742902077
ACH-000336,-0.2374002377310167
ACH-000337,-0.060283956994654185
ACH-000338,-0.060390342803542614
ACH-000339,0.09555990002532716
ACH-000341,0.031905074630875996
ACH-000348,-0.07095994210531348
ACH-000350,-0.03984704509681765
ACH-000352,-0.08623857355622988
ACH-000356,-0.13447820979836236
ACH-000361,-0.055496804055735184
ACH-000362,-0.12478730316366933
ACH-000363,-0.06783462109273157
ACH-000364,-0.1293864525608219
ACH-000365,-0.006143017922528375
ACH-000366,0.048685922218616236
ACH-000368,-0.03835056528651533
ACH-000374,-0.06446169762232952
ACH-000375,-0.2905502906567258
ACH-000376,-0.0069941104559241895
ACH-000381,-0.25841954092164776
ACH-000383,-0.06437615825356571
ACH-000387,-0.07549129773731694
ACH-000389,-0.14023407157817552
ACH-000390,-0.0972583267261722
ACH-000393,-0.1748269902175965
ACH-000395,0.09575465965328638
ACH-000396,-0.24983055768598025
ACH-000397,-0.03545888212626927
ACH-000401,-0.1835403832365762
ACH-000402,-0.21273356662921566
ACH-000403,-0.04387074187671133
ACH-000404,0.11467695929047846
ACH-000406,-0.04052991901843735
ACH-000407,-0.13025954633858156
ACH-000408,-0.09833337187902354
ACH-000410,-0.08077110382251887
ACH-000411,0.07259276672339893
ACH-000414,-0.00811119249826252
ACH-000415,-0.07310268599304727
ACH-000416,-0.02143919214378372
ACH-000420,-0.07119105954261791
ACH-000421,-0.11959602441848785
ACH-000424,-0.18819415843228127
ACH-000425,0.04950176674478477
ACH-000426,-0.2395940346692857
ACH-000427,0.08092288961619418
ACH-000433,-0.17954427212369853
ACH-000435,-0.220849560799825
ACH-000436,0.08649101064548234
ACH-000444,-0.09848804888134144
ACH-000445,-0.12053568133292925
ACH-000448,0.08384353334933016
ACH-000450,-0.10078201153719647
ACH-000452,-0.10671560242578414
ACH-000454,-0.07777078195055137
ACH-000458,0.026583982423665987
ACH-000459,-0.008141899809669595
ACH-000460,-0.05904548897651132
ACH-000461,-0.042309583830819834
ACH-000463,-0.03193247413516842
ACH-000464,-0.07902140641485549
ACH-000466,-0.0008904295606104114
ACH-000467,-0.026807090607158003
ACH-000468,-0.0951280177891152
ACH-000469,-0.01105274716805363
ACH-000470,0.015497921759030803
ACH-000471,-0.06467147877825358
ACH-000472,-0.0874510084003826
ACH-000473,-0.10553429439453424
ACH-000475,-0.1196586166860639
ACH-000476,-0.18685927558601925
ACH-000477,-0.11453235326461145
ACH-000479,-0.07301721774226062
ACH-000480,-0.17866708636286416
ACH-000481,-0.13353573508907152
ACH-000483,-0.07630485986209648
ACH-000484,-0.2060106479782827
ACH-000485,-0.08337121616606713
ACH-000486,-0.06491082798891863
ACH-000487,-0.137681235104386
ACH-000488,-0.07920744102415249
ACH-000490,-0.03768472069382855
ACH-000491,-0.1788004223276439
ACH-000495,-0.251125641101244
ACH-000496,-0.15122000182699918
ACH-000499,-0.08079598586981351
ACH-000500,0.15379987239647785
ACH-000502,-0.06593827454523238
ACH-000503,0.08495513628707617
ACH-000505,-0.07775123083572451
ACH-000507,-0.003441487279302452
ACH-000510,-0.05645639054373607
ACH-000511,-0.11004117311152148
ACH-000512,-0.007154223249284234
ACH-000516,0.004036107306162503
