,SPSB2 (84727)
ACH-000004,-0.0653925529916846
ACH-000005,-0.24197847161487246
ACH-000007,0.10212227677266712
ACH-000009,-0.1406774436802852
ACH-000011,-0.15738703306506446
ACH-000012,0.11661712065698375
ACH-000013,0.1941982216238596
ACH-000014,-0.0952428339979744
ACH-000015,0.08205589248486246
ACH-000017,-0.0338228223829594
ACH-000018,0.2138237595238927
ACH-000019,0.14545972716892064
ACH-000021,0.06687297259034007
ACH-000022,0.04586836182002214
ACH-000025,0.004957528425305402
ACH-000028,0.0074561221239183425
ACH-000030,0.03483569071225196
ACH-000035,0.14471327109931256
ACH-000036,-0.1157211075843359
ACH-000037,0.08542081277910718
ACH-000039,-0.08145240369273136
ACH-000040,0.050999451737143014
ACH-000041,0.28945329765069594
ACH-000042,0.036345415718705316
ACH-000045,-0.06313776814950801
ACH-000047,0.19195857712780653
ACH-000052,0.4171797961193433
ACH-000053,-0.04290473451577141
ACH-000054,0.0183018112681172
ACH-000055,-0.06939666497374081
ACH-000060,-0.10002329230014252
ACH-000067,-0.003992134871564891
ACH-000070,0.17514159221010064
ACH-000075,0.3022686590405364
ACH-000078,0.13380297749019934
ACH-000082,0.046953519917091534
ACH-000085,-0.03030825452043497
ACH-000086,0.07520657624817931
ACH-000087,-0.07634774797439993
ACH-000092,0.12586843241142767
ACH-000095,0.044868831596783086
ACH-000097,-0.010784921861763974
ACH-000098,0.023238252769586912
ACH-000099,0.13038329602984472
ACH-000108,0.08208170796206117
ACH-000113,0.11081298256866304
ACH-000116,0.22420343894278835
ACH-000118,-0.02754455749628419
ACH-000120,-0.0682599700409338
ACH-000123,-0.0641584417011183
ACH-000127,0.05661350906103892
ACH-000128,0.11872045791268092
ACH-000132,-0.050859985771039985
ACH-000133,-0.09325972649677143
ACH-000137,-0.05014226345423135
ACH-000138,0.04794306807377265
ACH-000142,-0.022843838764047584
ACH-000143,0.0005013959490503428
ACH-000146,0.1219003261639255
ACH-000148,0.06797431588331622
ACH-000150,0.16560649222542131
ACH-000152,0.067624692490936
ACH-000153,-0.1051857637658061
ACH-000159,-0.005711246759654354
ACH-000160,0.08688296167168981
ACH-000163,0.15559063387480318
ACH-000167,-0.2663012479968105
ACH-000168,0.2728046374341633
ACH-000169,0.03640164890996389
ACH-000178,0.021408990757545567
ACH-000183,0.3374718025732503
ACH-000188,-0.0013366619902180235
ACH-000189,-0.1177623839346771
ACH-000190,0.22009842827898224
ACH-000198,0.09972116204177264
ACH-000203,-0.3978013966849621
ACH-000204,0.2182408570272346
ACH-000206,-0.07758462744763568
ACH-000207,-0.08420024912136026
ACH-000208,0.0432027011516951
ACH-000210,-0.006868394901919489
ACH-000211,0.1080900593428397
ACH-000215,-0.016388576819818573
ACH-000221,-0.02637360041593428
ACH-000222,0.06595737472160072
ACH-000223,0.01959701930400453
ACH-000226,0.09612574590254644
ACH-000227,0.3444984817027602
ACH-000228,0.07762251192099932
ACH-000231,0.10581482592441313
ACH-000232,0.07972685783500692
ACH-000233,-0.02786688328441244
ACH-000234,0.07518246998666002
ACH-000235,0.06067625590536287
ACH-000237,-0.053720838621662166
ACH-000238,-0.15847493539778132
ACH-000242,-0.11405910304123852
ACH-000243,0.018504180893390128
ACH-000244,0.4276061565745983
ACH-000246,-0.02103728422280915
ACH-000248,-0.049916533652501434
ACH-000250,-0.02103420304439244
ACH-000251,0.10921250959193254
ACH-000252,-0.009952147615481213
ACH-000253,0.0691047206015624
ACH-000255,0.16554324231346032
ACH-000256,-0.030381441984812317
ACH-000257,0.07551396579622006
ACH-000258,-0.19698508964243366
ACH-000259,0.01628335742019486
ACH-000260,-0.002448048452076588
ACH-000261,0.032686809309974516
ACH-000262,-0.13611966108455362
ACH-000263,-0.08474192514174292
ACH-000264,-0.03537453417644651
ACH-000265,0.23008214949784836
ACH-000266,-0.011458369731821513
ACH-000272,0.02336974819397406
ACH-000274,0.08854498927104555
ACH-000277,0.16355738354477786
ACH-000278,0.03535601134440683
ACH-000279,0.004900316924879391
ACH-000280,0.1070021957372507
ACH-000281,0.12595757640908087
ACH-000288,0.008614456732201646
ACH-000291,0.035364271375184615
ACH-000293,0.20400900465776986
ACH-000294,0.12630346205253035
ACH-000295,0.02002692789144948
ACH-000296,-0.11797157640964505
ACH-000302,-0.056480578779014
ACH-000304,-0.0584487671652609
ACH-000307,0.06637414671838936
ACH-000308,0.02468491516292471
ACH-000310,0.1704753399968413
ACH-000311,-0.03503848412673946
ACH-000312,0.026460244639476986
ACH-000315,0.25884423736258266
ACH-000316,0.2909835114337003
ACH-000317,0.13026693508323273
ACH-000318,-0.0712644993957407
ACH-000319,-0.010689210064935223
ACH-000320,0.008186794813285745
ACH-000322,-0.07792823127301465
ACH-000323,-0.011592263413026641
ACH-000324,-0.08678223009448707
ACH-000329,0.06701466585453868
ACH-000330,0.0729124016235906
ACH-000331,0.03965506030632752
ACH-000332,0.02722812847765949
ACH-000334,-0.2360695306611451
ACH-000335,0.029565152402680355
ACH-000336,-0.11524364487953195
ACH-000337,0.2537435461422811
ACH-000338,-0.1046740891475056
ACH-000339,-0.00850334603043985
ACH-000341,0.04793175172952397
ACH-000348,0.11093679309560983
ACH-000350,-0.0019459065297031532
ACH-000352,-0.0790133447448171
ACH-000356,0.1099650523851451
ACH-000361,0.12696361308951046
ACH-000362,0.1593571409991379
ACH-000363,-0.026217169800860626
ACH-000364,0.10711483656623837
ACH-000365,-0.003728814308394076
ACH-000366,0.06663495958773541
ACH-000368,-0.0726255194741927
ACH-000374,-0.03505158654431696
ACH-000375,0.05583386849781183
ACH-000376,0.055072369706450616
ACH-000381,0.05498832147311397
ACH-000383,-0.012153154136342095
ACH-000387,0.008801811796708421
