,HRC (3270)
ACH-000004,0.024104214608255032
ACH-000005,0.05185196171744827
ACH-000007,0.2865346368296724
ACH-000009,0.10886616022934402
ACH-000011,0.2177362297101484
ACH-000012,0.162539560139941
ACH-000013,0.047012210555207684
ACH-000014,0.35904377613542343
ACH-000015,0.2077789022680982
ACH-000017,0.3166495276572918
ACH-000018,0.04428490708046379
ACH-000019,0.08163202288771601
ACH-000021,0.08919229560279683
ACH-000022,0.11927123781161575
ACH-000025,0.1844223475170767
ACH-000028,0.14333295235845314
ACH-000030,0.12282991407818555
ACH-000035,0.2748702289682138
ACH-000036,0.027177785585096054
ACH-000037,0.17230301684461052
ACH-000039,0.19158192009134167
ACH-000040,0.032281627300408886
ACH-000041,0.1718894391751101
ACH-000042,0.2342823001101252
ACH-000045,0.09053401683319906
ACH-000047,0.1755969437097397
ACH-000052,0.12725319938714685
ACH-000053,0.16557656562002246
ACH-000054,0.12812021228094614
ACH-000055,0.3370481705094009
ACH-000060,0.3714982522155583
ACH-000067,0.2275945884994243
ACH-000070,0.2917586164551071
ACH-000075,0.0877428145745496
ACH-000078,0.0378121177351179
ACH-000082,0.17883897782472216
ACH-000085,0.20474005110598595
ACH-000086,0.2074419831027689
ACH-000087,0.1937509467586853
ACH-000092,0.12372603178046496
ACH-000095,0.09454972751814228
ACH-000097,0.19863019807461746
ACH-000098,0.15222606170220598
ACH-000099,0.206521371802936
ACH-000108,0.13106740921298354
ACH-000113,0.11304358562912638
ACH-000116,0.24447881412684005
ACH-000118,0.13328093597068486
ACH-000120,0.2525177850013926
ACH-000123,0.1573157328418216
ACH-000127,0.21925988565693105
ACH-000128,0.14613389364712365
ACH-000132,0.3487836953445734
ACH-000133,0.20999475799811168
ACH-000137,0.13916336281196698
ACH-000138,0.21327330531432984
ACH-000142,0.0003229362862142962
ACH-000143,0.05323634221443466
ACH-000146,0.13067904739115702
ACH-000148,0.13902178446492444
ACH-000150,0.13451344376325433
ACH-000152,0.19073784983488126
ACH-000153,0.09732057154094843
ACH-000159,0.2031003094858652
ACH-000160,0.15742290929859887
ACH-000163,0.23681862254622005
ACH-000167,0.06547396793304988
ACH-000168,0.20051027127532214
ACH-000169,0.23982081441208755
ACH-000178,0.11741420933948855
ACH-000183,0.10704603210026656
ACH-000188,0.2999474287069537
ACH-000189,0.0363385657014491
ACH-000190,0.14259087565165707
ACH-000198,0.3042508438825832
ACH-000203,-0.02096193599866436
ACH-000204,0.12050816667395503
ACH-000206,0.2666183983260363
ACH-000207,0.1272595791956351
ACH-000208,0.035216323643522195
ACH-000210,0.3486618158719623
ACH-000211,0.2671767316939234
ACH-000215,0.1435950959652414
ACH-000221,0.2102881774534778
ACH-000222,0.09350560413767584
ACH-000223,0.23584208581812455
ACH-000226,0.2455587651996921
ACH-000227,0.20584422159649632
ACH-000228,0.12637229945950448
ACH-000231,0.2507581452455297
ACH-000232,0.2481055986367053
ACH-000233,0.05735562478869319
ACH-000234,0.22979446688564634
ACH-000235,0.11563349267727062
ACH-000237,0.12438275448703062
ACH-000238,0.226572822997659
ACH-000242,0.18648462395844367
ACH-000243,0.1681653793023778
ACH-000244,0.19158179610009526
ACH-000246,0.12284980527807735
ACH-000248,0.1921023859328711
ACH-000250,0.12955781385968526
ACH-000251,0.10047436175598434
ACH-000252,0.0502836431398516
ACH-000253,0.16467697092483274
ACH-000255,0.10965884546455024
ACH-000256,0.2520488766805808
ACH-000257,0.1610281583333834
ACH-000258,0.18649601107668254
ACH-000259,0.1347353951813776
ACH-000260,0.17360098919111594
ACH-000261,0.13204039766842715
ACH-000262,0.13789574089707707
ACH-000263,0.07987792027372541
ACH-000264,0.1966538704553828
ACH-000265,0.14322366134690284
ACH-000266,0.17499537496748854
ACH-000272,0.1985265566825937
ACH-000274,0.07960827899563679
ACH-000277,0.14044634519306254
ACH-000278,0.2085374304018807
ACH-000279,0.220350933341986
ACH-000280,0.18497989656813904
ACH-000281,0.2743828490362581
ACH-000288,0.1740697043230707
ACH-000291,0.23090725487903704
ACH-000293,0.15541062404568529
ACH-000294,0.0359469881298476
ACH-000295,-0.013931603124135106
ACH-000296,0.17267428353147027
ACH-000302,0.04045853206857794
ACH-000304,-0.0249262354507329
ACH-000307,0.25059187309754505
ACH-000308,0.10133949290059052
ACH-000310,0.23559894077427054
ACH-000311,0.11397138706675243
ACH-000312,0.09371116820517036
ACH-000315,0.11770528394751165
ACH-000316,0.34003984140754506
ACH-000317,0.3834527375941473
ACH-000318,0.07954375211131401
ACH-000319,0.2282431839179985
ACH-000320,0.31843592967120155
ACH-000322,0.07358209721228512
ACH-000323,0.1685973256482649
ACH-000324,0.07551563986063528
ACH-000329,0.1726231099766254
ACH-000330,0.10682345670079828
ACH-000331,0.15582425285361598
ACH-000332,0.1302264577217731
ACH-000334,0.08116488893462473
ACH-000335,0.2410696649648084
ACH-000336,0.07388596672903387
ACH-000337,0.19166213614767996
ACH-000338,-0.013035582947152659
ACH-000339,0.055285669908808566
ACH-000341,0.16889083116596718
ACH-000348,0.19300659547738824
ACH-000350,0.1484528986821262
ACH-000352,0.1548658882485443
ACH-000356,0.3199685100573575
ACH-000361,0.30479878327669185
ACH-000362,0.19952089819674365
ACH-000363,0.15837364542578802
ACH-000364,-0.0026159585461547536
ACH-000365,0.21840947004941152
ACH-000366,0.0934397693532304
ACH-000368,0.16733291642945386
ACH-000374,0.29438994436133364
ACH-000375,0.35222461545036376
ACH-000376,0.15784713707760742
ACH-000381,0.2937658920405282
ACH-000383,0.1905842051515696
ACH-000387,0.14056381481220512
ACH-000389,0.25417716639065074
ACH-000390,0.09290229276875772
ACH-000393,0.1097928820287052
ACH-000395,0.07433356874074441
ACH-000396,0.1332252814394608
ACH-000397,0.2033170485919112
ACH-000401,0.03348379694983337
ACH-000402,0.19053511548328927
ACH-000403,0.09518360500277816
ACH-000404,0.5321343592312691
ACH-000406,0.23090837307756976
ACH-000407,0.32920640810864576
ACH-000408,0.15093738400528456
