,RABEPK (10244)
ACH-000389,-0.10815081259877007
ACH-000390,-0.13274077490248487
ACH-000393,-0.21285774401956475
ACH-000395,-0.15670144025242133
ACH-000396,-0.1241014974479688
ACH-000397,0.060795142181806414
ACH-000401,-0.036833692196847206
ACH-000402,-0.2389836237493837
ACH-000403,-0.11623537720385405
ACH-000404,-0.04983529730655616
ACH-000406,-0.07441100916988505
ACH-000407,-0.09206661906678276
ACH-000408,0.05560658464322964
ACH-000410,-0.03376325602802305
ACH-000411,-0.05984487083925865
ACH-000414,-0.12127752022506436
ACH-000415,-0.013228681086764223
ACH-000416,-0.14580494076095973
ACH-000420,-0.18149997688476488
ACH-000421,-0.2280983372452845
ACH-000424,-0.12314898389970375
ACH-000425,-0.09427451378946676
ACH-000426,0.04421066532773098
ACH-000427,-0.1347482840923265
ACH-000433,-0.06903243771656473
ACH-000435,-0.3027321933094908
ACH-000436,-0.1147430387870947
ACH-000444,-0.14466301891658598
ACH-000445,-0.17771860297249362
ACH-000448,-0.09803028999840704
ACH-000450,-0.19258609111565225
ACH-000452,0.018775261725459482
ACH-000454,0.007814623213378615
ACH-000458,-0.1461260619557376
ACH-000459,-0.08777624902359395
ACH-000460,-0.04074281362377132
ACH-000461,-0.2141951078937352
ACH-000463,-0.15198566932525598
ACH-000464,0.0935426315517824
ACH-000466,-0.018183725750132967
ACH-000467,-0.08093784892069003
ACH-000468,-0.16433446537160748
ACH-000469,-0.06373118174353802
ACH-000470,-0.29777733614168955
ACH-000471,-0.020548154424766308
ACH-000472,-0.14062101621272927
ACH-000473,-0.15185630862822055
ACH-000475,-0.07390389862844153
ACH-000476,-0.09967323640459226
ACH-000477,0.03635201767588995
ACH-000479,-0.28322451244451713
ACH-000480,-0.06632414965607322
ACH-000481,-0.09588298783382604
ACH-000483,-0.16527237988534607
ACH-000484,-0.1904224294110777
ACH-000485,-0.0530241319437624
ACH-000486,-0.0533379294985289
ACH-000487,-0.17841292198846034
ACH-000488,-0.13432896848411738
ACH-000490,-0.06391071765582257
ACH-000491,-0.008119168606812352
ACH-000495,-0.1658453685932427
ACH-000496,0.014374640250734462
ACH-000499,-0.14732412688160354
ACH-000500,-0.5765515779102071
ACH-000502,-0.10955368757708876
ACH-000503,-0.20815136127253506
ACH-000505,-0.06247946205497047
ACH-000507,-0.20208091454678487
ACH-000510,-0.060173597580383036
ACH-000511,-0.1679137978927223
ACH-000512,-0.10552741631779723
ACH-000516,-0.05633475183946585
ACH-000517,-0.17093187751257008
ACH-000518,-0.032361877210759275
ACH-000520,-0.08739386150694682
ACH-000521,-0.0813119876213131
ACH-000522,-0.07194631574337515
ACH-000524,-0.048654247788614116
ACH-000527,-0.08191280315264905
ACH-000528,-0.03242724127231837
ACH-000537,-0.20258786343593774
ACH-000541,-0.15558175675141805
ACH-000542,-0.14478746109656973
ACH-000544,-0.08726334360805811
ACH-000545,-0.06619182279801299
ACH-000547,-0.05080675221929063
ACH-000548,0.08253549968177097
ACH-000549,-0.12757300345793646
ACH-000550,-0.1407860012810413
ACH-000552,-0.057599848536903774
ACH-000556,-0.08331849654197841
ACH-000557,-0.09201917339167
ACH-000569,-0.07535654825790034
ACH-000570,0.011995179015570371
ACH-000571,-0.19520435509988254
ACH-000573,-0.012825860360605231
ACH-000576,-0.03632823968027197
ACH-000579,0.04620028812457835
ACH-000580,-0.0494907653456446
ACH-000584,-0.06195399683882806
ACH-000585,-0.013350807895365559
ACH-000588,-0.00832512671131963
ACH-000589,-0.13765912676487624
ACH-000591,-0.19701120285390186
ACH-000593,-0.17704837445349286
ACH-000600,0.009057747815014684
ACH-000601,-0.03000510483926386
ACH-000605,-0.12313771447731818
ACH-000606,-0.08188647432168956
ACH-000608,-0.1283839180359637
ACH-000614,-0.14518045457935094
ACH-000616,-0.047665354348002335
ACH-000618,-0.15620949895802366
ACH-000619,-0.06443664331067464
ACH-000620,-0.1735427875563926
ACH-000621,-0.08377995212012823
ACH-000622,-0.2357342589558326
ACH-000623,-0.12004893584686195
ACH-000624,-0.11915979793217225
ACH-000627,-0.19569903220304552
ACH-000630,-0.11757709330102956
ACH-000631,-0.1507587911759049
ACH-000632,-0.07305587489000283
ACH-000633,-0.03867338229186186
ACH-000637,-0.10737865593395936
ACH-000638,-0.07338182586658293
ACH-000646,-0.06284223746821206
ACH-000647,-0.057598111300377085
ACH-000648,-0.1988902967528292
ACH-000649,-0.2315601491190452
ACH-000651,-0.09543948383614012
ACH-000652,-0.11234447054281343
ACH-000653,0.028238266604866613
ACH-000657,-0.05176889304909893
ACH-000658,-0.10041014067349954
ACH-000661,-0.09221642685668363
ACH-000662,-0.4059575652950966
ACH-000663,-0.1456072319212745
ACH-000665,-0.0723132354561236
ACH-000671,-0.06685109812965953
ACH-000672,-0.19107918099955054
ACH-000673,-0.042626183719212264
ACH-000676,-0.05942714451192669
ACH-000677,-0.07414137733355303
ACH-000681,-0.17793971087168636
ACH-000683,-0.07643115218677421
ACH-000684,0.007928888126929686
ACH-000688,-0.1281641937256598
ACH-000693,-0.09656940596690466
ACH-000694,-0.1328733703844234
ACH-000695,-0.17252307206111042
ACH-000696,-0.07319969570467419
ACH-000697,-0.15769556333012694
ACH-000699,-0.04641973301129748
ACH-000701,-0.233550455815401
ACH-000706,0.01540723703102444
ACH-000711,-0.08482401602058673
ACH-000713,-0.04425452332421583
ACH-000714,0.030933618983652832
ACH-000718,-0.3366197023212873
ACH-000720,-0.13232698318316194
ACH-000721,-0.24952639567700724
ACH-000724,-0.16385276926290188
ACH-000725,-0.013410007728297892
ACH-000732,-0.048996109234002334
ACH-000734,-0.09026661706842767
ACH-000735,-0.13211052031472278
ACH-000736,0.02930687640156328
ACH-000738,-0.1129807055690361
ACH-000746,-0.05700162326864415
ACH-000747,-0.15865092771115288
ACH-000748,-0.10339253028321743
ACH-000753,-0.007176274132561913
ACH-000756,-0.10258072828214736
ACH-000757,-0.14627103463703986
ACH-000758,-0.03603767773787437
ACH-000760,-0.1058622377208613
ACH-000762,-0.2780349467043029
ACH-000763,-0.008933049420809521
ACH-000764,-0.008105861599338921
ACH-000765,-0.05168500967949873
ACH-000766,-0.11977276582867633
ACH-000767,-0.16402878917932626
ACH-000768,-0.04402962580154419
ACH-000769,-0.09662358796706397
ACH-000770,-0.1456011585079145
ACH-000771,-0.04954548141963396
ACH-000773,0.013047975061989256
ACH-000776,-0.12122374207788733
ACH-000777,-0.22608293460946144
ACH-000778,-0.13020900229819893
ACH-000781,-0.11705469618583082
ACH-000782,-0.019336415803187245
ACH-000783,-0.19446194884768087
ACH-000784,-0.09197083608835573
ACH-000785,0.010278205618899834
ACH-000787,0.008702919273857598
ACH-000788,-0.03895941293486116
ACH-000791,-0.05256712013040367
ACH-000792,-0.0609382520943153
ACH-000794,-0.03813047275508465
ACH-000796,-0.14284645256919906
ACH-000798,-0.029087197408134
ACH-000799,-0.09807092236439782
ACH-000800,-0.19082513171313847
ACH-000802,0.02431883796684258
ACH-000804,-0.036391981838373326
ACH-000805,-0.05545965056342455
ACH-000809,-0.17074966473552214
ACH-000810,0.14376271588966194
ACH-000811,-0.13995917755306075
ACH-000817,-0.07813832838501959
ACH-000819,-0.17464338917910852
ACH-000820,0.17067557929339752
ACH-000821,-0.5374198349386357
ACH-000822,-0.17776846540376842
ACH-000823,-0.11516857628963037
ACH-000824,-0.2360415868026113
ACH-000827,-0.03446064666221268
ACH-000829,-0.0751814989142925
ACH-000831,-0.07603617451333007
ACH-000832,-0.13353294327705828
ACH-000833,-0.2228648512336956
ACH-000834,-0.2890716528069402
ACH-000835,-0.20302953764947426
ACH-000836,0.008334708410224032
ACH-000837,-0.019635962837652246
ACH-000838,-0.015271814149085303
ACH-000839,-0.14312678731954545
ACH-000840,-0.05553502811222712
ACH-000841,-0.2605085023178097
ACH-000843,0.05951803326565733
ACH-000846,0.03944647125961979
ACH-000847,-0.18609389719885602
ACH-000848,-0.2513956362808041
ACH-000849,-0.06261534212291651
ACH-000851,-0.22897192084309814
ACH-000855,-0.1379887136451851
ACH-000856,-0.16915604859484526
ACH-000858,-0.09153543683941652
ACH-000859,-0.013665817644910915
ACH-000861,-0.12872400384704755
ACH-000862,-0.12788443407846986
ACH-000865,-0.10192821337344564
ACH-000866,-0.14796301045698562
ACH-000867,-0.00587105935641911
ACH-000869,-0.05360424240105128
ACH-000872,-0.1346182316841131
ACH-000873,-0.25210308323777697
ACH-000876,-0.0084038560108329
ACH-000878,-0.2272288114770081
ACH-000880,-0.10128887319956084
ACH-000881,-0.11423503812798122
ACH-000882,-0.15303569004535542
ACH-000884,-0.32882984509899743
ACH-000885,-0.0018149619405076066
ACH-000887,-0.12339510767486216
ACH-000889,-0.10011154184103734
ACH-000896,-0.233925391304107
ACH-000898,-0.11935935203795475
ACH-000900,-0.04155259310921716
ACH-000901,-0.09200601502783212
ACH-000905,-0.03640207788782875
ACH-000906,-0.1016409441692598
ACH-000907,-0.1424957429496312
ACH-000910,-0.048570465888025466
ACH-000911,0.06555410847389863
ACH-000912,-0.1272651471923904
ACH-000913,-0.23981846439365495
ACH-000915,-0.12875577974562089
ACH-000916,0.2359983192242925
ACH-000917,-0.04366413893519645
ACH-000920,0.2090274361740009
ACH-000921,-0.10717898646965504
ACH-000924,-0.17221364914955334
ACH-000926,-0.1728946013667379
ACH-000928,-0.3385627673683481
ACH-000929,-0.2484338484799369
ACH-000932,-0.08445357171048012
ACH-000935,-0.13051024148726376
ACH-000936,-0.10269844333371916
ACH-000937,-0.0378221273145714
ACH-000938,-0.10291074029200503
ACH-000939,0.0567476288106575
ACH-000941,-0.2155428472232599
ACH-000943,-0.1448444783734387
ACH-000946,-0.09541202853444604
ACH-000947,-0.1553419814826317
ACH-000948,-0.02641213774489953
ACH-000950,-0.02832265074401854
ACH-000953,-0.06425972499414719
ACH-000954,-0.19392713211888
ACH-000957,-0.05473267814764445
ACH-000958,-0.2429472309595541
ACH-000960,0.022440429755210843
ACH-000963,-0.1080337170432529
ACH-000968,-0.16143423469229304
ACH-000969,-0.2649324731126301
ACH-000972,0.19690967322555164
ACH-000973,-0.17926878819834474
ACH-000974,-0.11127200741871718
ACH-000978,-0.2045471311094126
ACH-000984,-0.15290445784195508
ACH-000986,-0.08873410753017083
ACH-000988,-0.1060421460329878
ACH-000993,-0.12206940380373428
ACH-000994,-0.20487334643782096
ACH-000996,0.030431989572639918
ACH-001001,-0.10044366909959863
ACH-001020,-0.1685798383263353
ACH-001028,-0.09214427480843564
ACH-001031,-0.1805755535290725
ACH-001038,-0.041745351405939365
ACH-001048,-0.059997081614940675
ACH-001050,-0.021403017666007187
ACH-001053,-0.2557545833781358
ACH-001054,-0.23458511646830116
ACH-001061,-0.2045415490685008
ACH-001067,-0.1885421005758413
ACH-001075,-0.08543284394979549
ACH-001096,-0.3671172257744881
ACH-001111,-0.0628128846814995
ACH-001119,-0.16294098278540753
ACH-001128,-0.04221412126375601
ACH-001134,-0.040485323737811815
ACH-001151,-0.1453768686775868
ACH-001163,-0.20352698433552144
ACH-001164,-0.22720325737094985
ACH-001183,-0.3409322571250611
ACH-001192,-0.2342386574070269
ACH-001193,-0.35580311459951586
ACH-001196,-0.028378061185404764
ACH-001197,-0.09894617987147523
ACH-001205,-0.07732549770170216
ACH-001211,-0.05686447409636231
ACH-001212,-0.3250419177712477
ACH-001228,-0.07884553091158608
ACH-001232,-0.0424337736917738
ACH-001239,-0.124638503521005
ACH-001270,-0.215057172831382
ACH-001274,0.10000466696911932
ACH-001275,-0.14057953882356625
ACH-001277,-0.13725770819763555
ACH-001278,-0.0978969002062372
ACH-001280,-0.13923936223616615
ACH-001283,-0.08915125030027166
ACH-001289,-0.07273971000123318
ACH-001300,-0.20322699509120007
ACH-001301,-0.1799849344630754
ACH-001302,-0.2095947441745378
ACH-001306,-0.10906021176579954
ACH-001318,-0.17491673292322096
ACH-001322,-0.023101110614878077
ACH-001328,-0.013762511883541724
ACH-001332,-0.016889477772870868
ACH-001336,-0.1858702446382588
ACH-001346,-0.007522249798690095
ACH-001353,-0.0712975086429226
ACH-001354,-0.2214603438787157
ACH-001367,-0.02079814550640942
ACH-001368,0.0015410991840293295
ACH-001374,0.16308732609391655
ACH-001377,-0.16068336986332488
ACH-001380,-0.1431103536110015
ACH-001391,-0.07625905374360407
ACH-001408,-0.1128682254373084
ACH-001430,-0.07395128397574438
ACH-001431,-0.2490673077118788
ACH-001450,-0.04683355349821428
ACH-001496,-0.021554670857511074
ACH-001500,-0.3686999992540112
ACH-001523,-0.1272558126267931
ACH-001532,-0.03512487337302494
ACH-001550,-0.1351666281406045
ACH-001552,0.02634334821577753
ACH-001554,-0.07489184721866203
ACH-001654,-0.09327777458555896
ACH-001735,-0.05557352901550338
ACH-001736,-0.13247639616246282
ACH-001737,0.2603861737131673
ACH-001740,-0.2095189320839929
ACH-001745,-0.18770804892837228
ACH-001765,-0.1156598086764447
