,BCKDHA (593)
ACH-000004,-0.04160768269735863
ACH-000005,0.11987405587060075
ACH-000007,-0.02227815535516325
ACH-000009,0.030841396639319976
ACH-000011,0.2007721528526398
ACH-000012,0.15590376528322494
ACH-000013,-0.014569654221036218
ACH-000014,0.17739539273637275
ACH-000015,-0.03452727871294852
ACH-000017,0.0498461856704189
ACH-000018,-0.12490222430877275
ACH-000019,0.19751824353407105
ACH-000021,0.029308919620059187
ACH-000022,0.006290980546539853
ACH-000025,0.12508279839796116
ACH-000028,0.12397052988244385
ACH-000030,-0.10079404090690697
ACH-000035,0.029652240561587082
ACH-000036,-0.0376274191656033
ACH-000037,0.06637457076870551
ACH-000039,0.06279159795959333
ACH-000040,0.04843246807928498
ACH-000041,0.08322347561328436
ACH-000042,0.115073349672204
ACH-000045,-0.13549600417941454
ACH-000047,0.05289173861334479
ACH-000052,0.08604461964916706
ACH-000053,-0.05372009714183478
ACH-000054,-0.02942091342740968
ACH-000055,0.013145069846265182
ACH-000060,0.09435127304015442
ACH-000067,-0.0009526889203293236
ACH-000070,0.041687879950157984
ACH-000075,-0.08268552916846966
ACH-000078,0.1452833913361288
ACH-000082,-0.05521375088089926
ACH-000085,-0.00030965012815732044
ACH-000086,0.020546411241849343
ACH-000087,0.03761094709187129
ACH-000092,-0.003292505209792972
ACH-000095,0.012173450306552602
ACH-000097,0.03609942032862742
ACH-000098,-0.06711010597300213
ACH-000099,0.06840346098354387
ACH-000108,0.03369747430911204
ACH-000113,-0.017741738637962298
ACH-000116,-0.01405800946327938
ACH-000118,-0.03147541789937621
ACH-000120,-0.02341613891311444
ACH-000123,-0.11913345646572307
ACH-000127,-0.0946835195012563
ACH-000128,0.03755979044938855
ACH-000132,0.0826280056995554
ACH-000133,-0.051847856578198966
ACH-000137,-0.10074023883430748
ACH-000138,-0.06870971728583085
ACH-000142,-0.03520321390635982
ACH-000143,0.06258634260899122
ACH-000146,0.021602582937973645
ACH-000148,0.04512277372078332
ACH-000150,0.15877312031096574
ACH-000152,0.13704605146592636
ACH-000153,-0.03865473767145485
ACH-000159,0.07730391878842753
ACH-000160,0.01967701744130378
ACH-000163,0.10934194784754496
ACH-000167,0.09817583814769752
ACH-000168,0.1225480795841345
ACH-000169,0.1085103034182788
ACH-000178,0.01602910241340556
ACH-000183,-0.056301613167970326
ACH-000188,0.03464455524538459
ACH-000189,0.11119676652722854
ACH-000190,-0.18275847683575516
ACH-000198,-0.044077531131905656
ACH-000203,0.2069290079908217
ACH-000204,-0.010241542304160738
