,CPB1 (1360)
ACH-000004,-0.07264568813229055
ACH-000005,0.11713387455109772
ACH-000007,-0.07468563542445081
ACH-000009,-0.2738494176261924
ACH-000011,-0.12127403041752405
ACH-000012,-0.10818020025317644
ACH-000013,-0.027760893381690997
ACH-000014,-0.2508910479039848
ACH-000015,-0.16567376413051807
ACH-000017,-0.10841139472317013
ACH-000018,-0.1046541544764142
ACH-000019,-0.22463626724486946
ACH-000021,-0.11778065994805514
ACH-000022,-0.0583744034016533
ACH-000025,-0.18002288265687624
ACH-000028,-0.13691556832596435
ACH-000030,-0.1283250506831772
ACH-000035,-0.2054356351281509
ACH-000036,-0.1270500957917188
ACH-000037,-0.010833875247591532
ACH-000039,-0.24938109782568424
ACH-000040,0.002163889255260475
ACH-000041,-0.016288100766915566
ACH-000042,0.05935642220182475
ACH-000045,0.010279341577653669
ACH-000047,0.030780411397834755
ACH-000052,-0.08279002936313654
ACH-000053,-0.16832650437175053
ACH-000054,-0.1177377585022776
ACH-000055,-0.16320846423122462
ACH-000060,-0.11924779482571715
ACH-000067,-0.17025825290658395
ACH-000070,0.05414601202972673
ACH-000075,-0.27247626648811263
ACH-000078,-0.03996378844757898
ACH-000082,-0.1199334052004744
ACH-000085,-0.20543588992259446
ACH-000086,-0.07898218958253593
ACH-000087,-0.052878769226977325
ACH-000092,-0.09376096736642044
ACH-000095,-0.13162399512463208
ACH-000097,-0.1230952394544363
ACH-000098,-0.11944355878677512
ACH-000099,-0.0809165094239171
ACH-000108,0.029390380647637743
ACH-000113,-0.14356743232509164
ACH-000116,-0.09078933954381486
ACH-000118,-0.03514059603150374
ACH-000120,0.04103126373630175
ACH-000123,-0.10204690285617064
ACH-000127,-0.04596011781388268
ACH-000128,-0.1602494009955379
ACH-000132,-0.04058154089970254
ACH-000133,-0.07637157028803691
ACH-000137,-0.09936298670939846
ACH-000138,-0.055703780210699966
ACH-000142,0.0193580152312224
ACH-000143,0.02929998793611643
ACH-000146,-0.013908779368136191
ACH-000148,-0.04029687042426227
ACH-000150,-0.0502610365480541
ACH-000152,-0.12246514536893795
ACH-000153,-0.1291657000685399
ACH-000159,-0.08928803024383193
ACH-000160,-0.11097749550659756
ACH-000163,-0.15579958608396854
ACH-000167,-0.1403077766781996
ACH-000168,-0.2267045764553077
ACH-000169,-0.06826852998782068
ACH-000178,-0.055231551527164136
ACH-000183,-0.14549537974009197
ACH-000188,-0.14172048810736185
ACH-000189,-8.444632390432858e-05
ACH-000190,-0.2677103142088855
ACH-000198,-0.15392336308139146
ACH-000203,-0.08173292551745802
ACH-000204,-0.14281761545571256
ACH-000206,-0.10867838315971302
ACH-000207,-0.13830764766801268
ACH-000208,0.16909958752277982
ACH-000210,0.05738196384633443
ACH-000211,-0.13966816767000378
ACH-000215,-0.08419086903782191
ACH-000221,0.019385799993067342
ACH-000222,-0.07123253480720862
ACH-000223,-0.0229809724112672
ACH-000226,-0.0794209832908399
ACH-000227,-0.1812297083592514
ACH-000228,-0.05520932111875597
ACH-000231,-0.09377560929778744
ACH-000232,-0.003243846486050635
ACH-000233,-0.06430418711530918
ACH-000234,-0.038764926167241
ACH-000235,-0.07792967710734372
ACH-000237,-0.1797895296202657
ACH-000238,-0.120009872862211
ACH-000242,-0.11907023614749356
ACH-000243,-0.05840024535328232
ACH-000244,-0.1314392402005095
ACH-000246,-0.046694961707712285
ACH-000248,-0.12041382626742105
ACH-000250,-0.07929229541203152
ACH-000251,-0.12161150714749605
ACH-000252,-0.1913010991473379
ACH-000253,-0.053036161617496205
ACH-000255,-0.2876163281415277
ACH-000256,-0.14000115591094925
ACH-000257,0.08408942294742211
ACH-000258,0.045671752739809765
ACH-000259,-0.015416508687739113
ACH-000260,-0.05342949381419553
