,HPR (3250)
ACH-000004,0.15360893743215018
ACH-000005,0.4889405495494522
ACH-000007,0.0688866393433799
ACH-000009,0.2356788726559104
ACH-000011,0.14362421916053225
ACH-000012,0.20824201631916425
ACH-000013,0.1262023043005336
ACH-000014,0.18620167103140545
ACH-000015,0.3172945547543947
ACH-000017,0.05528570968743217
ACH-000018,0.18211422941112615
ACH-000019,0.36189784719901225
ACH-000021,0.07837828680830489
ACH-000022,0.1888919308315788
ACH-000025,0.10312274304710503
ACH-000028,0.1808294103494433
ACH-000030,0.17727510094383395
ACH-000035,0.28567652041154445
ACH-000036,0.2060367169933844
ACH-000037,0.1353128576328717
ACH-000039,0.11495938213993916
ACH-000040,0.100458259479137
ACH-000041,0.21545993693475946
ACH-000042,0.17139164758816372
ACH-000045,0.3795061799708628
ACH-000047,0.2268757691983428
ACH-000052,0.035681210723645836
ACH-000053,0.1986734658424224
ACH-000054,0.14542054610369834
ACH-000055,0.22036366154244386
ACH-000060,0.1827493415903118
ACH-000067,0.18607318077890506
ACH-000070,0.26727835462888383
ACH-000075,0.35437586540352856
ACH-000078,0.11802357348779335
ACH-000082,0.2457172513219412
ACH-000085,0.20021382602055068
ACH-000086,0.228552805003994
ACH-000087,0.27494844081516234
ACH-000092,0.2576532199733555
ACH-000095,0.06453662379334121
ACH-000097,0.13967508966206407
ACH-000098,0.2837248731369282
ACH-000099,0.17281333451571607
ACH-000108,0.14627967694555316
ACH-000113,0.2074019165948936
ACH-000116,0.2737228176243553
ACH-000118,0.09036019309527916
ACH-000120,0.16534336618115658
ACH-000123,0.15129943335025411
ACH-000127,0.1260648364452504
ACH-000128,0.2243061834693826
ACH-000132,0.16729787846660898
ACH-000133,0.21143146663204246
ACH-000137,0.027100884383668332
ACH-000138,0.15035570112949992
ACH-000142,0.17927660938924647
ACH-000143,0.14639198365089165
ACH-000146,0.21798309027042
ACH-000148,0.19730937276363855
ACH-000150,0.13349167359987013
ACH-000152,0.07040611156303593
ACH-000153,0.2814601436331728
ACH-000159,0.1612227181081956
ACH-000160,0.2374500377995725
ACH-000163,0.14766738526312395
ACH-000167,0.0194975272185806
ACH-000168,0.2694693799373043
ACH-000169,0.1365015064660522
ACH-000178,0.11177429257777308
ACH-000183,0.4820239980379168
ACH-000188,0.06868384151488391
ACH-000189,0.3157601568973962
ACH-000190,0.2083579411895501
ACH-000198,0.10186227462903533
ACH-000203,0.3967838612119941
ACH-000204,0.1768953921321127
ACH-000206,0.17751534724381662
ACH-000207,0.19469752261245796
ACH-000208,0.1168495699830043
ACH-000210,0.16399350788798167
ACH-000211,0.19895141073115535
ACH-000215,0.1125105458024096
ACH-000221,0.2492100324027832
ACH-000222,-0.025857184512196846
ACH-000223,0.1973890038649603
ACH-000226,0.2446673800682883
ACH-000227,0.22011110330046554
ACH-000228,0.08093295663898345
ACH-000231,0.18814766313501116
ACH-000232,0.12558666411913846
ACH-000233,0.19506762648063836
ACH-000234,0.004251738265899506
ACH-000235,0.12486979832506427
ACH-000237,0.12511769251590155
ACH-000238,0.1793656351246378
ACH-000242,0.17662703843391414
ACH-000243,0.24438999396325836
ACH-000244,0.016351044732474042
ACH-000246,0.17738086494576505
ACH-000248,0.2755397328078518
ACH-000250,0.14488123174530387
ACH-000251,0.004568673892489646
ACH-000252,0.14159510824008167
ACH-000253,0.20391660724285648
ACH-000255,0.14253607732890275
ACH-000256,0.13911855620407365
ACH-000257,0.1567723713262723
ACH-000258,0.2497373542072618
ACH-000259,0.2433122630990407
ACH-000260,0.16942373582967513
ACH-000261,0.07478966459731712
ACH-000262,0.2761195896180099
ACH-000263,0.3117020494973841
ACH-000264,0.2540672359827482
ACH-000265,0.276432531339988
ACH-000266,0.11561265889739518
ACH-000272,0.15755627356491508
ACH-000274,0.25433421484907554
ACH-000277,0.06586104965797564
ACH-000278,0.18453241996937775
ACH-000279,0.08794715780565318
ACH-000280,0.11431918542830745
ACH-000281,0.2701784113839976
ACH-000288,0.1341699550349434
ACH-000291,0.1234241456575102
ACH-000293,0.15208403636094062
ACH-000294,0.21939352759412087
ACH-000295,-0.04063427622710551
ACH-000296,0.12095472473721296
ACH-000302,0.1384900945261685
ACH-000304,0.09476840284467124
ACH-000307,0.22226314524737004
ACH-000308,0.15118154375822235
ACH-000310,0.15431089414725954
ACH-000311,0.20312715700671755
ACH-000312,0.1502825862572375
ACH-000315,0.2987902816592357
ACH-000316,0.09327282039630523
ACH-000317,0.08464827630040925
ACH-000318,0.1836913696881758
ACH-000319,0.09258238250670704
ACH-000320,0.12334313189352945
ACH-000322,0.1984293443793903
ACH-000323,0.1267612829185459
ACH-000324,0.08385474507546513
ACH-000329,0.1047972801173359
ACH-000330,0.11305189023003673
ACH-000331,0.2015152470371176
ACH-000332,0.10078822009377174
ACH-000334,0.2209820891112196
ACH-000335,0.23429443442029035
ACH-000336,0.4111811633138581
ACH-000337,0.17637445429722245
ACH-000338,-0.06133518038445057
ACH-000339,0.14603782374808089
ACH-000341,0.23642808533463935
ACH-000348,0.16876522853834613
ACH-000350,0.2873718195183894
ACH-000352,0.32703908009078064
ACH-000356,0.2285818868686187
ACH-000361,0.11186957125741236
ACH-000362,0.1664133052593278
ACH-000363,0.27572086437154897
ACH-000364,0.25010261619226365
ACH-000365,0.20019363361286616
ACH-000366,0.10232519476919773
ACH-000368,0.17435306334579065
ACH-000374,0.11849205948645335
ACH-000375,0.07390503087251918
ACH-000376,0.1754846321956999
ACH-000381,0.23594126736035226
