,MYL12A (10627)
ACH-000547,-0.5155729228164816
ACH-000548,-0.3002129104286496
ACH-000549,-0.21104785280767108
ACH-000550,-0.3342542088607366
ACH-000552,-0.17618967053193926
ACH-000556,-0.19097201290489227
ACH-000557,-0.14219079115250255
ACH-000569,-0.08926328048419695
ACH-000570,-0.32688604652670605
ACH-000571,-0.3598957491745034
ACH-000573,-0.3732267351251271
ACH-000576,-0.214855980998168
ACH-000579,-0.24181465933656476
ACH-000580,-0.17761016562642395
ACH-000584,-0.13805463995547973
ACH-000585,0.19999433978757347
ACH-000588,-0.16561765265687214
ACH-000589,-0.1006474413336136
ACH-000591,0.07890979200854968
ACH-000593,-0.16814962071008488
ACH-000600,-0.06256563250810653
ACH-000601,-0.10889139638707136
ACH-000605,-0.07941856678422242
ACH-000606,-0.10093890137176367
ACH-000608,-0.052424155477953614
ACH-000614,-0.22192373991219447
ACH-000616,-0.21742319443873934
ACH-000618,0.007057894588953773
ACH-000619,0.02697606662967879
ACH-000620,-0.3060249215664027
ACH-000621,0.014634543137545674
ACH-000622,-0.07957716099851399
ACH-000623,0.046594156934028234
ACH-000624,-0.3321171953700432
ACH-000627,0.044964617071972544
ACH-000630,-0.007963330368247297
ACH-000631,0.4170442393351733
ACH-000632,-0.14157591488652554
ACH-000633,-0.0831032650910012
ACH-000637,-0.13289974202405053
ACH-000638,-0.2360849543852542
ACH-000646,-0.1290789279894383
ACH-000647,-0.15659254142487122
ACH-000648,-0.3345209028741566
ACH-000649,-0.12182356927774553
ACH-000651,-0.15258050612578594
ACH-000652,-0.1247053328234572
ACH-000653,-0.17117503220904198
ACH-000657,-0.01134244205351703
ACH-000658,-0.26440927503250056
ACH-000661,-0.19812533411266625
ACH-000662,-0.3641143897921394
ACH-000663,-0.0643761577965924
ACH-000665,-0.16628574869261972
ACH-000671,0.043567450791812234
ACH-000672,-0.04364159271508803
ACH-000673,-0.12525489722817496
ACH-000676,-0.18188342897037368
ACH-000677,-0.1480859126945933
ACH-000681,-0.2473166720542836
ACH-000683,-0.26798547395190925
ACH-000684,-0.06241625073886148
ACH-000688,-0.0534177299427949
ACH-000693,-0.16265451023091335
ACH-000694,-0.1072542850251742
ACH-000695,-0.093516868415847
ACH-000696,-0.005679293615531689
ACH-000697,-0.3999537656271766
ACH-000699,-0.2665511975848106
ACH-000701,-0.34603496094332264
ACH-000706,0.04528474247076394
ACH-000711,-0.1031971664766531
ACH-000713,-0.11986011765932272
ACH-000714,-0.335315198446904
ACH-000718,-0.368872702226891
ACH-000720,-0.2756802362731045
ACH-000721,-0.13088936270246326
ACH-000724,-0.19390876157802928
ACH-000725,-0.14471470950188076
ACH-000732,-0.06095195907722777
ACH-000734,-0.2228283942354793
ACH-000735,-0.16681601978263336
ACH-000736,-0.15082607898070371
ACH-000738,-0.22993572621725886
ACH-000746,-0.28059429791211665
ACH-000747,-0.10239937393210133
ACH-000748,0.0845329704206668
ACH-000753,0.003416342351718872
ACH-000756,-0.07229978769453638
ACH-000757,0.1953206880748967
ACH-000758,-0.3804648817701626
ACH-000760,-0.0983299070576185
ACH-000762,-0.09165596678824436
ACH-000763,-0.11249836097731657
ACH-000764,-0.15569529505652918
ACH-000765,-0.040436658396292485
ACH-000766,0.01752068821208226
ACH-000767,-0.26524670879139645
ACH-000768,-0.024626764345436824
ACH-000769,-0.1833607824586428
ACH-000770,-0.20390850175910388
ACH-000771,-0.1629760102951282
ACH-000773,-0.15198851577111389
ACH-000776,-0.1349599505375077
ACH-000777,-0.152996175459942
ACH-000778,-0.22595316683280103
ACH-000781,-0.17879402793059831
ACH-000782,-0.2673910655232464
ACH-000783,-0.07015888151443367
ACH-000784,-0.22419260216587292
ACH-000785,-0.23465266405406274
ACH-000787,-0.15195985587202002
ACH-000788,-0.036507609517253035
ACH-000791,-0.23470573687128085
ACH-000792,-0.108673508360054
ACH-000794,-0.11892209737473057
ACH-000796,-0.24188139204927556
ACH-000798,-0.3755572542912722
ACH-000799,-0.22833381214756898
ACH-000800,-0.34744092498203816
ACH-000802,-0.4432894533862637
ACH-000804,-0.0901975483541938
ACH-000805,-0.3331187459832892
ACH-000809,-0.11166153569003416
ACH-000810,-0.307220005936582
ACH-000811,-0.2787254200793753
ACH-000817,-0.2111277555313672
ACH-000819,-0.16426869278667242
ACH-000820,-0.12883381061084295
ACH-000821,-0.007956950536637232
ACH-000822,-0.33298354742150793
ACH-000823,-0.185235875533732
ACH-000824,-0.16639776870464887
ACH-000827,-0.2604285613169844
ACH-000829,0.023921161942857847
ACH-000831,-0.1350249054409628
ACH-000832,-0.06058634721387779
ACH-000833,-0.26878620801632225
ACH-000834,-0.17333319968435634
ACH-000835,-0.3623357221689477
ACH-000836,-0.13588935056363668
ACH-000837,-0.2857393453425651
ACH-000838,-0.18433978484012548
ACH-000839,-0.14542256097405945
ACH-000840,-0.13694441214484895
ACH-000841,-0.14323180137224048
ACH-000843,-0.14267730030543746
ACH-000846,-0.11821111736037887
ACH-000847,-0.02063888047661911
ACH-000848,-0.1517490423850591
ACH-000849,-0.1413716860622638
ACH-000851,0.011411278189822613
ACH-000855,-0.4220420500012945
ACH-000856,0.07270425373629534
ACH-000858,-0.3207301967559163
ACH-000859,-0.12245033645541345
ACH-000861,-0.0576102625370649
ACH-000862,-0.2587965747212229
ACH-000865,-0.2087625274638288
ACH-000866,-0.27046224431987004
ACH-000867,-0.07184005145361325
ACH-000869,-0.2541622979312457
ACH-000872,0.03112679918466588
ACH-000873,-0.14340303798638265
ACH-000876,-0.1668941618946448
ACH-000878,-0.1182793243420706
ACH-000880,-0.018649762317010952
ACH-000881,-0.1464771954463617
ACH-000882,-0.15974697888866946
ACH-000884,0.08400742701849953
ACH-000885,-0.3997490474082301
ACH-000887,-0.1057754805858856
ACH-000889,-0.12370609170528815
ACH-000896,-0.08981673331930454
ACH-000898,-0.3140622532200435
ACH-000900,0.07719201627329993
ACH-000901,-0.12743157511132916
ACH-000905,-0.22028768236802854
ACH-000906,-0.21730375514285316
ACH-000907,-0.09775227209158947
ACH-000910,-0.20134380496264004
ACH-000911,-0.23861914452047264
ACH-000912,-0.02831760435008545
ACH-000913,-0.13311465909155742
ACH-000915,-0.16833011992560062
ACH-000916,0.03881196880870337
ACH-000917,-0.1263629983202053
ACH-000920,0.0476798230772163
ACH-000921,-0.0202475938070371
ACH-000924,-0.1958012627924832
ACH-000926,-0.15238252449257927
ACH-000928,-0.07251471220134681
ACH-000929,-0.5455381577715243
ACH-000932,-0.1909663481731647
ACH-000935,-0.06320603514702725
ACH-000936,-0.12666949943207514
ACH-000937,-0.009093225812946843
ACH-000938,-0.08246348902974401
ACH-000939,-0.1794786775422586
ACH-000941,-0.198275682782914
ACH-000943,0.0813129330754919
ACH-000946,-0.2625256124169629
ACH-000947,-0.09520626394768188
ACH-000948,-0.1343310445490991
ACH-000950,-0.2685738094455721
ACH-000953,-0.06662707346977417
ACH-000954,-0.24669636605930104
ACH-000957,-0.34765235322035903
ACH-000958,-0.2757779320846493
ACH-000960,-0.1810590514435468
ACH-000963,-0.2151188546813949
ACH-000968,-0.16423220993739246
ACH-000969,-0.2137929141978573
ACH-000972,-0.17673278291101965
ACH-000973,-0.07832194629501951
ACH-000974,-0.2684281322895718
ACH-000978,-0.012431727622340596
ACH-000984,-0.07657966271426349
ACH-000986,-0.2116563538727884
ACH-000988,-0.17515571583902492
ACH-000993,-0.2725943444832805
ACH-000994,-0.15786035702673687
ACH-000996,-0.17676529722491996
ACH-001001,-0.06431450884375567
ACH-001020,0.05252706811025765
ACH-001028,-0.0076576044220236705
ACH-001031,-0.3535144055570937
ACH-001038,-0.27635902704318666
ACH-001048,-0.0508252216264575
ACH-001050,-0.1708128287132574
ACH-001053,-0.2353148964467444
ACH-001054,-0.295177701872942
ACH-001061,-0.282135694626727
ACH-001067,-0.1579946208836148
ACH-001075,-0.057291520794726276
ACH-001096,-0.21175270985175806
ACH-001111,0.05166472419609378
ACH-001119,-0.015397921427069246
ACH-001128,-0.34751320782346523
ACH-001134,-0.2856139675515227
ACH-001151,-0.23919819198720774
ACH-001163,-0.04678348534556112
ACH-001164,-0.5487678759513858
ACH-001183,-0.1964187236785816
ACH-001192,-0.2827809988314039
ACH-001193,-0.4062523329130707
ACH-001196,-0.2909582355132115
ACH-001197,-0.14874297354974686
ACH-001205,-0.3134037546370761
ACH-001211,0.04673799311779092
ACH-001212,-0.10863629999898072
ACH-001228,-0.2786083312293982
ACH-001232,-0.03922209389506067
ACH-001239,0.037790104977112216
ACH-001270,0.18548742636846266
ACH-001274,-0.1634784965058984
ACH-001275,0.038616748214642574
ACH-001277,-0.0833489237197238
ACH-001278,-0.1668898888965928
ACH-001280,-0.2309198581394116
ACH-001283,-0.33192979226245634
ACH-001289,-0.1604705569779692
ACH-001300,-0.034307853881161504
ACH-001301,-0.1469538136565364
ACH-001302,-0.03203186548000492
ACH-001306,-0.07322990209497562
ACH-001318,0.24210587234222355
ACH-001322,0.06744054370659529
ACH-001328,-0.1935233482588138
ACH-001332,-0.3004477091939863
ACH-001336,-0.2394292356281052
ACH-001346,-0.26133639872677555
ACH-001353,-0.3084980608235959
ACH-001354,-0.2154232817666749
ACH-001367,-0.2846180758881092
ACH-001368,-0.15981147930214182
ACH-001374,-0.4721438869783534
ACH-001377,-0.15666283912570975
ACH-001380,-0.1386966233951905
ACH-001391,-0.15377777581348828
ACH-001408,-0.2980770192600054
ACH-001430,-0.14790244332589134
ACH-001431,0.02153421400705973
ACH-001450,-0.283312820992841
ACH-001496,-0.31748876025343714
ACH-001500,0.2412295330747612
ACH-001523,-0.3247852156464664
ACH-001532,-0.1900920769782719
ACH-001550,-0.25277778701905856
ACH-001552,-0.3683157493979716
ACH-001554,-0.1999783353109304
ACH-001654,-0.1463292632899136
ACH-001735,-0.10518152599198373
ACH-001736,-0.08662901532209047
ACH-001737,-0.14549209496836873
ACH-001740,-0.3248466558816608
ACH-001745,-0.3155862833382083
ACH-001765,-0.2906698343542087
