,NDN (4692)
ACH-000004,-0.04919738172379786
ACH-000005,-0.008125100919046875
ACH-000007,-0.04704014668760737
ACH-000009,-0.11623895590625785
ACH-000011,-0.19140009541885394
ACH-000012,0.01973178680193985
ACH-000013,-0.026124818350948598
ACH-000014,-0.08132025739587544
ACH-000015,-0.11634354465993972
ACH-000017,-0.09487802334772964
ACH-000018,-0.02075900290465915
ACH-000019,0.08078899101300581
ACH-000021,-0.016676480949594057
ACH-000022,-0.061921737221663865
ACH-000025,-0.17650017209233124
ACH-000028,-0.031402641525281015
ACH-000030,-0.1126872912828783
ACH-000035,0.01259905582810072
ACH-000036,-0.13867779711117764
ACH-000037,0.02803857846126763
ACH-000039,-0.29495944252699063
ACH-000040,-0.09423778095100913
ACH-000041,-0.1243851135416438
ACH-000042,-0.03827357932431175
ACH-000045,0.08896431738548329
ACH-000047,-0.09194425308727408
ACH-000052,-0.1690724394606773
ACH-000053,-0.12001963143672872
ACH-000054,-0.0340946462711173
ACH-000055,0.012341648540766385
ACH-000060,0.09027816635893393
ACH-000067,-0.22471119614806376
ACH-000070,-0.07824426765273737
ACH-000075,0.035374096689596624
ACH-000078,0.01616682604952526
ACH-000082,-0.10015323647348122
ACH-000085,-0.33357443521507263
ACH-000086,-0.02125273996141164
ACH-000087,-0.3830862256254761
ACH-000092,-0.10262638485953747
ACH-000095,-0.0575476306906448
ACH-000097,-0.05986574178995111
ACH-000098,-0.05220064550301765
ACH-000099,-0.053215167473496784
ACH-000108,-0.050215584530684185
ACH-000113,0.03135066608526271
ACH-000116,-0.04241718164459228
ACH-000118,0.05129185552742003
ACH-000120,-0.04745113721766885
ACH-000123,-0.0789762737743469
ACH-000127,-0.009790535897148206
ACH-000128,-0.0975467112121683
ACH-000132,-0.33897438907723404
ACH-000133,0.001959650818064547
ACH-000137,-0.09095915985377803
ACH-000138,0.031217811662501226
ACH-000142,0.07033296108684661
ACH-000143,-0.2067823613178928
ACH-000146,-0.03606017490931966
ACH-000148,-0.12485379232152292
ACH-000150,0.14673016794543162
ACH-000152,-0.010493980491887872
ACH-000153,-0.16579104603249056
ACH-000159,-0.01361622636063652
ACH-000160,-0.14144551707873154
ACH-000163,-0.06773943084789423
ACH-000167,-0.1064610598950161
ACH-000168,-0.19282583127726804
ACH-000169,-0.16798200719738704
ACH-000178,-0.11642591177263095
ACH-000183,-0.013360829933616694
ACH-000188,-0.2084355255276567
ACH-000189,0.14554994538427082
ACH-000190,0.027601253605274455
ACH-000198,-0.045773731824780735
ACH-000203,-0.476748668835796
ACH-000204,-0.4044231617376047
ACH-000206,0.06762931017911315
ACH-000207,0.057941408699158724
ACH-000208,0.10944113398516936
ACH-000210,-0.19472450754169385
ACH-000211,-0.10971778423112444
ACH-000215,-0.09885086110855952
ACH-000221,-0.1353046964295028
ACH-000222,0.04479408340255788
ACH-000223,-0.12771843735305582
ACH-000226,-0.3068471496784663
ACH-000227,0.037909384576171774
ACH-000228,-0.07015327148862853
ACH-000231,0.017436322566535024
ACH-000232,-0.0258251440359399
ACH-000233,-0.07450887048728819
ACH-000234,-0.1511760696907199
ACH-000235,-0.18289962710748509
ACH-000237,-0.08218263959897784
ACH-000238,-0.15561289215960322
ACH-000242,-0.2079779790601413
ACH-000243,-0.1662721257571782
ACH-000244,-0.14674718570130182
ACH-000246,-0.044911228536275265
ACH-000248,-0.02508897784694744
ACH-000250,-0.10013127903167876
ACH-000251,0.0860989506012464
ACH-000252,0.010206595645852934
ACH-000253,-0.1259044021113177
ACH-000255,-0.15444403020458822
ACH-000256,-0.07348728914493395
ACH-000257,-0.01788733523653446
ACH-000258,-0.10417132145684414
ACH-000259,-0.052965813305404084
ACH-000260,-0.10725624926010133
ACH-000261,-0.16755741910128924
ACH-000262,-0.10238485990145868
ACH-000263,0.11226712036821353
ACH-000264,-0.12911500422391134
ACH-000265,-0.2775857125614802
ACH-000266,-0.1324404850088995
ACH-000272,-0.14856202902803176
ACH-000274,0.00905414821405194
ACH-000277,-0.15408627001620326
ACH-000278,-0.15756802621026855
ACH-000279,-0.08282559249223406
ACH-000280,-0.10641013791611324
ACH-000281,0.014368227673831144
ACH-000288,-0.09344079204307472
ACH-000291,0.013081846817663991
ACH-000293,-0.13494726660595982
ACH-000294,-0.1508622881967613
ACH-000295,-0.03892431041053613
ACH-000296,0.15684586645831095
ACH-000302,-0.14193315605631487
ACH-000304,-0.15350001472991465
ACH-000307,0.003698226796804951
ACH-000308,-0.027278140904508374
ACH-000310,-0.009570635402076757
ACH-000311,0.007357940787779286
ACH-000312,-0.0013810738289609967
ACH-000315,-0.20421115003161794
ACH-000316,-0.26270304755625795
ACH-000317,-0.26845501862117
ACH-000318,-0.12358244704444307
ACH-000319,-0.1677152950175844
ACH-000320,-0.04770404527197214
ACH-000322,-0.17982584240806634
ACH-000323,-0.1818003906420433
ACH-000324,-0.1663212372651008
ACH-000329,0.05819039271836175
ACH-000330,-0.14416411403777654
ACH-000331,-0.13103694499751886
ACH-000332,-0.05195679145591978
ACH-000334,0.04257546184501436
ACH-000335,0.1833408848495671
ACH-000336,0.04618143837256365
ACH-000337,-0.012297042431061259
ACH-000338,-0.5584601679221445
ACH-000339,-0.10826218651800802
ACH-000341,-0.03350604610667406
ACH-000348,-0.11325671817802704
ACH-000350,0.006159409327163154
ACH-000352,-0.1224485993404386
ACH-000356,0.0271434766848679
ACH-000361,0.0583657751088273
ACH-000362,-0.14456270584204553
ACH-000363,-0.0586755045644375
ACH-000364,0.12081251536865414
ACH-000365,-0.06472684849324478
ACH-000366,0.0184674872068135
ACH-000368,-0.16291275979609066
ACH-000374,-0.12315528437110765
ACH-000375,-0.050600110705149005
ACH-000376,-0.15249500769674804
ACH-000381,-0.10833390629191172
ACH-000383,-0.18701199877853195
ACH-000387,-0.016721721819817768
ACH-000389,-0.11548397641506568
ACH-000390,-0.10224473339160783
ACH-000393,-0.1308075173283106
ACH-000395,-0.3533786182877777
ACH-000396,0.13612970823967538
ACH-000397,0.019018373481241187
ACH-000401,0.03216416666737148
ACH-000402,-0.12078113889039647
ACH-000403,-0.07921513339930512
ACH-000404,-0.006909017361256579
ACH-000406,-0.024822917251069075
ACH-000407,-0.20653891622171974
ACH-000408,-0.1356266107558082
ACH-000410,-0.22000472916409888
ACH-000411,0.013612350048782869
ACH-000414,-0.08373801334741689
ACH-000415,-0.07438461453754773
ACH-000416,-0.07066795381059983
ACH-000420,-0.06907960789058751
ACH-000421,-0.1613357350419964
ACH-000424,0.17353068299925373
ACH-000425,-0.035194103817815785
ACH-000426,-0.2503534030068744
ACH-000427,-0.20586396012857447
ACH-000433,-0.08380829448324499
ACH-000435,-0.3645629425161943
ACH-000436,-0.14062117711384967
ACH-000444,-0.1379955598752052
ACH-000445,-0.06240858395942396
ACH-000448,-0.08778789696020257
ACH-000450,-0.12512081630133146
ACH-000452,-0.1561666538985712
ACH-000454,-0.08693886977826053
ACH-000458,-0.039339679035366726
ACH-000459,0.1193324516386823
ACH-000460,-0.10651220145270564
ACH-000461,-0.21739426551396698
ACH-000463,-0.12291490713192453
ACH-000464,-0.02596077781122229
ACH-000466,-0.06459477353545294
ACH-000467,-0.05335248836735603
ACH-000468,-0.1209014025081791
ACH-000469,-0.09383211856828166
ACH-000470,-0.19598863078998674
ACH-000471,0.016457743911668106
ACH-000472,-0.00016482639732708136
ACH-000473,-0.08884064322621235
ACH-000475,-0.014882233308458791
ACH-000476,-0.00883797613761878
ACH-000477,0.004613393325349382
ACH-000479,-0.04535825251954039
ACH-000480,-0.09915618859381407
ACH-000481,-0.1649138426637063
ACH-000483,-0.15782342131730234
ACH-000484,-0.03233437433277383
ACH-000485,-0.05463873790731419
ACH-000486,-0.08058130596921817
ACH-000487,-0.0856879886077026
ACH-000488,-0.039856282107743474
ACH-000490,-0.1012865323224301
ACH-000491,-0.2920725604424243
ACH-000495,-0.3347148716768428
ACH-000496,-0.13966693863055435
ACH-000499,-0.03819490978116782
ACH-000500,0.14420541074464072
ACH-000502,-0.06531999925384521
ACH-000503,-0.04262966221337363
