,CNTNAP1 (8506)
ACH-000004,-0.41716371763247934
ACH-000005,-0.2607443188045205
ACH-000007,-0.3996925253901221
ACH-000009,-0.2725251485849953
ACH-000011,-0.18622864449607385
ACH-000012,-0.40624239855546224
ACH-000013,-0.2356559236727425
ACH-000014,-0.38363732792620736
ACH-000015,-0.34437070414171744
ACH-000017,-0.2636676931776102
ACH-000018,-0.23264256589396576
ACH-000019,-0.2747372763671101
ACH-000021,-0.1680190389525057
ACH-000022,-0.3111302225397053
ACH-000025,-0.137041073970593
ACH-000028,-0.2433509450571904
ACH-000030,-0.36886886238003996
ACH-000035,-0.48543938863679104
ACH-000036,-0.3791454773080345
ACH-000037,-0.2089311592614254
ACH-000039,-0.3917175975542685
ACH-000040,-0.3534957380366608
ACH-000041,-0.23717584978685166
ACH-000042,-0.22463752932898032
ACH-000045,-0.4154652589057475
ACH-000047,-0.2661300823476788
ACH-000052,-0.4916170313586362
ACH-000053,-0.31150050026573306
ACH-000054,-0.3326164489260273
ACH-000055,-0.4596481966111946
ACH-000060,-0.3399104733109069
ACH-000067,-0.4382860083694826
ACH-000070,-0.27717981446194506
ACH-000075,-0.3509891789597041
ACH-000078,-0.2419174136917573
ACH-000082,-0.3677795635105368
ACH-000085,-0.3942551692252891
ACH-000086,-0.3327252293754018
ACH-000087,-0.21328748224414648
ACH-000092,-0.31411848610851
ACH-000095,-0.4068182639157609
ACH-000097,-0.3143704937344097
ACH-000098,-0.2697139693370364
ACH-000099,-0.3046209212344205
ACH-000108,-0.24672811873634354
ACH-000113,-0.2804160047102667
ACH-000116,-0.3296157431432733
ACH-000118,-0.20281189646859052
ACH-000120,-0.3540020080128881
ACH-000123,-0.3402405039504882
ACH-000127,-0.20916123373990528
ACH-000128,-0.3431866235039513
ACH-000132,-0.3500068258449577
ACH-000133,-0.29968128717803794
ACH-000137,-0.14730652229920496
ACH-000138,-0.34125358485660623
ACH-000142,-0.3789660846201312
ACH-000143,-0.21006811922941795
ACH-000146,-0.18375374640937464
ACH-000148,-0.2912324239058921
ACH-000150,-0.5520178314081388
ACH-000152,-0.2330735388198299
ACH-000153,-0.44675571843057255
ACH-000159,-0.18146775251089006
ACH-000160,-0.2584372851765033
ACH-000163,-0.26117212410846585
ACH-000167,-0.2344695927406225
ACH-000168,-0.1930355120076023
ACH-000169,-0.3067575660968615
ACH-000178,-0.2425508559021455
ACH-000183,-0.3220177017160101
ACH-000188,-0.3979565217776974
ACH-000189,-0.5602710953521592
ACH-000190,-0.30915376283768714
ACH-000198,-0.23133512065228665
ACH-000203,-0.18964084839444928
ACH-000204,-0.31173750612614554
ACH-000206,-0.22113150081960847
ACH-000207,-0.24060764598224205
ACH-000208,-0.4971339025507409
ACH-000210,-0.3434258182471383
ACH-000211,-0.2830334686572422
ACH-000215,-0.3641268173117949
ACH-000221,-0.34109642728998657
ACH-000222,-0.09384825322617768
ACH-000223,-0.24802874851002085
ACH-000226,-0.30585411422160713
ACH-000227,-0.3455322582578457
ACH-000228,-0.3676350285259789
ACH-000231,-0.28466467933224315
ACH-000232,-0.2832466549974079
ACH-000233,-0.2348089492703141
ACH-000234,-0.34068091663707395
ACH-000235,-0.2947427794452052
ACH-000237,-0.28109036290542416
ACH-000238,-0.4309650590900733
ACH-000242,-0.3164286200829905
ACH-000243,-0.3441982547730238
ACH-000244,-0.1307659950259623
ACH-000246,-0.2343898881975933
ACH-000248,-0.2279552035033917
ACH-000250,-0.3934825698595267
ACH-000251,-0.3710407567722906
ACH-000252,-0.3317711172847883
ACH-000253,-0.18450866986668896
ACH-000255,-0.4397367019014902
ACH-000256,-0.3449177170136808
ACH-000257,-0.2921009923779795
ACH-000258,-0.3434516268944577
ACH-000259,-0.3307611788894808
ACH-000260,-0.1879367462231487
ACH-000261,-0.21551282689921672
ACH-000262,-0.15083616489625518
ACH-000263,-0.4417952986946547
ACH-000264,-0.3128461171447249
ACH-000265,-0.23486256332441244
ACH-000266,-0.2257665380262475
ACH-000272,-0.2113528160967316
ACH-000274,-0.4719247180230355
ACH-000277,-0.24113712928831504
ACH-000278,-0.13987789517882449
ACH-000279,-0.27219018179584203
ACH-000280,-0.3234890761291606
ACH-000281,-0.30534983742886873
