,GDE1 (51573)
ACH-000464,-0.10075528495189444
ACH-000466,-0.22360618302378046
ACH-000467,-0.1991747562743036
ACH-000468,-0.09058182774949383
ACH-000469,-0.08717622443850354
ACH-000470,-0.2597312989803348
ACH-000471,-0.1770002831081781
ACH-000472,-0.1824109280694406
ACH-000473,-0.2783478551616201
ACH-000475,-0.207976499175114
ACH-000476,-0.2243377384713752
ACH-000477,-0.35939381320002506
ACH-000479,-0.16385625915401758
ACH-000480,-0.32983406560940803
ACH-000481,-0.2308953570468422
ACH-000483,-0.2937097622682872
ACH-000484,-0.5063928928780284
ACH-000485,-0.2979755294837472
ACH-000486,-0.1828273375102744
ACH-000487,-0.0620987738349232
ACH-000488,-0.1293989929283991
ACH-000490,-0.19249832368295208
ACH-000491,-0.2420140593551036
ACH-000495,-0.2630916784027193
ACH-000496,-0.28402418507446203
ACH-000499,-0.15724777178970464
ACH-000500,-0.43900721040761104
ACH-000502,-0.2558569095069453
ACH-000503,-0.17471519481250206
ACH-000505,-0.27010697174353626
ACH-000507,-0.19968585122251453
ACH-000510,-0.2768371628941365
ACH-000511,-0.25487022658835723
ACH-000512,0.18302868518465895
ACH-000516,-0.2321580606183488
ACH-000517,-0.2690496431748531
ACH-000518,-0.20172540148168228
ACH-000520,-0.26642631376484416
ACH-000521,-0.12677895779519524
ACH-000522,-0.19048046637770005
ACH-000524,-0.18115375187068253
ACH-000527,-0.32078703352596943
ACH-000528,-0.1779207410961707
ACH-000537,-0.16505212586950305
ACH-000541,-0.2402128317956772
ACH-000542,-0.19160638974825048
ACH-000544,-0.3878464096605206
ACH-000545,-0.2229830413811396
ACH-000547,-0.1807526897381072
ACH-000548,-0.2786490741441958
ACH-000549,-0.2319416697059027
ACH-000550,-0.31436719844626226
ACH-000552,-0.1631597740591217
ACH-000556,-0.2826618829352679
ACH-000557,-0.08014225005840521
ACH-000569,-0.1045018734545819
ACH-000570,-0.2751058898282652
ACH-000571,-0.14348174293326416
ACH-000573,-0.2440695721206331
ACH-000576,-0.25434772414643625
ACH-000579,-0.16165276689713784
ACH-000580,-0.25881809459787697
ACH-000584,-0.21469418012316502
ACH-000585,-0.3081744890610503
ACH-000588,-0.3943506300886263
ACH-000589,-0.33100337420954506
ACH-000591,-0.26955083080707176
ACH-000593,-0.1960137993058594
ACH-000600,-0.2390666668031869
ACH-000601,-0.17251639347937595
ACH-000605,-0.2301586338454726
ACH-000606,-0.2535349442478506
ACH-000608,-0.19066706680379947
ACH-000614,-0.13383003950400646
ACH-000616,-0.21731015701302686
ACH-000618,-0.20622532100950247
ACH-000619,-0.25032922704349714
ACH-000620,-0.31585933818568684
ACH-000621,-0.2549176272672812
ACH-000622,-0.1420904277592846
ACH-000623,-0.2686486685360433
ACH-000624,-0.1932088904224201
ACH-000627,-0.1902956349323648
ACH-000630,-0.25487326068841154
ACH-000631,-0.3460281775386708
ACH-000632,-0.2387954861438447
ACH-000633,-0.1810377724719302
ACH-000637,-0.2503711953641393
ACH-000638,-0.3452848024531591
ACH-000646,-0.236432832878458
ACH-000647,-0.14899902018114838
ACH-000648,-0.4079125760932575
ACH-000649,-0.19224397615106972
ACH-000651,-0.1386703412696881
ACH-000652,-0.13432507145122524
ACH-000653,-0.2769353899035705
ACH-000657,-0.28158130569510664
ACH-000658,-0.3759870643987631
ACH-000661,-0.2475165223870216
ACH-000662,-0.20900887012109173
ACH-000663,-0.29614901211940176
ACH-000665,-0.1691991297009656
ACH-000671,-0.192858738707157
ACH-000672,-0.3874521636687241
ACH-000673,-0.1984213832369379
ACH-000676,-0.2890783451305229
ACH-000677,-0.2609181905252697
ACH-000681,-0.2755499057507724
ACH-000683,-0.14584697460216595
ACH-000684,-0.1486385262148367
ACH-000688,-0.09823723289307207
ACH-000693,-0.11404760688902947
ACH-000694,-0.08913163641086841
ACH-000695,-0.3168220199301114
ACH-000696,-0.2114943507119016
ACH-000697,-0.140734927681462
ACH-000699,-0.4098976903997429
ACH-000701,-0.23825714024863445
ACH-000706,-0.3021320634860997
ACH-000711,-0.19657062745743767
ACH-000713,-0.3380377553115496
ACH-000714,-0.16747178066662308
ACH-000718,-0.2261435880793245
ACH-000720,-0.03153485763922264
ACH-000721,-0.15929301526244674
ACH-000724,-0.22875211573015805
ACH-000725,-0.29685941711373737
ACH-000732,-0.2480115832658737
ACH-000734,-0.21439440160937293
ACH-000735,-0.28973927836456875
ACH-000736,-0.2986021802829798
ACH-000738,-0.22287565669034254
ACH-000746,-0.2866362306656716
ACH-000747,-0.3835465748293053
ACH-000748,-0.2741867291694654
ACH-000753,-0.2063050444497394
ACH-000756,-0.1797264946190253
ACH-000757,-0.1988858119746893
ACH-000758,-0.2038258153062416
ACH-000760,-0.2316626496661965
ACH-000762,-0.2168840372025612
ACH-000763,-0.3963811941185851
ACH-000764,-0.1585667329534431
ACH-000765,-0.2259798858728348
ACH-000766,-0.21277115698023355
ACH-000767,-0.3827792020968263
ACH-000768,-0.3389532881655408
ACH-000769,-0.0020277014800418832
ACH-000770,-0.10860495484635092
ACH-000771,-0.18651453003663634
ACH-000773,-0.19472662997337625
ACH-000776,-0.35102745708291955
ACH-000777,-0.19239985735495693
ACH-000778,-0.15527728711952235
ACH-000781,-0.23052499602154705
ACH-000782,-0.07054404323221868
ACH-000783,-0.141521664933676
ACH-000784,-0.13662936742348042
ACH-000785,-0.2260096599161385
ACH-000787,-0.2056231404972097
ACH-000788,-0.21784772341076986
ACH-000791,-0.2538807964344449
ACH-000792,-0.24129375488505336
ACH-000794,-0.2474928971195817
ACH-000796,-0.21560516380333344
ACH-000798,-0.023139352755414518
ACH-000799,-0.3595082459238088
ACH-000800,-0.18592123494101345
ACH-000802,-0.14502290312290628
ACH-000804,-0.25915780264891763
ACH-000805,-0.2869424897187807
ACH-000809,-0.16729727993426952
ACH-000810,-0.15748558217018507
ACH-000811,-0.30577800754680345
ACH-000817,-0.3090052424941241
ACH-000819,-0.16013883013838973
ACH-000820,-0.2162349883705904
ACH-000821,-0.22309802678965954
ACH-000822,-0.2221920372701988
ACH-000823,-0.18351609054673826
ACH-000824,-0.12992379066849252
ACH-000827,-0.3328627672009424
ACH-000829,-0.3833926774803882
ACH-000831,-0.3714416419832168
ACH-000832,-0.2017641092491073
ACH-000833,-0.03343327346359613
ACH-000834,-0.10286378215990047
ACH-000835,-0.26653063230465585
ACH-000836,-0.18570545112449888
ACH-000837,-0.15333471051006334
ACH-000838,-0.0411201151901557
ACH-000839,-0.2920528586455733
ACH-000840,-0.3526395837556466
ACH-000841,-0.12455312819826694
ACH-000843,-0.06197623780290806
ACH-000846,-0.2313915468852424
ACH-000847,-0.07750003474465103
ACH-000848,-0.3080690264444496
ACH-000849,-0.19655362836402032
ACH-000851,-0.19530295098295528
ACH-000855,-0.3577925781402685
ACH-000856,-0.1545472985743337
ACH-000858,-0.2418269017857559
ACH-000859,-0.1097529648703214
ACH-000861,-0.2602094602853321
ACH-000862,-0.1375734775805911
ACH-000865,-0.07179956439800014
ACH-000866,-0.2411752853998583
ACH-000867,-0.23967247039844686
ACH-000869,-0.2529996446444196
ACH-000872,-0.2420443971772448
ACH-000873,-0.2293728629339208
ACH-000876,-0.25059984341803765
ACH-000878,-0.06619080294162168
ACH-000880,-0.10777194073533693
ACH-000881,-0.321293079483867
ACH-000882,-0.3888217964737163
ACH-000884,-0.2531591229248085
ACH-000885,-0.2634133520274931
ACH-000887,-0.20515442457986865
ACH-000889,-0.10809382883676616
ACH-000896,-0.29229241656486005
ACH-000898,-0.10560993018724278
ACH-000900,-0.1106349045267884
ACH-000901,-0.2176000901608825
ACH-000905,-0.3457076251846677
ACH-000906,-0.14498475629166102
ACH-000907,-0.1449446391027772
ACH-000910,-0.2229742512397022
ACH-000911,-0.3748169905643129
ACH-000912,-0.11571598396890165
ACH-000913,-0.2267013874793373
ACH-000915,-0.3805577616676673
ACH-000916,-0.22154814680116744
ACH-000917,-0.2907195864711642
ACH-000920,-0.21030992189239572
ACH-000921,-0.29116353241890364
ACH-000924,0.02546687456309258
ACH-000926,-0.10584106706498117
ACH-000928,-0.2444991171452296
ACH-000929,-0.4599313052876041
ACH-000932,-0.1398179387346779
ACH-000935,-0.30286739933093204
ACH-000936,-0.2628594730480661
ACH-000937,-0.2029292077837963
ACH-000938,-0.15947573075615085
ACH-000939,-0.20687641494199216
ACH-000941,-0.19248241260427784
ACH-000943,-0.1934993589636338
ACH-000946,-0.2169049525311475
ACH-000947,-0.12853791720233182
ACH-000948,-0.2386301014513701
ACH-000950,-0.01191305048002892
ACH-000953,-0.23221659067148
ACH-000954,-0.2523075930646849
ACH-000957,-0.2183101470652517
ACH-000958,-0.188603398110594
ACH-000960,-0.2284406533837109
ACH-000963,-0.2331927056383846
ACH-000968,-0.2762426959669425
ACH-000969,-0.2722588879155772
ACH-000972,-0.0744778320888161
ACH-000973,-0.3520964055136014
ACH-000974,-0.14096639257413732
ACH-000978,-0.02043142101507846
ACH-000984,-0.15587322580475005
ACH-000986,-0.15470801943505216
ACH-000988,-0.2366217338927043
ACH-000993,-0.10503693376735188
ACH-000994,-0.2568478865580857
ACH-000996,-0.26646116525972063
ACH-001001,-0.26784330075661045
ACH-001020,-0.1932341914708
ACH-001028,-0.17570964840116138
ACH-001031,-0.10281513577281028
ACH-001038,-0.2711384229180742
ACH-001048,-0.2295682986616254
ACH-001050,-0.22861730533511104
ACH-001053,-0.2111805019015347
ACH-001054,-0.1404265105265514
ACH-001061,-0.3000315678046613
ACH-001067,-0.3983096195295777
ACH-001075,-0.16408698835886162
ACH-001096,-0.15459053633675246
ACH-001111,-0.17224377982289912
ACH-001119,-0.315835575362906
ACH-001128,-0.3870903866833916
ACH-001134,-0.4038409766751584
ACH-001151,-0.2421006995557725
ACH-001163,-0.08742641632667306
ACH-001164,-0.10459662243411784
ACH-001183,-0.12768237884725142
ACH-001192,-0.1422414362594825
ACH-001193,-0.2674600825332295
ACH-001196,-0.2861218099956722
ACH-001197,-0.06966163614316892
ACH-001205,-0.3227646014609665
ACH-001211,-0.2724589607252121
ACH-001212,-0.28629190284226136
ACH-001228,-0.1228171847599014
ACH-001232,-0.15712652825752846
ACH-001239,-0.2483941898792886
ACH-001270,-0.12182895071234075
ACH-001274,-0.31184224337174604
ACH-001275,-0.10601332445788253
ACH-001277,-0.2431513256367677
ACH-001278,-0.1031635927656367
ACH-001280,-0.14948623036901296
ACH-001283,-0.18824219151878674
ACH-001289,-0.4297658612096949
ACH-001300,-0.1909801739437838
ACH-001301,-0.3400813908725579
ACH-001302,-0.5675112940639871
ACH-001306,-0.22493692461449288
ACH-001318,-0.2877751845693634
ACH-001322,-0.17125218507139595
ACH-001328,-0.22277823618482331
ACH-001332,-0.5226451063984234
ACH-001336,-0.1840620743902796
ACH-001346,-0.13021773852947227
ACH-001353,-0.18899113319951788
ACH-001354,-0.16951454598151594
ACH-001367,-0.05337570931667593
ACH-001368,-0.2343882240652471
ACH-001374,0.052578078731161014
ACH-001377,-0.3383080245876086
ACH-001380,-0.18126558589883274
ACH-001391,-0.2105195793176868
ACH-001408,-0.18408200622921728
ACH-001430,-0.1614921490984954
ACH-001431,-0.25858781317058216
ACH-001450,-0.1583633092167148
ACH-001496,-0.3045110334496405
ACH-001500,-0.07039782211293796
ACH-001523,-0.3280837210603589
ACH-001532,-0.3699395280761403
ACH-001550,-0.12127127827901342
ACH-001552,-0.0789977270449717
ACH-001554,-0.2335744075591605
ACH-001654,-0.23782058868931905
ACH-001735,-0.024839235151117325
ACH-001736,-0.14692024421580982
ACH-001737,-0.3486151995918284
ACH-001740,-0.18150871066643814
ACH-001745,-0.3202582355733963
ACH-001765,-0.268363271199494
