,SMYD5 (10322)
ACH-000004,0.17926050997186072
ACH-000005,0.07957267450761117
ACH-000007,-0.01776957932870852
ACH-000009,-0.03708268870448933
ACH-000011,-0.07061866180693817
ACH-000012,-0.10652176219592288
ACH-000013,-0.04403710403942862
ACH-000014,-0.014841917611381213
ACH-000015,-0.16288879421962407
ACH-000017,-0.07631765009130016
ACH-000018,-0.2564766404742085
ACH-000019,0.051406575152263566
ACH-000021,-0.13122845783722245
ACH-000022,0.055903342799968885
ACH-000025,-0.07035302286882676
ACH-000028,-0.32839183329614946
ACH-000030,-0.16778688936217845
ACH-000035,-0.2970862517832527
ACH-000036,-0.16659472166912212
ACH-000037,-0.23856589778255946
ACH-000039,-0.10516104501355622
ACH-000040,-0.05372032911274907
ACH-000041,-0.06421157317859823
ACH-000042,-0.034085860227929185
ACH-000045,-0.2826984515809751
ACH-000047,-0.06388220099192828
ACH-000052,-0.003248211747896033
ACH-000053,-0.06812834914893108
ACH-000054,-0.08421001675321434
ACH-000055,-0.34035056754682125
ACH-000060,-0.06644228382754022
ACH-000067,-0.18291792767228535
ACH-000070,-0.08442902516714564
ACH-000075,0.0030382576664781486
ACH-000078,0.14964304797063285
ACH-000082,-0.15927805138363793
ACH-000085,-0.16749661448634576
ACH-000086,0.09876336409763044
ACH-000087,-0.023079203115641385
ACH-000092,-0.312477201288075
ACH-000095,-0.03837912078996174
ACH-000097,-0.018831176567350248
ACH-000098,-0.025514861092059683
ACH-000099,-0.011945330171435186
ACH-000108,-0.0348436341883142
ACH-000113,-0.005339994351418089
ACH-000116,-0.10641092936862843
ACH-000118,0.09424866186530237
ACH-000120,0.04007218434392056
ACH-000123,-0.07123294273017157
ACH-000127,-0.2065077550217757
ACH-000128,-0.1305077940842909
ACH-000132,-0.1159925292350702
ACH-000133,-0.0741644195146763
ACH-000137,-0.24664796066990066
ACH-000138,-0.11648816913160175
ACH-000142,-0.13566344248953202
ACH-000143,-0.10191316541508112
ACH-000146,0.02186515688796286
ACH-000148,-0.024664789866582087
ACH-000150,-0.08879470418514128
ACH-000152,-0.19777159484939685
ACH-000153,-0.04426345054335189
ACH-000159,-0.1879650240851957
ACH-000160,0.16857255171034907
ACH-000163,-0.05395033750909765
ACH-000167,0.5149766577462112
