,SUPT7L (9913)
ACH-000004,-0.06569169720301678
ACH-000005,0.051378456263516635
ACH-000007,-0.06667102267687955
ACH-000009,-0.10477698565101357
ACH-000011,0.06635840939014255
ACH-000012,0.13649686990282864
ACH-000013,0.0021322726029326345
ACH-000014,-0.22785519739760504
ACH-000015,-0.019634285303685096
ACH-000017,-0.43837737146414335
ACH-000018,-0.2476911464261905
ACH-000019,-0.22450152992441444
ACH-000021,-0.008668110782336078
ACH-000022,-0.15398914057625554
ACH-000025,0.21950670122610494
ACH-000028,-0.06706999494932601
ACH-000030,-0.17194497079611107
ACH-000035,-0.2558407381366608
ACH-000036,-0.16059542218244027
ACH-000037,-0.14582614811081665
ACH-000039,0.11125374742223552
ACH-000040,-0.15373219286574735
ACH-000041,-0.21571045937822164
ACH-000042,-0.5457855377992121
ACH-000045,-0.03024936761282855
ACH-000047,-0.05320418944292056
ACH-000052,0.048484006819534686
ACH-000053,-0.3562098815122416
ACH-000054,0.4933481371203043
ACH-000055,-0.0007911896353043586
ACH-000060,0.43897423129821816
ACH-000067,0.14450964128370894
ACH-000070,-0.0014569636976293418
ACH-000075,0.05963165461209696
ACH-000078,-0.10660994538384412
ACH-000082,-0.23723666221940626
ACH-000085,0.12106928448574535
ACH-000086,-0.07729593332270351
ACH-000087,-0.005686351900010679
ACH-000092,-0.31239279639835865
ACH-000095,-0.2500540657362459
ACH-000097,-0.4850098393696276
ACH-000098,-0.3718167888782623
ACH-000099,-0.014917780835032115
ACH-000108,0.04375375959878782
ACH-000113,-0.3368216724805365
ACH-000116,-0.4768118718559604
ACH-000118,-0.18554512742654786
ACH-000120,-0.11814769037988584
ACH-000123,-0.18492078434093492
ACH-000127,-0.0724180191719777
ACH-000128,0.0440662956235094
ACH-000132,0.04625248366294578
ACH-000133,-0.13658796824688132
ACH-000137,-0.0349210771512123
ACH-000138,0.20531358254688228
ACH-000142,-0.2734338096499862
ACH-000143,-0.29151615076445403
ACH-000146,-0.16389921243253858
ACH-000148,-0.06745015638430912
ACH-000150,0.589022970249106
ACH-000152,-0.2468612374404491
ACH-000153,-0.09921336299098724
ACH-000159,-0.11408712438254345
ACH-000160,-0.01641151479101498
ACH-000163,-0.5301846696218401
ACH-000167,-0.19162480700967308
ACH-000168,-0.19093308043260565
ACH-000169,-0.03960864479587806
ACH-000178,-0.10615971088554747
ACH-000183,-0.6786541730672225
ACH-000188,0.15641834604730906
ACH-000189,0.042024054917705146
ACH-000190,0.10731992178246022
ACH-000198,-0.5835816124977306
ACH-000203,-0.3834364273991417
ACH-000204,-0.19446954844186715
ACH-000206,-0.021881050944705552
ACH-000207,-0.2886765118337276
ACH-000208,-0.07460958942874331
ACH-000210,0.2744477155606687
ACH-000211,0.04462147556041155
ACH-000215,0.1185911306711812
ACH-000221,-0.08143851719525455
ACH-000222,0.05652146065675539
ACH-000223,-0.1603415687945046
ACH-000226,-0.16767983546211465
ACH-000227,-0.2578613578635726
ACH-000228,-0.32983097920115584
ACH-000231,-0.2681440164450706
ACH-000232,-0.21710738296104728
ACH-000233,0.011836151943694492
ACH-000234,0.117579236718468
ACH-000235,0.06005194834921924
ACH-000237,-0.5196313819959394
ACH-000238,-0.1593856852872688
ACH-000242,-0.17520520092842132
ACH-000243,-0.4072980575169965
ACH-000244,0.5283131751750711
ACH-000246,0.27004826003078386
ACH-000248,-0.2297687162947737
ACH-000250,0.020225009441153158
ACH-000251,0.003915776828221064
ACH-000252,-0.11666719728894535
ACH-000253,-0.3622663597826672
ACH-000255,0.13264834374255996
ACH-000256,-0.02483884224795856
ACH-000257,0.02923974429525737
ACH-000258,-0.5292704588081215
ACH-000259,-0.21462065335198205
ACH-000260,-0.1347065136054717
ACH-000261,0.0272581831045072
ACH-000262,-0.44337571968385625
ACH-000263,-0.25223974096387114
ACH-000264,0.0505889685302331
ACH-000265,0.07371348181914639
ACH-000266,0.292926621316782
ACH-000272,-0.3134510219451034
ACH-000274,0.13954319915440638
ACH-000277,-0.289519161998226
ACH-000278,0.20557748763743264
ACH-000279,-0.21580872853243185
ACH-000280,0.1512167814508008
ACH-000281,0.08964203443660737
ACH-000288,0.14404896000542222
ACH-000291,-0.4363007740671952
ACH-000293,0.27942021054391697
ACH-000294,0.07725777974248847
ACH-000295,-0.3580084938364612
