,SEC24A (10802)
ACH-000004,-0.2618996045366161
ACH-000005,-0.22243041052950888
ACH-000007,-0.4708616849351081
ACH-000009,-0.09252122253274428
ACH-000011,0.15675656413355726
ACH-000012,-0.2003344913695043
ACH-000013,-0.20899113096929364
ACH-000014,-0.3738313370459862
ACH-000015,-0.2213913122681731
ACH-000017,-0.20823714620279804
ACH-000018,-0.2282543639461816
ACH-000019,-0.0592233518484447
ACH-000021,-0.2275561142777793
ACH-000022,-0.09437818479096484
ACH-000025,-0.07951289636102092
ACH-000028,-0.09588548939610028
ACH-000030,-0.2607685019840136
ACH-000035,-0.13228848142192126
ACH-000036,-0.4036279410150912
ACH-000037,-0.2716600105919429
ACH-000039,0.013466242611926063
ACH-000040,-0.16642294319411732
ACH-000041,-0.18347286835505786
ACH-000042,-0.1618326838498483
ACH-000045,-0.2268748816189817
ACH-000047,-0.2403695714613317
ACH-000052,-0.08565636922060298
ACH-000053,-0.2032833449350396
ACH-000054,-0.2363959070116536
ACH-000055,-0.1328790375940098
ACH-000060,-0.2256311620416379
ACH-000067,-0.2182344617659621
ACH-000070,-0.21708707366648486
ACH-000075,-0.3707760970197313
ACH-000078,-0.2387390116521671
ACH-000082,-0.19201595612703548
ACH-000085,-0.13359355571558149
ACH-000086,-0.2848120838969298
ACH-000087,-0.21580272201202788
ACH-000092,-0.3383893236234462
ACH-000095,-0.4638932723304822
ACH-000097,-0.2272623840376212
ACH-000098,-0.0719874373225844
ACH-000099,-0.13898855754929884
ACH-000108,-0.061107085008681575
ACH-000113,-0.1912202392779578
ACH-000116,-0.12060788188241273
ACH-000118,-0.20238089269211887
ACH-000120,-0.15275783369515974
ACH-000123,-0.2155110173131788
ACH-000127,-0.1792507602209349
ACH-000128,-0.2847847916285402
ACH-000132,-0.1822214567614595
ACH-000133,-0.34020170542338496
ACH-000137,-0.11144093380868428
ACH-000138,-0.0813942781254197
ACH-000142,-0.004427837613304227
ACH-000143,-0.12471288375317888
ACH-000146,-0.18866218415856112
ACH-000148,-0.2687782172246984
ACH-000150,-0.17637163029218686
ACH-000152,-0.36794977301922666
ACH-000153,-0.11931280696765195
ACH-000159,-0.17228109138298106
ACH-000160,-0.08917838349955871
ACH-000163,-0.3629179516515605
ACH-000167,-0.12165546124470658
ACH-000168,-0.09723597493954672
ACH-000169,-0.24441261745869536
ACH-000178,-0.13190358262474533
ACH-000183,-0.2153887351273118
ACH-000188,-0.22647401499511274
ACH-000189,-0.15316013030232392
ACH-000190,-0.2587846465679966
ACH-000198,-0.287288331858825
ACH-000203,-0.2533605102371216
ACH-000204,-0.19804493112071636
ACH-000206,-0.3130697125322901
ACH-000207,-0.2348727148237305
ACH-000208,-0.1970089154443215
ACH-000210,-0.08377607640945196
ACH-000211,-0.31049324872302664
ACH-000215,-0.19098241116589545
ACH-000221,-0.030901665511424575
ACH-000222,-0.08379969136374714
ACH-000223,-0.2913254822679057
ACH-000226,-0.16563446783216682
ACH-000227,-0.3544068509861629
ACH-000228,-0.1386504245881783
ACH-000231,-0.23504911349658866
ACH-000232,-0.2313741334504566
ACH-000233,-0.5883262941504709
ACH-000234,-0.23351650990843725
ACH-000235,-0.1607229660744051
ACH-000237,-0.2882220103051261
ACH-000238,-0.225178958598558
ACH-000242,0.1835888359644931
ACH-000243,-0.2116278839681832
ACH-000244,-0.5423305702419768
ACH-000246,-0.07977299701227662
ACH-000248,-0.007823225837445023
ACH-000250,-0.27707968316578674
ACH-000251,-0.06458376861409465
ACH-000252,-0.2108154504565536
ACH-000253,-0.3200123099317597
ACH-000255,-0.2274454086260713
ACH-000256,-0.2934381256354042
ACH-000257,-0.28546471037435545
ACH-000258,-0.2707959020189114
ACH-000259,-0.22233129186743072
ACH-000260,-0.213469398334932
ACH-000261,-0.21820205634805534
ACH-000262,-0.3454443487774973
ACH-000263,-0.2520146788236251
ACH-000264,-0.21943027630324108
ACH-000265,-0.1978108345673141
ACH-000266,-0.12097216597032735
ACH-000272,-0.1965368271138284
ACH-000274,-0.20465152020754995
ACH-000277,-0.27269864726529885
ACH-000278,-0.18697234363419965
ACH-000279,-0.23194669159770603
